,CLA FP Equity_DX_SI_QTY,CLA FP Equity_DX_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CLA FP Equity_DX_SI_MV,CLA FP Equity_DX_DSS,CLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY,CLA FP Equity_DX_BROKER_SI_QTY,CLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CLA FP Equity_DX_BROKER_SI_MV_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CLA FP Equity_DX_BROKER_SI_MV_INC_x,CLA FP Equity_DX_SUPPLY_SI_MV_NEW,CLA FP Equity_DX_BROKER_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_NEW,CLA FP Equity_DX_SUPPLY_SI_MV_DEC,CLA FP Equity_DX_BROKER_SI_QTY_INC,CLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CLA FP Equity_DX_BROKER_SI_MV_NEW_y,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CLA FP Equity_DX_BROKER_SI_MV_INC_y,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CLA FP Equity_DX_BROKER_SI_MV_ADD,CLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_DEC,CLA FP Equity_DX_SUPPLY_SI_MV,CLA FP Equity_DX_BROKER_SI_MV_DEC,CLA FP Equity_DX_SUPPLY_SI_MV_RMV,CLA FP Equity_DX_BROKER_SI_MV_RMV,CLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CLA FP Equity_DX_UTILIZATION_QUANTITY,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CLA FP Equity_DX_BROKER_SI_CON_RATIO,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CLA FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-12-06,117084.0,160405.08,0.94,1.06,0.57,0.15,0.0,160405.08,0.0,117084.0,0.0,,,,0.0,,,,,3446.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.85,0.7715,87.23,1.7812
2013-12-09,117084.0,182651.04,0.94,1.07,0.57,0.16,0.0,182651.04,0.0,117084.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.02,0.7674,86.97,1.7812
2013-12-10,113638.0,176138.9,0.91,0.69,0.55,0.15,0.0,176138.9,0.0,113638.0,0.0,,,,,,,,,,,,,,,,,3446.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.17,0.7886,88.36,1.7288
2013-12-11,125838.0,193790.52,1.01,0.59,0.61,0.17,0.0,184396.52,6100.0,119738.0,9394.0,,,,0.01,,,,,6100.0,,,,0.01,,,6100.0,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,13.48,0.7125,83.26,1.9144
2013-12-12,125838.0,198824.04,1.01,0.57,0.61,0.17,0.0,189186.04,6100.0,119738.0,9638.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,13.46,0.7132,83.31,1.9144
2013-12-13,126338.0,203404.18,1.02,0.57,0.61,0.17,0.0,193583.18,6100.0,120238.0,9821.0,,,,,,500.0,,,,,,,,,0.0,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,13.59,0.7021,82.62,1.922
2013-12-16,122338.0,196964.18,0.98,0.52,0.59,0.17,0.0,187143.18,6100.0,116238.0,9821.0,,,,,,,,,,,,,,,,,4000.0,0.01,0.01,,,100.0,9.28,0.0,0.0,,0.0,100.0,10.26,0.7468,85.73,1.8612
2013-12-17,122338.0,171273.2,0.98,0.5,0.59,0.17,0.0,162733.2,6100.0,116238.0,8540.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,10.26,0.7469,85.74,1.8612
2013-12-18,121838.0,166918.06,0.98,0.44,0.59,0.16,0.0,158561.06,6100.0,115738.0,8357.0,,,,,,,,,,,,,,,,,500.0,0.01,0.0,,,100.0,9.28,0.0,0.0,,0.0,100.0,9.62,0.7724,87.3,1.8536
2013-12-19,119538.0,160180.92,0.96,0.42,0.58,0.16,0.0,152006.92,6100.0,113438.0,8174.0,,,,,,,,,,,,,,,,,2300.0,0.01,0.0,,,100.0,9.28,0.0,0.0,,0.0,100.0,7.11,0.8123,89.79,1.8186
2013-12-20,119538.0,157790.16,0.96,0.41,0.58,0.16,0.0,149738.16,6100.0,113438.0,8052.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,6.97,0.8156,89.99,1.8186
2013-12-23,119538.0,153008.64,0.96,0.41,0.58,0.16,0.0,145200.64,6100.0,113438.0,7808.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,6.95,0.8167,90.05,1.8186
2013-12-24,119538.0,155399.4,0.96,0.4,0.58,0.16,0.0,147469.4,6100.0,113438.0,7930.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,6.69,0.8225,90.4,1.8186
2013-12-25,119538.0,155399.4,0.96,0.43,0.58,0.16,0.0,147469.4,6100.0,113438.0,7930.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,6.79,0.8211,90.32,1.8186
2013-12-26,119538.0,155399.4,0.96,0.43,0.58,0.16,0.0,147469.4,6100.0,113438.0,7930.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.28,0.0,0.0,,0.0,100.0,6.78,0.8202,90.26,1.8186
2013-12-27,126538.0,161968.64,1.02,0.45,0.61,0.17,0.0,149680.64,9600.0,116938.0,12288.0,,,3500.0,0.0,,1500.0,,,2000.0,,,,0.0,3500.0,0.0,,,0.01,,,,100.0,14.6,0.0,0.0,,0.0,100.0,8.27,0.7751,87.6,1.9251
2013-12-30,24300.0,32319.0,0.2,0.09,0.12,0.03,0.0,19551.0,9600.0,14700.0,12768.0,,,,,,,,,,,,,,,,,102238.0,0.01,0.14,,,100.0,14.6,0.0,0.0,,0.0,100.0,23.13,0.5084,66.67,0.3697
2013-12-31,29400.0,38514.0,0.24,0.1,0.14,0.04,0.0,25938.0,9600.0,19800.0,12576.0,,,,,,5100.0,,,,,,,,,0.01,,,0.01,,,,14.6,14.6,56132.0,73532.92,,0.07,14.6,25.32,0.3476,49.78,0.4473
2014-01-01,29400.0,38514.0,0.24,0.11,0.14,0.04,0.0,25938.0,9600.0,19800.0,12576.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.6,0.0,0.0,,0.0,100.0,25.52,0.3454,49.41,0.4473
2014-01-02,29400.0,38220.0,0.24,0.11,0.14,0.04,0.0,25740.0,9600.0,19800.0,12480.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.6,0.0,0.0,,0.0,100.0,25.61,0.3469,49.59,0.4473
2014-01-03,215400.0,277866.0,1.73,0.77,1.05,0.28,1.0,265482.0,9600.0,205800.0,12384.0,,,,0.24,,,,,186000.0,,,,0.24,,,,,0.01,,,,100.0,14.6,0.0,0.0,,0.0,100.0,4.73,0.8657,92.91,3.2769
2014-01-06,215400.0,297252.0,1.73,0.77,1.05,0.28,1.0,284004.0,9600.0,205800.0,13248.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.6,0.0,0.0,,0.0,100.0,4.7,0.8666,92.96,3.2769
2014-01-07,213900.0,295182.0,1.72,0.7,1.04,0.28,1.0,284004.0,8100.0,205800.0,11178.0,,,,,,,,0.0,,1500.0,,,,,,,,0.01,,,,100.0,12.32,0.0,0.0,,0.0,100.0,5.0,0.8585,92.5,3.2541
2014-01-08,204300.0,279891.0,1.64,0.6,0.99,0.27,1.0,279891.0,0.0,204300.0,0.0,,,,,,,,0.01,,8100.0,,,,,,,1500.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.04,0.8718,93.22,3.1081
2014-01-09,234500.0,316575.0,1.89,0.68,1.14,0.31,1.0,289575.0,20000.0,214500.0,27000.0,,,,,,20000.0,,,,,,,,,0.03,20000.0,9800.0,0.03,0.01,,,100.0,30.43,0.0,0.0,,0.0,100.0,9.7,0.7955,88.65,3.5675
2014-01-10,234500.0,318920.0,1.89,0.66,1.14,0.31,1.0,291720.0,20000.0,214500.0,27200.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,30.43,0.0,0.0,,0.0,100.0,9.58,0.7979,88.79,3.5675
2014-01-13,234500.0,325955.0,1.89,0.65,1.14,0.31,1.0,298155.0,20000.0,214500.0,27800.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,30.43,0.0,0.0,,0.0,100.0,9.64,0.7967,88.72,3.5675
2014-01-14,234500.0,342370.0,1.89,0.64,1.14,0.31,1.0,313170.0,20000.0,214500.0,29200.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,30.43,0.0,0.0,,0.0,100.0,9.83,0.7932,88.5,3.5675
2014-01-15,214500.0,332475.0,1.72,0.55,1.04,0.28,1.0,332475.0,0.0,214500.0,0.0,,,,,,,,0.03,,20000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.27,0.7851,87.99,3.2633
2014-01-16,194500.0,283970.0,1.55,0.44,0.94,0.13,1.0,283970.0,0.0,194500.0,0.0,,,,,,,,,,,,,,,,,20000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.09,0.9216,95.91,2.9589
2014-01-17,97800.0,141810.0,0.78,0.21,0.47,0.13,0.0,141810.0,0.0,97800.0,0.0,,,,,,,,,,,,,,,,,96700.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.86,0.9258,96.14,1.4879
2014-01-20,97800.0,141810.0,0.78,0.21,0.47,0.13,0.0,141810.0,0.0,97800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.86,0.9258,96.14,1.4879
2014-01-21,97800.0,141810.0,0.78,0.21,0.47,0.13,0.0,141810.0,0.0,97800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.84,0.9262,96.16,1.4879
2014-01-22,117800.0,168454.0,0.94,0.25,0.57,0.16,0.0,154154.0,10000.0,107800.0,14300.0,,,,,,10000.0,,,,,,,,,0.01,10000.0,,0.01,,,,100.0,8.52,0.0,0.0,,0.0,100.0,10.14,0.7582,86.42,1.0042
2014-01-23,117800.0,166098.0,0.94,0.25,0.57,0.16,0.0,151998.0,10000.0,107800.0,14100.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,15.21,0.0,0.0,,0.0,100.0,10.02,0.7608,86.58,1.7921
2014-01-24,117800.0,160208.0,0.94,0.28,0.57,0.16,0.0,146608.0,10000.0,107800.0,13600.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,15.21,0.0,0.0,,0.0,100.0,9.89,0.7633,86.74,1.7921
2014-01-27,117800.0,160208.0,0.94,0.31,0.57,0.16,0.0,146608.0,10000.0,107800.0,13600.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,8.76,0.0,0.0,,0.0,100.0,9.59,0.7698,87.15,1.0319
2014-01-28,120500.0,172315.0,0.96,0.32,0.59,0.16,0.0,158015.0,10000.0,110500.0,14300.0,,,,,,2700.0,,,,,,,,,0.0,,,0.01,,,,100.0,15.21,0.0,0.0,,0.0,100.0,9.35,0.7321,84.95,1.8332
2014-01-29,120500.0,171110.0,0.96,0.32,0.59,0.16,0.0,156910.0,10000.0,110500.0,14200.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,15.21,0.0,0.0,,0.0,100.0,9.75,0.7219,84.3,1.8332
2014-01-30,110500.0,159120.0,0.88,0.3,0.54,0.15,0.0,159120.0,0.0,110500.0,0.0,,,,,,,,0.01,,10000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.69,0.7234,84.39,1.6811
2014-01-31,9100.0,13104.0,0.07,0.03,0.04,0.01,0.0,13104.0,0.0,9100.0,0.0,,,,0.0,,,,,3000.0,,,,0.0,,,,104400.0,0.0,0.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.36,0.5319,62.64,0.1384
2014-02-03,103101.0,146403.42,0.82,0.31,0.5,0.15,0.0,146403.42,0.0,103101.0,0.0,,,,,,94001.0,,,,,,,,,0.13,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.56,0.8344,91.12,1.5685
2014-02-04,103101.0,148465.44,0.82,0.31,0.5,0.15,0.0,148465.44,0.0,103101.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.49,0.8364,91.23,0.7159
2014-02-05,103101.0,164961.6,0.82,0.31,0.5,0.15,0.0,164961.6,0.0,103101.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.56,0.8344,91.12,1.5685
2014-02-06,106601.0,165231.55,0.85,0.29,0.52,0.15,0.0,165231.55,0.0,106601.0,0.0,,,,0.01,,,,,3500.0,,,,0.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.14,0.7648,86.96,1.6218
2014-02-07,106601.0,162033.52,0.85,0.28,0.52,0.13,0.0,162033.52,0.0,106601.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.16,0.7354,85.1,1.6218
2014-02-10,100601.0,150901.5,0.8,0.26,0.49,0.15,0.0,135901.5,10000.0,90601.0,15000.0,,,,,,,,,,,,,,,,10000.0,16000.0,0.02,0.0,,,100.0,10.65,0.0,0.0,,0.0,100.0,8.02,0.7392,85.35,1.0709
2014-02-11,110601.0,170325.54,0.88,0.29,0.54,0.16,0.0,154925.54,10000.0,100601.0,15400.0,,,,0.01,,,,,10000.0,,,,0.01,,,,,0.02,,,,100.0,15.21,0.0,0.0,,0.0,100.0,16.19,0.6194,76.69,1.6826
2014-02-12,136529.0,206158.79,1.09,0.36,0.66,0.2,0.0,191058.79,10000.0,126529.0,15100.0,,,,,,28628.0,,,,,,,,,0.04,,2700.0,0.02,0.0,,,100.0,15.21,0.0,0.0,,0.0,100.0,23.36,0.4309,60.12,2.0771
2014-02-13,107901.0,161851.5,0.86,0.28,0.52,0.16,0.0,146851.5,10000.0,97901.0,15000.0,,,,,,,,,,,,,,,,,28628.0,0.02,0.04,,,100.0,15.21,0.0,0.0,,0.0,100.0,13.86,0.6452,78.78,1.6415
2014-02-14,107901.0,167246.55,0.86,0.28,0.52,0.16,0.0,151746.55,10000.0,97901.0,15500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,15.21,0.0,0.0,,0.0,100.0,13.79,0.6467,78.89,1.6415
2014-02-17,104901.0,163645.56,0.83,0.25,0.51,0.15,0.0,148045.56,10000.0,94901.0,15600.0,,,,,,,,,,,,,,,,,3000.0,0.02,0.0,,,100.0,15.21,0.0,0.0,,0.0,100.0,11.28,0.6778,81.2,1.5959
2014-02-18,94901.0,146147.54,0.76,0.23,0.46,0.14,0.0,146147.54,0.0,94901.0,0.0,,,,,,,,0.02,,10000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,11.32,0.6737,80.92,1.0813
2014-02-19,84901.0,129898.53,0.68,0.23,0.41,0.12,0.0,129898.53,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.8,0.8395,91.2,1.2916
2014-02-20,84901.0,128200.51,0.68,0.23,0.41,0.12,0.0,128200.51,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.7,0.8412,91.3,1.2913
2014-02-21,84901.0,129898.53,0.68,0.24,0.41,0.12,0.0,129898.53,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.54,0.8437,91.46,0.9674
2014-02-24,84901.0,129898.53,0.68,0.24,0.41,0.12,0.0,129898.53,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.65,0.842,91.35,1.2916
2014-02-25,84901.0,141784.67,0.68,0.24,0.41,0.12,0.0,141784.67,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.65,0.842,91.35,1.2916
2014-02-26,84901.0,140935.66,0.68,0.24,0.41,0.12,0.0,140935.66,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.36,0.8303,90.64,1.2916
2014-02-27,84901.0,141784.67,0.68,0.27,0.41,0.12,0.0,141784.67,0.0,84901.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.31,0.8311,90.69,1.2916
2014-02-28,6900.0,11385.0,0.05,0.02,0.03,0.01,0.0,11385.0,0.0,6900.0,0.0,,,,,,,,,,,,,,,,,78001.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.105
2014-03-03,146292.0,225289.68,1.16,0.51,0.71,0.24,0.0,225289.68,0.0,146292.0,0.0,,,,,,139392.0,,,,,,,,,0.23,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.66,0.9111,95.34,2.2256
2014-03-04,146292.0,228215.52,1.16,0.5,0.71,0.24,0.0,228215.52,0.0,146292.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.37,0.9165,95.63,2.2256
2014-03-05,146292.0,222363.84,1.16,0.51,0.71,0.24,0.0,222363.84,0.0,146292.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.42,0.9155,95.58,2.2256
2014-03-06,156292.0,245378.44,1.24,0.55,0.76,0.26,0.0,237528.44,5000.0,151292.0,7850.0,,,,,,5000.0,,,,,,,,,0.01,5000.0,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,4.18,0.8637,92.79,2.3777
2014-03-07,157292.0,246948.44,1.25,0.55,0.76,0.26,0.0,246948.44,0.0,157292.0,0.0,,,,,,6000.0,,0.01,,5000.0,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.15,0.7977,89.09,2.3929
2014-03-10,168292.0,267584.28,1.34,0.59,0.82,0.28,0.0,267584.28,0.0,168292.0,0.0,,,,0.03,,,,,16000.0,,,,0.03,,,,5000.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.7,0.7135,83.42,2.5603
2014-03-11,168292.0,264218.44,1.34,0.6,0.82,0.28,0.0,264218.44,0.0,168292.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.69,0.7129,83.38,2.5603
2014-03-12,168292.0,257486.76,1.34,0.62,0.82,0.28,0.0,257486.76,0.0,168292.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.7,0.7135,83.42,2.5603
2014-03-13,171292.0,262076.76,1.36,0.63,0.83,0.28,0.0,262076.76,0.0,171292.0,0.0,,,,0.0,,,,,3000.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.18,0.6939,82.0,2.6059
2014-03-14,181292.0,268312.16,1.44,0.68,0.88,0.3,0.0,260912.16,5000.0,176292.0,7400.0,,,,,,5000.0,,,,,,,,,0.01,5000.0,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.83,0.6611,80.0,2.758
2014-03-17,181292.0,277376.76,1.44,0.67,0.88,0.3,0.0,269726.76,5000.0,176292.0,7650.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.79,0.662,80.07,2.758
2014-03-18,183292.0,280436.76,1.46,0.68,0.89,0.3,0.0,272786.76,5000.0,178292.0,7650.0,,,,0.0,,,,,2000.0,,,,0.0,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.68,0.647,79.1,2.7885
2014-03-19,183292.0,280436.76,1.46,0.7,0.89,0.3,0.0,272786.76,5000.0,178292.0,7650.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.68,0.647,79.1,2.7885
2014-03-20,183292.0,278603.84,1.46,0.81,0.89,0.3,0.0,271003.84,5000.0,178292.0,7600.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.68,0.6473,79.12,2.7885
2014-03-21,183292.0,278603.84,1.46,0.92,0.89,0.3,0.0,271003.84,5000.0,178292.0,7600.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.67,0.6476,79.14,2.7885
2014-03-24,203292.0,298839.24,1.62,1.04,0.99,0.33,0.0,276789.24,15000.0,188292.0,22050.0,,,10000.0,,,10000.0,,,,,,,,10000.0,0.02,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.02,0.5892,75.34,3.0927
2014-03-25,203292.0,292740.48,1.62,1.07,0.99,0.33,0.0,271140.48,15000.0,188292.0,21600.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.02,0.5935,75.64,3.0927
2014-03-26,203292.0,296806.32,1.62,1.09,0.99,0.33,0.0,274906.32,15000.0,188292.0,21900.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.0,0.5951,75.75,3.0927
2014-03-27,203292.0,294773.4,1.62,1.11,0.99,0.33,0.0,273023.4,15000.0,188292.0,21750.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.01,0.5939,75.67,3.0927
2014-03-28,203292.0,296806.32,1.62,1.13,0.99,0.33,0.0,274906.32,15000.0,188292.0,21900.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.01,0.5944,75.7,3.0927
2014-03-31,63900.0,92655.0,0.51,0.46,0.31,0.1,0.0,70905.0,15000.0,48900.0,21750.0,,,,,,,,,,,,,,,,,139392.0,0.02,0.23,,,100.0,22.82,0.0,0.0,,0.0,100.0,19.51,0.3605,53.48,0.9721
2014-04-01,234619.0,347236.12,1.87,1.72,1.14,0.32,1.0,325036.12,15000.0,219619.0,22200.0,,,,,,170719.0,,,,,,,,,0.22,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.35,0.5852,75.01,3.5693
2014-04-02,217819.0,326728.5,1.73,1.59,1.06,0.32,1.0,304228.5,15000.0,202819.0,22500.0,,,,,,,,,,,,,,,,,16800.0,0.02,0.0,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.35,0.5825,74.83,3.3137
2014-04-03,217819.0,320193.93,1.73,1.56,1.06,0.32,1.0,298143.93,15000.0,202819.0,22050.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,13.39,0.5811,74.72,3.3137
2014-04-04,214319.0,304332.98,1.71,1.57,1.04,0.32,1.0,283032.98,15000.0,199319.0,21300.0,,,,,,,,,,,,,,,,,3500.0,0.02,0.0,,,100.0,22.82,0.0,0.0,,0.0,100.0,12.04,0.599,76.14,3.2605
2014-04-07,214319.0,300046.6,1.71,1.54,1.04,0.31,1.0,279046.6,15000.0,199319.0,21000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,12.08,0.6027,76.39,3.2605
2014-04-08,214319.0,297903.41,1.71,1.53,1.04,0.31,1.0,277053.41,15000.0,199319.0,20850.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.82,0.0,0.0,,0.0,100.0,12.1,0.6043,76.5,3.2605
2014-04-09,204319.0,286046.6,1.63,1.71,0.99,0.3,0.0,279046.6,5000.0,199319.0,7000.0,,,,,,,,0.01,,10000.0,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.1,0.6047,76.52,3.1084
2014-04-10,194319.0,268160.22,1.55,1.85,0.94,0.29,0.0,261260.22,5000.0,189319.0,6900.0,,,,,,,,,,,,,,,,,10000.0,0.01,0.01,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.71,0.6643,80.36,2.9562
2014-04-11,194319.0,264273.84,1.55,1.97,0.94,0.29,0.0,257473.84,5000.0,189319.0,6800.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.72,0.6656,80.44,2.9562
2014-04-14,194319.0,258444.27,1.55,2.04,0.94,0.28,0.0,251794.27,5000.0,189319.0,6650.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.74,0.6671,80.54,2.9562
2014-04-15,194319.0,260387.46,1.55,2.23,0.94,0.28,0.0,253687.46,5000.0,189319.0,6700.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.74,0.6678,80.58,2.9562
2014-04-16,194319.0,260387.46,1.55,2.27,0.94,0.28,0.0,253687.46,5000.0,189319.0,6700.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.74,0.6675,80.56,2.9562
2014-04-17,194319.0,266217.03,1.55,2.32,0.94,0.28,0.0,259367.03,5000.0,189319.0,6850.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.73,0.6665,80.5,2.9562
2014-04-18,194319.0,266217.03,1.55,2.38,0.94,0.29,0.0,259367.03,5000.0,189319.0,6850.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.74,0.6664,80.49,2.9562
2014-04-21,194319.0,266217.03,1.55,2.38,0.94,0.29,0.0,259367.03,5000.0,189319.0,6850.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.72,0.6656,80.44,2.9562
2014-04-22,194319.0,275932.98,1.55,2.38,0.94,0.29,0.0,268832.98,5000.0,189319.0,7100.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,7.61,0.0,0.0,,0.0,100.0,12.71,0.664,80.34,2.9562
2014-04-23,190919.0,271104.98,1.52,2.32,0.93,0.28,0.0,264004.98,5000.0,185919.0,7100.0,,,,,,,,,,,,,,,,,3400.0,0.01,0.0,,,100.0,7.61,0.0,0.0,,0.0,100.0,13.16,0.68,81.3,2.9045
