,ALMDG FP Equity_DX_SI_QTY,ALMDG FP Equity_DX_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDG FP Equity_DX_SI_MV,ALMDG FP Equity_DX_DSS,ALMDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SUPPLY_SI_QTY,ALMDG FP Equity_DX_BROKER_SI_QTY,ALMDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDG FP Equity_DX_BROKER_SI_MV_INC_x,ALMDG FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDG FP Equity_DX_BROKER_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_NEW,ALMDG FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_QTY_INC,ALMDG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDG FP Equity_DX_BROKER_SI_MV_INC_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDG FP Equity_DX_BROKER_SI_MV_ADD,ALMDG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_DEC,ALMDG FP Equity_DX_SUPPLY_SI_MV,ALMDG FP Equity_DX_BROKER_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_RMV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDG FP Equity_DX_BROKER_SI_CON_RATIO,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDG FP Equity_PX_LAST
2018-12-14,1499.0,59735.15,0.03,0.47,0.02,0.06,0.0,59735.15,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74252.0,2958942.2,2.96,0.0,,1.0,100.0,0.0202,39.85
2018-12-17,1499.0,59960.0,0.03,0.46,0.02,0.06,0.0,59960.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74247.0,2969880.0,2.96,0.0,,1.0,100.0,0.0202,40.0
2018-12-18,1499.0,58086.25,0.03,0.44,0.02,0.06,0.0,58086.25,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74247.0,2877071.25,2.92,0.0,,1.0,100.0,0.0202,38.75
2018-12-19,1499.0,58610.9,0.03,0.43,0.02,0.06,0.0,58610.9,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74248.0,2903096.8,2.89,0.0,,1.0,100.0,0.0202,39.1
2018-12-20,1499.0,57111.9,0.03,0.44,0.02,0.06,0.0,57111.9,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74234.0,2828315.4,2.86,0.0,,1.0,100.0,0.0202,38.1
2018-12-21,1499.0,58461.0,0.03,0.44,0.02,0.06,0.0,58461.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74263.0,2896257.0,2.87,0.0,,1.0,100.0,0.0202,39.0
2018-12-24,1499.0,57786.45,0.03,0.41,0.02,0.06,0.0,57786.45,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74267.0,2862992.85,2.88,0.0,,1.0,100.0,0.0202,38.55
2018-12-25,1499.0,57786.45,0.03,0.41,0.02,0.06,0.0,57786.45,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74270.0,2863108.5,2.88,0.0,,1.0,100.0,0.0202,
2018-12-26,1499.0,57786.45,0.03,0.41,0.02,0.06,0.0,57786.45,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74270.0,2863108.5,2.87,0.0,,1.0,100.0,0.0202,
2018-12-27,1499.0,56887.05,0.03,0.41,0.02,0.06,0.0,56887.05,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,74270.0,2818546.5,2.84,0.0,,1.0,100.0,0.0202,37.95
2018-12-28,1499.0,58910.7,0.03,0.42,0.02,0.06,0.0,58910.7,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77304.0,3038047.2,2.99,0.0,,1.0,100.0,0.0194,39.3
2018-12-31,1499.0,60559.6,0.03,0.41,0.02,0.06,0.0,60559.6,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77304.0,3123081.6,3.08,0.0,,1.0,100.0,0.0194,40.4
2019-01-01,1499.0,60559.6,0.03,0.41,0.02,0.06,0.0,60559.6,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77311.0,3123364.4,3.07,0.0,,1.0,100.0,0.0194,
2019-01-02,3929.0,156963.55,0.07,1.09,0.06,0.16,0.0,156963.55,0.0,3929.0,0.0,,,,,,2430.0,,,,,,,,,0.1,,,0.0,,,0.0,0.0,77311.0,3088574.45,3.11,0.0,38.15,0.5281,61.85,0.0508,39.95
2019-01-03,1549.0,65522.7,0.03,0.44,0.03,0.06,0.0,65522.7,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,2380.0,0.0,0.1,,0.0,0.0,77311.0,3270255.3,3.19,0.0,3.23,0.9375,96.77,0.02,42.3
2019-01-04,1549.0,69007.95,0.03,0.42,0.03,0.07,0.0,69007.95,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77383.0,3447412.65,3.37,0.0,3.23,0.9375,96.77,0.02,44.55
2019-01-07,1549.0,70479.5,0.03,0.44,0.03,0.07,0.0,70479.5,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77383.0,3520926.5,3.48,0.0,3.23,0.9375,96.77,0.02,45.5
2019-01-08,1549.0,74352.0,0.03,0.43,0.03,0.07,0.0,74352.0,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77390.0,3714720.0,3.63,0.0,3.23,0.9375,96.77,0.02,48.0
2019-01-09,1549.0,76055.9,0.03,0.41,0.03,0.07,0.0,76055.9,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77406.0,3800634.6,3.75,0.0,3.23,0.9375,96.77,0.02,49.1
2019-01-10,1549.0,74971.6,0.03,0.34,0.03,0.08,0.0,74971.6,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82304.0,3983513.6,4.01,0.0,3.23,0.9375,96.77,0.0188,48.4
2019-01-11,1549.0,75049.05,0.03,0.34,0.03,0.08,0.0,75049.05,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84261.0,4082445.45,4.09,0.0,3.23,0.9375,96.77,0.0184,48.45
2019-01-14,1549.0,70479.5,0.03,0.34,0.03,0.08,0.0,70479.5,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84214.0,3831737.0,3.95,0.0,3.23,0.9375,96.77,0.0184,45.5
2019-01-15,1549.0,70479.5,0.03,0.33,0.03,0.07,0.0,70479.5,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84214.0,3831737.0,3.84,0.0,3.23,0.9375,96.77,0.0184,45.5
2019-01-16,1549.0,68001.1,0.03,0.33,0.03,0.07,0.0,68001.1,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84213.0,3696950.7,3.77,0.0,3.23,0.9375,96.77,0.0184,43.9
2019-01-17,1549.0,67071.7,0.03,0.33,0.03,0.07,0.0,67071.7,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84190.0,3645427.0,3.67,0.0,3.23,0.9375,96.77,0.0184,43.3
2019-01-18,1549.0,69472.65,0.03,0.32,0.03,0.07,0.0,69472.65,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84202.0,3776459.7,3.72,0.0,3.23,0.9375,96.77,0.0184,44.85
2019-01-21,1549.0,70324.6,0.03,0.31,0.03,0.07,0.0,70324.6,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,84191.0,3822271.4,3.8,0.0,3.23,0.9375,96.77,0.0184,45.4
2019-01-22,1549.0,68698.15,0.03,0.32,0.03,0.07,0.0,68698.15,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86290.0,3826961.5,3.87,0.0,3.23,0.9375,96.77,0.018,44.35
2019-01-23,1549.0,67536.4,0.03,0.33,0.03,0.07,0.0,67536.4,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86281.0,3761851.6,3.79,0.0,3.23,0.9375,96.77,0.018,43.6
2019-01-24,1549.0,68620.7,0.03,0.34,0.03,0.07,0.0,68620.7,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86267.0,3821628.1,3.8,0.0,3.23,0.9375,96.77,0.018,44.3
2019-01-25,1549.0,69705.0,0.03,0.34,0.03,0.07,0.0,69705.0,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86211.0,3879495.0,3.84,0.0,3.23,0.9375,96.77,0.018,45.0
2019-01-28,1549.0,68156.0,0.03,0.35,0.03,0.07,0.0,68156.0,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86211.0,3793284.0,3.83,0.0,3.23,0.9375,96.77,0.018,44.0
2019-01-29,1549.0,67846.2,0.03,0.35,0.03,0.07,0.0,67846.2,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86211.0,3776041.8,3.78,0.0,3.23,0.9375,96.77,0.018,43.8
2019-01-30,1549.0,68388.35,0.03,0.35,0.03,0.07,0.0,68388.35,0.0,1549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86216.0,3806436.4,3.78,0.0,3.23,0.9375,96.77,0.018,44.15
2019-01-31,4950.0,218542.5,0.09,1.14,0.08,0.22,0.0,218542.5,0.0,4950.0,0.0,,,,,,3401.0,,,,,,,,,0.15,,,0.0,,,0.0,0.0,86229.0,3807010.35,3.8,0.0,30.28,0.5639,68.71,0.0574,44.15
2019-02-01,4950.0,218295.0,0.09,1.15,0.08,0.22,0.0,218295.0,0.0,4950.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86173.0,3800229.3,3.81,0.0,30.28,0.5639,68.71,0.0574,44.1
2019-02-04,4950.0,218295.0,0.09,1.19,0.08,0.22,0.0,218295.0,0.0,4950.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86144.0,3798950.4,3.8,0.0,30.28,0.5639,68.71,0.0575,44.1
2019-02-05,1586.0,69942.6,0.03,0.39,0.03,0.07,0.0,69942.6,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,3364.0,0.0,0.15,,0.0,0.0,86144.0,3798950.4,3.8,0.0,3.15,0.8948,94.51,0.0184,44.1
2019-02-06,1586.0,69625.4,0.03,0.39,0.03,0.07,0.0,69625.4,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86124.0,3780843.6,3.8,0.0,3.15,0.8948,94.51,0.0184,43.9
2019-02-07,1586.0,69704.7,0.03,0.42,0.03,0.07,0.0,69704.7,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,86056.0,3782161.2,3.79,0.0,3.15,0.8948,94.51,0.0184,43.95
2019-02-08,1586.0,68198.0,0.03,0.43,0.03,0.07,0.0,68198.0,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85770.0,3688110.0,3.73,0.0,3.15,0.8948,94.51,0.0185,43.0
2019-02-11,1586.0,69704.7,0.03,0.42,0.03,0.07,0.0,69704.7,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85770.0,3769591.5,3.74,0.0,3.15,0.8948,94.51,0.0185,43.95
2019-02-12,1586.0,69784.0,0.03,0.4,0.03,0.07,0.0,69784.0,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85795.0,3774980.0,3.76,0.0,3.15,0.8948,94.51,0.0185,44.0
2019-02-13,1586.0,69784.0,0.03,0.41,0.03,0.07,0.0,69784.0,0.0,1586.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85815.0,3775860.0,3.78,0.0,3.15,0.8948,94.51,0.0185,44.0
2019-02-14,1536.0,71731.2,0.03,0.38,0.02,0.07,0.0,71731.2,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,50.0,0.0,0.0,,0.0,0.0,85815.0,4007560.5,3.89,0.0,2.41,0.953,97.59,0.0179,46.7
2019-02-15,1536.0,73344.0,0.03,0.38,0.02,0.07,0.0,73344.0,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85874.0,4100483.5,4.05,0.0,2.41,0.953,97.59,0.0179,47.75
2019-02-18,1536.0,73190.4,0.03,0.37,0.02,0.07,0.0,73190.4,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85867.0,4091562.55,4.09,0.0,2.41,0.953,97.59,0.0179,47.65
2019-02-19,1536.0,72960.0,0.03,0.38,0.02,0.07,0.0,72960.0,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87151.0,4139672.5,4.14,0.0,2.38,0.9534,97.62,0.0176,47.5
2019-02-20,1536.0,71731.2,0.03,0.4,0.02,0.07,0.0,71731.2,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87159.0,4070325.3,4.1,0.0,2.41,0.953,97.59,0.0176,46.7
2019-02-21,1536.0,71884.8,0.03,0.51,0.02,0.07,0.0,71884.8,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87176.0,4079836.8,4.08,0.0,2.41,0.953,97.59,0.0176,46.8
2019-02-22,1536.0,71884.8,0.03,0.52,0.02,0.07,0.0,71884.8,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87166.0,4079368.8,4.08,0.0,2.41,0.953,97.59,0.0176,46.8
2019-02-25,1536.0,71040.0,0.03,0.52,0.02,0.07,0.0,71040.0,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89132.0,4122355.0,4.14,0.0,2.41,0.953,97.59,0.0172,46.25
2019-02-26,1536.0,72192.0,0.03,0.55,0.02,0.07,0.0,72192.0,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89132.0,4189204.0,4.15,0.0,2.41,0.953,97.59,0.0172,47.0
2019-02-27,1536.0,74803.2,0.03,0.54,0.02,0.07,0.0,74803.2,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89114.0,4339851.8,4.27,0.0,2.41,0.953,97.59,0.0172,48.7
2019-02-28,1536.0,74419.2,0.03,0.54,0.02,0.07,0.0,74419.2,0.0,1536.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89124.0,4318057.8,4.33,0.0,2.41,0.953,97.59,0.0172,48.45
2019-03-01,1499.0,72701.5,0.03,0.55,0.02,0.07,0.0,72701.5,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,37.0,0.0,0.0,,0.0,0.0,89113.0,4321980.5,4.32,0.0,,1.0,100.0,0.0168,48.5
2019-03-04,1499.0,73675.85,0.03,0.57,0.02,0.07,0.0,73675.85,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90579.0,4451957.85,4.43,0.0,,1.0,100.0,0.0165,49.15
2019-03-05,1499.0,72626.55,0.03,0.55,0.02,0.07,0.0,72626.55,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91147.0,4416072.15,4.45,0.0,,1.0,100.0,0.0164,48.45
2019-03-06,1499.0,71052.6,0.03,0.56,0.02,0.07,0.0,71052.6,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91147.0,4320367.8,4.36,0.0,,1.0,100.0,0.0164,47.4
2019-03-07,1499.0,69478.65,0.03,0.57,0.02,0.07,0.0,69478.65,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91145.0,4224570.75,4.29,0.0,,1.0,100.0,0.0164,46.35
2019-03-08,1499.0,67455.0,0.03,0.56,0.02,0.07,0.0,67455.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91159.0,4102155.0,4.16,0.0,,1.0,100.0,0.0164,45.0
2019-03-11,1499.0,67455.0,0.03,0.59,0.02,0.07,0.0,67455.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91135.0,4101075.0,4.1,0.0,,1.0,100.0,0.0164,45.0
2019-03-12,1499.0,66930.35,0.03,0.57,0.02,0.07,0.0,66930.35,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91106.0,4067882.9,4.07,0.0,,1.0,100.0,0.0165,44.65
2019-03-13,1499.0,68654.2,0.03,0.58,0.02,0.07,0.0,68654.2,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91094.0,4172105.2,4.11,0.0,,1.0,100.0,0.0165,45.8
2019-03-14,1499.0,68504.3,0.03,0.59,0.02,0.07,0.0,68504.3,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,91069.0,4161853.3,4.17,0.0,,1.0,100.0,0.0165,45.7
2019-03-15,1499.0,68879.05,0.03,0.6,0.02,0.07,0.0,68879.05,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90954.0,4179336.3,4.17,0.0,,1.0,100.0,0.0165,45.95
2019-03-18,1499.0,69403.7,0.03,0.59,0.02,0.07,0.0,69403.7,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90954.0,4211170.2,4.19,0.0,,1.0,100.0,0.0165,46.3
2019-03-19,1499.0,69403.7,0.03,0.58,0.02,0.07,0.0,69403.7,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90958.0,4211355.4,4.21,0.0,,1.0,100.0,0.0165,46.3
2019-03-20,1499.0,68354.4,0.03,0.59,0.02,0.07,0.0,68354.4,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90952.0,4147411.2,4.17,0.0,,1.0,100.0,0.0165,45.6
2019-03-21,1499.0,66030.95,0.03,0.59,0.02,0.07,0.0,66030.95,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90916.0,4004849.8,4.07,0.0,,1.0,100.0,0.0165,44.05
2019-03-22,1499.0,64831.75,0.03,0.58,0.02,0.07,0.0,64831.75,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90928.0,3932636.0,3.97,0.0,,1.0,100.0,0.0165,43.25
2019-03-25,1499.0,64457.0,0.03,0.6,0.02,0.06,0.0,64457.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90928.0,3909904.0,3.91,0.0,,1.0,100.0,0.0165,43.0
2019-03-26,1499.0,64681.85,0.03,0.64,0.02,0.06,0.0,64681.85,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90928.0,3923543.2,3.93,0.0,,1.0,100.0,0.0165,43.15
2019-03-27,1499.0,64906.7,0.03,0.66,0.02,0.06,0.0,64906.7,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90929.0,3937225.7,3.94,0.0,,1.0,100.0,0.0165,43.3
2019-03-28,1499.0,66180.85,0.03,0.68,0.02,0.06,0.0,66180.85,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90904.0,4013411.6,3.98,0.0,,1.0,100.0,0.0165,44.15
2019-03-29,1499.0,69103.9,0.03,0.79,0.02,0.07,0.0,69103.9,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90924.0,4191596.4,4.11,0.0,,1.0,100.0,0.0165,46.1
2019-04-01,1499.0,68204.5,0.03,0.81,0.02,0.07,0.0,68204.5,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90924.0,4137042.0,4.17,0.0,,1.0,100.0,0.0165,45.5
2019-04-02,1499.0,69928.35,0.03,0.76,0.02,0.07,0.0,69928.35,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90931.0,4241931.15,4.2,0.0,,1.0,100.0,0.0165,46.65
2019-04-03,1499.0,68804.1,0.03,0.75,0.02,0.07,0.0,68804.1,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90931.0,4173732.9,4.2,0.0,,1.0,100.0,0.0165,45.9
2019-04-04,1499.0,67305.1,0.03,0.77,0.02,0.07,0.0,67305.1,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,93584.0,4201921.6,4.24,0.0,,1.0,100.0,0.016,44.9
2019-04-05,1499.0,67305.1,0.03,0.75,0.02,0.07,0.0,67305.1,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94613.0,4248123.7,4.25,0.0,,1.0,100.0,0.0158,44.9
2019-04-08,1499.0,68279.45,0.03,0.71,0.02,0.07,0.0,68279.45,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94825.0,4319278.75,4.29,0.0,,1.0,100.0,0.0158,45.55
2019-04-09,1499.0,68429.35,0.03,0.65,0.02,0.07,0.0,68429.35,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94849.0,4329856.85,4.32,0.0,,1.0,100.0,0.0158,45.65
2019-04-10,1499.0,68279.45,0.03,0.58,0.02,0.07,0.0,68279.45,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94849.0,4320371.95,4.32,0.0,,1.0,100.0,0.0158,45.55
2019-04-11,1499.0,68204.5,0.03,0.59,0.02,0.07,0.0,68204.5,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,95948.0,4365634.0,4.37,0.0,,1.0,100.0,0.0156,45.5
2019-04-12,1499.0,67604.9,0.03,0.58,0.02,0.07,0.0,67604.9,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,95970.0,4328247.0,4.35,0.0,,1.0,100.0,0.0156,45.1
2019-04-15,1499.0,71127.55,0.03,0.57,0.02,0.07,0.0,71127.55,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,95970.0,4553776.5,4.46,0.0,,1.0,100.0,0.0156,47.45
2019-04-16,1499.0,71202.5,0.03,0.45,0.02,0.07,0.0,71202.5,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,96611.0,4589022.5,4.59,0.0,,1.0,100.0,0.0155,47.5
2019-04-17,1499.0,70752.8,0.03,0.42,0.02,0.07,0.0,70752.8,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,96680.0,4563296.0,4.58,0.0,,1.0,100.0,0.0155,47.2
2019-04-18,1499.0,67455.0,0.03,0.4,0.02,0.07,0.0,67455.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,96740.0,4353300.0,4.47,0.0,,1.0,100.0,0.0155,45.0
2019-04-19,1499.0,67455.0,0.03,0.34,0.02,0.07,0.0,67455.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,96928.0,4361760.0,4.37,0.0,,1.0,100.0,0.0155,
2019-04-22,1499.0,67455.0,0.03,0.34,0.02,0.07,0.0,67455.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,96928.0,4361760.0,4.36,0.0,,1.0,100.0,0.0155,
2019-04-23,1499.0,67455.0,0.03,0.34,0.02,0.07,0.0,67455.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,96928.0,4361760.0,4.37,0.0,,1.0,100.0,0.0155,45.0
2019-04-24,1499.0,66855.4,0.03,0.33,0.02,0.07,0.0,66855.4,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,97124.0,4331730.4,4.36,0.0,,1.0,100.0,0.0154,44.6
2019-04-25,1499.0,67005.3,0.03,0.32,0.02,0.07,0.0,67005.3,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98911.0,4421321.7,4.43,0.0,,1.0,100.0,0.0152,44.7
2019-04-26,1499.0,65956.0,0.03,0.32,0.02,0.07,0.0,65956.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98962.0,4354328.0,4.38,0.0,,1.0,100.0,0.0151,44.0
2019-04-29,1499.0,64457.0,0.03,0.31,0.02,0.07,0.0,64457.0,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,98962.0,4255366.0,4.3,0.0,,1.0,100.0,0.0151,43.0
2019-04-30,1499.0,65206.5,0.03,0.3,0.02,0.06,0.0,65206.5,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,99038.0,4308153.0,4.28,0.0,,1.0,100.0,0.0151,43.5
2019-05-01,1499.0,65206.5,0.03,0.29,0.02,0.07,0.0,65206.5,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,99038.0,4308153.0,4.31,0.0,,1.0,100.0,0.0151,
2019-05-02,1499.0,64082.25,0.03,0.29,0.02,0.07,0.0,64082.25,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,99053.0,4234515.75,4.28,0.0,,1.0,100.0,0.0151,42.75
2019-05-03,1499.0,65056.6,0.03,0.29,0.02,0.06,0.0,65056.6,0.0,1499.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,99031.0,4297945.4,4.27,0.0,,1.0,100.0,0.0151,43.4
