,ALPOU FP Equity_DX_SI_QTY,ALPOU FP Equity_DX_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPOU FP Equity_DX_SI_MV,ALPOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SUPPLY_SI_QTY,ALPOU FP Equity_DX_BROKER_SI_QTY,ALPOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPOU FP Equity_DX_SUPPLY_SI_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPOU FP Equity_DX_BROKER_SI_CON_RATIO,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPOU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPOU FP Equity_PX_LAST
2019-01-25,,,,,,,,,,,,,,,,,,,,,,4.96
2019-01-28,,,,,,,,,,,,,,,,,,,,,,4.7
2019-01-29,,,,,,,,,,,,,,,,,,,,,,4.26
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,11928.0,0.01,0.0,,0.0,,0.0,4.26
2019-01-31,,,,,,,,,,,,,,,,,,,,,,4.45
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,14840.0,0.01,0.0,,0.0,,0.0,5.3
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,14784.0,0.01,0.0,,0.0,,0.0,5.28
2019-02-05,,,,,,,,,,,,,,,,,,,,,,5.12
2019-02-06,,,,,,,,,,,,,,,,,,,,,,5.12
2019-02-07,,,,,,,,,,,,,,,,,,,,,,5.1
2019-02-08,,,,,,,,,,,,,,,,,,,,,,5.18
2019-02-11,,,,,,,,,,,,,,,,,,,,,,5.18
2019-02-12,,,,,,,,,,,,,,,,,,,,,,5.1
2019-02-13,,,,,,,,,,,,,,,,,,,,,,5.12
2019-02-14,,,,,,,,,,,,,,,,,,,,,,5.1
2019-02-15,,,,,,,,,,,,,,,,,,,,,,4.9
2019-02-18,,,,,,,,,,,,,,,,,,,,,,4.96
2019-02-19,,,,,,,,,,,,,,,,,,,,,,5.14
2019-02-20,,,,,,,,,,,,,,,,,,,,,,5.14
2019-02-21,,,,,,,,,,,,,,,,,,,,,,5.04
2019-02-22,,,,,,,,,,,,,,,,,,,,,,5.1
2019-02-26,,,,,,,,,,,,,,,,,,,,,,4.9
2019-02-27,,,,,,,,,,,,,,,,,,,,,,5.5
2019-02-28,,,,,,,,,,,,,,,,,,,,,,5.5
2019-03-04,,,,,,,,,,,,,,,,,,,,,,5.22
2019-03-05,,,,,,,,,,,,,,,,,,,,,,5.08
2019-03-06,,,,,,,,,,,,,,,,,,,,,,5.18
2019-03-07,,,,,,,,,,,,,,,,,,,,,,5.06
2019-03-08,,,,,,,,,,,,,,,,,,,,,,5.36
2019-03-11,,,,,,,,,,,,,,,,,,,,,,5.12
2019-03-12,,,,,,,,,,,,,,,,,,,,,,5.22
2019-03-13,,,,,,,,,,,,,,,,,,,,,,5.2
2019-03-15,,,,,,,,,,,,,,,,,,,,,,5.08
2019-03-18,,,,,,,,,,,,,,,,,,,,,,5.14
2019-03-19,,,,,,,,,,,,,,,,,,,,,,5.04
2019-03-20,,,,,,,,,,,,,,,,,,,,,,5.04
2019-03-21,,,,,,,,,,,,,,,,,,,,,,4.99
2019-03-22,,,,,,,,,,,,,,,,,,,,,,4.98
2019-03-25,,,,,,,,,,,,,,,,,,,,,,4.98
2019-03-26,,,,,,,,,,,,,,,,,,,,,,4.9
2019-03-27,,,,,,,,,,,,,,,,,,,,,,5.2
2019-03-28,,,,,,,,,,,,,,,,,,,,,,5.2
2019-03-29,,,,,,,,,,,,,,,,,,,,,,5.2
2019-04-02,,,,,,,,,,,,,,,,,,,,,,5.32
2019-04-03,,,,,,,,,,,,,,,,,,,,,,5.18
2019-04-04,,,,,,,,,,,,,,,,,,,,,,5.36
2019-04-05,,,,,,,,,,,,,,,,,,,,,,5.66
2019-04-08,,,,,,,,,,,,,,,,,,,,,,5.5
2019-04-09,,,,,,,,,,,,,,,,,,,,,,5.56
2019-04-10,,,,,,,,,,,,,,,,,,,,,,5.82
2019-04-11,,,,,,,,,,,,,,,,,,,,,,5.72
2019-04-12,,,,,,,,,,,,,,,,,,,,,,5.8
2019-04-15,,,,,,,,,,,,,,,,,,,,,,5.8
2019-04-16,,,,,,,,,,,,,,,,,,,,,,6.14
2019-04-17,,,,,,,,,,,,,,,,,,,,,,6.02
2019-04-18,,,,,,,,,,,,,,,,,,,,,,6.18
2019-04-23,,,,,,,,,,,,,,,,,,,,,,6.2
2019-04-24,,,,,,,,,,,,,,,,,,,,,,5.96
2019-04-25,,,,,,,,,,,,,,,,,,,,,,5.84
2019-04-26,,,,,,,,,,,,,,,,,,,,,,5.74
2019-04-29,,,,,,,,,,,,,,,,,,,,,,5.96
2019-04-30,,,,,,,,,,,,,,,,,,,,,,6.14
2019-05-02,,,,,,,,,,,,,,,,,,,,,,6.0
2019-05-03,,,,,,,,,,,,,,,,,,,,,,6.08
2019-05-06,,,,,,,,,,,,,,,,,,,,,,6.0
2019-05-08,,,,,,,,,,,,,,,,,,,,,,5.84
2019-05-09,,,,,,,,,,,,,,,,,,,,,,5.8
2019-05-10,,,,,,,,,,,,,,,,,,,,,,5.82
2019-05-13,,,,,,,,,,,,,,,,,,,,,,5.8
2019-05-14,,,,,,,,,,,,,,,,,,,,,,6.1
2019-05-15,,,,,,,,,,,,,,,,,,,,,,5.9
2019-05-16,,,,,,,,,,,,,,,,,,,,,,6.12
2019-05-17,,,,,,,,,,,,,,,,,,,,,,6.0
2019-05-20,,,,,,,,,,,,,,,,,,,,,,6.08
2019-05-21,,,,,,,,,,,,,,,,,,,,,,5.82
2019-05-24,,,,,,,,,,,,,,,,,,,,,,6.0
2019-05-27,,,,,,,,,,,,,,,,,,,,,,6.08
2019-05-28,,,,,,,,,,,,,,,,,,,,,,5.84
2019-05-29,,,,,,,,,,,,,,,,,,,,,,5.7
2019-05-30,,,,,,,,,,,,,,,,,,,,,,5.68
2019-05-31,,,,,,,,,,,,,,,,,,,,,,5.66
2019-06-03,,,,,,,,,,,,,,,,,,,,,,5.98
2019-06-04,,,,,,,,,,,,,,,,,,,,,,5.96
2019-06-05,,,,,,,,,,,,,,,,,,,,,,5.76
2019-06-07,,,,,,,,,,,,,,,,,,,,,,5.76
2019-06-10,,,,,,,,,,,,,,,,,,,,,,5.68
2019-06-11,,,,,,,,,,,,,,,,,,,,,,5.96
2019-06-12,,,,,,,,,,,,,,,,,,,,,,5.94
2019-06-13,,,,,,,,,,,,,,,,,,,,,,5.96
2019-06-14,,,,,,,,,,,,,,,,,,,,,,5.96
2019-06-18,,,,,,,,,,,,,,,,,,,,,,5.78
2019-06-19,,,,,,,,,,,,,,,,,,,,,,5.78
2019-06-20,,,,,,,,,,,,,,,,,,,,,,5.8
2019-06-21,,,,,,,,,,,,,,,,,,,,,,5.96
2019-06-24,,,,,,,,,,,,,,,,,,,,,,5.8
2019-06-26,,,,,,,,,,,,,,,,,,,,,,5.92
2019-06-27,,,,,,,,,,,,,,,,,,,,,,5.9
2019-06-28,,,,,,,,,,,,,,,,,,,,,,5.96
2019-07-01,,,,,,,,,,,,,,,,,,,,,,5.9
2019-07-02,,,,,,,,,,,,,,,,,,,,,,5.9
2019-07-03,,,,,,,,,,,,,,,,,,,,,,5.98
2019-07-04,,,,,,,,,,,,,,,,,,,,,,5.98
2019-07-05,,,,,,,,,,,,,,,,,,,,,,6.0
2019-07-09,,,,,,,,,,,,,,,,,,,,,,5.98
2019-07-12,,,,,,,,,,,,,,,,,,,,,,6.0
2019-07-15,,,,,,,,,,,,,,,,,,,,,,5.98
2019-07-16,,,,,,,,,,,,,,,,,,,,,,5.96
2019-07-19,,,,,,,,,,,,,,,,,,,,,,5.8
2019-07-22,,,,,,,,,,,,,,,,,,,,,,5.86
2019-07-23,,,,,,,,,,,,,,,,,,,,,,5.9
2019-07-24,,,,,,,,,,,,,,,,,,,,,,5.86
2019-07-25,,,,,,,,,,,,,,,,,,,,,,6.14
2019-07-26,,,,,,,,,,,,,,,,,,,,,,6.0
2019-07-29,,,,,,,,,,,,,,,,,,,,,,6.18
2019-07-30,,,,,,,,,,,,,,,,,,,,,,6.12
2019-07-31,,,,,,,,,,,,,,,,,,,,,,6.18
2019-08-02,,,,,,,,,,,,,,,,,,,,,,6.18
2019-08-05,,,,,,,,,,,,,,,,,,,,,,6.26
2019-08-06,,,,,,,,,,,,,,,,,,,,,,6.26
2019-08-07,,,,,,,,,,,,,,,,,,,,,,6.0
2019-08-08,,,,,,,,,,,,,,,,,,,,,,5.98
2019-08-09,,,,,,,,,,,,,,,,,,,,,,6.14
2019-08-12,,,,,,,,,,,,,,,,,,,,,,6.4
2019-08-13,,,,,,,,,,,,,,,,,,,,,,6.44
2019-08-14,,,,,,,,,,,,,,,,,,,,,,6.28
2019-08-15,,,,,,,,,,,,,,,,,,,,,,6.04
2019-08-19,,,,,,,,,,,,,,,,,,,,,,6.0
2019-08-20,,,,,,,,,,,,,,,,,,,,,,6.02
2019-08-21,,,,,,,,,,,,,,,,,,,,,,6.04
2019-08-22,,,,,,,,,,,,,,,,,,,,,,6.1
2019-08-23,,,,,,,,,,,,,,,,,,,,,,6.02
2019-08-28,,,,,,,,,,,,,,,,,,,,,,6.02
2019-08-29,,,,,,,,,,,,,,,,,,,,,,6.02
2019-08-30,,,,,,,,,,,,,,,,,,,,,,6.32
2019-09-02,,,,,,,,,,,,,,,,,,,,,,6.22
2019-09-04,,,,,,,,,,,,,,,,,,,,,,6.08
2019-09-05,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-06,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-09,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-12,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-16,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-17,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-18,,,,,,,,,,,,,,,,,,,,,,6.0
2019-09-19,,,,,,,,,,,,,,,,,,,,,,6.16
2019-09-20,,,,,,,,,,,,,,,,,,,,,,6.26
2019-09-23,,,,,,,,,,,,,,,,,,,,,,6.26
2019-09-24,,,,,,,,,,,,,,,,,,,,,,6.02
2019-09-25,,,,,,,,,,,,,,,,,,,,,,6.14
2019-09-30,,,,,,,,,,,,,,,,,,,,,,6.14
2019-10-01,,,,,,,,,,,,,,,,,,,,,,5.58
2019-10-02,,,,,,,,,,,,,,,,,,,,,,5.4
2019-10-03,,,,,,,,,,,,,,,,,,,,,,5.46
2019-10-04,,,,,,,,,,,,,,,,,,,,,,5.64
2019-10-07,,,,,,,,,,,,,,,,,,,,,,5.68
2019-10-08,,,,,,,,,,,,,,,,,,,,,,5.64
2019-10-09,,,,,,,,,,,,,,,,,,,,,,5.7
2019-10-10,,,,,,,,,,,,,,,,,,,,,,5.7
2019-10-11,,,,,,,,,,,,,,,,,,,,,,5.7
2019-10-14,,,,,,,,,,,,,,,,,,,,,,5.7
2019-10-15,,,,,,,,,,,,,,,,,,,,,,5.68
2019-10-16,,,,,,,,,,,,,,,,,,,,,,5.66
2019-10-17,,,,,,,,,,,,,,,,,,,,,,5.5
2019-10-18,,,,,,,,,,,,,,,,,,,,,,5.36
2019-10-21,,,,,,,,,,,,,,,,,,,,,,5.1
2019-10-22,,,,,,,,,,,,,,,,,,,,,,5.28
2019-10-23,,,,,,,,,,,,,,,,,,,,,,5.3
2019-10-24,,,,,,,,,,,,,,,,,,,,,,5.3
2019-10-28,,,,,,,,,,,,,,,,,,,,,,5.08
2019-10-29,,,,,,,,,,,,,,,,,,,,,,5.26
2019-10-30,,,,,,,,,,,,,,,,,,,,,,5.28
2019-10-31,,,,,,,,,,,,,,,,,,,,,,5.3
2019-11-01,,,,,,,,,,,,,,,,,,,,,,5.1
2019-11-04,,,,,,,,,,,,,,,,,,,,,,5.12
2019-11-05,,,,,,,,,,,,,,,,,,,,,,5.0
2019-11-06,,,,,,,,,,,,,,,,,,,,,,5.08
2019-11-07,,,,,,,,,,,,,,,,,,,,,,4.99
2019-11-08,,,,,,,,,,,,,,,,,,,,,,5.0
2019-11-11,,,,,,,,,,,,,,,,,,,,,,4.99
2019-11-12,,,,,,,,,,,,,,,,,,,,,,4.98
2019-11-13,,,,,,,,,,,,,,,,,,,,,,4.9
2019-11-14,,,,,,,,,,,,,,,,,,,,,,4.85
2019-11-15,,,,,,,,,,,,,,,,,,,,,,5.0
2019-11-18,,,,,,,,,,,,,,,,,,,,,,5.0
2019-11-19,,,,,,,,,,,,,,,,,,,,,,5.16
2019-11-20,,,,,,,,,,,,,,,,,,,,,,5.06
2019-11-21,,,,,,,,,,,,,,,,,,,,,,5.0
2019-11-22,,,,,,,,,,,,,,,,,,,,,,5.14
2019-11-25,,,,,,,,,,,,,,,,,,,,,,5.04
2019-11-26,,,,,,,,,,,,,,,,,,,,,,4.9
2019-11-27,,,,,,,,,,,,,,,,,,,,,,4.9
2019-11-28,,,,,,,,,,,,,,,,,,,,,,4.89
2019-11-29,,,,,,,,,,,,,,,,,,,,,,5.08
2019-12-02,,,,,,,,,,,,,,,,,,,,,,4.87
2019-12-03,,,,,,,,,,,,,,,,,,,,,,4.79
2019-12-04,,,,,,,,,,,,,,,,,,,,,,4.8
2019-12-05,,,,,,,,,,,,,,,,,,,,,,4.56
2019-12-06,,,,,,,,,,,,,,,,,,,,,,4.8
2019-12-09,,,,,,,,,,,,,,,,,,,,,,4.78
2019-12-10,,,,,,,,,,,,,,,,,,,,,,4.77
2019-12-11,,,,,,,,,,,,,,,,,,,,,,4.7
2019-12-12,,,,,,,,,,,,,,,,,,,,,,4.7
2019-12-13,,,,,,,,,,,,,,,,,,,,,,4.67
2019-12-16,,,,,,,,,,,,,,,,,,,,,,4.65
2019-12-17,,,,,,,,,,,,,,,,,,,,,,4.85
2019-12-18,,,,,,,,,,,,,,,,,,,,,,4.82
2019-12-19,,,,,,,,,,,,,,,,,,,,,,4.78
2019-12-20,,,,,,,,,,,,,,,,,,,,,,4.78
2019-12-23,,,,,,,,,,,,,,,,,,,,,,4.72
2019-12-24,,,,,,,,,,,,,,,,,,,,,,4.75
2019-12-27,,,,,,,,,,,,,,,,,,,,,,5.34
2019-12-30,,,,,,,,,,,,,,,,,,,,,,5.56
2019-12-31,,,,,,,,,,,,,,,,,,,,,,5.52
2020-01-02,,,,,,,,,,,,,,,,,,,,,,5.32
2020-01-03,,,,,,,,,,,,,,,,,,,,,,5.4
2020-01-06,,,,,,,,,,,,,,,,,,,,,,5.48
2020-01-07,,,,,,,,,,,,,,,,,,,,,,5.44
2020-01-08,,,,,,,,,,,,,,,,,,,,,,5.34
2020-01-13,,,,,,,,,,,,,,,,,,,,,,5.28
2020-01-14,,,,,,,,,,,,,,,,,,,,,,5.14
2020-01-15,,,,,,,,,,,,,,,,,,,,,,5.28
2020-01-16,,,,,,,,,,,,,,,,,,,,,,5.4
2020-01-17,,,,,,,,,,,,,,,,,,,,,,5.44
2020-01-20,,,,,,,,,,,,,,,,,,,,,,5.5
2020-01-21,,,,,,,,,,,,,,,,,,,,,,5.48
2020-01-22,,,,,,,,,,,,,,,,,,,,,,5.3
2020-01-24,,,,,,,,,,,,,,,,,,,,,,5.38
2020-01-27,,,,,,,,,,,,,,,,,,,,,,5.12
2020-01-28,,,,,,,,,,,,,,,,,,,,,,5.4
2020-01-29,,,,,,,,,,,,,,,,,,,,,,5.36
2020-01-30,,,,,,,,,,,,,,,,,,,,,,5.38
2020-01-31,,,,,,,,,,,,,,,,,,,,,,5.5
2020-02-03,,,,,,,,,,,,,,,,,,,,,,5.48
2020-02-04,,,,,,,,,,,,,,,,,,,,,,5.3
2020-02-05,,,,,,,,,,,,,,,,,,,,,,5.24
2020-02-06,,,,,,,,,,,,,,,,,,,,,,5.44
2020-02-07,,,,,,,,,,,,,,,,,,,,,,5.3
2020-02-10,,,,,,,,,,,,,,,,,,,,,,5.28
2020-02-11,,,,,,,,,,,,,,,,,,,,,,5.36
2020-02-12,,,,,,,,,,,,,,,,,,,,,,5.32
2020-02-13,,,,,,,,,,,,,,,,,,,,,,5.34
2020-02-14,,,,,,,,,,,,,,,,,,,,,,5.42
2020-02-17,,,,,,,,,,,,,,,,,,,,,,5.74
2020-02-18,,,,,,,,,,,,,,,,,,,,,,5.72
2020-02-19,,,,,,,,,,,,,,,,,,,,,,5.9
2020-02-20,,,,,,,,,,,,,,,,,,,,,,6.24
2020-02-21,,,,,,,,,,,,,,,,,,,,,,6.1
2020-02-24,,,,,,,,,,,,,,,,,,,,,,5.92
2020-02-25,,,,,,,,,,,,,,,,,,,,,,5.62
2020-02-26,,,,,,,,,,,,,,,,,,,,,,5.8
2020-02-27,,,,,,,,,,,,,,,,,,,,,,5.68
2020-02-28,,,,,,,,,,,,,,,,,,,,,,5.58
2020-03-02,,,,,,,,,,,,,,,,,,,,,,5.58
2020-03-03,,,,,,,,,,,,,,,,,,,,,,5.56
2020-03-04,,,,,,,,,,,,,,,,,,,,,,5.86
2020-03-05,,,,,,,,,,,,,,,,,,,,,,5.88
2020-03-06,,,,,,,,,,,,,,,,,,,,,,5.38
2020-03-09,,,,,,,,,,,,,,,,,,,,,,4.85
2020-03-10,,,,,,,,,,,,,,,,,,,,,,5.14
2020-03-11,,,,,,,,,,,,,,,,,,,,,,4.82
2020-03-12,,,,,,,,,,,,,,,,,,,,,,4.68
2020-03-13,,,,,,,,,,,,,,,,,,,,,,4.85
2020-03-16,,,,,,,,,,,,,,,,,,,,,,4.25
2020-03-17,,,,,,,,,,,,,,,,,,,,,,3.82
2020-03-18,,,,,,,,,,,,,,,,,,,,,,3.55
2020-03-19,,,,,,,,,,,,,,,,,,,,,,3.97
2020-03-20,,,,,,,,,,,,,,,,,,,,,,4.12
2020-03-23,,,,,,,,,,,,,,,,,,,,,,3.98
2020-03-24,,,,,,,,,,,,,,,,,,,,,,3.85
2020-03-25,,,,,,,,,,,,,,,,,,,,,,4.09
2020-03-26,,,,,,,,,,,,,,,,,,,,,,4.09
2020-03-27,,,,,,,,,,,,,,,,,,,,,,3.75
2020-03-30,,,,,,,,,,,,,,,,,,,,,,3.65
2020-03-31,,,,,,,,,,,,,,,,,,,,,,3.99
2020-04-01,,,,,,,,,,,,,,,,,,,,,,3.78
2020-04-02,,,,,,,,,,,,,,,,,,,,,,3.94
2020-04-03,,,,,,,,,,,,,,,,,,,,,,4.0
2020-04-06,,,,,,,,,,,,,,,,,,,,,,3.9
2020-04-07,,,,,,,,,,,,,,,,,,,,,,3.88
2020-04-08,,,,,,,,,,,,,,,,,,,,,,3.8
2020-04-09,,,,,,,,,,,,,,,,,,,,,,3.94
2020-04-14,,,,,,,,,,,,,,,,,,,,,,3.96
2020-04-15,,,,,,,,,,,,,,,,,,,,,,3.96
2020-04-16,,,,,,,,,,,,,,,,,,,,,,3.96
2020-04-17,,,,,,,,,,,,,,,,,,,,,,3.82
2020-04-20,,,,,,,,,,,,,,,,,,,,,,3.96
2020-04-21,,,,,,,,,,,,,,,,,,,,,,4.22
2020-04-22,,,,,,,,,,,,,,,,,,,,,,4.24
2020-04-23,,,,,,,,,,,,,,,,,,,,,,4.26
2020-04-24,,,,,,,,,,,,,,,,,,,,,,4.12
2020-04-27,,,,,,,,,,,,,,,,,,,,,,4.12
2020-04-28,,,,,,,,,,,,,,,,,,,,,,4.38
2020-04-29,,,,,,,,,,,,,,,,,,,,,,4.36
2020-04-30,,,,,,,,,,,,,,,,,,,,,,4.32
2020-05-04,,,,,,,,,,,,,,,,,,,,,,4.26
2020-05-05,,,,,,,,,,,,,,,,,,,,,,4.14
2020-05-06,,,,,,,,,,,,,,,,,,,,,,4.38
2020-05-07,,,,,,,,,,,,,,,,,,,,,,4.34
2020-05-08,,,,,,,,,,,,,,,,,,,,,,4.24
2020-05-11,,,,,,,,,,,,,,,,,,,,,,4.38
2020-05-12,,,,,,,,,,,,,,,,,,,,,,4.28
2020-05-13,,,,,,,,,,,,,,,,,,,,,,4.48
2020-05-14,,,,,,,,,,,,,,,,,,,,,,4.16
2020-05-15,,,,,,,,,,,,,,,,,,,,,,4.28
2020-05-18,,,,,,,,,,,,,,,,,,,,,,4.48
2020-05-19,,,,,,,,,,,,,,,,,,,,,,4.36
2020-05-20,,,,,,,,,,,,,,,,,,,,,,4.4
2020-05-21,,,,,,,,,,,,,,,,,,,,,,4.4
2020-05-22,,,,,,,,,,,,,,,,,,,,,,4.24
2020-05-25,,,,,,,,,,,,,,,,,,,,,,4.2
2020-05-26,,,,,,,,,,,,,,,,,,,,,,4.22
2020-05-27,,,,,,,,,,,,,,,,,,,,,,4.36
2020-05-28,,,,,,,,,,,,,,,,,,,,,,4.38
2020-05-29,,,,,,,,,,,,,,,,,,,,,,4.3
2020-06-01,,,,,,,,,,,,,,,,,,,,,,4.36
2020-06-02,,,,,,,,,,,,,,,,,,,,,,4.4
2020-06-03,,,,,,,,,,,,,,,,,,,,,,4.46
2020-06-04,,,,,,,,,,,,,,,,,,,,,,4.4
2020-06-05,,,,,,,,,,,,,,,,,,,,,,4.6
2020-06-08,,,,,,,,,,,,,,,,,,,,,,4.8
2020-06-09,,,,,,,,,,,,,,,,,,,,,,4.78
2020-06-10,,,,,,,,,,,,,,,,,,,,,,4.9
2020-06-11,,,,,,,,,,,,,,,,,,,,,,4.88
2020-06-12,,,,,,,,,,,,,,,,,,,,,,4.76
2020-06-15,,,,,,,,,,,,,,,,,,,,,,4.7
2020-06-16,,,,,,,,,,,,,,,,,,,,,,4.78
2020-06-17,,,,,,,,,,,,,,,,,,,,,,4.72
2020-06-18,,,,,,,,,,,,,,,,,,,,,,4.76
2020-06-19,,,,,,,,,,,,,,,,,,,,,,4.64
2020-06-22,,,,,,,,,,,,,,,,,,,,,,4.64
2020-06-23,,,,,,,,,,,,,,,,,,,,,,4.68
2020-06-25,,,,,,,,,,,,,,,,,,,,,,4.66
2020-06-26,,,,,,,,,,,,,,,,,,,,,,4.64
2020-06-29,,,,,,,,,,,,,,,,,,,,,,4.78
2020-06-30,,,,,,,,,,,,,,,,,,,,,,4.8
2020-07-01,,,,,,,,,,,,,,,,,,,,,,4.78
2020-07-02,,,,,,,,,,,,,,,,,,,,,,4.72
2020-07-06,,,,,,,,,,,,,,,,,,,,,,4.84
2020-07-07,,,,,,,,,,,,,,,,,,,,,,4.78
2020-07-08,,,,,,,,,,,,,,,,,,,,,,4.68
2020-07-09,,,,,,,,,,,,,,,,,,,,,,4.68
2020-07-10,,,,,,,,,,,,,,,,,,,,,,4.84
2020-07-13,,,,,,,,,,,,,,,,,,,,,,4.86
2020-07-14,,,,,,,,,,,,,,,,,,,,,,4.86
2020-07-15,,,,,,,,,,,,,,,,,,,,,,4.8
2020-07-16,,,,,,,,,,,,,,,,,,,,,,4.7
2020-07-17,,,,,,,,,,,,,,,,,,,,,,5.0
2020-07-20,,,,,,,,,,,,,,,,,,,,,,5.1
2020-07-21,,,,,,,,,,,,,,,,,,,,,,5.0
2020-07-22,,,,,,,,,,,,,,,,,,,,,,5.1
2020-07-23,,,,,,,,,,,,,,,,,,,,,,4.9
2020-07-24,,,,,,,,,,,,,,,,,,,,,,5.0
2020-07-27,,,,,,,,,,,,,,,,,,,,,,4.98
2020-07-28,,,,,,,,,,,,,,,,,,,,,,4.74
2020-07-29,,,,,,,,,,,,,,,,,,,,,,4.72
2020-07-30,,,,,,,,,,,,,,,,,,,,,,4.7
2020-07-31,,,,,,,,,,,,,,,,,,,,,,4.56
2020-08-03,,,,,,,,,,,,,,,,,,,,,,4.62
2020-08-04,,,,,,,,,,,,,,,,,,,,,,4.68
2020-08-05,,,,,,,,,,,,,,,,,,,,,,4.86
2020-08-06,,,,,,,,,,,,,,,,,,,,,,4.86
2020-08-07,,,,,,,,,,,,,,,,,,,,,,4.74
2020-08-10,,,,,,,,,,,,,,,,,,,,,,4.74
2020-08-11,,,,,,,,,,,,,,,,,,,,,,4.78
2020-08-12,,,,,,,,,,,,,,,,,,,,,,4.7
2020-08-13,,,,,,,,,,,,,,,,,,,,,,4.86
2020-08-14,,,,,,,,,,,,,,,,,,,,,,4.78
2020-08-17,,,,,,,,,,,,,,,,,,,,,,4.66
2020-08-18,,,,,,,,,,,,,,,,,,,,,,4.64
2020-08-19,,,,,,,,,,,,,,,,,,,,,,4.6
2020-08-20,,,,,,,,,,,,,,,,,,,,,,4.62
2020-08-21,,,,,,,,,,,,,,,,,,,,,,4.62
2020-08-24,,,,,,,,,,,,,,,,,,,,,,4.64
2020-08-25,,,,,,,,,,,,,,,,,,,,,,4.6
2020-08-26,,,,,,,,,,,,,,,,,,,,,,4.78
2020-08-27,,,,,,,,,,,,,,,,,,,,,,4.74
2020-08-28,,,,,,,,,,,,,,,,,,,,,,4.62
2020-08-31,,,,,,,,,,,,,,,,,,,,,,4.58
2020-09-01,,,,,,,,,,,,,,,,,,,,,,4.54
2020-09-02,,,,,,,,,,,,,,,,,,,,,,4.44
2020-09-03,,,,,,,,,,,,,,,,,,,,,,4.36
2020-09-04,,,,,,,,,,,,,,,,,,,,,,4.26
2020-09-07,,,,,,,,,,,,,,,,,,,,,,4.24
2020-09-08,,,,,,,,,,,,,,,,,,,,,,4.14
2020-09-09,,,,,,,,,,,,,,,,,,,,,,4.14
2020-09-10,,,,,,,,,,,,,,,,,,,,,,4.24
2020-09-11,,,,,,,,,,,,,,,,,,,,,,4.14
2020-09-14,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-15,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-16,,,,,,,,,,,,,,,,,,,,,,4.2
2020-09-17,,,,,,,,,,,,,,,,,,,,,,4.18
2020-09-18,,,,,,,,,,,,,,,,,,,,,,4.18
2020-09-21,,,,,,,,,,,,,,,,,,,,,,4.12
2020-09-22,,,,,,,,,,,,,,,,,,,,,,4.08
2020-09-23,,,,,,,,,,,,,,,,,,,,,,4.08
2020-09-24,,,,,,,,,,,,,,,,,,,,,,3.98
2020-09-25,,,,,,,,,,,,,,,,,,,,,,3.86
2020-09-28,,,,,,,,,,,,,,,,,,,,,,4.0
2020-09-29,,,,,,,,,,,,,,,,,,,,,,3.92
2020-09-30,,,,,,,,,,,,,,,,,,,,,,4.06
2020-10-01,,,,,,,,,,,,,,,,,,,,,,3.94
2020-10-02,,,,,,,,,,,,,,,,,,,,,,3.82
2020-10-05,,,,,,,,,,,,,,,,,,,,,,3.84
2020-10-06,,,,,,,,,,,,,,,,,,,,,,3.92
2020-10-07,,,,,,,,,,,,,,,,,,,,,,3.84
2020-10-08,,,,,,,,,,,,,,,,,,,,,,3.84
2020-10-09,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-12,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-13,,,,,,,,,,,,,,,,,,,,,,3.92
2020-10-14,,,,,,,,,,,,,,,,,,,,,,3.9
2020-10-15,,,,,,,,,,,,,,,,,,,,,,3.86
