,MSE FP Equity_DX_SI_QTY,MSE FP Equity_DX_SHORT_INTEREST_VALUE,MSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MSE FP Equity_DX_SI_MV,MSE FP Equity_DX_DSS,MSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MSE FP Equity_DX_SUPPLY_SI_QTY,MSE FP Equity_DX_BROKER_SI_QTY,MSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MSE FP Equity_DX_BROKER_SI_MV_NEW_x,MSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,MSE FP Equity_DX_BROKER_SI_MV_INC_x,MSE FP Equity_DX_SUPPLY_SI_MV_NEW,MSE FP Equity_DX_BROKER_SI_QTY_ADD,MSE FP Equity_DX_BROKER_SI_QTY_NEW,MSE FP Equity_DX_SUPPLY_SI_MV_DEC,MSE FP Equity_DX_BROKER_SI_QTY_INC,MSE FP Equity_DX_SUPPLY_SI_QTY_DEC,MSE FP Equity_DX_BROKER_SI_MV_NEW_y,MSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MSE FP Equity_DX_BROKER_SI_MV_INC_y,MSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,MSE FP Equity_DX_BROKER_SI_MV_ADD,MSE FP Equity_DX_SUPPLY_SI_QTY_ADD,MSE FP Equity_DX_BROKER_SI_QTY_DEC,MSE FP Equity_DX_SUPPLY_SI_MV,MSE FP Equity_DX_BROKER_SI_MV_DEC,MSE FP Equity_DX_SUPPLY_SI_MV_RMV,MSE FP Equity_DX_BROKER_SI_MV_RMV,MSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MSE FP Equity_DX_UTILIZATION_QUANTITY,MSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MSE FP Equity_DX_ACTIVE_UTILIZATION_MV,MSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MSE FP Equity_DX_BROKER_SI_CON_RATIO,MSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MSE FP Equity_DX_DEMAND_SUPPLY_RATIO,MSE FP Equity_PX_LAST
2017-02-08,360665.0,11070231.71,0.74,0.17,11.3,,6734220.86,160666.0,219399.0,4931473.38,,,,,,40000.0,,2.55,,80000.0,,,,,1.27,,,5.09,,,,38.95,4.85,251785.0,7728274.97,,7.98,38.96,23.42,0.1656,25.85,0.1089,31.685
2017-02-09,341925.0,10634143.84,0.7,0.16,10.71,,6375634.58,141926.0,204999.0,4414013.3,,,,,,,,0.6,,18740.0,,,,,,,14400.0,4.5,0.46,,,43.84,4.28,181775.0,5653349.41,,5.79,43.72,24.66,0.1805,27.23,0.1031,32.105
2017-02-10,340249.0,10557298.39,0.7,0.16,10.75,,6308737.37,141926.0,203323.0,4403701.79,,,,0.23,,,,,7000.0,,,,0.23,,,,8676.0,4.56,0.28,,,43.84,4.28,181775.0,5640142.71,,5.83,43.87,24.93,0.1771,27.17,0.1026,32.03
2017-02-13,312052.0,9791222.48,0.64,0.14,10.07,,3241954.8,213729.0,103323.0,6706152.15,,,54928.0,,,,,0.12,,3627.0,,,,54928.0,,20502.0,100000.0,6.86,2.99,,,59.14,6.45,147663.0,4633206.28,,4.75,59.1,15.06,0.1761,32.0,0.0941,32.39
2017-02-14,405297.0,12726776.45,0.84,0.19,12.94,,6227562.71,206974.0,198323.0,6499213.73,,,,,,100000.0,,0.21,,6755.0,,,,,2.98,,5000.0,6.72,0.16,,,80.04,6.24,51618.0,1620862.59,,1.65,80.33,24.26,0.1685,26.21,0.1222,32.415
2017-02-15,378575.0,11951854.35,0.83,0.17,12.02,,5149171.09,222475.0,163100.0,7023677.73,,,17000.0,,,,,0.05,,1499.0,,,,17000.0,,,35223.0,7.22,1.19,,,91.87,6.71,19682.0,621373.3,,0.64,91.91,27.13,0.1977,29.29,0.1142,32.59
2017-02-16,305039.0,9588906.2,0.66,0.14,9.94,,3043664.1,215215.0,96824.0,6765287.22,,,1089.0,,,33724.0,,0.25,,8349.0,,,,1089.0,1.1,,100000.0,7.0,2.96,,,83.36,6.49,42967.0,1350668.38,,1.38,83.54,16.16,0.1939,34.34,0.0919,32.45
2017-02-17,341372.0,10726074.26,0.77,0.16,11.09,,3042257.17,251548.0,96824.0,7903760.5,,,36333.0,,,,,,,,,,,36333.0,,,,8.17,,,,11.58,7.58,1921634.0,60378674.83,,62.35,11.59,14.06,0.2399,42.64,0.1029,32.435
2017-02-20,371372.0,11684877.87,0.8,0.17,12.05,,3990400.33,281548.0,126824.0,8858648.46,,,15.0,0.97,,,,0.0,30000.0,15.0,,,0.97,15.0,,30000.0,,9.14,,,,12.45,8.48,1979236.0,62274837.48,,64.21,12.46,12.72,0.2096,38.57,0.1119,32.48
2017-02-21,374716.0,11880842.63,0.78,0.17,12.19,,4074127.48,276220.0,128496.0,8757902.92,,,7078.0,,,7472.0,,0.4,,12406.0,,,,7078.0,0.24,,5800.0,9.0,0.19,,,12.32,8.32,1965465.0,62317542.77,,63.87,12.35,12.64,0.2074,38.34,0.1129,32.73
2017-02-22,367716.0,11667804.17,0.78,0.17,12.05,,3855126.06,286220.0,121496.0,9081897.2,,,10184.0,,,,,0.01,,184.0,,,,10184.0,,,7000.0,9.38,0.22,,,12.71,8.63,1965465.0,62365142.48,,64.45,12.71,12.95,0.2124,39.28,0.1108,32.755
2017-02-23,367716.0,11641088.09,0.8,0.17,12.05,,3846298.88,276220.0,121496.0,8744523.91,,,,,,,,0.33,,10000.0,,,,,,,,9.05,,,,12.32,8.32,1965465.0,62222343.34,,64.45,12.31,12.95,0.2125,39.29,0.1108,32.68
2017-02-24,572856.0,17979991.29,1.28,0.26,18.64,,13113188.03,317160.0,417796.0,9954568.05,,,48018.0,,,296300.0,,0.23,,7078.0,,,,48018.0,9.6,,,10.35,,,,14.06,9.56,1939136.0,60862849.28,,63.36,14.04,7.73,0.2855,50.6,0.1726,32.4
2017-02-27,572856.0,18002188.81,1.29,0.26,18.54,,13129377.15,317160.0,417796.0,9966857.64,,,,,,,,,,,,,,,,,,10.26,,,,14.06,9.55,1939136.0,60937988.6,,62.75,14.05,7.68,0.2872,50.8,0.1725,32.44
2017-02-28,561460.0,17679419.15,1.3,0.26,18.19,,13007752.45,317462.0,413098.0,9996337.69,,,4698.0,0.23,,,,0.36,7000.0,11422.0,,,0.23,4698.0,,7026.0,11698.0,10.28,0.38,,,14.0,9.56,1950558.0,61419749.32,,63.11,14.01,7.38,0.2927,51.27,0.169,32.505
2017-03-01,358344.0,11514487.41,0.82,0.17,11.7,,6847370.79,314346.0,213098.0,10100721.82,,,,,,,,0.1,,3116.0,,,,,,,200000.0,10.26,6.47,,,13.88,9.45,1950558.0,62676298.57,,63.34,13.95,12.05,0.1216,20.62,0.1078,33.17
2017-03-02,261244.0,8385564.43,0.58,0.12,8.68,,2693007.63,214346.0,83898.0,6880204.69,,,5560.0,,,,,3.4,,105560.0,,,,5560.0,,,129200.0,7.12,4.26,,,9.44,6.45,2056118.0,65998491.71,,68.21,9.45,16.62,0.1348,17.46,0.0786,33.135
2017-03-03,193527.0,6249438.87,0.45,0.09,6.42,,1672678.41,148729.0,51798.0,4802806.81,,,,,,,,2.16,,65617.0,,,,,,,32100.0,4.93,1.06,,,6.81,4.52,2034133.0,65686905.91,,67.74,6.79,24.13,0.1888,25.03,0.0588,33.335
2017-03-06,185557.0,5962409.7,0.43,0.09,6.19,,1664399.07,140759.0,51798.0,4522938.11,,,,,,,,0.27,,7970.0,,,,,,,,4.7,,,,6.57,4.28,2001420.0,64310621.61,,66.73,6.58,25.46,0.2078,26.58,0.0565,33.17
2017-03-07,203687.0,6535106.06,0.48,0.09,6.75,,1693974.23,157889.0,52798.0,5065720.25,,,1630.0,0.03,,,,,1000.0,,,,0.03,1630.0,,15500.0,,5.24,,,,7.31,4.78,2001420.0,64213680.67,,66.33,7.32,22.79,0.1771,23.91,0.0617,33.12
2017-03-08,220601.0,7094871.94,0.53,0.1,7.32,,1698065.96,173444.0,52798.0,5578229.33,,,14670.0,,,,,0.09,,2565.0,,,,14670.0,,3450.0,,5.76,,,,5.82,5.24,2805527.0,90230120.41,,93.07,5.82,22.35,0.1728,23.46,0.0667,33.2
2017-03-09,203148.0,6572915.04,0.49,0.09,6.74,,1743594.91,158350.0,53889.0,5123462.18,,,406.0,,,3450.0,,0.51,,15500.0,,,,406.0,0.12,,2359.0,5.25,0.08,,,5.34,4.78,2805327.0,90767204.29,,93.07,5.34,25.05,0.2029,26.14,0.0614,33.4
2017-03-10,151315.0,4902438.82,0.36,0.07,5.04,,1745944.06,106517.0,53889.0,3451033.12,,,,,,,,1.69,,51833.0,,,,,,,,3.54,,,,11.06,3.23,856330.0,27744145.91,,28.39,11.08,31.12,0.2492,34.73,0.0459,33.445
2017-03-13,147224.0,4770608.04,0.36,0.07,4.91,,1613641.38,102426.0,49798.0,3318985.35,,,,,,,,0.14,,4091.0,,,,,,,4091.0,3.41,0.14,,,73.17,3.11,37553.0,1216857.6,,1.27,72.92,32.27,0.265,36.37,0.0447,33.45
2017-03-14,167624.0,5406475.26,0.43,0.08,5.61,,1935150.71,112626.0,59998.0,3632592.48,,,3970.0,0.34,,,,,10200.0,,,,0.34,3970.0,,6230.0,,3.77,,,,74.99,3.42,37553.0,1211218.95,,1.25,75.15,29.35,0.2362,33.28,0.0509,33.295
2017-03-15,162424.0,5252130.81,0.43,0.08,5.43,,1940091.02,107426.0,59998.0,3473719.43,,,,,,,,0.17,,5200.0,,,,,,,,3.59,,,,74.1,3.26,37553.0,1214311.11,,1.28,73.69,29.49,0.2352,32.95,0.0493,33.38
2017-03-16,162424.0,5300907.34,0.44,0.08,5.44,,1958108.65,107426.0,59998.0,3505979.86,,,,,,,,,,,,,,,,,,3.59,,,,74.1,3.26,37553.0,1225588.42,,1.27,73.94,29.51,0.2347,32.84,0.0493,33.69
2017-03-17,161663.0,5286250.59,0.43,0.08,5.45,,1628354.71,111865.0,49798.0,3657895.88,,,9439.0,,,,,0.17,,5000.0,,,,9439.0,,,10200.0,3.77,0.34,,,79.92,3.4,28114.0,919305.28,,0.94,80.02,32.27,0.265,36.35,0.0491,33.755
2017-03-20,161663.0,5276071.17,0.38,0.08,5.46,,1625219.08,111865.0,49798.0,3650852.09,,,,,,,,,,,,,,,,,,3.78,,,,79.92,3.44,28114.0,917535.03,,0.95,79.94,32.28,0.2651,36.37,0.0497,33.69
2017-03-21,193663.0,6307298.21,0.45,0.09,6.5,,1621842.25,143865.0,49798.0,4685455.96,,,15125.0,,,,,0.07,,2125.0,,,,15125.0,,19000.0,,4.83,,,,86.9,4.42,21683.0,706181.08,,0.73,86.88,27.37,0.3076,46.06,0.0595,33.62
2017-03-22,174663.0,5673270.22,0.39,0.08,5.86,,1617500.62,124865.0,49798.0,4055769.6,,,,,,,,0.64,,19000.0,,,,,,,,4.19,,,,85.2,3.82,21683.0,704290.65,,0.73,85.24,22.18,0.248,39.48,0.0535,33.53
2017-03-23,631880.0,20707878.48,1.3,0.3,21.3,,12084817.43,263124.0,368756.0,8623061.05,,,,,,318958.0,,0.74,,21741.0,,,,,10.79,160000.0,,8.83,,,,12.23,8.06,1888537.0,61890856.98,,63.35,12.24,5.94,0.7262,84.89,0.1935,33.83
2017-03-24,572256.0,18706769.19,1.1,0.27,19.32,,12054453.57,203500.0,368756.0,6652315.63,,,,,,,,2.0,,59624.0,,,,,,,,6.88,,,,9.85,6.23,1861683.0,60857508.17,,62.95,9.85,6.01,0.7319,85.22,0.1751,33.745
2017-03-27,624958.0,20399301.32,1.16,0.29,21.06,,12036592.47,256202.0,368756.0,8362708.85,,,,,,,,,,,,,,,,52702.0,,8.63,,,,11.86,7.84,1903190.0,62122168.66,,64.21,11.85,5.98,0.7256,84.85,0.1912,33.695
2017-03-28,624958.0,20553680.96,1.09,0.29,21.14,,12127684.06,256202.0,368756.0,8425996.9,,,,,,,,,,,,,,,,,,8.63,,,,11.86,7.84,1903190.0,62592302.3,,64.01,11.88,5.94,0.7265,84.9,0.1912,33.95
2017-03-29,314550.0,10378469.99,0.55,0.15,10.7,,1784120.2,260477.0,54073.0,8594349.79,,,4275.0,0.15,,,,,4275.0,,,,0.15,4275.0,,,318958.0,8.86,10.92,,,12.06,7.97,1898915.0,62654052.88,,64.56,12.07,13.5,0.4395,64.04,0.0963,34.06
2017-03-30,275750.0,9127660.97,0.45,0.13,9.38,,2657134.1,221677.0,80273.0,7337778.79,,,26200.0,0.89,,,,2.24,26200.0,65000.0,,,0.89,26200.0,,,,7.54,,,,10.32,6.78,1926683.0,63775554.72,,65.44,10.34,15.98,0.2651,45.01,0.0844,34.17
2017-03-31,225478.0,7495268.2,0.36,0.11,7.69,,2668409.62,171405.0,80273.0,5697790.68,,,,,,,,3.23,,95000.0,,,,,,44728.0,,5.85,,,,72.64,5.23,64557.0,2145983.33,,2.21,72.61,20.94,0.1853,27.89,0.0688,34.315
2017-04-03,310455.0,10258394.08,0.51,0.15,10.64,,5064614.31,183382.0,153273.0,6059508.86,2.5,,13977.0,,,,73000.0,0.07,,2000.0,2.5,,,13977.0,,,,6.28,,,,73.96,5.6,64557.0,2133163.09,,2.2,74.03,19.07,0.2359,39.35,0.0948,34.11
2017-04-04,353432.0,11699029.81,0.56,0.17,12.1,,4900635.38,212382.0,148050.0,7030102.96,,,48200.0,0.49,,,,0.67,13977.0,19200.0,,,0.49,48200.0,,,19200.0,7.26,0.66,,,64.4,6.49,117389.0,3885718.92,,4.01,64.38,22.49,0.2203,33.15,0.108,34.17
2017-04-05,300262.0,9912859.7,0.47,0.14,10.29,,4845634.76,160487.0,146775.0,5298323.18,,,290.0,,,3000.0,,1.79,,52475.0,,,,290.0,0.1,290.0,4275.0,5.49,0.15,,,61.83,4.9,99064.0,3270502.21,,3.38,61.86,21.26,0.255,40.36,0.0918,34.08
2017-04-06,293182.0,9727402.34,0.45,0.14,10.03,,4637555.04,155907.0,139775.0,5172794.09,,,,,,,,0.16,,4580.0,,,,,,,7000.0,5.32,0.24,,,55.39,4.74,125557.0,4165820.06,,4.28,55.41,22.13,0.2744,42.09,0.0891,34.25
2017-04-07,304059.0,10103014.67,0.47,0.15,10.45,,4644325.2,166784.0,139775.0,5541757.35,,,10877.0,,,,,,,,,,,10877.0,,,,5.72,,,,58.02,5.07,120680.0,4009852.73,,4.13,58.1,22.18,0.2745,42.1,0.0924,34.3
2017-04-10,270208.0,8941596.45,0.42,0.13,9.29,,4985305.35,122056.0,150652.0,4039019.93,,,,0.38,,,,1.54,10877.0,44728.0,,,0.38,,,,,4.18,,,,42.57,3.72,164672.0,5449248.62,,5.64,42.56,25.97,0.2715,40.09,0.0823,34.16
2017-04-11,215556.0,7113240.78,0.31,0.1,7.39,,4643954.0,77328.0,140728.0,2551785.54,,,,,,,,1.53,,44728.0,,,,,,,9924.0,2.64,0.35,,,38.83,2.35,121798.0,4019273.42,,4.16,38.83,28.35,0.3668,52.62,0.0656,34.065
2017-04-12,196684.0,6487616.19,0.28,0.09,6.76,,4118371.64,74328.0,124856.0,2451706.98,,,,,,,,0.1,,3000.0,,,,,,,15872.0,2.54,0.54,,,37.9,2.26,121798.0,4017503.59,,4.17,37.87,23.05,0.3996,57.91,0.0599,34.05
2017-04-13,207033.0,6782849.47,0.3,0.1,7.08,,4123315.14,83677.0,125856.0,2741439.75,,,9349.0,0.03,,,,,1000.0,,,,0.03,9349.0,,,,2.84,,,,46.75,2.55,95305.0,3122398.21,,3.25,46.7,22.95,0.395,57.53,0.0631,33.82
2017-04-14,207033.0,6782849.47,0.29,0.1,7.07,,4123315.14,83677.0,125856.0,2741439.75,,,,,,,,,,,,,,,,,,2.83,,,,46.75,2.55,95305.0,3122398.21,,3.25,46.59,22.99,0.3954,57.56,0.0631,
2017-04-17,216382.0,7089142.96,0.3,0.1,7.36,,4429608.63,84677.0,135205.0,2774201.91,,,3736.0,0.32,,,,0.17,9349.0,4877.0,,,0.32,3736.0,,2141.0,5000.0,2.86,0.17,,,45.81,2.58,100182.0,3282179.29,,3.38,45.79,27.35,0.3792,54.25,0.066,
2017-04-18,193628.0,6279898.28,0.27,0.09,6.57,,3999872.41,72800.0,123328.0,2361107.87,,,,,,,,0.4,,11877.0,,,,,,,11877.0,2.45,0.4,,,77.05,2.22,21683.0,703240.41,,0.73,77.09,22.43,0.4026,58.39,0.059,33.48
2017-04-19,193628.0,6302406.88,0.25,0.09,6.53,,4014208.87,72800.0,123328.0,2369570.62,,,,,,,,,,,,,,,,,,2.44,,,,100.0,2.22,0.0,0.0,,0.0,100.0,22.4,0.4027,58.42,0.059,33.6
2017-04-20,193628.0,6334294.06,0.24,0.09,6.54,,4034518.86,72800.0,123328.0,2381559.52,,,,,,,,,,,,,,,,,,2.44,,,,100.0,2.22,0.0,0.0,,0.0,100.0,22.41,0.4023,58.38,0.0591,33.77
2017-04-21,202764.0,6633166.69,0.23,0.1,6.91,,4142474.17,78636.0,126628.0,2572476.85,,,5836.0,0.11,,,,,3300.0,,,,0.11,5836.0,,,,2.67,,,,100.0,2.4,0.0,0.0,,0.0,100.0,22.04,0.3864,57.13,0.0619,33.77
2017-04-24,216928.0,7390723.95,0.25,0.11,7.4,,4470930.09,88200.0,131228.0,3004968.71,,,4600.0,0.16,,,,,4600.0,,,,0.16,4600.0,,4964.0,,3.01,,,,52.27,2.69,80535.0,2743822.62,,2.73,52.5,21.07,0.3681,55.71,0.0661,35.17
2017-04-25,358328.0,12239454.27,0.39,0.17,12.58,,6975841.32,156600.0,204228.0,5349005.77,,,73000.0,,,73000.0,,0.1,,4600.0,,,,73000.0,2.56,,,5.5,,,,100.0,4.77,0.0,0.0,,0.0,100.0,30.74,0.2699,38.32,0.1092,35.26
2017-04-26,343528.0,11717289.67,0.37,0.17,12.15,,6809049.34,146400.0,199628.0,4993512.05,,,,,,,,0.36,,10200.0,,,,,,,4600.0,5.18,0.16,,,100.0,4.46,0.0,0.0,,0.0,100.0,31.34,0.2792,39.03,0.1047,35.21
2017-04-27,343528.0,11667372.22,0.36,0.17,12.09,,6780041.75,146400.0,199628.0,4972238.92,,,274.0,,,,,0.01,,274.0,,,,274.0,,,,5.15,,,,100.0,4.46,0.0,0.0,,0.0,100.0,31.35,0.2793,39.05,0.1047,35.06
2017-04-28,343528.0,11659052.65,0.33,0.17,12.06,,6775207.15,146400.0,199628.0,4968693.4,,,,,,,,,,,,,,,,,,5.15,,,,100.0,4.46,0.0,0.0,,0.0,100.0,31.34,0.2794,39.09,0.1047,35.035
2017-05-01,343528.0,11659052.65,0.33,0.17,12.04,,6775207.15,146400.0,199628.0,4968693.4,,,,,,,,,,,,,,,,,,5.13,,,,100.0,4.46,0.0,0.0,,0.0,100.0,31.34,0.2794,39.08,0.1047,
2017-05-02,304060.0,10393179.15,0.29,0.15,10.69,,6149018.52,126666.0,179894.0,4329613.99,,,,,,,,0.68,,19734.0,,,,,,,19734.0,4.46,0.69,,,79.71,3.86,32233.0,1101767.23,,1.13,79.71,24.96,0.2787,42.71,0.0927,35.285
2017-05-03,304060.0,10425579.6,0.3,0.15,10.71,,6168187.91,126666.0,179894.0,4343111.44,,,,,,,,,,,,,,,,,,4.46,,,,79.71,3.86,32233.0,1105201.96,,1.13,79.73,24.97,0.2785,42.66,0.0926,35.395
2017-05-04,304060.0,10559599.62,0.31,0.15,10.78,,6247479.49,126666.0,179894.0,4398941.81,,,,,,,,,,,,,,,,,,4.5,,,,79.71,3.85,32233.0,1119409.24,,1.14,79.77,24.99,0.2785,42.68,0.0925,35.85
2017-05-05,474060.0,16619612.58,0.45,0.23,17.07,,6306730.34,296666.0,179894.0,10400527.33,,,21276.0,,,,,,,,,,,21276.0,,148724.0,,10.72,,,,90.2,9.04,32233.0,1130025.68,,1.16,90.27,23.58,0.2844,44.63,0.1444,36.19
2017-05-08,553760.0,19335954.36,0.53,0.27,19.99,,6281461.6,376366.0,179894.0,13141786.69,,,75726.0,,,,,,,,,,,75726.0,,3974.0,,13.58,,,,91.31,11.45,35800.0,1250049.06,,1.29,91.3,21.67,0.3123,48.99,0.1684,36.045
2017-05-09,681760.0,23854936.18,0.67,0.33,24.54,,10948231.64,429366.0,312894.0,15023613.19,,,,4.77,,,,0.19,133000.0,5000.0,,,4.77,,,58000.0,,15.46,,,,17.84,13.06,1977800.0,69203668.13,,71.15,17.85,23.26,0.2379,37.24,0.2074,36.12
2017-05-10,640599.0,22405395.08,0.65,0.31,23.12,,11737633.3,363005.0,335594.0,12696352.07,,,,,,53000.0,,2.39,,66361.0,,,,,1.9,,30300.0,13.11,1.09,,,15.41,11.08,1992000.0,69671583.93,,71.96,15.41,24.19,0.1989,30.05,0.1955,36.105
2017-05-11,683675.0,23766304.13,0.71,0.33,24.61,,11654431.7,406417.0,335258.0,14128101.84,,,,,,,,0.17,,4664.0,,,,,,48076.0,336.0,14.62,0.02,,,16.95,12.41,1992000.0,69247051.36,,71.86,16.91,22.15,0.2205,35.99,0.2088,35.885
2017-05-12,701011.0,24477601.68,0.74,0.34,25.22,,11753045.04,422417.0,336594.0,14749775.78,,,10825.0,0.22,,,,,6000.0,,,,0.22,10825.0,,5175.0,4664.0,15.22,0.17,,,17.34,12.82,2013102.0,70292632.91,,72.35,17.38,23.09,0.2232,36.08,0.2127,36.045
2017-05-15,641962.0,22481051.66,0.67,0.31,23.14,,10036317.6,413368.0,286594.0,14475852.72,,,,,,,,0.31,,9049.0,,,,,,,50000.0,14.92,1.76,,,17.04,12.53,2013102.0,70497397.13,,72.57,17.05,15.62,0.2279,39.41,0.1946,36.15
2017-05-16,628062.0,22045999.03,0.69,0.3,22.7,,9687838.87,410068.0,275994.0,14394054.62,,,327.0,,,,,0.07,,3627.0,,,,327.0,,,10600.0,14.85,0.34,,,16.93,12.46,2012775.0,70651680.42,,72.83,16.94,14.5,0.2334,40.27,0.1908,36.235
2017-05-17,513764.0,17740313.45,0.58,0.25,18.52,,7150972.97,311670.0,207094.0,10761990.9,,,,,,,,3.52,,98398.0,,,,,,,68900.0,11.23,2.46,,,13.11,8.88,2065775.0,71331381.77,,75.0,13.02,17.67,0.2583,42.51,0.1464,35.645
2017-05-18,579062.0,19874454.57,0.63,0.28,20.58,,8511602.36,336068.0,247994.0,11534461.25,,,40900.0,,,40900.0,,0.59,,16502.0,,,,40900.0,1.45,,,11.93,,,,14.23,9.58,2024875.0,69497370.24,,72.02,14.21,15.17,0.1824,32.96,0.165,35.43
2017-05-19,595564.0,20585066.98,0.65,0.29,21.2,,8571661.65,352570.0,247994.0,12186225.27,,,6000.0,,,,,,,,,,,6000.0,,10502.0,,12.55,,,,14.96,10.08,2004100.0,69269688.44,,71.09,15.01,14.62,0.1941,35.45,0.1702,35.68
2017-05-22,566364.0,19542879.58,0.61,0.27,20.18,,7549676.17,352570.0,218794.0,12165732.73,,,,,,,,,,,,,,,,,29200.0,12.57,1.05,,,14.96,10.04,2004100.0,69153203.54,,71.5,14.95,15.58,0.2086,37.69,0.1613,35.62
2017-05-23,510272.0,17693881.13,0.54,0.24,18.19,,5642657.03,352544.0,162728.0,12224601.06,,,56040.0,,,,,2.02,,56066.0,,,,56040.0,,,56066.0,12.57,2.01,,,14.83,10.04,2024080.0,70185765.49,,72.03,14.86,15.58,0.209,37.77,0.1454,35.795
2017-05-24,496072.0,17155837.79,0.53,0.24,17.79,,5223056.07,350044.0,151028.0,12105698.54,,,774.0,,,,,0.11,,3274.0,,,,774.0,,,11700.0,12.56,0.42,,,14.87,9.99,2003980.0,69304366.74,,72.0,14.86,16.09,0.2191,38.91,0.1415,35.7
2017-05-25,495697.0,17135666.14,0.53,0.24,17.67,,5220861.51,349669.0,151028.0,12087648.8,,,,,,,,0.02,,375.0,,,,,,,,12.47,,,,14.86,10.0,2003980.0,69275247.26,,71.49,14.85,16.1,0.2189,38.89,0.1417,35.685
2017-05-26,492697.0,17005708.91,0.56,0.24,17.55,,5212814.78,346669.0,151028.0,11965471.88,,,,,,,,0.11,,3000.0,,,,,,,,12.37,,,,14.75,9.91,2003980.0,69168475.83,,71.58,14.74,15.45,0.2199,39.19,0.1408,35.63
2017-05-29,489697.0,16902162.25,0.56,0.24,17.44,,5109268.13,346669.0,148028.0,11965471.88,,,,,,,,,,,,,,,,,3000.0,12.34,0.08,,,14.75,9.92,2003980.0,69168475.83,,71.34,14.75,15.01,0.2205,39.38,0.1401,35.63
2017-05-30,489697.0,16828633.34,0.56,0.24,17.44,,5087041.45,346669.0,148028.0,11913418.89,,,,,,,,,,,,,,,,,,12.34,,,,14.75,9.92,2003980.0,68867574.51,,71.48,14.72,15.01,0.2203,39.34,0.1401,35.475
2017-05-31,477597.0,16410498.7,0.55,0.23,16.94,,4670561.72,346669.0,135928.0,11911739.76,,,,,,,,,,,,,,,,,12100.0,12.31,0.43,,,14.75,9.92,2003980.0,68857868.02,,71.14,14.75,15.44,0.233,40.57,0.1367,35.47
2017-06-01,877597.0,30282243.39,1.1,0.42,31.15,,4690313.18,746669.0,135928.0,25764459.53,,,400000.0,,,,,,,,,,,400000.0,,,,26.51,,,,31.76,21.37,1603980.0,55346716.94,,56.91,31.78,20.78,0.2996,48.84,0.2511,35.62
2017-06-02,997597.0,34650049.7,1.16,0.48,35.59,,6805268.0,806669.0,195928.0,28018449.27,,,63461.0,,,60000.0,,0.27,,7700.0,,,,63461.0,2.13,4239.0,,28.8,,,,34.26,23.17,1548060.0,53769564.2,,55.21,34.28,19.4,0.2648,45.51,0.2865,35.855
2017-06-05,903664.0,31247362.68,1.15,0.44,32.39,,6774900.05,712736.0,195928.0,24645355.23,,,,,,,,3.39,,93933.0,,,,,,,,25.55,,,,30.17,20.45,1649663.0,57042903.18,,59.14,30.17,9.63,0.2949,51.02,0.2593,35.695
2017-06-06,871664.0,29997302.11,1.12,0.42,31.11,,6364081.9,702736.0,184928.0,24183841.59,,,14000.0,0.14,,45000.0,,1.25,4000.0,35000.0,,,0.14,14000.0,1.61,11000.0,60000.0,25.09,2.15,,,30.52,20.16,1599663.0,55050540.45,,57.13,30.51,8.72,0.3232,54.22,0.2501,35.525
2017-06-07,1244192.0,42733050.38,1.78,0.6,44.14,,16256454.8,786878.0,473314.0,27026131.99,,,114255.0,2.12,,228386.0,,1.09,60000.0,30113.0,,,2.12,114255.0,8.09,,,27.93,,,,34.22,22.58,1512585.0,51951283.25,,53.69,34.22,30.0,0.2323,35.08,0.357,35.455
2017-06-08,1353144.0,46665187.45,1.97,0.65,48.01,,16322938.68,895830.0,473314.0,30894032.62,,,149648.0,,,,,1.45,,40696.0,,,,149648.0,,,,31.77,,,,41.71,25.7,1251867.0,43172499.17,,44.39,41.71,27.86,0.279,43.13,0.3883,35.6
2017-06-09,1074821.0,37311486.56,1.65,0.52,38.25,,8849606.26,835893.0,254928.0,29017306.54,,,,0.36,,,,2.41,10000.0,69630.0,,,0.36,,,9693.0,228386.0,29.75,8.15,,,38.09,23.64,1358647.0,47164262.03,,48.35,38.09,12.0,0.3468,55.52,0.304,35.835
2017-06-12,1063521.0,36501963.18,1.86,0.51,38.1,,8361753.35,835893.0,243628.0,28689358.75,,,,,,,,,,,,,,,,,11300.0,29.95,0.37,,,38.99,23.98,1307907.0,44889732.46,,46.88,38.98,12.07,0.353,56.23,0.3051,35.43
