,ICAD FP Equity_DX_SI_QTY,ICAD FP Equity_DX_SHORT_INTEREST_VALUE,ICAD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ICAD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ICAD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ICAD FP Equity_DX_SI_MV,ICAD FP Equity_DX_DSS,ICAD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ICAD FP Equity_DX_SUPPLY_SI_QTY,ICAD FP Equity_DX_BROKER_SI_QTY,ICAD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ICAD FP Equity_DX_BROKER_SI_MV_NEW_x,ICAD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ICAD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ICAD FP Equity_DX_BROKER_SI_MV_INC_x,ICAD FP Equity_DX_SUPPLY_SI_MV_NEW,ICAD FP Equity_DX_BROKER_SI_QTY_ADD,ICAD FP Equity_DX_BROKER_SI_QTY_NEW,ICAD FP Equity_DX_SUPPLY_SI_MV_DEC,ICAD FP Equity_DX_BROKER_SI_QTY_INC,ICAD FP Equity_DX_SUPPLY_SI_QTY_DEC,ICAD FP Equity_DX_BROKER_SI_MV_NEW_y,ICAD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ICAD FP Equity_DX_BROKER_SI_MV_INC_y,ICAD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ICAD FP Equity_DX_BROKER_SI_MV_ADD,ICAD FP Equity_DX_SUPPLY_SI_QTY_ADD,ICAD FP Equity_DX_BROKER_SI_QTY_DEC,ICAD FP Equity_DX_SUPPLY_SI_MV,ICAD FP Equity_DX_BROKER_SI_MV_DEC,ICAD FP Equity_DX_SUPPLY_SI_MV_RMV,ICAD FP Equity_DX_BROKER_SI_MV_RMV,ICAD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ICAD FP Equity_DX_UTILIZATION_QUANTITY,ICAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ICAD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ICAD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ICAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ICAD FP Equity_DX_ACTIVE_UTILIZATION_MV,ICAD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ICAD FP Equity_DX_BROKER_SI_CON_RATIO,ICAD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ICAD FP Equity_DX_DEMAND_SUPPLY_RATIO,ICAD FP Equity_PX_LAST
2020-04-29,659161.0,47228885.65,2.37,6.03,0.88,47.06,0.0,39597730.75,568920.0,552655.0,40763118.0,,,,0.15,,,,1.54,2313.0,21204.0,,,0.15,,,,58562.0,39.72,3.77,,,8.14,8.14,6420826.0,460052182.9,,449.83,8.11,22.07,0.1623,28.5,0.0943,71.65
2020-04-30,657862.0,46149019.3,2.37,6.32,0.88,47.24,0.0,39204870.8,557207.0,558872.0,39088071.05,,,2517.0,0.58,,,,1.18,7151.0,18151.0,,,0.58,2517.0,,3921.0,934.0,39.72,0.01,,,7.98,7.98,6421127.0,450442059.05,,457.21,7.99,21.31,0.1613,28.79,0.0943,70.15
2020-05-01,658646.0,46204016.9,2.37,6.69,0.88,46.75,0.0,39354150.0,555863.0,561000.0,38993789.45,,,,0.09,,,,0.1,2128.0,1344.0,,,0.09,,,,,38.94,,,,7.97,7.97,6417198.0,450166439.7,,449.97,7.97,21.54,0.1614,28.56,0.0945,
2020-05-04,645897.0,44437713.6,2.33,6.56,0.87,45.73,0.0,37881004.8,558307.0,550596.0,38411521.6,,,11132.0,,,,,0.67,,9817.0,,,,11132.0,,1129.0,10404.0,39.23,0.82,,,8.01,8.01,6409309.0,440960459.2,,449.44,8.03,20.64,0.1631,29.42,0.0927,68.8
2020-05-05,632129.0,43332442.95,2.28,6.61,0.85,44.16,0.0,36799559.4,557311.0,536828.0,38203669.05,,,2698.0,0.09,,,,0.89,4504.0,12103.0,,,0.09,2698.0,,8409.0,18272.0,38.45,1.48,,,8.04,8.04,6376540.0,437111817.0,,439.6,8.04,20.22,0.1653,30.31,0.0912,68.55
2020-05-06,631389.0,42239924.1,2.27,6.8,0.85,43.62,0.0,35951257.2,559626.0,537388.0,37438979.4,,,5748.0,0.16,,,,0.59,2305.0,8340.0,,,0.16,5748.0,,4907.0,1745.0,38.37,0.33,,,8.07,8.07,6372238.0,426302722.2,,435.86,8.09,19.93,0.1653,30.51,0.0911,66.9
2020-05-07,628559.0,42050597.1,2.26,7.45,0.84,42.64,0.0,35872582.8,547098.0,536212.0,36600856.2,,,2086.0,0.42,,,,1.09,12031.0,14614.0,,,0.42,2086.0,,,13207.0,36.54,1.02,,,7.9,7.9,6381930.0,426951117.0,,426.62,7.89,20.35,0.1748,31.9,0.0907,66.9
2020-05-08,617129.0,41285930.1,2.22,7.58,0.83,41.79,0.0,34820245.8,546097.0,520482.0,36533889.3,,,12545.0,,,,,0.9,,13546.0,,,,12545.0,,,15730.0,36.47,1.13,,,7.89,7.89,6375052.0,426490978.8,,426.09,7.88,20.81,0.1724,31.0,0.0892,66.9
2020-05-11,622283.0,41257362.9,2.24,8.01,0.83,42.17,0.0,34717066.8,549751.0,523636.0,36448491.3,,,2000.0,0.22,,,,0.44,3154.0,6564.0,,,0.22,2000.0,,8218.0,,36.84,,,,7.93,7.93,6384296.0,423278824.8,,427.52,7.93,20.47,0.1695,30.71,0.0897,66.3
2020-05-12,614655.0,40290635.25,2.26,8.21,0.82,41.11,0.0,33824324.4,545923.0,516008.0,35785252.65,,,3559.0,0.02,,,,0.55,380.0,7387.0,,,0.02,3559.0,,,8008.0,36.13,0.74,,,7.89,7.89,6374219.0,417830055.45,,421.84,7.89,19.9,0.17,31.17,0.0888,65.55
2020-05-13,608364.0,37292713.2,2.23,8.41,0.82,39.77,0.0,31085291.3,540887.0,507101.0,33156373.1,,,4367.0,0.23,,,,0.73,3883.0,10603.0,,,0.23,4367.0,,1200.0,12790.0,35.36,1.28,,,7.83,7.83,6370072.0,390485413.6,,413.73,7.87,18.0,0.1694,32.04,0.088,61.3
2020-05-14,606807.0,36105016.5,2.23,8.38,0.81,37.53,0.0,30104620.0,539969.0,505960.0,32128155.5,,,9415.0,0.0,,,,0.87,3598.0,10333.0,,,0.0,9415.0,,,4739.0,33.07,0.47,,,7.83,7.83,6360004.0,378420238.0,,388.79,7.84,18.0,0.1684,31.78,0.0879,59.5
2020-05-15,598895.0,37041655.75,2.2,8.23,0.8,36.6,0.0,30804268.8,538168.0,498048.0,33285690.8,,,1000.0,0.04,,,,0.42,2554.0,6084.0,,,0.04,1000.0,,3283.0,10466.0,32.1,0.71,,,7.83,7.83,6337317.0,391963056.45,,380.41,7.78,19.14,0.173,31.57,0.0871,61.85
2020-05-18,551721.0,35530832.4,2.03,7.9,0.74,34.89,0.0,29077823.6,495167.0,451519.0,31888754.8,,,3716.0,0.33,,,,2.59,3283.0,46939.0,,,0.33,3716.0,,222.0,49812.0,30.6,2.5,,,7.2,7.2,6380421.0,410899112.4,,396.57,7.16,13.06,0.1706,32.93,0.0802,64.4
2020-05-19,513550.0,32379327.5,1.89,7.45,0.69,33.38,0.0,26860371.85,451380.0,426017.0,28459509.0,,,2785.0,0.27,,,,2.94,2753.0,48538.0,,,0.27,2785.0,,1966.0,28255.0,28.97,1.43,,,6.58,6.58,6411830.0,404265881.5,,410.61,6.59,14.15,0.1651,31.9,0.0748,63.05
2020-05-20,515364.0,31617581.4,1.89,7.41,0.69,32.81,0.0,26305653.0,447463.0,428780.0,27451855.05,,,,0.44,,,,0.39,8149.0,4426.0,,,0.44,,,509.0,5386.0,28.13,0.41,,,6.53,6.53,6408771.0,393178100.85,,401.85,6.54,14.06,0.1632,31.67,0.0752,61.35
2020-05-21,497670.0,30432520.5,1.83,7.21,0.67,31.08,0.0,25156253.9,431997.0,411386.0,26416616.55,,,7038.0,,,,,1.62,,24393.0,,,,7038.0,,1889.0,17394.0,26.54,1.24,,,6.3,6.3,6422828.0,392755932.2,,396.09,6.28,14.4,0.1662,32.57,0.0726,61.15
2020-05-22,530957.0,31804324.3,1.95,7.78,0.71,32.92,0.0,24704976.3,437692.0,412437.0,26217750.8,,,5695.0,0.28,,,,0.11,4395.0,1700.0,,,0.28,5695.0,,1700.0,3344.0,26.78,0.24,,,6.38,6.38,6424217.0,384810598.3,,392.67,6.38,14.47,0.1586,30.58,0.0774,59.9
2020-05-25,524144.0,32392099.2,1.92,7.87,0.7,32.62,0.0,25159212.6,431569.0,407107.0,26670964.2,,,1507.0,,,,,0.89,,12815.0,,,,1507.0,,5185.0,5330.0,25.91,0.12,,,6.29,6.29,6424822.0,397053999.6,,387.07,6.27,13.47,0.159,30.89,0.0764,61.8
2020-05-26,529049.0,33647516.4,1.94,8.01,0.71,33.27,0.0,25804873.2,432883.0,405737.0,27531358.8,,,2256.0,0.18,,,,0.31,2794.0,5612.0,,,0.18,2256.0,,4670.0,4164.0,26.71,0.43,,,6.32,6.32,6416516.0,408090417.6,,397.6,6.29,13.72,0.1602,31.2,0.0772,63.6
2020-05-27,530154.0,34619056.2,1.95,7.88,0.71,34.34,0.0,26424036.8,430353.0,404656.0,28102050.9,,,3228.0,0.5,,,,0.4,4982.0,7558.0,,,0.5,3228.0,,1800.0,6063.0,27.41,0.29,,,6.29,6.29,6406407.0,418338377.1,,409.08,6.28,13.72,0.1595,31.31,0.0775,65.3
2020-05-28,494579.0,32666942.95,1.82,7.32,0.66,32.67,0.0,26211282.0,422101.0,396840.0,27879771.05,,,12007.0,,,1600.0,,1.2,,20303.0,,,,12007.0,0.11,44.0,9416.0,27.47,0.53,,,6.22,6.22,6368908.0,420666373.4,,415.37,6.2,13.21,0.1693,33.91,0.0728,66.05
2020-05-29,482641.0,31057948.35,1.77,7.24,0.65,32.08,0.0,25030412.55,418622.0,388973.0,26938325.7,,,1927.0,,,,,0.41,,6286.0,,,,1927.0,,880.0,7867.0,27.56,0.43,,,6.15,6.15,6383726.0,410792768.1,,419.06,6.17,13.24,0.1744,34.8,0.071,64.35
2020-06-01,532659.0,35075595.15,1.96,7.64,0.71,35.01,0.0,27322679.55,439577.0,414923.0,28946145.45,,,17035.0,1.94,,,,1.16,29801.0,17088.0,,,1.94,17035.0,,21008.0,3851.0,28.31,0.22,,,6.5,6.5,6327051.0,416636308.35,,409.36,6.47,13.42,0.1535,30.61,0.0787,65.85
2020-06-02,492443.0,33683101.2,1.81,7.1,0.66,33.25,0.0,27530589.6,428952.0,402494.0,29340316.8,,,18515.0,1.65,,,,1.86,19871.0,29840.0,,,1.65,18515.0,,700.0,32300.0,28.26,2.06,,,6.35,6.35,6324254.0,432578973.6,,418.26,6.33,16.46,0.1704,32.96,0.0729,68.4
2020-06-03,464288.0,32476945.6,1.7,6.45,0.62,31.99,0.0,27040431.6,421259.0,386568.0,29467067.05,,,,0.57,,,,1.21,5549.0,19496.0,,,0.57,,,11803.0,21475.0,28.78,1.29,,,6.26,6.26,6307771.0,441228581.45,,431.74,6.25,17.8,0.1801,33.52,0.069,69.95
2020-06-04,463823.0,32258889.65,1.7,6.08,0.62,32.88,0.0,26679240.9,422377.0,383598.0,29376320.35,,,5291.0,0.27,,,,0.59,3270.0,9380.0,,,0.27,5291.0,,5207.0,6240.0,29.41,0.35,,,6.29,6.29,6287481.0,437294303.55,,437.7,6.3,17.12,0.1825,34.54,0.0691,69.55
2020-06-05,444698.0,32796477.5,1.63,5.7,0.6,31.96,0.0,27070527.5,415450.0,367058.0,30639437.5,,,814.0,,,,,0.54,,7741.0,,,,814.0,,,16540.0,29.07,1.16,,,6.2,6.2,6290750.0,463942812.5,,442.25,6.17,18.68,0.1894,35.48,0.0663,73.75
2020-06-08,444875.0,31786318.75,1.63,5.55,0.6,33.18,0.0,26670784.55,400053.0,373279.0,28583786.85,,,229.0,1.25,,4000.0,,0.98,8245.0,15626.0,,,1.25,229.0,0.29,,6024.0,29.45,0.18,,,5.95,5.95,6321269.0,451654670.05,,463.85,5.97,17.37,0.2015,37.94,0.0662,71.45
2020-06-09,436333.0,30325143.5,1.6,5.34,0.59,31.57,0.0,25149548.0,383638.0,361864.0,26662841.0,,,4200.0,0.63,,,,2.23,9089.0,28399.0,,,0.63,4200.0,,7784.0,20504.0,27.31,2.22,,,5.7,5.7,6346083.0,441052768.5,,450.79,5.71,16.42,0.1995,37.62,0.0648,69.5
2020-06-10,413212.0,27912470.6,1.52,4.96,0.55,29.22,0.0,23035360.6,375355.0,341012.0,25355230.25,,,997.0,0.54,,,,1.61,8398.0,20303.0,,,0.54,997.0,,11023.0,29250.0,26.0,2.22,,,5.58,5.58,6353131.0,429153999.05,,439.3,5.59,13.76,0.2079,39.73,0.0614,67.55
2020-06-11,410224.0,26233824.8,1.51,4.85,0.55,28.18,0.0,21653214.2,373462.0,338596.0,23882894.9,,,2400.0,0.3,,,,0.84,4677.0,11909.0,,,0.3,2400.0,,7616.0,7093.0,25.24,0.6,,,5.55,5.55,6350989.0,406145746.55,,426.96,5.58,11.3,0.2052,40.27,0.061,63.95
2020-06-12,392977.0,25739993.5,1.44,4.54,0.53,26.29,0.0,21009518.0,360083.0,320756.0,23585436.5,,,4461.0,,,,,3.14,,44214.0,,,,4461.0,,26374.0,17840.0,23.3,1.52,,,5.35,5.35,6370947.0,417297028.5,,412.69,5.34,11.66,0.1908,37.96,0.0584,65.5
2020-06-15,418025.0,27673255.0,1.53,4.78,0.56,27.9,0.0,21223124.2,372396.0,320591.0,24652615.2,,,26397.0,0.57,,,,0.89,8264.0,14084.0,,,0.57,26397.0,,,8429.0,24.45,0.93,,,5.53,5.53,6365273.0,421381072.6,,418.58,5.52,11.76,0.1937,38.71,0.062,66.2
2020-06-16,390439.0,26569373.95,1.43,4.48,0.52,26.56,0.0,20907273.7,357273.0,307234.0,24312427.65,,,1665.0,0.47,,,,1.04,5976.0,16788.0,,,0.47,1665.0,,,19333.0,23.82,1.12,,,5.32,5.32,6364555.0,433107967.75,,424.79,5.31,12.8,0.194,38.01,0.0581,68.05
2020-06-17,387112.0,26110704.4,1.42,4.33,0.52,26.88,0.0,20454077.6,335346.0,303248.0,22619087.7,,,4000.0,0.86,,,,2.09,10839.0,31102.0,,,0.86,4000.0,,5175.0,14825.0,22.81,0.96,,,5.1,5.1,6233826.0,420471563.7,,423.39,5.11,12.73,0.2021,39.02,0.0589,67.45
2020-06-18,403016.0,26599056.0,1.48,4.45,0.54,27.66,0.0,20113962.0,348182.0,304757.0,22980012.0,,,27292.0,0.58,,,,1.46,8966.0,21467.0,,,0.58,27292.0,,7011.0,7457.0,23.47,0.54,,,5.3,5.3,6225753.0,410899698.0,,418.65,5.31,11.68,0.1892,37.42,0.0613,66.0
2020-06-19,384430.0,24353640.5,1.41,4.03,0.52,25.76,0.0,18316955.65,333407.0,289139.0,21121333.45,,,12497.0,0.48,,2367.0,,1.92,7687.0,27272.0,,,0.48,12497.0,0.16,,25672.0,21.98,1.98,,,5.07,5.07,6246798.0,395734653.3,,410.15,5.09,14.37,0.1697,33.24,0.0584,63.35
2020-06-22,338889.0,21553340.4,1.24,3.16,0.45,21.92,0.0,15143923.2,324389.0,238112.0,20631140.4,,,30352.0,0.0,,,,3.49,635.0,51862.0,,,0.0,30352.0,,12492.0,51662.0,20.47,3.76,,,4.92,4.92,6269407.0,398734285.2,,396.72,4.91,14.3,0.1355,25.76,0.0514,63.6
2020-06-23,324396.0,20761344.0,1.19,3.0,0.44,21.1,0.0,14300544.0,271775.0,223446.0,17393600.0,,,,0.96,,,,3.31,13562.0,52829.0,,,0.96,,,215.0,28228.0,17.24,1.87,,,4.12,4.12,6320969.0,404542016.0,,401.94,4.11,20.28,0.1486,27.05,0.0492,64.0
2020-06-24,273786.0,17056867.8,1.01,2.51,0.37,17.87,0.0,13237877.8,225224.0,212486.0,14031455.2,,,,,,,,2.93,,46551.0,,,,,,,10960.0,14.45,0.69,,,3.41,3.41,6377213.0,397300369.9,,407.41,3.43,22.55,0.1728,31.3,0.0415,62.3
2020-06-25,268667.0,16670787.35,0.99,2.44,0.36,17.2,0.0,13184756.3,220598.0,212486.0,13688105.9,,,1933.0,,,,,0.42,,6559.0,,,,1933.0,,,,13.78,,,,3.34,3.34,6382850.0,396055842.5,,398.35,3.34,23.38,0.1794,31.77,0.0407,62.05
2020-06-26,290411.0,17961920.35,1.07,2.66,0.39,18.54,0.0,14784005.5,242059.0,239030.0,14971349.15,,,,1.76,,,,0.34,26924.0,5463.0,,,1.76,,,26924.0,380.0,15.01,0.04,,,3.66,3.66,6366081.0,393742109.85,,394.85,3.66,21.35,0.1713,29.01,0.0439,61.85
2020-06-29,285931.0,17570459.95,1.05,2.61,0.38,18.08,0.0,14539623.05,237579.0,236609.0,14599229.55,,,4168.0,0.17,,,,0.54,4168.0,8648.0,,,0.17,4168.0,,,6589.0,14.67,0.44,,,3.6,3.6,6370687.0,391478716.15,,393.38,3.59,19.21,0.1723,29.69,0.0433,61.45
2020-06-30,279602.0,17335324.0,1.03,2.56,0.38,17.67,0.0,14525360.0,223884.0,234280.0,13880808.0,,,1727.0,,,,,1.03,,16467.0,,,,1727.0,,1045.0,2329.0,13.77,0.17,,,3.4,3.4,6363693.0,394548966.0,,391.87,3.39,19.56,0.1722,29.91,0.0424,62.0
2020-07-01,262522.0,16407625.0,0.96,2.41,0.35,16.74,0.0,13575000.0,202143.0,217200.0,12633937.5,,,3000.0,0.1,,3000.0,,1.53,1447.0,24925.0,,,0.1,3000.0,0.19,184.0,21527.0,12.53,1.3,,,2.98,2.98,6579482.0,411217625.0,,408.35,2.98,21.0,0.1728,31.53,0.0387,62.5
2020-07-02,264486.0,17085795.6,0.97,2.43,0.35,16.94,0.0,14196625.2,192609.0,219762.0,12442541.4,,,12914.0,0.34,,,,4.25,5362.0,68660.0,,,0.34,12914.0,,46212.0,2800.0,12.06,0.17,,,2.84,2.84,6593346.0,425930151.6,,414.48,2.83,20.66,0.1704,31.14,0.039,64.6
2020-07-03,604254.0,37614812.71,2.22,5.49,0.81,39.08,0.0,13955205.45,567609.0,224180.0,35333661.39,,,59924.0,0.65,,,,,10000.0,,,,0.65,59924.0,,315076.0,5582.0,36.62,0.33,,,8.36,8.36,6218927.0,387128218.22,,400.98,8.37,12.72,0.4018,61.15,0.089,63.85
2020-07-06,668391.0,42476248.05,2.45,6.11,0.9,42.68,0.0,12671679.35,636358.0,199397.0,40440550.9,,,,0.74,,,,1.49,12561.0,22751.0,,,0.74,,,91500.0,37344.0,40.44,2.35,,,9.33,9.33,6180578.0,392775731.9,,393.87,9.31,10.63,0.3755,59.16,0.098,63.55
2020-07-07,1027990.0,63118586.0,3.77,9.39,1.38,66.49,1.0,34322354.4,640028.0,558996.0,39297719.2,,,,1.81,,335000.0,,0.27,28000.0,4330.0,,,1.81,,22.45,8000.0,3401.0,40.55,0.21,,,9.39,9.39,6178304.0,379347865.6,,391.97,9.38,6.39,0.5775,75.39,0.1508,61.4
2020-07-08,1019732.0,61693786.0,3.74,9.48,1.37,63.67,1.0,33166523.5,635421.0,548207.0,38442970.5,,,2531.0,,,2531.0,,0.61,,8912.0,,,,2531.0,0.16,1774.0,13320.0,38.84,0.92,,,9.28,9.28,6208252.0,375599246.0,,380.3,9.27,6.59,0.5859,75.94,0.149,60.5
2020-07-09,1040897.0,61517012.7,3.82,9.8,1.4,64.38,1.0,31999990.5,627079.0,541455.0,37060368.9,,,,0.78,,,,1.27,12289.0,20631.0,,,0.78,,,12289.0,19041.0,37.9,1.27,,,9.16,9.16,6215516.0,367336995.6,,375.91,9.16,6.16,0.6074,77.39,0.1521,59.1
2020-07-10,1051743.0,63735625.8,3.86,9.98,1.41,63.82,1.0,33317940.6,635425.0,549801.0,38506755.0,,,5615.0,0.44,,,,0.05,8346.0,920.0,,,0.44,5615.0,,3651.0,,37.7,,,,9.28,9.28,6208476.0,376233645.6,,368.44,9.28,6.39,0.59,76.2,0.1537,60.6
2020-07-13,1050145.0,63796308.75,3.86,10.3,1.41,64.91,1.0,33455207.25,633827.0,550703.0,38504990.25,,,71.0,0.09,,,,0.15,902.0,2571.0,,,0.09,71.0,,902.0,,38.34,,,,9.28,9.28,6195316.0,376365447.0,,374.62,9.28,6.06,0.5946,76.53,0.1538,60.75
2020-07-14,1074525.0,65277393.75,3.95,10.6,1.44,66.49,1.0,34936292.25,659087.0,575083.0,40039535.25,,,672.0,1.53,,,,0.02,25260.0,327.0,,,1.53,672.0,,24915.0,880.0,39.94,0.05,,,9.62,9.62,6191458.0,376131073.5,,376.06,9.6,5.96,0.57,74.79,0.1569,60.75
2020-07-15,1073027.0,64327968.65,3.94,10.76,1.44,66.41,1.0,34538034.3,659238.0,576114.0,39521318.1,,,814.0,0.24,,,,0.21,3560.0,3409.0,,,0.24,814.0,,2746.0,2529.0,39.95,0.15,,,41.56,9.66,926985.0,55572750.75,,56.28,41.51,6.34,0.5709,74.83,0.1572,59.95
2020-07-16,1078987.0,64037878.45,3.96,11.27,1.45,66.18,1.0,34305249.6,662640.0,578016.0,39327684.0,,,4060.0,0.15,,,,0.05,2558.0,658.0,,,0.15,4060.0,,,656.0,39.79,0.07,,,9.76,9.76,6127989.0,363696147.15,,369.17,9.73,6.27,0.5682,74.65,0.1589,59.35
2020-07-17,711427.0,41156051.95,2.61,7.45,0.95,43.32,0.0,33564570.0,659995.0,580200.0,38180710.75,,,2587.0,0.19,,,,0.46,4126.0,6771.0,,,0.19,2587.0,,1539.0,1942.0,39.23,0.5,,,9.72,9.72,6128972.0,354561030.2,,363.46,9.74,10.25,0.3954,60.73,0.1048,57.85
2020-07-20,665212.0,38615556.6,2.44,7.07,0.89,39.89,0.0,33144982.65,615766.0,570973.0,35745216.3,,,1919.0,0.21,,,,2.89,4365.0,48594.0,,,0.21,1919.0,,2446.0,13592.0,35.6,0.96,,,9.08,9.08,6167296.0,358011532.8,,356.9,9.07,9.55,0.4318,64.1,0.0981,58.05
2020-07-21,647617.0,38112260.45,2.38,6.99,0.87,38.72,0.0,32767032.65,619652.0,556789.0,36466520.2,,,14181.0,0.22,,5000.0,,0.61,4072.0,10991.0,,,0.22,14181.0,0.29,696.0,23256.0,35.82,1.51,,,9.14,9.14,6158571.0,362431903.35,,357.39,9.11,10.01,0.4023,61.6,0.0955,58.85
2020-07-22,698425.0,40578492.5,2.56,7.57,0.94,42.26,0.0,33990417.3,641203.0,585033.0,37253894.3,,,22564.0,2.18,,,,0.14,29257.0,2540.0,,,2.18,22564.0,,1527.0,1013.0,37.61,0.01,,,9.45,9.45,6145141.0,357032692.1,,360.38,9.45,9.41,0.4241,63.54,0.1029,58.1
2020-07-23,713039.0,40393659.35,2.62,7.84,0.96,42.55,0.0,33789402.35,660387.0,596459.0,37410923.55,,,6157.0,1.45,,,,0.75,25002.0,11975.0,,,1.45,6157.0,,25002.0,13576.0,38.26,1.11,,,9.73,9.73,6125103.0,346987084.95,,355.03,9.73,7.83,0.3994,61.66,0.1051,56.65
2020-07-24,710027.0,40258530.9,2.61,7.89,0.95,41.4,0.0,33723175.5,657055.0,594765.0,37255018.5,,,2645.0,0.0,,,,0.44,1152.0,5977.0,,,0.0,2645.0,,,2846.0,37.09,0.3,,,9.68,9.68,6130821.0,347617550.7,,346.74,9.66,8.01,0.3995,61.64,0.1046,56.7
2020-07-27,734321.0,40718099.45,2.7,8.15,0.99,42.56,0.0,34326821.55,670932.0,619059.0,37203179.4,,,11886.0,1.22,,5242.0,,0.35,21838.0,5899.0,,,1.22,11886.0,0.31,7890.0,2786.0,37.72,0.16,,,9.87,9.87,6126697.0,339725348.65,,345.47,9.84,10.61,0.3785,59.51,0.108,55.45
2020-07-28,757644.0,42920532.6,2.78,8.51,1.02,43.56,1.0,36390940.3,672675.0,642382.0,38107038.75,,,,0.42,,33128.0,,0.66,7822.0,11106.0,,,0.42,,1.88,12849.0,17627.0,37.44,1.13,,,9.89,9.89,6130518.0,347293844.7,,341.74,9.87,9.42,0.3415,56.26,0.1114,56.65
2020-07-29,747957.0,43157118.9,2.75,8.6,1.0,43.65,1.0,36710528.7,656109.0,636231.0,37857489.3,,,1718.0,1.23,,,,1.42,20431.0,26691.0,,,1.23,1718.0,,8407.0,26582.0,37.05,1.36,,,9.65,9.65,6145539.0,354597600.3,,348.58,9.61,8.03,0.3402,56.19,0.11,57.7
2020-07-30,751029.0,41719660.95,2.76,8.69,1.01,44.16,1.0,35725316.0,654940.0,643120.0,36381917.0,,,1145.0,0.94,,,,0.65,13827.0,11998.0,,,0.94,1145.0,,9684.0,6938.0,37.54,0.06,,,9.65,9.65,6134019.0,340744755.45,,351.91,9.64,8.77,0.3415,56.3,0.1106,55.55
2020-07-31,744389.0,41685784.0,2.73,8.91,1.0,42.82,1.0,36719816.0,651081.0,655711.0,36460536.0,,,3416.0,0.63,,5000.0,,1.18,14205.0,19975.0,,,0.63,3416.0,0.28,12700.0,6614.0,36.29,0.46,,,9.57,9.57,6149020.0,344345120.0,,342.24,9.59,8.41,0.3433,56.29,0.1095,56.0
2020-08-03,765735.0,42574866.0,2.81,10.38,1.03,44.19,1.0,36747819.2,668038.0,660932.0,37142912.8,,,18775.0,0.99,,,,0.51,16083.0,9747.0,,,0.99,18775.0,,7929.0,10862.0,37.49,0.6,,,9.8,9.8,6150297.0,341956513.2,,344.77,9.81,8.25,0.3311,55.4,0.1123,55.6
2020-08-04,807255.0,45367731.0,2.96,10.95,1.08,46.19,1.0,38484748.4,666931.0,684782.0,37481522.2,,,12357.0,1.87,,,,0.97,31909.0,16922.0,,,1.87,12357.0,,3458.0,8059.0,36.96,0.49,,,9.78,9.78,6149423.0,345597572.6,,341.94,9.76,10.06,0.3301,55.15,0.1184,56.2
2020-08-05,822881.0,47274513.45,3.02,11.27,1.1,47.55,1.0,40336449.3,686752.0,702114.0,39453902.4,,,13494.0,1.14,,,,0.21,17332.0,4307.0,,,1.14,13494.0,,10634.0,,38.38,,,,10.07,10.07,6135039.0,352457990.55,,345.22,10.01,10.66,0.3182,53.88,0.1206,57.45
2020-08-06,791413.0,44437839.95,2.91,10.93,1.06,46.91,1.0,39182593.0,672889.0,697820.0,37782717.35,,,12438.0,1.04,,,,1.66,15815.0,31772.0,,,1.04,12438.0,,5471.0,20109.0,38.61,0.81,,,9.84,9.84,6165015.0,346165592.25,,353.39,9.85,9.17,0.3533,57.36,0.1157,56.15
2020-08-07,823912.0,46221463.2,3.03,11.32,1.11,47.9,1.0,40085076.9,697132.0,714529.0,39109105.2,,,16329.0,0.48,,11905.0,,0.37,9380.0,5655.0,,,0.48,16329.0,0.69,13569.0,4576.0,39.34,0.59,,,10.19,10.19,6145054.0,344737529.4,,345.56,10.22,10.45,0.3411,56.18,0.1204,56.1
2020-08-10,789161.0,45534589.7,2.9,10.97,1.06,46.02,1.0,38982408.5,689457.0,675605.0,39781668.9,,,5349.0,0.86,,2648.0,,0.74,14396.0,13024.0,,,0.86,5349.0,0.15,,55968.0,38.81,3.16,,,10.19,10.19,6078894.0,350752183.8,,343.0,10.16,10.38,0.3891,60.6,0.1166,57.7
2020-08-11,777191.0,44610763.4,2.85,10.84,1.04,46.26,1.0,38386651.8,684970.0,668757.0,39317278.0,,,4639.0,0.67,,,,0.78,11087.0,14682.0,,,0.67,4639.0,,5556.0,17935.0,39.54,0.86,,,10.12,10.12,6081276.0,349065242.4,,350.99,10.12,9.2,0.3995,61.6,0.1149,57.4
