,ALLOG FP Equity_DX_SI_QTY,ALLOG FP Equity_DX_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLOG FP Equity_DX_SI_MV,ALLOG FP Equity_DX_DSS,ALLOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SUPPLY_SI_QTY,ALLOG FP Equity_DX_BROKER_SI_QTY,ALLOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLOG FP Equity_DX_BROKER_SI_MV_INC_x,ALLOG FP Equity_DX_BROKER_SI_QTY_ADD,ALLOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALLOG FP Equity_DX_BROKER_SI_QTY_INC,ALLOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLOG FP Equity_DX_BROKER_SI_MV_INC_y,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLOG FP Equity_DX_BROKER_SI_MV_ADD,ALLOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLOG FP Equity_DX_BROKER_SI_QTY_DEC,ALLOG FP Equity_DX_SUPPLY_SI_MV,ALLOG FP Equity_DX_BROKER_SI_MV_DEC,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLOG FP Equity_DX_BROKER_SI_CON_RATIO,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLOG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLOG FP Equity_PX_LAST
2002-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2002-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22
2002-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22
2002-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2002-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2002-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2002-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2002-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2002-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2002-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2002-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2002-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2002-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2002-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
2002-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2002-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2002-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2003-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2003-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2003-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2003-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2003-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2003-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2003-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44
2003-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2003-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2003-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2003-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64
2003-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2003-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2003-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2003-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33
2003-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2004-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77
2004-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2004-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2004-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42
2004-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2004-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33
2004-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33
2004-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2004-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2004-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2004-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2005-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2005-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2005-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2005-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92
2005-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2005-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2005-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2005-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2005-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2005-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2005-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2005-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2005-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2006-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2006-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2006-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2006-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2006-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2006-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2006-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2006-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2006-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2006-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2006-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2006-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2006-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2006-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2006-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2006-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2006-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2006-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2006-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2006-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2006-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2006-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04
2006-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2006-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2006-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2006-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2006-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2006-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2006-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2006-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2006-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
2006-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
2006-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
2006-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2006-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2006-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2006-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2006-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2006-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2006-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2006-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2006-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2006-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2006-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2007-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2007-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79
2007-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2007-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2007-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2007-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2007-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2007-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2007-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2007-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2007-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2007-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2007-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2007-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74
2007-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2007-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2007-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12
2007-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08
2007-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2007-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2007-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2007-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2007-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2007-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2007-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2007-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2007-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2007-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2007-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89
2007-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89
2007-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2007-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2007-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63
2007-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2007-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91
2007-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
2007-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2007-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06
2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2007-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2007-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2007-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2007-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2007-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2007-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2007-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24
2007-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16
2007-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2007-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11
2007-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2007-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2007-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2007-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2007-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2007-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2007-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72
2007-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2007-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2007-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49
2007-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2007-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2007-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79
2007-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2007-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73
2007-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2007-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2007-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2007-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59
2007-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2007-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72
2007-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73
2007-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2007-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71
2007-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72
2007-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72
2007-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74
2007-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2007-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2007-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72
2007-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
2007-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2007-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2007-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2007-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2007-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2007-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2007-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2007-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2007-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2007-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2007-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2007-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
2007-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2007-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2007-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05
2007-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2007-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2007-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2007-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2007-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2007-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2007-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2007-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2007-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2007-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2007-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2007-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2007-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31
2007-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2007-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19
2007-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2007-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09
2007-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2007-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79
2007-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2007-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55
2007-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2008-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
2008-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09
2008-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2008-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2008-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09
2008-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97
2008-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2008-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
2008-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
2008-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2008-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2008-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2008-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2008-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2008-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
2008-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2008-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2008-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2008-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2008-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2008-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2008-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2008-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2008-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2008-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
