,LEM FP Equity_DX_SI_QTY,LEM FP Equity_DX_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LEM FP Equity_DX_SI_MV,LEM FP Equity_DX_DSS,LEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY,LEM FP Equity_DX_BROKER_SI_QTY,LEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LEM FP Equity_DX_BROKER_SI_MV_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,LEM FP Equity_DX_BROKER_SI_MV_INC_x,LEM FP Equity_DX_SUPPLY_SI_MV_NEW,LEM FP Equity_DX_BROKER_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_NEW,LEM FP Equity_DX_SUPPLY_SI_MV_DEC,LEM FP Equity_DX_BROKER_SI_QTY_INC,LEM FP Equity_DX_SUPPLY_SI_QTY_DEC,LEM FP Equity_DX_BROKER_SI_MV_NEW_y,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LEM FP Equity_DX_BROKER_SI_MV_INC_y,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,LEM FP Equity_DX_BROKER_SI_MV_ADD,LEM FP Equity_DX_SUPPLY_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_DEC,LEM FP Equity_DX_SUPPLY_SI_MV,LEM FP Equity_DX_BROKER_SI_MV_DEC,LEM FP Equity_DX_SUPPLY_SI_MV_RMV,LEM FP Equity_DX_BROKER_SI_MV_RMV,LEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LEM FP Equity_DX_UTILIZATION_QUANTITY,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LEM FP Equity_DX_ACTIVE_UTILIZATION_MV,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LEM FP Equity_DX_BROKER_SI_CON_RATIO,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LEM FP Equity_DX_DEMAND_SUPPLY_RATIO,LEM FP Equity_PX_LAST
2018-04-16,40514.0,415835.7,0.1,0.03,0.42,,415835.7,0.0,40514.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11539134.0,118437671.38,,119.71,0.0,26.9,0.6067,73.1,0.0035,10.264
2018-04-17,40514.0,419279.39,0.1,0.03,0.42,,419279.39,0.0,40514.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11539134.0,119418497.77,,119.11,0.0,26.9,0.6067,73.1,0.0035,10.349
2018-04-18,23900.0,248488.3,0.06,0.02,0.25,,248488.3,0.0,23900.0,0.0,,,,,,,,,,,,,,,,,16614.0,0.0,0.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.61,0.5039,54.39,0.0021,10.397
2018-04-19,23900.0,248297.1,0.06,0.02,0.25,,248297.1,0.0,23900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.61,0.5039,54.39,0.0021,10.389
2018-04-20,23900.0,246528.5,0.06,0.02,0.25,,246528.5,0.0,23900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.61,0.5039,54.39,0.0021,10.315
2018-04-23,2425.0,25103.6,0.01,0.0,0.03,,25103.6,0.0,2425.0,0.0,,,,,,2425.0,,,,,,,,,0.03,,23900.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.352
2018-04-24,2425.0,25055.1,0.01,0.0,0.02,,25055.1,0.0,2425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.332
2018-04-25,2425.0,24647.7,0.01,0.0,0.02,,24647.7,0.0,2425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.164
2018-04-26,2425.0,25057.53,0.01,0.0,0.03,,25057.53,0.0,2425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.333
2018-04-27,26225.0,273841.45,0.07,0.02,0.27,,273841.45,23425.0,26225.0,244603.85,,,,0.03,,21000.0,,,2800.0,,,,0.03,,0.22,23425.0,,0.24,,,,5.44,0.2,406997.0,4249862.67,,4.21,5.44,20.11,0.6787,79.89,0.0023,10.442
2018-04-30,26225.0,274995.35,0.07,0.02,0.27,,274995.35,23425.0,26225.0,245634.55,,,,,,,,,,,,,,,,,,0.24,,,,5.44,0.2,406997.0,4267770.54,,4.24,5.45,19.95,0.6806,80.05,0.0023,10.486
2018-05-01,26225.0,274995.35,0.07,0.02,0.27,,274995.35,23425.0,26225.0,245634.55,,,,,,,,,,,,,,,,,,0.25,,,,5.44,0.2,406997.0,4267770.54,,4.26,5.45,19.89,0.6813,80.11,0.0023,
2018-05-02,26225.0,274156.15,0.07,0.02,0.27,,274156.15,23425.0,26225.0,244884.95,,,,,,,,,,,,,,,,,,0.25,,,,5.44,0.2,406997.0,4254746.64,,4.26,5.44,19.92,0.681,80.08,0.0023,10.454
2018-05-03,30516.0,312850.03,0.08,0.02,0.32,,312850.03,27716.0,30516.0,284144.43,,,4291.0,0.04,,,,,4291.0,,,,0.04,4291.0,,,,0.29,,,,6.44,0.24,402706.0,4128541.91,,4.21,6.43,30.77,0.5739,69.23,0.0026,10.252
2018-05-04,30516.0,317580.01,0.08,0.02,0.32,,317580.01,27716.0,30516.0,288440.41,,,,,,,,,,,,,,,,,,0.28,,,,6.44,0.24,402706.0,4190961.34,,4.13,6.44,31.05,0.5718,68.95,0.0026,10.407
2018-05-07,32146.0,334736.3,0.09,0.02,0.33,,334736.3,29346.0,32146.0,305579.9,,,7000.0,0.02,,,,0.05,1630.0,5370.0,,,0.02,7000.0,,,,0.31,,,,6.82,0.25,401076.0,4176404.39,,4.17,6.82,34.75,0.5465,65.25,0.0028,10.413
2018-05-08,32146.0,335507.8,0.1,0.02,0.33,,335507.8,29346.0,32146.0,306284.2,,,,,,,,,,,,,,,,,,0.31,,,,6.82,0.25,401076.0,4186030.21,,4.17,6.83,34.78,0.5463,65.22,0.0028,10.437
2018-05-09,11146.0,116787.79,0.04,0.01,0.12,,116787.79,8346.0,11146.0,87449.39,,,,,,,,0.22,,21000.0,,,,,,,21000.0,0.09,0.22,,,1.94,0.07,422076.0,4422512.33,,4.4,1.94,,1.0,100.0,0.001,10.478
2018-05-10,21084.0,225472.3,0.07,0.01,0.22,,127707.75,9142.0,11942.0,97764.55,,,796.0,0.01,,,,,796.0,,,,0.01,796.0,,,,0.1,,,,2.13,0.08,419349.0,4484518.21,,4.4,2.12,,1.0,100.0,0.0018,10.694
2018-05-11,30800.0,327681.2,0.1,0.02,0.33,,327681.2,0.0,30800.0,0.0,,,,,,28000.0,,0.09,,9142.0,,,,,0.3,,9142.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.46,0.4217,45.48,0.0027,10.639
2018-05-14,30800.0,328512.8,0.1,0.02,0.33,,328512.8,0.0,30800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.44,0.4213,45.44,0.0027,10.666
2018-05-15,30800.0,324077.6,0.11,0.02,0.33,,324077.6,0.0,30800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.5,0.4222,45.5,0.0027,10.522
2018-05-16,30800.0,329406.0,0.11,0.02,0.32,,329406.0,0.0,30800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.39,0.4205,45.39,0.0027,10.695
2018-05-17,30800.0,326757.2,0.11,0.02,0.33,,326757.2,0.0,30800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.48,0.4219,45.48,0.0027,10.609
2018-05-18,29228.0,306923.23,0.12,0.02,0.31,,306923.23,0.0,29228.0,0.0,,,,,,,,,,,,,,,,,1572.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.92,0.4609,47.92,0.0025,10.501
2018-05-21,1228.0,12944.35,0.0,0.0,0.01,,12944.35,0.0,1228.0,0.0,,,,,,,,,,,,,,,,,28000.0,0.0,0.3,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,10.541
2018-05-22,1228.0,13019.26,0.0,0.0,0.01,,13019.26,0.0,1228.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,10.602
2018-05-23,1228.0,12982.42,0.01,0.0,0.01,,12982.42,1228.0,1228.0,12982.42,,,,,,,,,,,,,,,,1228.0,,0.01,,,,0.35,0.01,347178.0,3670365.82,,3.68,0.35,,1.0,100.0,0.0001,10.572
2018-05-24,1967.0,20649.57,0.01,0.0,0.02,,20649.57,1967.0,1967.0,20649.57,,,739.0,0.01,,,,,739.0,,,,0.01,739.0,,,,0.02,,,,0.56,0.02,346439.0,3636916.62,,3.66,0.56,,1.0,100.0,0.0002,10.498
2018-05-25,1967.0,20972.15,0.01,0.0,0.02,,20972.15,1967.0,1967.0,20972.15,,,,,,,,,,,,,,,,,,0.02,,,,0.56,0.02,346439.0,3693732.62,,3.63,0.57,,1.0,100.0,0.0002,10.662
2018-05-28,1967.0,20983.96,0.01,0.0,0.02,,20983.96,0.0,1967.0,0.0,,,,,,,,0.02,,1967.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.668
2018-05-29,1967.0,20822.66,0.01,0.0,0.02,,20822.66,0.0,1967.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.586
2018-05-30,1967.0,20598.42,0.01,0.0,0.02,,20598.42,0.0,1967.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.472
2018-05-31,1967.0,20614.16,0.01,0.0,0.02,,20614.16,0.0,1967.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.48
2018-06-01,2106.0,22310.96,0.01,0.0,0.02,,22310.96,0.0,2106.0,0.0,,,,0.0,,,,,139.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,10.594
2018-06-04,113406.0,1214578.26,0.42,0.08,1.2,,1214578.26,0.0,113406.0,0.0,,,,,,111300.0,,,,,,,,,1.18,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.87,0.9633,98.13,0.0097,10.71
2018-06-05,115382.0,1232049.0,0.42,0.08,1.24,,1232049.0,0.0,115382.0,0.0,,,,0.02,,,,,1976.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.5,0.9324,96.5,0.0099,10.678
2018-06-06,301382.0,3225390.16,1.07,0.22,3.22,,2561866.16,66082.0,239382.0,707209.56,,,,0.66,,62000.0,,,62000.0,,,,0.66,,0.66,66082.0,,0.71,,,,14.93,0.56,376624.0,4030630.05,,4.02,14.92,25.89,0.5916,72.41,0.0257,10.702
2018-06-07,454743.0,4816183.11,1.52,0.33,4.86,,4159541.11,65343.0,392743.0,692047.71,,,,1.66,,,,0.01,154100.0,739.0,,,1.66,,,,739.0,0.7,0.01,,,14.76,0.56,377363.0,3996651.53,,4.03,14.76,15.79,0.72,83.37,0.0388,10.591
2018-06-08,668343.0,7034978.42,2.2,0.49,7.08,,5632915.22,136543.0,535143.0,1437251.62,,,71200.0,1.46,,,,,142400.0,,,,1.46,71200.0,,,,1.45,,,,29.47,1.17,326777.0,3439654.7,,3.46,29.49,24.89,0.6169,74.49,0.057,10.526
2018-06-11,879967.0,9265172.54,2.84,0.65,9.26,,7113044.94,205767.0,675567.0,2166520.74,,,69224.0,1.47,,,,,142400.0,,,,1.47,69224.0,,,1976.0,2.17,0.02,,,44.41,1.76,257553.0,2711775.54,,2.71,44.43,30.24,0.5753,69.56,0.0751,10.529
2018-06-12,768667.0,8097138.18,2.45,0.56,8.07,,5943988.58,205767.0,564267.0,2167549.58,,,2614.0,,,,,0.03,,2614.0,,,,2614.0,,,111300.0,2.16,1.19,,,44.66,1.76,254939.0,2685527.43,,2.68,44.67,36.22,0.5349,63.53,0.0656,10.534
2018-06-13,610745.0,6436030.81,2.01,0.45,6.44,,4935419.61,171845.0,468345.0,1810902.61,,,,,,28078.0,,0.35,,33922.0,,,,,0.3,,124000.0,1.81,1.28,,,40.27,1.47,254939.0,2686547.18,,2.69,40.26,30.4,0.497,63.32,0.0522,10.538
2018-06-14,610745.0,6456796.14,2.1,0.45,6.4,,4951343.34,171845.0,468345.0,1816745.34,,,,,,,,,,,,,,,,,,1.8,,,,40.27,1.47,254939.0,2695215.11,,2.67,40.27,30.4,0.4968,63.31,0.0522,10.572
2018-06-15,610745.0,6330982.67,2.15,0.45,6.46,,4854864.27,171845.0,468345.0,1781345.27,,,,,,,,,,,,,,,,,,1.82,,,,40.27,1.47,254939.0,2642697.67,,2.7,40.26,30.4,0.4969,63.31,0.0522,10.366
2018-06-18,559745.0,5759216.31,1.78,0.41,5.81,,4294062.71,171845.0,417345.0,1768113.21,,,,,,,,,,,,,,,,,51000.0,1.78,0.59,,,40.27,1.47,254939.0,2623067.37,,2.65,40.26,34.12,0.467,58.83,0.0478,10.289
2018-06-19,80445.0,820297.67,0.25,0.06,0.83,,820297.67,29445.0,80445.0,300250.66,,,,,,,,1.49,,142400.0,,,,,,,336900.0,0.3,3.51,,,7.2,0.25,379339.0,3868119.78,,3.91,7.21,34.91,0.5242,63.41,0.0069,10.197
2018-06-20,80445.0,827055.05,0.24,0.06,0.82,,827055.05,29445.0,80445.0,302724.05,,,,,,,,,,,,,,,,,,0.3,,,,7.2,0.25,379339.0,3899984.26,,3.86,7.2,35.12,0.5228,63.18,0.0069,10.281
2018-06-21,80445.0,815390.52,0.25,0.06,0.83,,815390.52,29445.0,80445.0,298454.52,,,,,,,,,,,,,,,,,,0.3,,,,7.2,0.25,379339.0,3844980.1,,3.9,7.21,34.87,0.5245,63.46,0.0069,10.136
2018-06-22,311745.0,3175746.32,0.96,0.23,3.16,,2390328.62,106545.0,234645.0,1085373.92,,,77100.0,0.78,,77100.0,,,77100.0,,,,0.78,77100.0,0.78,,,1.08,,,,23.21,0.91,352561.0,3591538.91,,3.58,23.23,32.87,0.4202,54.57,0.0266,10.187
2018-06-25,320245.0,3177150.65,1.04,0.24,3.26,,2412241.55,115045.0,243145.0,1141361.45,,,8500.0,0.09,,,,,8500.0,,,,0.09,8500.0,,,,1.17,,,,25.06,0.98,344061.0,3413429.18,,3.51,25.06,31.74,0.4007,52.65,0.0273,9.921
2018-06-26,712645.0,7097944.2,2.27,0.53,7.06,,5027260.2,245845.0,504745.0,2448616.2,,,130800.0,2.52,,,,,261600.0,,,,2.52,130800.0,,,,2.44,,,,53.55,2.1,213261.0,2124079.56,,2.11,53.56,41.25,0.4378,51.22,0.0608,9.96
2018-06-27,712645.0,7075139.56,2.29,0.54,7.08,,5011108.36,245845.0,504745.0,2440749.16,,,,,,,,,,,,,,,,,,2.44,,,,53.55,2.25,213261.0,2117255.21,,2.12,53.53,41.15,0.4381,51.34,0.0653,9.928
2018-06-28,1061645.0,10481621.09,3.24,0.81,10.53,,6454424.39,815845.0,653745.0,8054837.69,,,200000.0,1.98,,,,,200000.0,,,,1.98,200000.0,,370000.0,51000.0,8.07,0.52,,,55.87,7.12,644418.0,6362338.91,,6.36,55.95,31.79,0.4936,62.41,0.0926,9.873
2018-06-29,1061645.0,10636621.26,3.08,0.83,10.49,,6549871.16,815845.0,653745.0,8173951.06,,,,,,,,,,,,,,,,,,8.11,,,,55.87,5.19,644418.0,6456423.94,,6.46,55.67,31.79,0.4936,62.4,0.0675,10.019
2018-07-02,812447.0,8064348.92,2.4,0.64,8.17,,4767259.28,719619.0,480280.0,7142938.19,,,,,,,,0.92,,96226.0,,,,,,,173465.0,7.2,1.67,,,50.28,6.34,711466.0,7062011.52,,7.09,50.38,27.18,0.5466,68.66,0.0716,9.926
2018-07-03,866308.0,8644021.22,2.5,0.69,8.6,,5331045.84,719480.0,534280.0,7178971.44,,,,0.54,,,,0.03,54000.0,139.0,,,0.54,,,,,7.17,,,,50.28,6.34,711466.0,7099007.75,,7.1,50.23,24.34,0.4595,61.84,0.0763,9.978
2018-07-04,845525.0,8395217.73,2.34,0.67,8.42,,2723494.91,590297.0,274297.0,5861058.91,,,,0.02,,,,1.27,1617.0,129183.0,,,0.02,,,,261600.0,5.87,2.58,,,40.13,5.37,880827.0,8745731.28,,8.75,40.15,31.07,0.5631,68.3,0.0769,9.929
2018-07-05,986525.0,9744893.95,2.81,0.78,9.77,,4102303.77,731297.0,415297.0,7223751.77,,,141000.0,1.4,,,,,141000.0,,,,1.4,141000.0,,,,7.24,,,,50.14,6.65,727227.0,7183548.31,,7.18,50.19,25.49,0.6125,73.99,0.0897,9.878
2018-07-06,1327573.0,13226609.8,3.74,1.08,13.13,,7535465.24,1072345.0,756345.0,10683773.24,,,,,,350000.0,,0.09,,8952.0,,,,,3.44,350000.0,8952.0,10.61,0.09,,,18.76,9.45,4644226.0,46270423.64,,45.96,18.76,30.86,0.3874,51.07,0.117,9.963
2018-07-09,1328257.0,13408754.42,3.79,1.08,13.29,,7642207.76,1073029.0,757029.0,10832227.76,,,684.0,0.01,,,,,684.0,,,,0.01,684.0,,,,10.73,,,,18.77,9.45,4643542.0,46876556.49,,46.38,18.78,30.89,0.3871,51.04,0.117,10.095
2018-07-10,1322058.0,13332954.93,3.61,1.08,13.35,,7548914.97,1064529.0,748529.0,10735774.97,,,,,,,,0.05,,8500.0,,,,,,,8500.0,10.75,0.07,,,18.62,9.38,4652042.0,46915843.57,,47.0,18.61,31.23,0.3824,50.3,0.1165,10.085
2018-07-11,864234.0,8597399.83,2.37,0.7,8.67,,1418753.92,862617.0,142617.0,8581313.92,,,,,,,,2.09,,205440.0,,,,,,3528.0,605912.0,8.66,6.14,,,15.12,7.6,4843034.0,48178502.23,,48.65,15.11,40.88,0.5122,58.75,0.0761,9.948
2018-07-12,514234.0,5189135.29,1.41,0.42,5.16,,1439148.15,512617.0,142617.0,5172818.15,,,,,,,,3.55,,350000.0,,,,,,,,5.15,,,,35.63,4.53,926035.0,9344619.19,,9.29,35.65,0.63,0.9875,99.37,0.0454,10.091
2018-07-13,507131.0,5141801.21,1.39,0.42,5.14,,1481622.21,507131.0,146131.0,5141801.21,,,3514.0,0.04,,,,0.07,3514.0,9000.0,,,0.04,3514.0,,,,5.14,,,,35.25,4.48,931521.0,9444691.42,,9.44,35.25,1.01,0.98,98.99,0.0448,10.139
2018-07-16,512262.0,5133889.76,1.43,0.42,5.16,,1464524.88,507131.0,146131.0,5082466.88,,,,,,,,,,,,,,,,,,5.1,,,,29.58,4.38,1207112.0,12097676.46,,12.14,29.6,2.0,0.9607,98.0,0.0442,10.022
2018-07-17,512262.0,5175895.25,1.45,0.42,5.17,,1476507.62,507131.0,146131.0,5124051.62,,,,,,,,,,,,,,,,,,5.12,,,,29.58,4.38,1207112.0,12196659.65,,12.18,29.57,2.0,0.9609,98.0,0.0442,10.104
2018-07-18,512262.0,5183579.18,1.41,0.42,5.18,,1478699.59,507131.0,146131.0,5131658.59,,,,,,,,,,,,,,,,,,5.12,,,,29.61,4.38,1205836.0,12201854.48,,12.19,29.6,2.0,0.9608,98.0,0.0442,10.119
2018-07-19,438942.0,4410489.22,1.27,0.36,4.43,,731604.93,433811.0,72811.0,4358932.93,,,,,,,,0.74,,73320.0,,,,,,,73320.0,4.38,0.74,,,25.33,3.74,1279156.0,12852959.49,,12.92,25.31,2.34,0.9544,97.66,0.0379,10.048
2018-07-20,433811.0,4387998.26,1.22,0.36,4.39,,736483.27,433811.0,72811.0,4387998.26,,,,,,,,,,,,,,,,,,4.39,,,,25.33,3.74,1279156.0,12938662.94,,12.93,25.34,1.18,0.9767,98.82,0.0374,10.115
2018-07-23,472811.0,4748913.68,1.36,0.39,4.78,,2740113.68,272811.0,272811.0,2740113.68,,,200000.0,,,200000.0,,3.66,,361000.0,,,,200000.0,2.01,,,2.76,,,,64.5,2.4,150147.0,1508076.47,,1.51,64.62,24.89,0.5988,73.25,0.0415,10.044
2018-07-24,472811.0,4831182.8,1.37,0.39,4.75,,2787582.8,272811.0,272811.0,2787582.8,,,,,,,,,,,,,,,,,,2.74,,,,60.43,2.35,178647.0,1825415.05,,1.8,60.42,24.81,0.5993,73.31,0.0407,10.218
2018-07-25,477942.0,4916111.41,1.38,0.39,4.89,,2806133.95,272811.0,272811.0,2806133.95,,,,,,,,,,,,,,,,,,2.79,,,,60.43,2.35,178647.0,1837563.04,,1.84,60.26,24.41,0.5779,71.9,0.0411,10.286
2018-07-26,477942.0,4928059.96,1.37,0.39,4.94,,2812954.22,272811.0,272811.0,2812954.22,,,,,,,,,,,,,,,,,,2.82,,,,60.43,2.35,178647.0,1842029.22,,1.82,60.8,24.22,0.5798,72.1,0.0411,10.311
2018-07-27,467680.0,4840488.0,1.31,0.39,4.82,,2770488.0,267680.0,267680.0,2770488.0,,,,,,,,0.06,,5131.0,,,,,,,5131.0,2.76,0.05,,,59.29,2.3,183778.0,1902102.3,,1.9,59.22,25.3,0.622,74.7,0.0403,10.35
2018-07-30,636680.0,6528516.72,1.92,0.53,6.57,,4477716.72,436680.0,436680.0,4477716.72,,,169000.0,1.75,,,,,169000.0,,,,1.75,169000.0,,,,4.51,,,,100.0,3.76,0.0,0.0,,0.0,100.0,45.69,0.5037,54.31,0.0548,10.254
2018-07-31,171071.0,1755872.74,0.53,0.14,1.75,,1755872.74,0.0,171071.0,0.0,,,,,,,,4.51,,436680.0,,,,,,,265609.0,0.0,2.76,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.9761,98.79,0.0147,10.264
2018-08-01,171071.0,1755017.39,0.53,0.14,1.76,,1755017.39,0.0,171071.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.976,98.79,0.0147,10.259
2018-08-02,171071.0,1731580.66,0.54,0.14,1.75,,1731580.66,0.0,171071.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.22,0.9759,98.78,0.0146,10.122
2018-08-03,171071.0,1753477.75,0.55,0.14,1.73,,1753477.75,0.0,171071.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.9761,98.79,0.0146,10.25
2018-08-06,171071.0,1749885.26,0.56,0.14,1.75,,1749885.26,0.0,171071.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.21,0.976,98.79,0.0142,10.229
2018-08-07,175192.0,1808682.21,0.58,0.15,1.79,,1787301.2,173121.0,173121.0,1787301.2,,,,,,2050.0,,,,,,,,,0.02,173121.0,,1.77,,,,41.28,1.44,246282.0,2542615.37,,2.52,41.28,1.19,0.9532,97.62,0.0145,10.324
2018-08-08,401332.0,4121278.31,1.34,0.33,4.15,,4078959.76,397211.0,397211.0,4078959.76,,,195517.0,2.33,,,,,224090.0,,,,2.33,195517.0,,28573.0,,4.1,,,,100.0,3.3,0.0,0.0,,0.0,100.0,1.02,0.9696,98.46,0.0333,10.269
2018-08-09,397232.0,4095461.92,1.46,0.33,4.07,,4074109.91,395161.0,395161.0,4074109.91,,,,,,,,0.07,,2050.0,,,,,,,2050.0,4.05,0.02,,,100.0,3.28,0.0,0.0,,0.0,100.0,0.53,0.9895,99.47,0.033,10.31
2018-08-10,260000.0,2655380.0,1.01,0.22,2.68,,2655380.0,260000.0,260000.0,2655380.0,,,,,,,,1.42,,135161.0,,,,,,,135161.0,2.68,1.42,,,58.04,2.16,187976.0,1919798.89,,1.94,58.05,0.8,1.0,100.0,0.0216,10.213
2018-08-13,260000.0,2616900.0,0.99,0.22,2.66,,2616900.0,260000.0,260000.0,2616900.0,,,,,,,,,,,,,,,,,,2.66,,,,58.04,2.16,187976.0,1891978.44,,1.92,58.05,,1.0,100.0,0.0216,10.065
2018-08-14,260732.0,2633653.93,1.02,0.22,2.63,,2633653.93,260732.0,260732.0,2633653.93,,,732.0,,,732.0,,,,,,,,732.0,0.01,,,2.63,,,,58.2,2.16,187244.0,1891351.64,,1.88,58.26,0.28,0.9944,99.72,0.0216,10.101
2018-08-15,260732.0,2566645.81,1.07,0.22,2.63,,2566645.81,260732.0,260732.0,2566645.81,,,,,,,,,,,,,,,,,,2.63,,,,61.46,2.17,163494.0,1609434.94,,1.65,61.47,0.27,0.9946,99.73,0.0217,9.844
2018-08-16,260963.0,2593972.22,1.06,0.22,2.57,,2593972.22,260963.0,260963.0,2593972.22,,,231.0,0.0,,,,,231.0,,,,0.0,231.0,,,,2.57,,,,61.52,2.17,163263.0,1622834.22,,1.61,61.51,0.37,0.9926,99.63,0.0217,9.94
2018-08-17,963.0,9486.51,0.0,0.0,0.01,,9486.51,0.0,963.0,0.0,,,,,,,,2.56,,260963.0,,,,,,,260000.0,0.0,2.55,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,9.851
2018-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,963.0,0.0,0.01,,,0.0,0.0,12035224.0,119906936.71,,119.2,0.0,,0.0,100.0,0.0,9.963
2018-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12035224.0,120653120.6,,119.83,0.0,,0.0,,0.0,10.025
2018-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11878724.0,119072329.38,,118.96,0.0,,0.0,,0.0,10.024
2018-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12005999.0,119471696.05,,119.99,0.0,,0.0,,0.0,9.951
2018-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010824.0,120480575.54,,119.82,0.0,,0.0,,0.0,10.031
2018-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010824.0,122222145.02,,120.51,0.0,,0.0,,0.0,10.176
2018-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010824.0,121093127.57,,120.96,0.0,,0.0,,0.0,10.082
