,ML FP Equity_DX_SI_QTY,ML FP Equity_DX_SHORT_INTEREST_VALUE,ML FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ML FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ML FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ML FP Equity_DX_SI_MV,ML FP Equity_DX_DSS,ML FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ML FP Equity_DX_SUPPLY_SI_QTY,ML FP Equity_DX_BROKER_SI_QTY,ML FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ML FP Equity_DX_BROKER_SI_MV_NEW_x,ML FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ML FP Equity_DX_SUPPLY_SI_QTY_INC_x,ML FP Equity_DX_BROKER_SI_MV_INC_x,ML FP Equity_DX_SUPPLY_SI_MV_NEW,ML FP Equity_DX_BROKER_SI_QTY_ADD,ML FP Equity_DX_BROKER_SI_QTY_NEW,ML FP Equity_DX_SUPPLY_SI_MV_DEC,ML FP Equity_DX_BROKER_SI_QTY_INC,ML FP Equity_DX_SUPPLY_SI_QTY_DEC,ML FP Equity_DX_BROKER_SI_MV_NEW_y,ML FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ML FP Equity_DX_BROKER_SI_MV_INC_y,ML FP Equity_DX_SUPPLY_SI_QTY_INC_y,ML FP Equity_DX_BROKER_SI_MV_ADD,ML FP Equity_DX_SUPPLY_SI_QTY_ADD,ML FP Equity_DX_BROKER_SI_QTY_DEC,ML FP Equity_DX_SUPPLY_SI_MV,ML FP Equity_DX_BROKER_SI_MV_DEC,ML FP Equity_DX_SUPPLY_SI_MV_RMV,ML FP Equity_DX_BROKER_SI_MV_RMV,ML FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ML FP Equity_DX_UTILIZATION_QUANTITY,ML FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ML FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ML FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ML FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ML FP Equity_DX_ACTIVE_UTILIZATION_MV,ML FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ML FP Equity_DX_BROKER_SI_CON_RATIO,ML FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ML FP Equity_DX_DEMAND_SUPPLY_RATIO,ML FP Equity_PX_LAST
2012-05-28,25058204.0,1047068939.15,13.92,23.43,13.92,1249.16,3.0,524795220.91,17882840.0,12559274.0,747242951.16,,202369.0,264263.0,1.58,9.81,,,10.42,45336.0,212358.0,,202369.0,1.58,264263.0,,10500.0,170600.0,870.49,9.12,9.88,,42.74,42.74,23962740.0,1001294456.34,202369.0,1163.05,42.81,13.31,0.0836,13.82,0.5988,48.515
2012-05-29,21651176.0,930811769.88,12.03,20.9,12.02,1078.64,3.0,472755459.21,13903698.0,10996543.0,597737773.84,,,426578.0,59.3,,,,248.34,1201117.0,5127116.0,,,59.3,426578.0,,659010.0,2763848.0,681.02,143.75,0.29,,33.43,33.43,27682186.0,1190092609.51,5894.0,1359.81,33.37,12.99,0.0821,14.4,0.5206,49.915
2012-05-30,20246534.0,841302730.11,11.25,19.44,11.24,1019.55,3.0,447573298.08,13947655.0,10771162.0,579565876.82,,,888592.0,54.2,,200000.0,,90.47,1157580.0,1881909.0,,,54.2,888592.0,9.98,1036274.0,1582961.0,696.72,77.21,,,33.44,33.44,27766176.0,1153765858.08,,1379.67,33.55,16.04,0.0903,16.88,0.4854,48.245
2012-05-31,17436064.0,709577061.6,9.69,16.79,9.68,858.05,2.0,415229615.86,10966074.0,10203219.0,446274719.24,,,233909.0,67.64,,,,163.88,1363226.0,3215490.0,,,67.64,233909.0,,,1931169.0,529.35,102.04,,,26.22,26.22,30853358.0,1255606489.53,,1482.0,26.32,14.03,0.1074,21.37,0.4169,47.25
2012-06-01,15385300.0,616180885.96,8.55,14.98,8.54,742.58,2.0,337929156.48,10341869.0,8437687.0,414191598.67,,,,3.3,,,,32.48,70000.0,663215.0,,,3.3,,,39010.0,1835532.0,490.7,95.63,,,24.82,24.82,31328536.0,1254707094.98,,1472.58,24.99,16.17,0.121,24.78,0.3692,46.5
2012-06-04,12495047.0,498058716.1,6.94,12.14,6.94,596.77,2.0,332443236.45,7300196.0,8340169.0,290989401.4,,,138296.0,0.95,,,,156.56,22977.0,3276717.0,,,0.95,138296.0,,96748.0,120495.0,340.41,8.71,,,17.34,17.34,34796548.0,1387007509.59,,1609.01,17.46,14.04,0.1451,31.51,0.2968,46.28
2012-06-05,12023828.0,487664055.37,6.68,11.86,6.68,577.08,2.0,340721602.94,6563768.0,8400820.0,266214197.46,,,39214.0,3.65,,,,37.11,73000.0,810631.0,,,3.65,39214.0,,33382.0,12349.0,307.47,0.64,,,15.62,15.62,35466864.0,1438469905.72,,1654.0,15.68,14.46,0.1559,33.03,0.2861,47.09
2012-06-06,11416756.0,479267019.85,6.34,11.19,6.34,555.82,2.0,333097613.68,6459504.0,7934813.0,271165226.95,,,148617.0,10.7,,,,12.82,153185.0,266945.0,,,10.7,148617.0,,14064.0,619192.0,306.57,29.32,,,15.3,15.3,35771908.0,1501678387.59,,1698.62,15.29,12.16,0.1651,35.34,0.2703,48.74
2012-06-07,10690949.0,454737339.21,5.94,10.69,5.94,529.35,2.0,308471233.38,6329506.0,7252209.0,269224249.12,,,197744.0,5.99,,,,15.0,110904.0,331372.0,,,5.99,197744.0,,3630.0,793508.0,310.61,38.92,,,14.99,14.99,35909360.0,1527397317.03,,1754.82,15.04,12.18,0.1349,29.84,0.2531,49.385
2012-06-08,10791199.0,452263049.12,5.99,10.83,5.99,538.7,2.0,310147696.16,6294349.0,7400263.0,263798440.84,,,10167.0,4.86,,190000.0,,3.53,100000.0,76082.0,,,4.86,10167.0,9.4,30758.0,141946.0,312.28,3.96,,,14.89,14.89,35978156.0,1507857517.45,,1772.91,14.98,11.31,0.128,29.05,0.2553,48.66
2012-06-11,9831560.0,409334528.77,5.46,9.89,5.46,489.19,2.0,279214281.72,6079929.0,6706280.0,253136315.31,,,134818.0,12.32,,,,17.67,252583.0,349238.0,,,12.32,134818.0,,,946566.0,297.67,45.39,,,14.56,14.56,35665596.0,1484928122.5,,1735.7,14.64,12.35,0.0984,21.27,0.2355,48.34
2012-06-12,9192890.0,380843405.74,5.11,9.31,5.11,454.73,2.0,269506213.69,6103861.0,6505406.0,252870991.76,,,313711.0,0.24,,,,22.54,5300.0,458534.0,,,0.24,313711.0,,168755.0,206174.0,296.27,10.62,,,14.43,14.43,36206420.0,1499960980.98,,1746.91,14.5,12.89,0.104,22.34,0.2173,48.1
2012-06-13,8798461.0,351582453.7,4.89,8.88,4.89,428.43,1.0,261211556.56,5642405.0,6536901.0,225467907.93,,,38938.0,18.04,,,,22.4,411260.0,458007.0,,,18.04,38938.0,,,379765.0,270.44,21.22,2.05,,13.61,13.61,35826940.0,1431628039.7,42387.0,1698.86,13.73,17.38,0.1104,20.68,0.2122,46.395
2012-06-14,8742115.0,349255598.52,4.86,8.52,4.86,419.24,1.0,260387038.53,6074807.0,6517672.0,242694171.22,,,33000.0,3.38,,,,3.95,73273.0,50636.0,,,3.38,33000.0,,450038.0,92502.0,282.82,5.75,,,14.63,14.63,35450588.0,1416283854.63,,1642.26,14.69,17.52,0.1138,21.56,0.2105,46.385
2012-06-15,8859672.0,362613005.29,4.92,8.61,4.92,424.61,1.0,281638564.44,6165404.0,6881235.0,252340681.83,,,133857.0,15.26,,444914.0,,4.23,360869.0,92848.0,,,15.26,133857.0,20.68,49588.0,442220.0,288.83,19.93,,,15.02,15.02,34876920.0,1427459704.67,,1629.22,15.06,18.77,0.1129,19.93,0.2159,47.52
2012-06-18,8015530.0,333448428.54,4.41,7.76,4.41,387.63,1.0,269617515.24,5858251.0,6481144.0,243704981.45,,623.0,280465.0,13.48,0.03,,,31.27,308109.0,664691.0,,623.0,13.48,280465.0,,76450.0,708200.0,280.84,33.13,,,13.98,13.98,36032772.0,1498974016.6,,1723.8,14.01,12.75,0.1108,21.73,0.1913,48.3
2012-06-19,7902552.0,336065376.61,4.35,7.56,4.34,387.51,1.0,271825408.84,5737797.0,6391954.0,244006608.21,,,74032.0,3.31,,7872.0,,9.37,46766.0,204874.0,,,3.31,74032.0,0.1,10388.0,143828.0,278.49,4.34,,,13.86,13.86,35661212.0,1516535245.99,,1728.36,13.88,12.61,0.111,21.87,0.1909,49.375
2012-06-20,7524899.0,323440228.74,4.14,7.23,4.14,375.27,1.0,258544009.34,4955249.0,6015076.0,212989818.2,,389.0,3138.0,6.94,0.02,355.0,,37.26,126691.0,790834.0,,389.0,6.94,3138.0,0.02,4759.0,503924.0,246.16,23.83,,,12.28,12.28,35384080.0,1520902131.57,,1751.85,12.32,13.43,0.1203,23.96,0.1865,49.905
2012-06-21,6544188.0,273141995.14,3.6,6.25,3.6,329.95,1.0,205193615.01,4736114.0,4916218.0,197676415.65,,,40175.0,0.02,,,,12.38,356.0,261638.0,,,0.02,40175.0,,24256.0,1099214.0,236.92,51.96,,,11.71,11.71,35713520.0,1490614589.02,,1772.77,11.79,15.8,0.1035,17.45,0.1618,48.46
2012-06-22,5343899.0,222445864.86,2.94,5.03,2.94,265.01,1.0,177005276.6,4082396.0,4252263.0,169934369.81,,,4349.0,0.84,,,,34.13,23016.0,681467.0,,,0.84,4349.0,,23400.0,686971.0,199.32,37.52,,,10.03,10.03,36602588.0,1523624294.49,,1777.23,10.08,13.35,0.1054,19.94,0.1313,48.33
2012-06-25,5281680.0,211849587.87,2.9,5.06,2.9,259.04,1.0,160400952.33,4108898.0,3999000.0,164808990.31,,,104243.0,4.56,,,,10.05,98400.0,203218.0,,,4.56,104243.0,,133877.0,351663.0,198.37,19.3,0.41,,10.16,10.16,36330792.0,1457237718.37,8400.0,1735.32,10.26,12.06,0.0993,19.71,0.1306,46.57
2012-06-26,5078029.0,205168134.71,2.79,4.91,2.79,243.67,1.0,153047524.27,4008535.0,3788014.0,161957257.21,,,,1.46,,,,7.26,50000.0,137727.0,,,1.46,,,37364.0,260986.0,187.87,13.99,,,9.89,9.89,36516812.0,1475392559.51,,1704.83,9.93,11.3,0.1024,20.44,0.1253,46.91
2012-06-27,4959818.0,206927959.51,2.73,4.81,2.73,237.63,1.0,151586592.21,4416922.0,3633351.0,184277861.96,,,475798.0,0.08,,,,3.05,869.0,67411.0,,,0.08,475798.0,,,155532.0,209.28,8.37,,,10.8,10.8,36470920.0,1521598787.88,,1730.64,10.79,11.63,0.1036,19.95,0.1213,48.44
2012-06-28,5027673.0,211231226.02,2.76,4.96,2.76,245.67,1.0,153695416.48,3916058.0,3658220.0,164528149.01,,,46033.0,2.79,,7535.0,,29.45,43333.0,649580.0,,,2.79,46033.0,0.38,102683.0,25999.0,190.84,0.11,,,9.25,9.25,38406896.0,1613616424.49,,1864.81,9.28,12.09,0.1027,19.41,0.1188,48.78
2012-06-29,4880371.0,216391738.68,2.68,4.78,2.68,242.66,1.0,156428426.38,3913182.0,3527994.0,173507353.59,,,41442.0,4.22,,55000.0,,4.45,83997.0,90492.0,,,4.22,41442.0,2.68,46174.0,269223.0,193.03,11.65,,,9.26,9.26,38330176.0,1699529283.42,,1894.52,9.25,12.68,0.0933,15.71,0.1155,51.48
2012-07-02,5436957.0,241163971.74,2.99,5.34,2.99,283.76,1.0,186181921.61,3838487.0,4197406.0,170261558.15,50.04,8664.0,55095.0,6.6,0.45,,903897.0,6.59,87839.0,161114.0,50.04,8664.0,6.6,55095.0,,22660.0,322324.0,197.66,14.56,,,8.78,8.78,39889712.0,1769364991.78,,2063.68,8.74,11.18,0.0846,16.07,0.1243,51.5
2012-07-03,5067481.0,228136056.15,2.79,4.97,2.79,267.58,1.0,176190575.71,3666776.0,3913640.0,165076852.86,,,75073.0,4.22,,,,12.57,75000.0,245574.0,,,4.22,75073.0,,,358766.0,190.35,18.29,0.06,,8.41,8.41,39916856.0,1797041587.65,1210.0,2064.48,8.44,11.83,0.0904,16.81,0.1163,52.27
2012-07-04,5106835.0,229379942.39,2.81,5.02,2.81,271.71,1.0,177621091.32,3525894.0,3954494.0,158369981.13,,,847.0,5.49,,,,7.04,104600.0,141729.0,,,5.49,847.0,,,63746.0,185.67,2.85,,,8.07,8.07,40166768.0,1804141103.01,,2102.89,8.11,11.75,0.09,16.56,0.1169,52.15
2012-07-05,4855911.0,215558142.68,2.67,4.84,2.67,258.03,1.0,164849868.03,3304375.0,3713598.0,146684100.62,,,5000.0,,,,,11.84,,226519.0,,,,5000.0,,,240896.0,173.76,12.43,,,7.53,7.53,40564428.0,1800690490.09,,2115.96,7.59,12.24,0.0918,17.29,0.1107,51.54
2012-07-06,4708529.0,203743696.24,2.59,4.69,2.59,248.05,1.0,154936509.65,3283406.0,3580592.0,142076915.04,,,,,,,,2.69,,47743.0,,,,,,26774.0,133006.0,170.44,6.74,,,7.52,7.52,40361560.0,1746493102.33,,2077.59,7.58,12.47,0.0937,18.01,0.1079,50.24
2012-07-09,4548968.0,196055704.49,2.5,4.54,2.5,233.89,1.0,146751162.21,3211485.0,3404983.0,138411603.28,,,173846.0,,,113.0,,14.34,,245767.0,,,,173846.0,0.01,,175722.0,162.12,10.67,,,7.41,7.41,40120968.0,1729171241.93,,2024.6,7.41,11.46,0.0932,18.45,0.105,50.04
2012-07-10,4478074.0,197165721.13,2.46,4.43,2.46,230.91,1.0,149154371.88,3114994.0,3387629.0,137150488.88,,,,3.05,,,,8.02,61251.0,156491.0,,,3.05,,,60000.0,78605.0,157.74,4.04,,,7.23,7.23,39949656.0,1758948765.52,,2029.29,7.21,11.9,0.0953,18.76,0.104,51.12
2012-07-11,4518202.0,195041040.97,2.48,4.5,2.48,234.37,1.0,141537778.57,3202087.0,3278778.0,138227193.41,,,89783.0,2.25,,,,0.13,33068.0,2700.0,,,2.25,89783.0,,10.0,141919.0,164.04,6.81,,,7.41,7.41,40021204.0,1727629107.52,,2040.98,7.44,11.45,0.0941,18.49,0.1045,50.12
2012-07-12,4299606.0,182549577.27,2.36,4.35,2.36,219.8,1.0,130012344.18,3236227.0,3062192.0,137401396.97,,,44068.0,,,,,0.52,,9928.0,,,,44068.0,,,216586.0,162.74,11.06,,,7.74,7.74,38566212.0,1637416474.33,,1937.11,7.75,12.0,0.0897,16.03,0.1029,49.295
2012-07-13,4095937.0,176301241.78,2.25,4.23,2.25,208.09,1.0,123039283.7,3118227.0,2858523.0,134217711.9,,,577.0,3.96,,,,8.18,73673.0,164480.0,,,3.96,577.0,,45903.0,277342.0,154.8,14.41,,,7.22,7.22,40073800.0,1724894866.0,,1980.92,7.25,14.01,0.0944,16.35,0.0948,49.975
2012-07-16,4129092.0,182227107.19,2.27,4.4,2.27,211.88,1.0,127261460.27,3042172.0,2883623.0,134258622.27,,,29065.0,8.52,,,,5.04,162000.0,105249.0,,,8.52,29065.0,,129.0,136900.0,153.14,6.75,,,7.29,7.29,38673076.0,1706739100.45,,1940.76,7.31,14.07,0.1036,19.89,0.099,51.24
2012-07-17,4389210.0,194084800.14,2.41,4.7,2.41,228.18,1.0,127396270.37,3098871.0,2881055.0,137027792.86,,,109433.0,1.21,,,,2.21,23000.0,52620.0,,,1.21,109433.0,,,25568.0,159.55,0.87,0.01,,7.39,7.39,38824604.0,1716770331.75,114.0,1987.19,7.43,12.81,0.103,18.99,0.1047,51.34
2012-07-18,4621865.0,210423245.73,2.54,5.08,2.54,241.68,1.0,141755108.86,3073826.0,3113596.0,139944469.11,,,46000.0,12.82,,,,3.7,239470.0,72759.0,,,12.82,46000.0,,1714.0,6929.0,159.24,0.33,,,7.34,7.34,38823320.0,1767539511.49,,2009.68,7.34,12.09,0.099,17.9,0.1103,52.86
2012-07-19,5205597.0,240137736.19,2.86,5.88,2.86,277.38,1.0,171950038.67,3569363.0,3727455.0,164657147.0,,,,38.93,,,,1.07,727100.0,35463.0,,,38.93,,,531000.0,113241.0,190.03,4.28,,,8.54,8.54,38245892.0,1764309054.91,,2028.48,8.57,10.29,0.0879,15.54,0.1245,53.56
2012-07-20,6323926.0,285136468.05,3.48,7.09,3.47,338.52,1.0,193038520.5,4070070.0,4281323.0,183513435.25,,,19576.0,11.86,,441900.0,,8.07,207549.0,163405.0,,,11.86,19576.0,23.15,644536.0,95581.0,218.97,4.6,,,9.68,9.68,37982920.0,1712593672.82,,2022.81,9.77,14.09,0.0893,15.58,0.1504,52.35
2012-07-23,6368602.0,275467341.46,3.5,7.14,3.5,332.91,1.0,187035933.73,4100542.0,4324133.0,177364734.56,,,160240.0,7.28,,,,14.15,159382.0,256167.0,,,7.28,160240.0,,126399.0,116572.0,214.43,7.63,,,9.74,9.74,38016408.0,1644360700.12,,1963.43,9.85,13.95,0.0896,15.5,0.1512,50.22
2012-07-24,5485212.0,234422599.64,3.01,6.05,3.01,281.61,1.0,158036437.03,3517674.0,3697866.0,150335535.57,,,22074.0,9.54,,15000.0,,33.9,167841.0,635042.0,,,9.54,22074.0,0.73,30100.0,809108.0,177.65,43.6,,,8.32,8.32,38776648.0,1657205342.18,,1942.8,8.38,16.13,0.1105,20.62,0.1297,49.62
2012-07-25,5734535.0,246954823.09,3.15,6.22,3.15,292.28,1.0,176538052.05,3547774.0,4099388.0,152783076.66,,,323500.0,19.93,,,,14.87,402048.0,294301.0,,,19.93,323500.0,,901.0,526.0,176.83,0.21,,,8.36,8.36,38884128.0,1674525127.36,,1930.07,8.39,15.37,0.1055,19.83,0.1351,50.0
2012-07-26,4904744.0,216289584.3,2.7,5.55,2.69,251.74,1.0,163324004.86,3135436.0,3703657.0,138266573.96,,,52183.0,18.44,,,,22.86,368861.0,464521.0,,,18.44,52183.0,,,764592.0,158.04,38.44,,,7.46,7.46,38900392.0,1715430940.89,,1951.77,7.49,11.89,0.1099,23.15,0.1167,51.2
2012-07-27,4981881.0,236682913.9,2.74,5.62,2.74,261.83,1.0,182334239.9,3155104.0,3837909.0,149895031.29,,,26900.0,7.93,,,,3.24,136752.0,67232.0,,,7.93,26900.0,,60000.0,2500.0,165.44,0.0,,,7.49,7.49,38977392.0,1851766976.09,,2050.31,7.47,11.31,0.1053,22.05,0.1182,55.16
2012-07-30,5004287.0,245807359.09,2.75,5.41,2.75,277.5,1.0,189616190.16,3196104.0,3860315.0,156990573.01,,,136950.0,8.01,,1000.0,,2.19,135000.0,80950.0,,,8.01,136950.0,0.06,,113594.0,179.46,1.51,0.83,,7.52,7.52,39286956.0,1929750012.56,15000.0,2198.0,7.55,10.93,0.0998,20.76,0.1178,57.03
2012-07-31,4978046.0,237615478.31,2.74,5.3,2.74,278.56,1.0,190170482.86,3115126.0,3984073.0,148693313.5,,,52302.0,7.03,,,,8.37,131758.0,151009.0,,,7.03,52302.0,,17729.0,8000.0,177.31,0.4,,,7.28,7.28,39701672.0,1895067217.56,,2236.67,7.34,12.32,0.104,20.7,0.1163,55.42
2012-08-01,4779144.0,227750892.22,2.63,4.98,2.63,263.98,1.0,181030388.72,2987115.0,3798757.0,142351455.91,,,42016.0,0.39,,100000.0,,10.39,7300.0,170027.0,,,0.39,42016.0,5.7,,292616.0,167.35,17.24,,,6.97,6.97,39885392.0,1900744906.29,,2213.24,7.03,9.35,0.1015,21.86,0.1115,55.33
2012-08-02,4511132.0,213735410.92,2.48,4.69,2.48,249.33,1.0,165511840.09,2864286.0,3493318.0,135708586.05,,,30362.0,7.85,,,,7.49,143261.0,135369.0,,,7.85,30362.0,,11638.0,448700.0,159.94,24.2,,,6.69,6.69,39956704.0,1893130714.95,,2211.95,6.74,9.73,0.0923,18.1,0.1053,55.01
2012-08-03,4176230.0,207148020.58,2.3,4.38,2.29,231.98,1.0,152296350.89,2692291.0,3070387.0,133542154.4,,,29165.0,2.95,,,,15.72,37000.0,279209.0,,,2.95,29165.0,,78049.0,459931.0,150.58,24.87,,,6.3,6.3,40056268.0,1986858153.91,,2225.14,6.34,10.97,0.0977,18.49,0.0977,57.59
2012-08-06,4003580.0,198618773.1,2.2,4.15,2.2,227.16,1.0,149975980.95,2518946.0,3023082.0,124965646.75,,,,1.42,,,,9.34,13532.0,173345.0,,,1.42,,,,60837.0,145.92,3.01,,,5.85,5.85,40529752.0,2010692833.98,,2322.2,5.91,10.64,0.0967,18.37,0.093,57.6
2012-08-07,3547797.0,177504529.21,1.95,3.69,1.95,203.12,1.0,127927499.3,2386887.0,2556897.0,119421503.88,,,,2.13,,8929.0,,13.48,34980.0,231695.0,,,2.13,,0.51,99636.0,510094.0,138.74,28.48,,,5.61,5.61,40132432.0,2007918843.22,,2311.56,5.66,11.78,0.0924,15.95,0.0834,58.09
2012-08-08,3570059.0,178741343.02,1.96,3.7,1.96,205.47,1.0,128898866.52,2451938.0,2574539.0,122760629.76,,,64831.0,1.74,,,,,27642.0,,,,1.74,64831.0,,220.0,10000.0,143.5,0.36,,,5.76,5.76,40133728.0,2009366355.92,,2328.52,5.8,12.08,0.0923,15.79,0.0838,58.13
2012-08-09,3522125.0,175552713.92,1.94,3.7,1.94,202.79,1.0,125238111.13,2413762.0,2512660.0,120308753.91,,,45000.0,1.91,,,,5.66,34400.0,102069.0,,,1.91,45000.0,,18893.0,96279.0,141.43,5.49,,,5.68,5.68,40066248.0,1997015600.79,,2327.91,5.73,13.07,0.0958,16.06,0.0829,57.87
2012-08-10,3423260.0,168944402.74,1.88,3.59,1.88,196.12,1.0,131255537.24,2161980.0,2659584.0,106697831.84,,,,8.93,,4934.0,,14.87,159411.0,251782.0,,,8.93,,0.3,,17421.0,125.89,1.18,,,5.08,5.08,40372460.0,1992457815.61,,2329.15,5.13,13.56,0.1004,19.04,0.0805,57.3
2012-08-13,3551960.0,174225249.52,1.95,3.77,1.95,202.64,1.0,138516813.53,2299609.0,2823966.0,112796864.78,,,119457.0,9.59,,,,1.55,164382.0,26757.0,,,9.59,119457.0,,44929.0,,132.59,,,,5.31,5.31,41046620.0,2013355333.78,,2345.38,5.35,14.15,0.0988,18.42,0.0819,56.95
2012-08-14,3568523.0,178357087.21,1.96,3.86,1.96,204.35,1.0,141721573.08,2284049.0,2835529.0,114158246.06,,,66000.0,4.39,,,,4.51,66000.0,81560.0,,,4.39,66000.0,,,54437.0,132.1,3.22,,,5.23,5.23,41394904.0,2068944070.94,,2373.31,5.27,16.2,0.1026,18.26,0.0817,58.03
2012-08-15,3368199.0,167967634.74,1.85,3.66,1.85,194.84,1.0,128422071.51,2320663.0,2575205.0,115728398.22,,,83000.0,3.56,,,,6.2,59892.0,113386.0,,,3.56,83000.0,,67000.0,320216.0,135.83,17.34,,,5.29,5.29,41534296.0,2071260474.77,,2409.41,5.34,17.75,0.1103,20.08,0.0768,57.9
2012-08-16,3445260.0,172493059.49,1.89,3.81,1.89,199.2,1.0,124479672.5,2350351.0,2486273.0,117674496.22,,,134532.0,2.86,,,,22.03,49670.0,377544.0,,,2.86,134532.0,,272700.0,138602.0,137.12,8.03,,,5.4,5.4,41181168.0,2061808299.41,,2382.39,5.44,16.15,0.1053,18.74,0.0791,58.13
2012-08-17,3490201.0,176366390.68,1.92,3.97,1.92,202.86,1.0,121044299.19,2377300.0,2395405.0,120129419.64,,,96788.0,1.31,,,,5.63,21800.0,97860.0,,,1.31,96788.0,,28021.0,112668.0,139.76,6.75,,,5.41,5.41,41541252.0,2099157234.67,,2423.13,5.45,16.29,0.1093,18.67,0.0795,58.67
2012-08-20,3385704.0,168898907.42,1.86,3.9,1.86,196.37,1.0,114401050.72,2332293.0,2293254.0,116348546.56,,,20110.0,0.83,,,,9.9,12549.0,172829.0,,,0.83,20110.0,,107712.0,114700.0,137.36,7.12,,,5.3,5.3,41662660.0,2078379490.36,,2429.69,5.35,15.56,0.104,16.64,0.077,57.92
2012-08-21,3352820.0,171618961.28,1.84,3.91,1.84,194.82,1.0,118752620.72,2129662.0,2320001.0,109009842.56,,,,2.52,,,,11.9,40833.0,202631.0,,,2.52,,,,14086.0,124.99,0.87,,,4.86,4.86,41675680.0,2133230209.9,,2426.79,4.9,16.1,0.1042,16.68,0.0765,59.43
2012-08-22,3299612.0,168184951.99,1.81,3.81,1.81,193.89,1.0,115541000.54,2071076.0,2266793.0,105565083.9,,,,0.36,,,,3.4,1158.0,60086.0,,,0.36,,,1500.0,54366.0,123.92,2.96,,,4.73,4.73,41671608.0,2124048946.01,,2468.02,4.78,16.11,0.1061,16.86,0.0754,59.18
2012-08-23,3242576.0,164579563.22,1.78,3.76,1.78,189.89,1.0,114364914.15,2013946.0,2253238.0,102219455.47,,,1167.0,0.02,,,,3.49,1167.0,58297.0,,,0.02,1167.0,,,14722.0,120.05,0.97,,,4.61,4.61,41684984.0,2115755023.04,,2456.53,4.66,16.41,0.107,17.22,0.0742,58.93
2012-08-24,2893657.0,144053624.35,1.59,3.39,1.59,168.44,1.0,95236357.97,1905900.0,1913047.0,94880562.09,,,23256.0,1.26,,,,13.47,20381.0,226427.0,,,1.26,23256.0,,95125.0,360572.0,112.92,21.74,,,4.51,4.51,40339388.0,2008197600.97,,2367.3,4.55,18.54,0.1205,19.44,0.0685,57.8
2012-08-27,2814425.0,140666781.52,1.55,3.32,1.55,162.26,1.0,92744237.91,1883668.0,1855603.0,94146944.76,,,,2.64,,,,1.35,53000.0,22232.0,,,2.64,,,,110444.0,110.2,6.47,,,4.31,4.31,41816604.0,2090020909.65,,2421.47,4.35,20.03,0.1272,20.75,0.0644,58.03
2012-08-28,3494689.0,173824032.96,1.92,4.18,1.92,201.52,1.0,126132719.96,1885668.0,2535867.0,93792156.2,,,47000.0,41.44,,12000.0,,2.63,716864.0,45000.0,,,41.44,47000.0,0.69,,48600.0,110.2,2.71,,,4.33,4.33,41654760.0,2071886332.38,,2409.64,4.37,17.28,0.1205,17.31,0.0803,57.75
2012-08-29,3687766.0,185142750.62,2.03,4.47,2.03,212.93,1.0,125445134.8,2115933.0,2498679.0,106229531.85,,,302600.0,2.88,,,,4.18,50000.0,72335.0,,,2.88,302600.0,,,87188.0,123.71,5.18,,,4.85,4.85,41486104.0,2082792510.98,,2405.45,4.89,16.06,0.1365,24.76,0.0846,58.29
2012-08-30,3625386.0,174985345.89,1.99,4.46,1.99,208.14,1.0,117592064.19,1672889.0,2436299.0,80744798.02,,,,,,,,25.75,,443044.0,,,,,,,62380.0,97.43,4.85,,,3.76,3.76,42798128.0,2065723548.21,,2466.67,3.8,16.58,0.1344,23.64,0.0815,56.04
2012-08-31,3660417.0,179860382.55,2.01,4.62,2.01,206.4,1.0,120936627.93,1667154.0,2461234.0,81918250.36,,,210.0,2.35,,,,0.29,40000.0,5945.0,,,2.35,210.0,,,15065.0,94.98,1.9,,,3.72,3.72,43207392.0,2123063589.29,,2445.89,3.74,16.06,0.1337,23.79,0.0816,57.05
2012-09-03,3643912.0,180555846.08,2.0,4.63,2.0,207.78,1.0,121954149.08,1638576.0,2461234.0,81191443.71,,,,,,,,1.99,,31259.0,,,,,,2681.0,,94.49,,,,3.67,3.67,42983660.0,2129840429.43,,2459.35,3.7,16.25,0.1347,23.88,0.0817,57.53
2012-09-04,3559056.0,175278348.62,1.96,4.69,1.96,203.51,1.0,117165206.95,1635895.0,2379059.0,80565457.28,,,,0.41,,,,0.15,10000.0,2681.0,,,0.41,,,,92175.0,94.51,5.01,,,3.66,3.66,43013176.0,2118336563.97,,2473.88,3.68,16.74,0.1391,24.6,0.0797,57.18
2012-09-05,3543219.0,173247186.6,1.95,4.8,1.95,201.94,1.0,116469969.8,1597116.0,2382022.0,78091660.06,,,,0.34,,,,2.34,3700.0,38779.0,,,0.34,,,,737.0,91.95,0.1,,,3.71,3.71,41467980.0,2027594362.33,,2362.74,3.75,16.76,0.1402,24.67,0.0823,56.77
