,ALARF FP Equity_DX_SI_QTY,ALARF FP Equity_DX_SHORT_INTEREST_VALUE,ALARF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALARF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALARF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALARF FP Equity_DX_SI_MV,ALARF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALARF FP Equity_DX_SUPPLY_SI_QTY,ALARF FP Equity_DX_BROKER_SI_QTY,ALARF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALARF FP Equity_DX_SUPPLY_SI_MV,ALARF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALARF FP Equity_DX_UTILIZATION_QUANTITY,ALARF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALARF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALARF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALARF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALARF FP Equity_DX_BROKER_SI_CON_RATIO,ALARF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALARF FP Equity_PX_LAST
2021-03-08,,,,,,,,,,,,,,,,,,,,2.55
2021-03-09,,,,,,,,,,,,,,,,,,,,2.53
2021-03-10,,,,,,,,,,,,,,,,,,,,2.55
2021-03-11,,,,,,,,,,,,,,,,,,,,2.54
2021-03-12,,,,,,,,,,,,,,,,,,,,2.54
2021-03-15,,,,,,,,,,,,,,,,,,,,2.55
2021-03-16,,,,,,,,,,,,,,,,,,,,2.56
2021-03-17,,,,,,,,,,,,,,,,,,,,2.57
2021-03-18,,,,,,,,,,,,,,,,,,,,2.62
2021-03-19,,,,,,,,,,,,,,,,,,,,2.7
2021-03-22,,,,,,,,,,,,,,,,,,,,2.71
2021-03-23,,,,,,,,,,,,,,,,,,,,2.69
2021-03-24,,,,,,,,,,,,,,,,,,,,2.69
2021-03-25,,,,,,,,,,,,,,,,,,,,2.7
2021-03-26,,,,,,,,,,,,,,,,,,,,2.7
2021-03-29,,,,,,,,,,,,,,,,,,,,2.66
2021-03-30,,,,,,,,,,,,,,,,,,,,2.57
2021-03-31,,,,,,,,,,,,,,,,,,,,2.69
2021-04-01,,,,,,,,,,,,,,,,,,,,2.65
2021-04-06,,,,,,,,,,,,,,,,,,,,2.56
2021-04-07,,,,,,,,,,,,,,,,,,,,2.64
2021-04-08,,,,,,,,,,,,,,,,,,,,2.64
2021-04-09,,,,,,,,,,,,,,,,,,,,2.53
2021-04-12,,,,,,,,,,,,,,,,,,,,2.53
2021-04-13,,,,,,,,,,,,,,,,,,,,2.61
2021-04-14,,,,,,,,,,,,,,,,,,,,2.58
2021-04-15,,,,,,,,,,,,,,,,,,,,2.6
2021-04-16,,,,,,,,,,,,,,,,,,,,2.59
2021-04-19,,,,,,,,,,,,,,,,,,,,2.56
2021-04-20,,,,,,,,,,,,,,,,,,,,2.51
2021-04-21,,,,,,,,,,,,,,,,,,,,2.53
2021-04-22,,,,,,,,,,,,,,,,,,,,2.7
2021-04-23,,,,,,,,,,,,,,,,,,,,2.79
2021-04-26,,,,,,,,,,,,,,,,,,,,2.8
2021-04-27,,,,,,,,,,,,,,,,,,,,2.83
2021-04-28,,,,,,,,,,,,,,,,,,,,2.86
2021-04-29,,,,,,,,,,,,,,,,,,,,2.86
2021-04-30,,,,,,,,,,,,,,,,,,,,2.78
2021-05-03,,,,,,,,,,,,,,,,,,,,2.8
2021-05-04,,,,,,,,,,,,,,,,,,,,2.84
2021-05-05,,,,,,,,,,,,,,,,,,,,2.96
2021-05-06,,,,,,,,,,,,,,,,,,,,2.88
2021-05-07,,,,,,,,,,,,,,,,,,,,2.85
2021-05-10,,,,,,,,,,,,,,,,,,,,2.84
2021-05-11,,,,,,,,,,,,,,,,,,,,2.72
2021-05-12,,,,,,,,,,,,,,,,,,,,2.71
2021-05-13,,,,,,,,,,,,,,,,,,,,2.73
2021-05-14,,,,,,,,,,,,,,,,,,,,2.73
2021-05-17,,,,,,,,,,,,,,,,,,,,2.78
2021-05-18,,,,,,,,,,,,,,,,,,,,2.74
2021-05-19,,,,,,,,,,,,,,,,,,,,2.7
2021-05-20,,,,,,,,,,,,,,,,,,,,2.66
2021-05-21,,,,,,,,,,,,,,,,,,,,2.66
2021-05-24,,,,,,,,,,,,,,,,,,,,2.62
2021-05-25,,,,,,,,,,,,,,,,,,,,2.65
2021-05-26,,,,,,,,,,,,,,,,,,,,2.57
2021-05-27,,,,,,,,,,,,,,,,,,,,2.58
2021-05-28,,,,,,,,,,,,,,,,,,,,2.56
2021-05-31,,,,,,,,,,,,,,,,,,,,2.52
2021-06-01,,,,,,,,,,,,,,,,,,,,2.46
2021-06-02,,,,,,,,,,,,,,,,,,,,2.57
2021-06-03,,,,,,,,,,,,,,,,,,,,2.62
2021-06-04,,,,,,,,,,,,,,,,,,,,2.7
2021-06-07,,,,,,,,,,,,,,,,,,,,2.71
2021-06-08,,,,,,,,,,,,,,,,,,,,2.63
2021-06-09,,,,,,,,,,,,,,,,,,,,2.68
2021-06-10,,,,,,,,,,,,,,,,,,,,2.65
2021-06-11,,,,,,,,,,,,,,,,,,,,2.64
2021-06-14,,,,,,,,,,,,,,,,,,,,2.66
2021-06-15,,,,,,,,,,,,,,,,,,,,2.69
2021-06-16,,,,,,,,,,,,,,,,,,,,2.59
2021-06-17,,,,,,,,,,,,,,,,,,,,2.58
2021-06-18,,,,,,,,,,,,,,,,,,,,2.55
2021-06-21,,,,,,,,,,,,,,,,,,,,2.55
2021-06-22,,,,,,,,,,,,,,,,,,,,2.6
2021-06-23,,,,,,,,,,,,,,,,,,,,2.59
2021-06-24,,,,,,,,,,,,,,,,,,,,2.58
2021-06-25,,,,,,,,,,,,,,,,,,,,2.55
2021-06-28,,,,,,,,,,,,,,,,,,,,2.55
2021-06-29,,,,,,,,,,,,,,,,,,,,2.52
2021-06-30,,,,,,,,,,,,,,,,,,,,2.53
2021-07-01,,,,,,,,,,,,,,,,,,,,2.54
2021-07-02,,,,,,,,,,,,,,,,,,,,2.52
2021-07-05,,,,,,,,,,,,,,,,,,,,2.52
2021-07-06,,,,,,,,,,,,,,,,,,,,3.15
2021-07-07,,,,,,,,,,,,,,,,,,,,2.72
2021-07-08,,,,,,,,,,,,,,,,,,,,2.66
2021-07-09,,,,,,,,,,,,,,,,,,,,2.67
2021-07-12,,,,,,,,,,,,,,,,,,,,2.65
2021-07-13,,,,,,,,,,,,,,,,,,,,2.62
2021-07-14,,,,,,,,,,,,,,,,,,,,2.62
2021-07-15,,,,,,,,,,,,,,,,,,,,2.53
2021-07-16,,,,,,,,,,,,,,,,,,,,2.54
2021-07-19,,,,,,,,,,,,,,,,,,,,2.65
2021-07-20,,,,,,,,,,,,,,,,,,,,2.65
2021-07-21,,,,,,,,,,,,,,,,,,,,2.73
2021-07-22,,,,,,,,,,,,,,,,,,,,2.72
2021-07-23,,,,,,,,,,,,,,,,,,,,2.69
2021-07-26,,,,,,,,,,,,,,,,,,,,2.72
2021-07-27,,,,,,,,,,,,,,,,,,,,2.66
2021-07-28,,,,,,,,,,,,,,,,,,,,2.65
2021-07-29,,,,,,,,,,,,,,,,,,,,2.65
2021-07-30,,,,,,,,,,,,,,,,,,,,2.56
2021-08-02,,,,,,,,,,,,,,,,,,,,2.55
2021-08-03,,,,,,,,,,,,,,,,,,,,2.59
2021-08-04,,,,,,,,,,,,,,,,,,,,2.54
2021-08-05,,,,,,,,,,,,,,,,,,,,2.53
2021-08-06,,,,,,,,,,,,,,,,,,,,2.54
2021-08-09,,,,,,,,,,,,,,,,,,,,2.54
2021-08-10,,,,,,,,,,,,,,,,,,,,2.56
2021-08-11,,,,,,,,,,,,,,,,,,,,2.58
2021-08-12,,,,,,,,,,,,,,,,,,,,2.57
2021-08-13,,,,,,,,,,,,,,,,,,,,2.56
2021-08-16,,,,,,,,,,,,,,,,,,,,2.56
2021-08-17,,,,,,,,,,,,,,,,,,,,2.5
2021-08-18,,,,,,,,,,,,,,,,,,,,2.58
2021-08-19,,,,,,,,,,,,,,,,,,,,2.54
2021-08-20,,,,,,,,,,,,,,,,,,,,2.52
2021-08-23,,,,,,,,,,,,,,,,,,,,2.54
2021-08-24,,,,,,,,,,,,,,,,,,,,2.52
2021-08-25,,,,,,,,,,,,,,,,,,,,2.49
2021-08-26,,,,,,,,,,,,,,,,,,,,2.48
2021-08-27,,,,,,,,,,,,,,,,,,,,2.49
2021-08-30,,,,,,,,,,,,,,,,,,,,2.48
2021-08-31,,,,,,,,,,,,,,,,,,,,2.48
2021-09-01,,,,,,,,,,,,,,,,,,,,2.49
2021-09-02,,,,,,,,,,,,,,,,,,,,2.62
2021-09-03,,,,,,,,,,,,,,,,,,,,2.86
2021-09-06,,,,,,,,,,,,,,,,,,,,2.88
2021-09-07,,,,,,,,,,,,,,,,,,,,2.95
2021-09-08,,,,,,,,,,,,,,,,,,,,2.85
2021-09-09,,,,,,,,,,,,,,,,,,,,3.02
2021-09-10,,,,,,,,,,,,,,,,,,,,3.15
2021-09-13,,,,,,,,,,,,,,,,,,,,3.01
2021-09-14,,,,,,,,,,,,,,,,,,,,2.99
2021-09-15,,,,,,,,,,,,,,,,,,,,3.14
2021-09-16,,,,,,,,,,,,,,,,,,,,3.13
2021-09-17,,,,,,,,,,,,,,,,,,,,2.99
2021-09-20,,,,,,,,,,,,,,,,,,,,3.1
2021-09-21,,,,,,,,,,,,,,,,,,,,3.18
2021-09-22,,,,,,,,,,,,,,,,,,,,3.26
2021-09-23,,,,,,,,,,,,,,,,,,,,3.27
2021-09-24,,,,,,,,,,,,,,,,,,,,3.2
2021-09-27,,,,,,,,,,,,,,,,,,,,3.18
2021-09-28,,,,,,,,,,,,,,,,,,,,3.05
2021-09-29,,,,,,,,,,,,,,,,,,,,3.39
2021-09-30,,,,,,,,,,,,,,,,,,,,3.19
2021-10-01,,,,,,,,,,,,,,,,,,,,3.41
2021-10-04,,,,,,,,,,,,,,,,,,,,3.42
2021-10-05,,,,,,,,,,,,,,,,,,,,3.3
2021-10-06,,,,,,,,,,,,,,,,,,,,3.24
2021-10-07,,,,,,,,,,,,,,,,,,,,3.2
2021-10-08,,,,,,,,,,,,,,,,,,,,3.38
2021-10-11,,,,,,,,,,,,,,,,,,,,3.29
2021-10-12,,,,,,,,,,,,,,,,,,,,3.3
2021-10-13,,,,,,,,,,,,,,,,,,,,3.31
2021-10-14,,,,,,,,,,,,,,,,,,,,3.31
2021-10-15,,,,,,,,,,,,,,,,,,,,3.27
2021-10-18,,,,,,,,,,,,,,,,,,,,3.23
2021-10-19,,,,,,,,,,,,,,,,,,,,3.19
2021-10-20,,,,,,,,,,,,,,,,,,,,3.19
2021-10-21,,,,,,,,,,,,,,,,,,,,3.09
2021-10-22,,,,,,,,,,,,,,,,,,,,3.1
2021-10-25,,,,,,,,,,,,,,,,,,,,3.06
2021-10-26,,,,,,,,,,,,,,,,,,,,3.09
2021-10-27,,,,,,,,,,,,,,,,,,,,3.06
2021-10-28,,,,,,,,,,,,,,,,,,,,2.87
2021-10-29,,,,,,,,,,,,,,,,,,,,2.95
2021-11-01,,,,,,,,,,,,,,,,,,,,3.0
2021-11-02,,,,,,,,,,,,,,,,,,,,2.88
2021-11-03,,,,,,,,,,,,,,,,,,,,2.72
2021-11-04,,,,,,,,,,,,,,,,,,,,2.77
2021-11-05,,,,,,,,,,,,,,,,,,,,2.8
2021-11-08,,,,,,,,,,,,,,,,,,,,2.77
2021-11-09,,,,,,,,,,,,,,,,,,,,2.74
2021-11-10,,,,,,,,,,,,,,,,,,,,2.82
2021-11-11,,,,,,,,,,,,,,,,,,,,2.82
2021-11-12,,,,,,,,,,,,,,,,,,,,2.82
2021-11-15,,,,,,,,,,,,,,,,,,,,2.75
2021-11-16,,,,,,,,,,,,,,,,,,,,2.74
2021-11-17,,,,,,,,,,,,,,,,,,,,2.76
2021-11-18,,,,,,,,,,,,,,,,,,,,2.75
2021-11-19,,,,,,,,,,,,,,,,,,,,2.77
2021-11-22,,,,,,,,,,,,,,,,,,,,2.71
2021-11-23,,,,,,,,,,,,,,,,,,,,2.8
2021-11-24,,,,,,,,,,,,,,,,,,,,2.75
2021-11-25,,,,,,,,,,,,,,,,,,,,2.78
2021-11-26,,,,,,,,,,,,,,,,,,,,2.76
2021-11-29,,,,,,,,,,,,,,,,,,,,2.85
2021-11-30,,,,,,,,,,,,,,,,,,,,2.79
2021-12-01,,,,,,,,,,,,,,,,,,,,2.77
2021-12-02,,,,,,,,,,,,,,,,,,,,2.75
2021-12-03,,,,,,,,,,,,,,,,,,,,2.71
2021-12-06,,,,,,,,,,,,,,,,,,,,2.7
2021-12-07,,,,,,,,,,,,,,,,,,,,2.69
2021-12-08,,,,,,,,,,,,,,,,,,,,2.71
2021-12-09,,,,,,,,,,,,,,,,,,,,2.76
2021-12-10,,,,,,,,,,,,,,,,,,,,2.87
2021-12-13,,,,,,,,,,,,,,,,,,,,2.65
2021-12-14,,,,,,,,,,,,,,,,,,,,2.62
2021-12-15,,,,,,,,,,,,,,,,,,,,2.55
2021-12-16,,,,,,,,,,,,,,,,,,,,2.64
2021-12-17,,,,,,,,,,,,,,,,,,,,2.58
2021-12-20,,,,,,,,,,,,,,,,,,,,2.53
2021-12-21,,,,,,,,,,,,,,,,,,,,2.53
2021-12-22,,,,,,,,,,,,,,,,,,,,2.53
2021-12-23,,,,,,,,,,,,,,,,,,,,2.57
2021-12-24,,,,,,,,,,,,,,,,,,,,2.63
2021-12-27,,,,,,,,,,,,,,,,,,,,2.58
2021-12-28,,,,,,,,,,,,,,,,,,,,2.63
2021-12-29,,,,,,,,,,,,,,,,,,,,2.64
2021-12-30,,,,,,,,,,,,,,,,,,,,2.63
2021-12-31,,,,,,,,,,,,,,,,,,,,2.64
2022-01-03,,,,,,,,,,,,,,,,,,,,3.19
2022-01-04,,,,,,,,,,,,,,,,,,,,3.1
2022-01-05,,,,,,,,,,,,,,,,,,,,3.04
2022-01-06,,,,,,,,,,,,,,,,,,,,3.08
2022-01-07,,,,,,,,,,,,,,,,,,,,3.1
2022-01-10,,,,,,,,,,,,,,,,,,,,3.06
2022-01-11,,,,,,,,,,,,,,,,,,,,3.09
2022-01-12,,,,,,,,,,,,,,,,,,,,3.19
2022-01-13,,,,,,,,,,,,,,,,,,,,3.16
2022-01-14,,,,,,,,,,,,,,,,,,,,3.17
2022-01-17,,,,,,,,,,,,,,,,,,,,3.08
2022-01-18,,,,,,,,,,,,,,,,,,,,3.07
2022-01-19,,,,,,,,,,,,,,,,,,,,3.39
2022-01-20,,,,,,,,,,,,,,,,,,,,3.18
2022-01-21,,,,,,,,,,,,,,,,,,,,3.08
2022-01-24,,,,,,,,,,,,,,,,,,,,2.87
2022-01-25,,,,,,,,,,,,,,,,,,,,2.84
2022-01-26,,,,,,,,,,,,,,,,,,,,2.86
2022-01-27,,,,,,,,,,,,,,,,,,,,2.82
2022-01-28,,,,,,,,,,,,,,,,,,,,2.87
2022-01-31,,,,,,,,,,,,,,,,,,,,2.9
2022-02-01,,,,,,,,,,,,,,,,,,,,2.95
2022-02-02,,,,,,,,,,,,,,,,,,,,2.89
2022-02-03,,,,,,,,,,,,,,,,,,,,2.83
2022-02-04,,,,,,,,,,,,,,,,,,,,2.88
2022-02-07,,,,,,,,,,,,,,,,,,,,2.95
2022-02-08,,,,,,,,,,,,,,,,,,,,2.95
2022-02-09,,,,,,,,,,,,,,,,,,,,2.82
2022-02-10,,,,,,,,,,,,,,,,,,,,2.81
2022-02-11,,,,,,,,,,,,,,,,,,,,2.79
2022-02-14,,,,,,,,,,,,,,,,,,,,2.78
2022-02-15,,,,,,,,,,,,,,,,,,,,2.78
2022-02-16,,,,,,,,,,,,,,,,,,,,2.77
2022-02-17,,,,,,,,,,,,,,,,,,,,2.76
2022-02-18,,,,,,,,,,,,,,,,,,,,2.71
2022-02-21,,,,,,,,,,,,,,,,,,,,2.7
2022-02-22,,,,,,,,,,,,,,,,,,,,2.73
2022-02-23,,,,,,,,,,,,,,,,,,,,2.73
2022-02-24,,,,,,,,,,,,,,,,,,,,2.58
2022-02-25,,,,,,,,,,,,,,,,,,,,2.58
2022-02-28,,,,,,,,,,,,,,,,,,,,2.7
2022-03-01,,,,,,,,,,,,,,,,,,,,2.56
2022-03-02,,,,,,,,,,,,,,,,,,,,2.55
2022-03-03,,,,,,,,,,,,,,,,,,,,2.55
2022-03-04,,,,,,,,,,,,,,,,,,,,2.6
2022-03-07,,,,,,,,,,,,,,,,,,,,2.48
2022-03-08,,,,,,,,,,,,,,,,,,,,2.42
2022-03-09,,,,,,,,,,,,,,,,,,,,2.51
2022-03-10,,,,,,,,,,,,,,,,,,,,2.5
2022-03-11,,,,,,,,,,,,,,,,,,,,2.52
2022-03-14,,,,,,,,,,,,,,,,,,,,2.59
2022-03-15,,,,,,,,,,,,,,,,,,,,2.69
2022-03-16,,,,,,,,,,,,,,,,,,,,2.64
2022-03-17,,,,,,,,,,,,,,,,,,,,2.72
2022-03-18,,,,,,,,,,,,,,,,,,,,2.69
2022-03-21,,,,,,,,,,,,,,,,,,,,2.63
2022-03-22,,,,,,,,,,,,,,,,,,,,2.68
2022-03-23,,,,,,,,,,,,,,,,,,,,2.63
2022-03-24,,,,,,,,,,,,,,,,,,,,2.61
2022-03-25,,,,,,,,,,,,,,,,,,,,2.61
2022-03-28,,,,,,,,,,,,,,,,,,,,2.57
2022-03-29,,,,,,,,,,,,,,,,,,,,2.6
2022-03-30,,,,,,,,,,,,,,,,,,,,2.55
2022-03-31,,,,,,,,,,,,,,,,,,,,2.56
2022-04-01,,,,,,,,,,,,,,,,,,,,2.52
2022-04-04,,,,,,,,,,,,,,,,,,,,2.54
2022-04-05,,,,,,,,,,,,,,,,,,,,2.63
2022-04-06,,,,,,,,,,,,,,,,,,,,2.6
2022-04-07,,,,,,,,,,,,,,,,,,,,2.64
2022-04-08,,,,,,,,,,,,,,,,,,,,2.79
2022-04-11,,,,,,,,,,,,,,,,,,,,2.67
2022-04-12,,,,,,,,,,,,,,,,,,,,2.65
2022-04-13,,,,,,,,,,,,,,,,,,,,2.65
2022-04-14,,,,,,,,,,,,,,,,,,,,2.63
2022-04-19,,,,,,,,,,,,,,,,,,,,2.74
2022-04-20,,,,,,,,,,,,,,,,,,,,2.72
2022-04-21,,,,,,,,,,,,,,,,,,,,2.71
2022-04-22,,,,,,,,,,,,,,,,,,,,2.72
2022-04-25,,,,,,,,,,,,,,,,,,,,2.81
2022-04-26,,,,,,,,,,,,,,,,,,,,2.77
2022-04-27,,,,,,,,,,,,,,,,,,,,2.74
2022-04-28,,,,,,,,,,,,,,,,,,,,2.81
2022-04-29,,,,,,,,,,,,,,,,,,,,2.81
2022-05-02,,,,,,,,,,,,,,,,,,,,2.77
2022-05-03,,,,,,,,,,,,,,,,,,,,2.85
2022-05-04,,,,,,,,,,,,,,,,,,,,2.7
2022-05-05,,,,,,,,,,,,,,,,,,,,2.78
2022-05-06,,,,,,,,,,,,,,,,,,,,2.71
2022-05-09,,,,,,,,,,,,,,,,,,,,2.68
2022-05-10,,,,,,,,,,,,,,,,,,,,2.7
2022-05-11,,,,,,,,,,,,,,,,,,,,2.7
2022-05-12,,,,,,,,,,,,,,,,,,,,2.69
2022-05-13,,,,,,,,,,,,,,,,,,,,2.68
2022-05-16,,,,,,,,,,,,,,,,,,,,2.69
2022-05-17,,,,,,,,,,,,,,,,,,,,2.69
2022-05-18,,,,,,,,,,,,,,,,,,,,2.67
2022-05-19,,,,,,,,,,,,,,,,,,,,2.67
2022-05-20,,,,,,,,,,,,,,,,,,,,2.63
2022-05-23,,,,,,,,,,,,,,,,,,,,2.65
2022-05-24,,,,,,,,,,,,,,,,,,,,2.62
2022-05-25,,,,,,,,,,,,,,,,,,,,2.64
2022-05-26,,,,,,,,,,,,,,,,,,,,2.65
2022-05-27,,,,,,,,,,,,,,,,,,,,2.65
2022-05-30,,,,,,,,,,,,,,,,,,,,2.64
2022-05-31,,,,,,,,,,,,,,,,,,,,2.64
2022-06-01,,,,,,,,,,,,,,,,,,,,2.62
2022-06-02,,,,,,,,,,,,,,,,,,,,2.67
2022-06-03,,,,,,,,,,,,,,,,,,,,2.71
2022-06-06,,,,,,,,,,,,,,,,,,,,2.75
2022-06-07,,,,,,,,,,,,,,,,,,,,2.72
2022-06-08,,,,,,,,,,,,,,,,,,,,2.72
2022-06-09,,,,,,,,,,,,,,,,,,,,2.73
2022-06-10,,,,,,,,,,,,,,,,,,,,2.69
2022-06-13,,,,,,,,,,,,,,,,,,,,2.58
2022-06-14,,,,,,,,,,,,,,,,,,,,2.51
2022-06-15,,,,,,,,,,,,,,,,,,,,2.49
2022-06-16,,,,,,,,,,,,,,,,,,,,2.45
2022-06-17,,,,,,,,,,,,,,,,,,,,2.4
2022-06-20,,,,,,,,,,,,,,,,,,,,2.36
2022-06-21,,,,,,,,,,,,,,,,,,,,2.4
2022-06-22,,,,,,,,,,,,,,,,,,,,2.44
2022-06-23,,,,,,,,,,,,,,,,,,,,2.45
2022-06-24,,,,,,,,,,,,,,,,,,,,2.55
2022-06-27,,,,,,,,,,,,,,,,,,,,2.46
2022-06-28,,,,,,,,,,,,,,,,,,,,2.42
2022-06-29,,,,,,,,,,,,,,,,,,,,2.42
2022-06-30,,,,,,,,,,,,,,,,,,,,2.42
2022-07-01,,,,,,,,,,,,,,,,,,,,2.4
2022-07-04,,,,,,,,,,,,,,,,,,,,2.4
2022-07-05,,,,,,,,,,,,,,,,,,,,2.4
2022-07-06,,,,,,,,,,,,,,,,,,,,2.39
2022-07-07,,,,,,,,,,,,,,,,,,,,2.36
2022-07-08,,,,,,,,,,,,,,,,,,,,2.4
2022-07-11,,,,,,,,,,,,,,,,,,,,2.4
2022-07-12,,,,,,,,,,,,,,,,,,,,2.4
2022-07-13,,,,,,,,,,,,,,,,,,,,2.38
2022-07-14,,,,,,,,,,,,,,,,,,,,2.5
2022-07-15,,,,,,,,,,,,,,,,,,,,2.49
2022-07-18,,,,,,,,,,,,,,,,,,,,2.53
2022-07-19,,,,,,,,,,,,,,,,,,,,2.51
2022-07-20,,,,,,,,,,,,,,,,,,,,2.5
2022-07-21,,,,,,,,,,,,,,,,,,,,2.52
2022-07-22,,,,,,,,,,,,,,,,,,,,2.53
2022-07-25,,,,,,,,,,,,,,,,,,,,2.4
2022-07-26,,,,,,,,,,,,,,,,,,,,2.39
2022-07-27,,,,,,,,,,,,,,,,,,,,2.39
2022-07-28,,,,,,,,,,,,,,,,,,,,2.36
2022-07-29,,,,,,,,,,,,,,,,,,,,2.31
2022-08-01,,,,,,,,,,,,,,,,,,,,2.34
2022-08-02,,,,,,,,,,,,,,,,,,,,2.34
2022-08-03,,,,,,,,,,,,,,,,,,,,2.34
2022-08-04,,,,,,,,,,,,,,,,,,,,2.39
2022-08-05,,,,,,,,,,,,,,,,,,,,2.39
2022-08-08,,,,,,,,,,,,,,,,,,,,2.39
2022-08-09,,,,,,,,,,,,,,,,,,,,2.3
2022-08-10,,,,,,,,,,,,,,,,,,,,2.38
2022-08-11,,,,,,,,,,,,,,,,,,,,2.39
2022-08-12,,,,,,,,,,,,,,,,,,,,2.38
2022-08-15,,,,,,,,,,,,,,,,,,,,2.34
2022-08-16,,,,,,,,,,,,,,,,,,,,2.38
2022-08-17,,,,,,,,,,,,,,,,,,,,2.38
2022-08-18,,,,,,,,,,,,,,,,,,,,2.38
2022-08-19,,,,,,,,,,,,,,,,,,,,2.39
2022-08-22,,,,,,,,,,,,,,,,,,,,2.38
2022-08-23,,,,,,,,,,,,,,,,,,,,2.37
2022-08-24,,,,,,,,,,,,,,,,,,,,2.38
2022-08-25,,,,,,,,,,,,,,,,,,,,2.38
2022-08-26,,,,,,,,,,,,,,,,,,,,2.43
2022-08-29,,,,,,,,,,,,,,,,,,,,2.38
2022-08-30,,,,,,,,,,,,,,,,,,,,2.36
2022-08-31,,,,,,,,,,,,,,,,,,,,2.34
2022-09-01,,,,,,,,,,,,,,,,,,,,2.34
2022-09-02,,,,,,,,,,,,,,,,,,,,2.34
2022-09-05,,,,,,,,,,,,,,,,,,,,2.33
2022-09-06,,,,,,,,,,,,,,,,,,,,2.33
2022-09-07,,,,,,,,,,,,,,,,,,,,2.34
2022-09-08,,,,,,,,,,,,,,,,,,,,2.34
2022-09-09,,,,,,,,,,,,,,,,,,,,2.34
2022-09-12,,,,,,,,,,,,,,,,,,,,2.33
2022-09-13,,,,,,,,,,,,,,,,,,,,2.32
2022-09-14,,,,,,,,,,,,,,,,,,,,2.32
2022-09-15,,,,,,,,,,,,,,,,,,,,2.3
2022-09-16,,,,,,,,,,,,,,,,,,,,2.27
2022-09-19,,,,,,,,,,,,,,,,,,,,2.27
2022-09-20,,,,,,,,,,,,,,,,,,,,2.14
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,41586.6,0.04,0.0,0.0,0.0,2.2
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,40830.48,0.04,0.0,0.0,0.0,2.16
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,40263.39,0.04,0.0,0.0,0.0,2.13
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,39885.33,0.04,0.0,0.0,0.0,2.11
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,38940.18,0.04,0.0,0.0,0.0,2.06
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,38940.18,0.04,0.0,0.0,0.0,2.06
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,39129.21,0.04,0.0,0.0,0.0,2.07
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,40074.36,0.04,0.0,0.0,0.0,2.12
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,38751.15,0.04,0.0,0.0,0.0,2.05
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,39696.3,0.04,0.0,0.0,0.0,2.1
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,38373.09,0.04,0.0,0.0,0.0,2.03
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,38940.18,0.04,0.0,0.0,0.0,2.06
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,37806.0,0.04,0.0,0.0,0.0,2.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,37806.0,0.04,0.0,0.0,0.0,2.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,37427.94,0.04,0.0,0.0,0.0,1.98
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18903.0,36293.76,0.04,0.0,0.0,0.0,1.92
