,RXL FP Equity_DX_SI_QTY,RXL FP Equity_DX_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RXL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RXL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RXL FP Equity_DX_SI_MV,RXL FP Equity_DX_DSS,RXL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY,RXL FP Equity_DX_BROKER_SI_QTY,RXL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RXL FP Equity_DX_BROKER_SI_MV_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_x,RXL FP Equity_DX_BROKER_SI_MV_INC_x,RXL FP Equity_DX_SUPPLY_SI_MV_NEW,RXL FP Equity_DX_BROKER_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_NEW,RXL FP Equity_DX_SUPPLY_SI_MV_DEC,RXL FP Equity_DX_BROKER_SI_QTY_INC,RXL FP Equity_DX_SUPPLY_SI_QTY_DEC,RXL FP Equity_DX_BROKER_SI_MV_NEW_y,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RXL FP Equity_DX_BROKER_SI_MV_INC_y,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_y,RXL FP Equity_DX_BROKER_SI_MV_ADD,RXL FP Equity_DX_SUPPLY_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_DEC,RXL FP Equity_DX_SUPPLY_SI_MV,RXL FP Equity_DX_BROKER_SI_MV_DEC,RXL FP Equity_DX_SUPPLY_SI_MV_RMV,RXL FP Equity_DX_BROKER_SI_MV_RMV,RXL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RXL FP Equity_DX_UTILIZATION_QUANTITY,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RXL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RXL FP Equity_DX_ACTIVE_UTILIZATION_MV,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RXL FP Equity_DX_BROKER_SI_CON_RATIO,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RXL FP Equity_DX_DEMAND_SUPPLY_RATIO,RXL FP Equity_PX_LAST
2017-10-03,5632491.0,82093556.33,1.88,5.14,1.86,83.12,1.0,74851515.75,3174991.0,5135610.0,46275493.83,,11437.0,,0.11,0.17,,,3.48,22198.0,241142.0,,11437.0,0.11,,,,162568.0,46.03,2.66,,,4.27,4.27,71178536.0,1037427162.2,,1030.06,4.28,20.37,0.1484,21.4,0.0758,14.575
2017-10-04,6017327.0,87491934.58,2.01,5.46,1.98,88.83,1.0,80267284.84,3460539.0,5520446.0,50316237.06,,,,1.64,,335390.0,,1.47,104262.0,100637.0,,,1.64,,4.86,386185.0,54816.0,50.39,0.63,,,4.64,4.64,71049136.0,1033054437.44,,1032.86,4.65,19.05,0.1365,19.89,0.0808,14.54
2017-10-05,5953092.0,84027893.58,1.98,5.41,1.96,87.03,1.0,76769932.35,3426016.0,5438890.0,48358215.84,,,40194.0,0.64,,,,1.52,40194.0,103451.0,,,0.64,40194.0,,28734.0,121750.0,49.54,2.14,,,4.59,4.59,71285840.0,1006199631.6,,1030.32,4.59,19.47,0.1355,19.78,0.0797,14.115
2017-10-06,6128825.0,85803550.0,2.04,5.42,2.02,87.78,1.0,76476568.0,3695096.0,5462612.0,51731344.0,,81.0,102768.0,1.25,0.0,40793.0,,2.65,150988.0,167365.0,,81.0,1.25,102768.0,0.58,333596.0,168059.0,52.01,3.01,,,4.94,4.94,71153880.0,996154320.0,,1003.05,4.93,18.71,0.1326,20.01,0.0819,14.0
2017-10-09,6338862.0,90518949.36,2.11,5.53,2.09,90.87,1.0,79831468.92,3913467.0,5590439.0,55884308.76,,,91846.0,4.39,,,,1.85,324244.0,128524.0,,,4.39,91846.0,,255049.0,196417.0,55.07,3.01,,,5.22,5.22,71067160.0,1014839044.8,,1000.13,5.22,16.84,0.1268,19.73,0.0845,14.28
2017-10-10,6600188.0,94778699.68,2.2,5.64,2.18,95.49,1.0,81793238.88,4106608.0,5695908.0,58970890.88,,,214968.0,5.21,,8000.0,,2.47,345470.0,177587.0,,,5.21,214968.0,0.11,155760.0,248001.0,58.6,3.2,,,5.49,5.49,70745496.0,1015905322.56,,1008.52,5.49,16.9,0.1252,19.0,0.0882,14.36
2017-10-11,6718540.0,95571231.5,2.24,5.68,2.21,97.41,1.0,81359958.63,4163639.0,5719505.0,59227764.78,,,127324.0,2.57,,,,2.71,175450.0,190549.0,,,2.57,127324.0,,120256.0,151853.0,59.57,2.11,,,5.56,5.56,70753392.0,1006467001.2,,1011.88,5.56,16.75,0.1214,18.36,0.0897,14.225
2017-10-12,6945431.0,98729301.67,2.32,5.82,2.29,100.49,1.0,84324119.18,4304987.0,5932052.0,61195390.21,,,70684.0,1.04,,178000.0,,3.45,70325.0,241240.0,,,1.04,70684.0,2.54,311904.0,35778.0,61.28,0.5,,,5.79,5.79,70051648.0,995784176.32,,996.25,5.79,16.11,0.116,18.39,0.0934,14.215
2017-10-13,7637391.0,111047665.14,2.55,6.46,2.52,111.07,1.0,89921772.14,4800766.0,6184441.0,69803137.64,,,91616.0,5.48,,,,1.17,362123.0,82137.0,,,5.48,91616.0,,486300.0,109734.0,68.58,1.46,,,6.47,6.47,69443296.0,1009705523.84,,991.78,6.47,17.3,0.113,18.93,0.1029,14.54
2017-10-16,7548411.0,109150023.06,2.52,6.36,2.49,110.66,1.0,85549567.86,4622997.0,5916291.0,66848536.62,,,329208.0,8.96,,157485.0,,8.36,597174.0,584085.0,,,8.96,329208.0,2.29,77108.0,1022809.0,67.2,14.35,,,6.21,6.21,69845816.0,1009970499.36,,1013.7,6.22,11.48,0.0914,16.93,0.1014,14.46
2017-10-17,8183515.0,117924451.15,2.73,6.93,2.7,119.34,1.0,100074265.39,4623344.0,6944779.0,66622387.04,,,97483.0,25.16,,,,9.75,1749854.0,667519.0,,,25.16,97483.0,,570383.0,721366.0,66.83,10.51,,,6.2,6.2,69967704.0,1008234614.64,,1011.89,6.2,15.5,0.1047,17.41,0.1097,14.41
2017-10-18,7997257.0,117639650.47,2.67,7.13,2.64,117.13,1.0,98898198.45,4684768.0,6723195.0,68912937.28,,,145380.0,2.8,,,,2.04,174814.0,140891.0,,,2.8,145380.0,,56935.0,396398.0,67.78,5.98,,,6.31,6.31,69507072.0,1022449029.12,,1004.77,6.32,13.89,0.099,16.11,0.1078,14.71
2017-10-19,8063349.0,118249013.09,2.69,7.18,2.66,119.23,1.0,98845531.61,4733833.0,6740234.0,69421660.94,,,62501.0,0.87,,,,0.53,37893.0,38631.0,,,0.87,62501.0,,25195.0,20854.0,69.43,0.0,,,6.38,6.38,69506208.0,1019308540.32,,1018.67,6.38,14.18,0.0997,15.86,0.1086,14.665
2017-10-20,8622354.0,126791715.57,2.87,8.0,2.84,127.81,1.0,108340881.51,4677523.0,7367622.0,68782975.72,,,33668.0,10.04,,16353.0,,1.56,671540.0,106978.0,,,10.04,33668.0,0.24,17000.0,60505.0,68.82,0.94,,,6.29,6.29,69697976.0,1024908737.08,,1024.1,6.3,14.84,0.1098,20.29,0.1159,14.705
2017-10-23,8552949.0,126455350.97,2.85,8.2,2.82,127.15,1.0,108326974.56,4425218.0,7326816.0,65426848.13,,,72953.0,1.89,,,,4.79,117227.0,326507.0,,,1.89,72953.0,,1249.0,158033.0,65.19,2.27,,,5.95,5.95,69999744.0,1034946215.04,,1029.97,5.95,15.02,0.1091,20.02,0.1149,14.785
2017-10-24,8374904.0,123529834.0,2.79,8.11,2.76,124.76,1.0,109172552.75,4477867.0,7401529.0,66048538.25,,,62271.0,2.73,,,,0.99,171905.0,67906.0,,,2.73,62271.0,,158471.0,97192.0,66.12,1.45,,,6.01,6.01,69987752.0,1032319342.0,,1032.36,6.02,15.26,0.1122,20.63,0.1125,14.75
2017-10-25,7808905.0,113463389.65,2.6,7.75,2.57,115.84,1.0,99642308.35,4551541.0,6857695.0,66133890.73,,,136913.0,0.96,,,,2.38,60449.0,157362.0,,,0.96,136913.0,,94123.0,604283.0,67.65,9.19,,,6.11,6.11,69921624.0,1015961196.72,,1025.41,6.19,15.29,0.1037,16.18,0.1049,14.53
2017-10-26,7220163.0,106208597.73,2.41,7.06,2.38,107.0,1.0,92041764.48,4323514.0,6257088.0,63598890.94,,,666.0,1.37,,,,4.23,92531.0,282279.0,,,1.37,666.0,,53586.0,693138.0,63.3,10.76,,,5.88,5.88,69157696.0,1017309708.16,,1011.91,5.89,15.64,0.1029,17.84,0.0983,14.71
2017-10-27,7226185.0,108862477.03,2.41,7.05,2.38,108.39,1.0,94509599.58,4333019.0,6273455.0,65276931.24,,,91691.0,3.38,,,,2.82,210556.0,196658.0,,,3.38,91691.0,,114472.0,194189.0,64.23,2.55,,,5.82,5.82,70152048.0,1056840603.12,,1038.45,5.82,15.28,0.1034,17.95,0.097,15.065
2017-10-30,7308152.0,111485858.76,2.44,7.23,2.41,111.46,1.0,95692784.4,4480676.0,6272880.0,68352712.38,,,17629.0,1.4,,,,0.35,82482.0,31545.0,,,1.4,17629.0,,161573.0,83057.0,67.5,0.51,,,6.03,6.03,69766208.0,1064283503.04,,1048.91,6.05,14.62,0.1017,17.7,0.0984,15.255
2017-10-31,7354845.0,112712999.63,2.45,7.02,2.42,113.4,1.0,92762684.75,4808150.0,6053030.0,73684898.75,,,218642.0,2.78,,,,1.24,153349.0,82588.0,,,2.78,218642.0,,191420.0,373199.0,73.4,5.27,,,6.51,6.51,69027832.0,1057851525.4,,1050.54,6.53,12.52,0.1009,17.7,0.0996,15.325
2017-11-01,7190145.0,110188972.13,2.4,6.91,2.37,111.24,1.0,90088456.93,4661337.0,5878529.0,71434989.53,,,51021.0,0.48,,,,3.52,29021.0,232834.0,,,0.48,51021.0,,35000.0,203522.0,71.49,2.83,,,6.31,6.31,69198168.0,1060461924.6,,1058.41,6.33,11.75,0.1007,18.01,0.0973,15.325
2017-11-02,7069737.0,108131627.42,2.36,6.77,2.33,109.22,1.0,89011944.42,4401276.0,5819676.0,67317516.42,,,12447.0,5.06,,,,7.12,333459.0,461548.0,,,5.06,12447.0,,189040.0,392312.0,67.32,6.03,,,5.96,5.96,69461984.0,1062421045.28,,1059.79,5.97,12.59,0.1044,18.31,0.0957,15.295
2017-11-03,7188766.0,110491333.42,2.4,6.95,2.37,111.38,1.0,91692885.85,4449492.0,5965705.0,68388692.04,,,,2.72,,,,1.46,175695.0,95621.0,,,2.72,,,143837.0,29666.0,68.26,0.48,,,6.01,6.01,69554416.0,1069051373.92,,1064.12,6.03,13.08,0.1034,18.07,0.0971,15.37
2017-11-06,7211780.0,109474820.4,2.4,7.02,2.38,111.7,1.0,90772529.1,4542709.0,5979745.0,68958322.62,,,115429.0,0.91,,,,0.57,60527.0,37194.0,,,0.91,115429.0,,14982.0,46487.0,69.66,0.61,,,6.13,6.13,69542408.0,1055653753.44,,1063.22,6.15,12.94,0.103,17.83,0.0973,15.18
2017-11-07,6852497.0,104123691.92,2.28,6.7,2.26,105.34,1.0,85497068.31,4581860.0,5626658.0,69621362.7,,,4327.0,1.03,,,,0.94,93118.0,57659.0,,,1.03,4327.0,,92483.0,446205.0,69.56,7.11,,,6.18,6.18,69503424.0,1056104527.68,,1052.71,6.2,13.62,0.1054,18.95,0.0925,15.195
2017-11-08,6914719.0,105933495.08,2.31,6.83,2.28,106.56,1.0,86393524.48,4588753.0,5639264.0,70299695.96,,,127502.0,1.31,,,,1.82,79972.0,120609.0,,,1.31,127502.0,,,67366.0,69.8,1.02,,,6.19,6.19,69530920.0,1065213694.4,,1055.02,6.21,12.93,0.1033,18.88,0.0933,15.32
2017-11-09,7186390.0,110059562.85,2.4,7.09,2.37,111.04,1.0,89315334.09,4859552.0,5831886.0,74424038.88,,,186146.0,5.1,,,,0.73,331080.0,49917.0,,,5.1,186146.0,,134570.0,138458.0,74.33,2.04,,,6.54,6.54,69438912.0,1063456937.28,,1058.77,6.56,12.38,0.0996,18.36,0.0967,15.315
2017-11-10,7708978.0,117716094.06,2.57,7.42,2.54,119.05,1.0,97068000.06,5371621.0,6356778.0,82024652.67,,,427384.0,8.99,,,,0.68,584418.0,44443.0,,,8.99,427384.0,,129128.0,59526.0,82.16,0.87,,,7.21,7.21,69163720.0,1056130004.4,,1054.43,7.23,12.7,0.0959,16.97,0.1034,15.27
2017-11-13,8353561.0,125888164.27,2.79,7.99,2.75,128.21,1.0,105411048.27,5830438.0,6994761.0,87864700.66,,,131429.0,9.19,,31600.0,,0.04,623785.0,2304.0,,,9.19,131429.0,0.48,329692.0,17402.0,88.72,0.27,,,7.81,7.81,68847760.0,1037535743.2,,1045.64,7.82,14.27,0.0973,15.58,0.1119,15.07
2017-11-14,8764958.0,131474370.0,2.92,8.29,2.89,132.79,1.0,111226980.0,6061921.0,7415132.0,90928815.0,,,210211.0,5.92,,,,0.56,450818.0,29738.0,,,5.92,210211.0,,51010.0,30447.0,90.94,0.76,,,8.11,8.11,68698320.0,1030474800.0,,1027.92,8.13,14.88,0.0969,14.94,0.1172,15.0
2017-11-15,8682717.0,129850032.74,2.89,8.22,2.86,131.42,1.0,110852098.04,6204293.0,7412377.0,92785201.82,,,365822.0,4.98,,,,3.48,324115.0,231103.0,,,4.98,365822.0,,7653.0,326870.0,92.9,5.03,,,8.28,8.28,68770792.0,1028467194.36,,1027.48,8.29,15.09,0.1018,16.8,0.1158,14.955
2017-11-16,9021596.0,136316315.56,3.01,8.56,2.97,136.74,1.0,118460224.16,6315292.0,7839856.0,95424062.12,,,163784.0,7.08,,,,3.31,465959.0,222598.0,,,7.08,163784.0,,169813.0,38480.0,94.72,0.6,,,8.39,8.39,68936464.0,1041629971.04,,1032.02,8.41,14.64,0.109,19.38,0.1199,15.11
2017-11-17,9078567.0,136178505.0,3.03,8.86,2.99,138.08,1.0,118452405.0,6766438.0,7896827.0,101496570.0,,,248950.0,6.68,,,,0.84,435556.0,56946.0,,,6.68,248950.0,,259142.0,378585.0,102.02,5.35,,,8.98,8.98,68612960.0,1029194400.0,,1032.3,8.99,14.4,0.1086,17.81,0.1204,15.0
2017-11-20,9010337.0,134974848.26,3.0,8.96,2.97,136.39,1.0,118561906.4,6212465.0,7914680.0,93062725.7,,,5580.0,9.19,,,,8.48,620463.0,559553.0,,,9.19,5580.0,,,602610.0,93.29,9.45,,,8.23,8.23,69291504.0,1037986729.92,,1038.7,8.24,17.68,0.122,18.6,0.1193,14.98
2017-11-21,9061992.0,135793950.12,3.02,9.18,2.99,136.75,1.0,119375529.98,6130560.0,7966335.0,91866441.6,,,4952.0,2.7,,,,1.32,180481.0,86857.0,,,2.7,4952.0,,,128826.0,91.85,2.13,,,8.16,8.16,69023824.0,1034322002.64,,1032.4,8.17,17.25,0.1215,18.28,0.1206,14.985
2017-11-22,9231706.0,138983333.83,3.08,9.47,3.04,139.88,1.0,122080362.69,5935133.0,8108958.0,89353427.32,,,118348.0,0.58,,348000.0,,5.7,35000.0,375701.0,,,0.58,118348.0,5.7,61926.0,240377.0,88.82,3.65,,,7.87,7.87,69451400.0,1045590827.0,,1038.45,7.88,16.66,0.112,16.8,0.1225,15.055
2017-11-23,9087096.0,137033407.68,3.03,9.54,3.0,137.91,1.0,120102367.84,5942320.0,7964348.0,89610185.6,,,79801.0,0.23,,,,1.07,10920.0,72614.0,,,0.23,79801.0,,,155530.0,89.36,2.2,,,7.86,7.86,69627736.0,1049986258.88,,1045.87,7.87,16.94,0.1141,16.99,0.1202,15.08
2017-11-24,9142906.0,136869302.82,3.05,9.54,3.01,138.68,1.0,119504806.41,5994094.0,7982953.0,89731587.18,,,123194.0,2.14,,,,1.08,139746.0,71420.0,,,2.14,123194.0,,,121141.0,90.09,1.75,,,7.93,7.93,69567328.0,1041422900.16,,1044.31,7.94,16.26,0.1132,16.86,0.121,14.97
2017-11-27,8919973.0,134290193.51,2.97,9.45,2.94,135.7,1.0,116770705.07,5850936.0,7756274.0,88085841.48,,,4775.0,0.16,,,,2.22,11108.0,147933.0,,,0.16,4775.0,,,237787.0,87.76,3.29,,,7.76,7.76,69572328.0,1047411398.04,,1043.95,7.75,16.02,0.113,16.74,0.1183,15.055
2017-11-28,8774203.0,133806595.75,2.93,9.36,2.89,135.16,1.0,119137453.0,5792202.0,7812292.0,88331080.5,,,110797.0,2.28,,,,3.31,112096.0,221154.0,,,2.28,110797.0,,51623.0,56078.0,87.6,0.63,,,7.68,7.68,69581760.0,1061121840.0,,1052.37,7.68,16.38,0.1175,17.29,0.1164,15.25
2017-11-29,8820074.0,136975749.22,2.94,9.49,2.91,137.36,1.0,124113523.68,5803047.0,7991856.0,90121319.91,,,101057.0,3.48,,,,1.97,186653.0,136630.0,,,3.48,101057.0,,46418.0,7089.0,88.89,0.01,,,7.72,7.72,69373544.0,1077371138.32,,1061.19,7.73,16.14,0.1173,17.14,0.1173,15.53
2017-11-30,8981798.0,139172960.01,2.99,9.72,2.96,140.95,1.0,125921124.68,5901975.0,8126565.0,91451102.63,,,134308.0,3.34,,,,0.56,191668.0,41982.0,,,3.34,134308.0,,6602.0,56959.0,91.53,0.37,,,7.86,7.86,69212456.0,1072447005.72,,1070.53,7.88,16.5,0.1176,16.95,0.1196,15.495
2017-12-01,8832166.0,135706230.59,2.94,9.21,2.91,137.99,1.0,121704812.88,5648406.0,7920912.0,86787758.19,,,59081.0,2.15,,,,4.81,142670.0,313316.0,,,2.15,59081.0,,666.0,348323.0,87.35,5.85,,,7.52,7.52,69460856.0,1067266052.44,,1073.98,7.52,16.33,0.1165,17.49,0.1176,15.365
2017-12-04,8643899.0,134542287.94,2.88,8.96,2.85,135.11,1.0,121956740.24,5517461.0,7835319.0,85879280.47,,,74399.0,4.78,,,,4.61,289231.0,295344.0,,,4.78,74399.0,,90000.0,374824.0,85.11,6.09,,,7.34,7.34,69679608.0,1084563098.52,,1071.7,7.36,14.17,0.1124,15.9,0.115,15.565
2017-12-05,7938612.0,120865367.7,2.65,8.13,2.62,124.52,1.0,107344045.2,4894142.0,7050512.0,74513311.95,,,94501.0,1.77,,,,13.3,95703.0,870931.0,,,1.77,94501.0,,153111.0,880510.0,75.81,13.91,,,6.5,6.5,70457400.0,1072713915.0,,1090.45,6.5,15.62,0.1147,18.74,0.1054,15.225
2017-12-06,7732259.0,117453014.21,2.58,7.86,2.55,119.32,1.0,104285015.87,4728729.0,6865373.0,71829393.51,,,159583.0,0.87,,,,5.75,129603.0,364372.0,,,0.87,159583.0,,39376.0,314742.0,72.0,5.42,,,6.3,6.3,70330240.0,1068316345.6,,1070.56,6.3,14.63,0.1162,19.32,0.103,15.19
2017-12-07,7349069.0,111081177.94,2.45,7.69,2.42,113.08,1.0,97978196.05,4622111.0,6482183.0,69863207.77,,,,,,,,1.63,,106618.0,,,,,,,383190.0,70.18,6.16,,,6.13,6.13,70739040.0,1069220589.6,,1073.34,6.14,14.1,0.1159,19.57,0.0975,15.115
2017-12-08,7301851.0,111426246.26,2.43,7.68,2.41,112.05,1.0,97955435.48,4576270.0,6419098.0,69833880.2,,,11814.0,0.43,,,,1.17,26471.0,75294.0,,,0.43,11814.0,,17639.0,89556.0,69.33,1.69,,,6.06,6.06,70991072.0,1083323758.72,,1075.24,6.06,14.32,0.1166,19.6,0.0966,15.26
2017-12-11,6861976.0,106429247.76,2.29,7.41,2.26,107.1,1.0,97252942.38,4392054.0,6270338.0,68120757.54,,,884302.0,2.09,,,,16.04,80868.0,1068518.0,,,2.09,884302.0,,,229628.0,67.2,3.17,,,5.8,5.8,71301688.0,1105889180.88,,1089.88,5.81,15.18,0.1218,19.49,0.0907,15.51
2017-12-12,6778974.0,104328409.86,2.26,7.67,2.23,106.93,1.0,93391337.07,4312498.0,6068313.0,66369344.22,,,146679.0,0.97,,,,3.49,39452.0,229780.0,,,0.97,146679.0,,3545.0,241477.0,66.86,2.99,,,5.69,5.69,71435000.0,1099384650.0,,1106.35,5.7,14.88,0.119,19.38,0.0895,15.39
2017-12-13,6781644.0,104166051.84,2.26,7.63,2.24,106.06,1.0,93098757.12,4267553.0,6061117.0,65549614.08,,,9926.0,1.58,,,,1.89,112517.0,99982.0,,,1.58,9926.0,,45111.0,119713.0,65.52,2.39,,,5.63,5.63,71530056.0,1098701660.16,,1095.57,5.64,14.97,0.1205,19.13,0.0895,15.36
2017-12-14,6652873.0,101988543.09,2.22,7.49,2.19,104.26,1.0,90854103.48,4229666.0,5926556.0,64840779.78,,,14951.0,0.8,,,,0.81,49138.0,52838.0,,,0.8,14951.0,,,183699.0,64.98,2.78,,,5.57,5.57,71689392.0,1098998379.36,,1098.33,5.59,15.28,0.1212,18.74,0.0876,15.33
2017-12-15,6474011.0,97887046.32,2.16,7.18,2.13,100.81,1.0,87192035.28,3995371.0,5766669.0,60410009.52,,,,0.31,,,,4.04,33270.0,261572.0,,,0.31,,,27277.0,193157.0,61.23,3.06,,,5.27,5.27,71881688.0,1086851122.56,,1098.81,5.28,15.57,0.1239,19.34,0.0853,15.12
2017-12-18,6030463.0,91361514.45,2.01,6.57,1.99,93.22,1.0,85180935.6,3908920.0,5622504.0,59220138.0,,,15218.0,2.95,,,,4.68,212932.0,299383.0,,,2.95,15218.0,,197714.0,357097.0,59.09,5.61,,,5.17,5.17,71701664.0,1086280209.6,,1083.42,5.17,16.9,0.1463,23.78,0.0798,15.15
2017-12-19,6039695.0,92316738.08,2.01,6.51,1.99,93.58,1.0,85978675.26,4112407.0,5625036.0,62858141.0,,,41437.0,1.28,,6700.0,,0.28,83335.0,18688.0,,,1.28,41437.0,0.1,180738.0,87503.0,62.3,1.2,,,5.42,5.42,71821440.0,1097790710.4,,1089.46,5.41,17.09,0.1485,24.14,0.0795,15.285
2017-12-20,5664233.0,86124662.77,1.89,6.09,1.87,87.92,1.0,78970923.14,3941842.0,5193747.0,59935707.61,,,36913.0,0.09,,,,5.79,2835.0,389230.0,,,0.09,36913.0,,181752.0,434124.0,60.1,6.7,,,5.2,5.2,71919248.0,1093532165.84,,1096.29,5.2,17.83,0.1518,25.68,0.0747,15.205
2017-12-21,5546162.0,83802507.82,1.85,6.04,1.83,85.97,1.0,77104441.25,3849820.0,5102875.0,58170780.2,,,5839.0,1.07,,,,1.83,72362.0,118895.0,,,1.07,5839.0,,21034.0,163234.0,58.49,2.6,,,5.06,5.06,72177760.0,1090605953.6,,1096.93,5.06,18.11,0.1524,26.49,0.0729,15.11
2017-12-22,5376873.0,80841285.56,1.79,6.01,1.77,82.95,1.0,74887831.5,3746184.0,4980900.0,56323876.44,,,1.0,0.01,,15389.0,,1.82,3407.0,117246.0,,,0.01,1.0,0.23,13609.0,150887.0,56.6,2.47,,,4.9,4.9,72760000.0,1093946600.0,,1099.94,4.89,19.81,0.1753,28.35,0.0703,15.035
2017-12-25,5366757.0,80689191.5,1.79,6.05,1.77,82.68,1.0,74735737.44,3746184.0,4970784.0,56323876.44,,,,,,,,,,,,,,,,,,56.32,,,,4.9,4.9,72638352.0,1092117622.32,,1096.73,4.88,18.69,0.1574,26.68,0.0703,
2017-12-26,5311157.0,79853245.5,1.77,5.99,1.75,81.79,1.0,73899791.44,3746184.0,4915184.0,56323876.44,,,,,,,,,,,,,,,,,55600.0,56.31,0.88,,,4.91,4.91,72484240.0,1089800548.4,,1090.3,4.91,18.91,0.1581,27.01,0.0697,
2017-12-27,5183428.0,78477099.92,1.73,5.84,1.71,79.98,1.0,72583506.7,3507698.0,4794155.0,53106547.72,,,,1.11,,,,3.59,73609.0,238486.0,,,1.11,,,,194638.0,52.77,3.05,,,4.59,4.59,72839952.0,1102796873.28,,1096.78,4.59,19.48,0.1556,25.81,0.0679,15.14
2017-12-28,5207839.0,79081035.22,1.74,6.02,1.72,80.57,1.0,73080181.36,3552899.0,4812656.0,53950771.32,,,15890.0,2.38,,,,1.74,153433.0,120887.0,,,2.38,15890.0,,150198.0,134932.0,53.74,1.96,,,4.65,4.65,72837016.0,1106030087.96,,1102.25,4.65,19.41,0.1529,24.9,0.0682,15.185
2017-12-29,5202973.0,78668951.76,1.73,6.13,1.72,80.36,1.0,72769233.6,3584129.0,4812780.0,54192030.48,,,2061.0,1.65,,18061.0,,1.83,107963.0,120975.0,,,1.65,2061.0,0.27,150144.0,125900.0,54.26,1.97,,,4.69,4.69,72868056.0,1101765006.72,,1103.81,4.69,19.35,0.1591,26.95,0.0681,15.12
2018-01-01,5211789.0,78802249.68,1.74,6.25,1.72,80.55,1.0,72902531.52,3584129.0,4821596.0,54192030.48,,,,0.14,,,,,8816.0,,,,0.14,,,,,54.25,,,,4.69,4.69,72869656.0,1101789198.72,,1103.99,4.68,19.32,0.1586,26.89,0.0682,
2018-01-02,5404043.0,81222766.29,1.8,6.48,1.78,83.13,1.0,72891757.53,4257964.0,4849751.0,63997198.92,,693101.0,66752.0,0.85,10.45,,,0.0,57936.0,19.0,,693101.0,0.85,66752.0,,,29781.0,64.21,0.47,1.3,,5.48,5.48,73374992.0,1102826129.76,85999.0,1107.25,5.48,18.62,0.154,27.03,0.0696,15.03
2018-01-03,5370687.0,80936253.09,1.79,6.51,1.77,82.51,1.0,72536551.56,4104218.0,4813308.0,61850565.26,,,3186.0,0.54,,,,2.7,37403.0,177873.0,,,0.54,3186.0,,20941.0,73846.0,61.78,1.08,,,5.22,5.22,74489288.0,1122553570.16,,1122.03,5.22,18.79,0.1525,27.15,0.0683,15.07
2018-01-04,5341631.0,82768572.35,1.78,6.48,1.76,82.99,1.0,74131984.74,4056839.0,4784252.0,62860720.31,,,30134.0,1.4,,,,1.39,70594.0,92703.0,,,1.4,30134.0,,15190.0,99650.0,61.31,1.48,,,5.16,5.16,74568584.0,1155440209.08,,1129.36,5.15,19.25,0.1471,25.45,0.0679,15.495
2018-01-05,5241245.0,80715173.0,1.75,6.26,1.73,82.74,1.0,72042370.4,4000746.0,4678076.0,61611488.4,,,11654.0,0.35,,,,1.08,10327.0,67747.0,,,0.35,11654.0,,,116503.0,61.63,1.03,,,5.05,5.05,75232488.0,1158580315.2,,1160.57,5.04,19.2,0.1462,25.07,0.0662,15.4
2018-01-08,5217015.0,80263775.78,1.74,6.22,1.72,82.22,1.0,71599420.71,3977841.0,4653846.0,61199083.79,,,127333.0,2.27,,,,2.32,149516.0,150238.0,,,2.27,127333.0,,,173746.0,61.4,2.72,,,5.03,5.03,75179048.0,1156629653.48,,1159.22,5.03,19.3,0.1419,25.2,0.0659,15.385
2018-01-09,4817326.0,74620379.74,1.61,5.73,1.59,75.95,1.0,65896891.93,3391109.0,4254157.0,52528278.41,,,,,,188000.0,,9.07,,587315.0,,,,,2.89,583.0,587689.0,52.28,9.25,,,4.28,4.28,75784968.0,1173909154.32,,1168.56,4.28,21.08,0.1313,22.62,0.0608,15.49
2018-01-10,4727965.0,72030546.78,1.58,5.62,1.56,74.38,1.0,63398670.01,3335124.0,4161383.0,50810614.14,,,3413.0,0.02,,6500.0,,1.19,583.0,77232.0,,,0.02,3413.0,0.1,17834.0,99857.0,51.53,1.54,,,4.22,4.22,75705184.0,1153368478.24,,1167.6,4.23,21.23,0.1332,23.17,0.0598,15.235
2018-01-11,4520857.0,67360769.3,1.51,5.31,1.49,69.73,1.0,58918697.5,3202609.0,3954275.0,47718874.1,,,,0.16,,,,2.46,14751.0,147266.0,,,0.16,,,14751.0,221859.0,48.57,3.74,,,4.05,4.05,75917968.0,1131177723.2,,1150.26,4.05,22.15,0.1381,24.33,0.0571,14.9
