,CD9 FP Equity_DX_DSS,CD9 FP Equity_PX_LAST
2022-09-29,,131.18
2022-09-30,,131.68
2022-10-03,,132.82
2022-10-04,,136.02
2022-10-05,,135.48
2022-10-06,,133.88
2022-10-07,,132.52
2022-10-10,,133.38
2022-10-11,,132.6
2022-10-12,,131.42
2022-10-13,,132.6
2022-10-14,,132.98
2022-10-17,,135.42
2022-10-18,,135.18
2022-10-19,,135.34
2022-10-20,,135.6
2022-10-21,,135.62
2022-10-24,,136.84
2022-10-25,,138.04
2022-10-26,,138.92
2022-10-27,,139.52
2022-10-28,,139.62
2022-10-31,,140.28
2022-11-01,,141.46
2022-11-02,,140.38
2022-11-03,,139.62
2022-11-04,,142.08
2022-11-07,,142.34
2022-11-08,,143.52
2022-11-09,,143.48
2022-11-10,,146.08
2022-11-11,,145.34
2022-11-14,,145.88
2022-11-15,,146.56
2022-11-16,,145.72
2022-11-17,,144.9
2022-11-18,,146.78
2022-11-21,,147.02
2022-11-22,,148.52
2022-11-23,,149.32
2022-11-24,,149.4
2022-11-25,,149.54
2022-11-28,,148.78
2022-11-29,,149.2
2022-11-30,,149.84
2022-12-01,,150.46
2022-12-02,,150.08
2022-12-05,,149.48
2022-12-06,,149.56
2022-12-07,,150.4
2022-12-08,,148.9
2022-12-09,,149.5
2022-12-12,,148.24
2022-12-13,,149.3
2022-12-14,,149.1
2022-12-15,,146.36
2022-12-16,,144.68
2022-12-19,,144.98
2022-12-20,,144.06
2022-12-21,,147.26
2022-12-22,,147.1
2022-12-23,,147.2
2022-12-27,,147.44
2022-12-28,,146.94
2022-12-29,,146.32
2022-12-30,,146.64
2023-01-02,,148.14
2023-01-03,,148.32
2023-01-04,,150.28
2023-01-05,,150.18
2023-01-06,,150.46
2023-01-09,,152.3
2023-01-10,,151.46
2023-01-11,,150.9
2023-01-12,,152.68
2023-01-13,,152.12
2023-01-16,,152.72
2023-01-17,,153.2
2023-01-18,,153.38
2023-01-19,,152.42
2023-01-20,,152.62
2023-01-23,,153.1
2023-01-24,,152.86
2023-01-25,,152.36
2023-01-26,,152.78
2023-01-27,,152.58
2023-01-30,,152.2
2023-01-31,,152.72
2023-02-01,,151.68
2023-02-02,,152.74
2023-02-03,,152.42
2023-02-06,,151.9
2023-02-07,,152.44
2023-02-08,,153.04
2023-02-09,,153.8
2023-02-10,,152.32
2023-02-13,,153.26
2023-02-14,,154.72
2023-02-15,,153.48
2023-02-16,,154.1
2023-02-17,,154.42
2023-02-20,,155.06
2023-02-21,,155.34
2023-02-22,,154.22
2023-02-23,,153.9
2023-02-24,,151.8
2023-02-27,,154.18
2023-02-28,,153.66
2023-03-01,,153.56
2023-03-02,,152.98
2023-03-03,,154.7
2023-03-06,,154.5
2023-03-07,,153.62
2023-03-08,,153.86
2023-03-09,,153.44
2023-03-10,,151.88
2023-03-13,,149.04
2023-03-14,,149.96
2023-03-15,,146.92
2023-03-16,,148.08
2023-03-17,,145.48
2023-03-20,,148.14
2023-03-21,,149.74
2023-03-22,,150.38
2023-03-23,,149.44
2023-03-24,,147.36
2023-03-27,,149.7
2023-03-28,,151.0
2023-03-29,,151.1
2023-03-30,,152.22
2023-03-31,,152.84
2023-04-03,,153.66
2023-04-04,,155.0
2023-04-05,,154.14
2023-04-06,,155.38
2023-04-11,,156.9
2023-04-12,,156.86
2023-04-13,,156.7
2023-04-14,,156.78
2023-04-17,,156.5
2023-04-18,,157.32
2023-04-19,,158.0
2023-04-20,,157.28
2023-04-21,,156.34
2023-04-24,,157.0
2023-04-25,,156.22
2023-04-26,,155.16
2023-04-27,,155.34
2023-04-28,,156.86
2023-05-02,,156.0
2023-05-03,,155.72
2023-05-04,,154.54
2023-05-05,,155.7
2023-05-08,,157.64
2023-05-09,,157.86
2023-05-10,,157.3
2023-05-11,,155.78
2023-05-12,,156.58
2023-05-15,,156.9
2023-05-16,,156.14
2023-05-17,,155.18
2023-05-18,,155.52
2023-05-19,,156.58
2023-05-22,,156.2
2023-05-23,,156.64
2023-05-24,,153.56
2023-05-25,,152.36
2023-05-26,,153.54
2023-05-29,,153.88
2023-05-30,,152.62
2023-05-31,,150.8
2023-06-01,,152.22
2023-06-02,,155.12
2023-06-05,,155.44
2023-06-06,,155.18
2023-06-07,,154.78
2023-06-08,,155.08
2023-06-09,,154.62
2023-06-12,,154.84
2023-06-13,,155.1
2023-06-14,,157.04
2023-06-15,,156.96
2023-06-16,,157.54
2023-06-19,,155.76
2023-06-20,,154.76
2023-06-21,,153.94
2023-06-22,,152.84
2023-06-23,,152.7
2023-06-26,,153.48
2023-06-27,,153.3
2023-06-28,,153.56
2023-06-29,,153.58
2023-06-30,,155.1
2023-07-03,,156.24
2023-07-04,,156.32
2023-07-05,,155.14
2023-07-06,,151.18
2023-07-07,,151.36
2023-07-10,,151.24
2023-07-11,,152.58
2023-07-12,,155.18
2023-07-13,,156.26
2023-07-14,,155.62
2023-07-17,,154.32
2023-07-18,,156.22
2023-07-19,,156.28
2023-07-20,,157.86
2023-07-21,,158.68
2023-07-24,,159.36
2023-07-25,,160.92
2023-07-26,,160.26
2023-07-27,,161.72
2023-07-28,,161.2
2023-07-31,,160.24
2023-08-01,,158.6
2023-08-02,,156.04
2023-08-03,,155.56
2023-08-04,,156.16
2023-08-07,,156.1
2023-08-08,,155.76
2023-08-09,,155.42
2023-08-10,,157.16
2023-08-11,,154.92
2023-08-14,,155.16
2023-08-15,,153.48
2023-08-16,,153.68
2023-08-17,,153.26
2023-08-18,,152.54
2023-08-21,,153.2
2023-08-22,,153.64
2023-08-23,,154.44
2023-08-24,,153.32
2023-08-25,,153.7
2023-08-28,,155.24
2023-08-29,,156.3
2023-08-30,,156.1
2023-08-31,,156.28
2023-09-01,,155.74
2023-09-04,,155.9
2023-09-05,,155.7
2023-09-06,,155.12
2023-09-07,,155.16
2023-09-08,,155.58
2023-09-11,,157.42
2023-09-12,,156.9
2023-09-13,,156.8
2023-09-14,,160.22
2023-09-15,,160.7
2023-09-18,,160.18
2023-09-19,,160.38
2023-09-20,,161.8
2023-09-21,,159.82
2023-09-22,,159.04
2023-09-25,,157.84
2023-09-26,,157.6
2023-09-27,,156.54
2023-09-28,,157.4
2023-09-29,,157.9
2023-10-02,,156.24
2023-10-03,,153.7
2023-10-04,,153.66
2023-10-05,,153.84
2023-10-06,,155.6
2023-10-09,,155.44
2023-10-10,,158.28
2023-10-11,,158.72
2023-10-12,,158.48
2023-10-13,,157.74
2023-10-16,,158.5
2023-10-17,,158.66
2023-10-18,,157.26
2023-10-19,,155.36
2023-10-20,,152.88
2023-10-23,,152.46
2023-10-24,,153.1
2023-10-25,,153.66
2023-10-26,,153.6
2023-10-27,,152.84
2023-10-30,,153.42
2023-10-31,,153.66
2023-11-01,,154.92
2023-11-02,,156.3
2023-11-03,,156.32
2023-11-06,,155.94
2023-11-07,,154.64
2023-11-08,,154.62
2023-11-09,,155.6
2023-11-10,,154.86
2023-11-13,,156.16
2023-11-14,,157.74
2023-11-15,,159.02
2023-11-16,,157.22
2023-11-17,,159.06
2023-11-20,,159.44
2023-11-21,,159.46
2023-11-22,,159.52
2023-11-23,,160.06
2023-11-24,,160.74
2023-11-27,,160.42
2023-11-28,,160.5
2023-11-29,,161.04
2023-11-30,,161.86
2023-12-01,,163.34
2023-12-04,,163.4
2023-12-05,,163.74
2023-12-06,,165.14
2023-12-07,,165.32
2023-12-08,,165.42
2023-12-11,,165.56
2023-12-12,,164.44
2023-12-13,,165.2
2023-12-14,,165.28
2023-12-15,,166.26
2023-12-18,,166.36
2023-12-19,,166.32
2023-12-20,,165.96
2023-12-21,,166.08
2023-12-22,,166.6
2023-12-27,,166.62
2023-12-28,,166.0
2023-12-29,,166.38
2024-01-02,,166.84
2024-01-03,,166.8
2024-01-04,,167.98
2024-01-05,,167.88
2024-01-08,,167.66
2024-01-09,,167.48
2024-01-10,,166.12
2024-01-11,,164.86
2024-01-12,,166.08
2024-01-15,,165.6
2024-01-16,,165.86
2024-01-17,,163.82
2024-01-18,,163.36
2024-01-19,,162.66
2024-01-22,,163.76
2024-01-23,,163.72
2024-01-24,,165.2
2024-01-25,,164.58
2024-01-26,,165.76
2024-01-29,,166.12
2024-01-30,,166.06
2024-01-31,,166.28
2024-02-01,,165.06
2024-02-02,,164.86
2024-02-05,,164.1
2024-02-06,,165.44
2024-02-07,,163.94
2024-02-08,,163.22
2024-02-09,,162.56
2024-02-12,,163.76
2024-02-13,,162.56
2024-02-14,,163.34
2024-02-15,,164.62
2024-02-16,,165.1
2024-02-19,,165.66
2024-02-20,,165.62
2024-02-21,,165.68
2024-02-22,,166.52
2024-02-23,,166.86
2024-02-26,,165.76
2024-02-27,,166.18
2024-02-28,,166.04
2024-02-29,,166.76
2024-03-01,,165.88
2024-03-04,,165.8
2024-03-05,,166.3
2024-03-06,,166.5
2024-03-07,,168.04
2024-03-08,,168.12
2024-03-11,,168.72
2024-03-12,,169.48
2024-03-13,,170.44
2024-03-14,,169.06
2024-03-15,,169.88
2024-03-18,,169.42
2024-03-19,,170.46
2024-03-20,,170.26
2024-03-21,,171.72
2024-03-22,,171.6
2024-03-25,,171.86
2024-03-26,,172.88
2024-03-27,,172.86
2024-03-28,,174.54
2024-04-02,,172.58
2024-04-03,,172.72
2024-04-04,,173.48
2024-04-05,,172.44
2024-04-08,,172.4
2024-04-09,,171.9
2024-04-10,,171.46
2024-04-11,,171.38
2024-04-12,,172.1
2024-04-15,,172.36
2024-04-16,,169.34
2024-04-17,,170.38
2024-04-18,,171.0
2024-04-19,,171.72
2024-04-22,,172.92
2024-04-23,,172.72
2024-04-24,,172.6
2024-04-25,,172.66
2024-04-26,,174.18
2024-04-29,,175.28
2024-04-30,,173.58
2024-05-02,,172.46
2024-05-03,,173.1
2024-05-06,,174.68
2024-05-07,,176.24
2024-05-08,,176.54
2024-05-09,,177.6
2024-05-10,,179.44
2024-05-13,,179.66
2024-05-14,,180.18
2024-05-15,,180.24
2024-05-16,,180.76
2024-05-17,,181.62
2024-05-20,,181.58
2024-05-21,,180.84
2024-05-22,,179.98
2024-05-23,,179.18
2024-05-24,,179.18
2024-05-27,,179.98
2024-05-28,,179.5
2024-05-29,,177.54
2024-05-30,,177.92
2024-05-31,,178.9
2024-06-03,,179.02
2024-06-04,,179.18
2024-06-05,,179.74
2024-06-06,,180.82
2024-06-07,,180.04
2024-06-10,,179.54
2024-06-11,,178.6
2024-06-12,,178.88
2024-06-13,,178.1
2024-06-14,,176.82
2024-06-17,,176.5
2024-06-18,,178.0
2024-06-19,,178.42
2024-06-20,,178.9
2024-06-21,,178.46
2024-06-24,,180.12
2024-06-25,,179.44
2024-06-26,,178.58
2024-06-27,,177.5
2024-06-28,,177.06
2024-07-01,,178.52
2024-07-02,,177.34
2024-07-03,,178.86
2024-07-04,,178.92
2024-07-05,,178.72
2024-07-08,,179.32
2024-07-09,,178.14
2024-07-10,,180.18
2024-07-11,,181.2
2024-07-12,,182.44
2024-07-15,,180.8
2024-07-16,,180.26
2024-07-17,,181.72
2024-07-18,,182.24
2024-07-19,,180.76
2024-07-22,,181.94
2024-07-23,,181.1
2024-07-24,,181.54
2024-07-25,,182.14
2024-07-26,,183.3
2024-07-29,,182.9
2024-07-30,,183.24
2024-07-31,,184.56
2024-08-01,,182.1
2024-08-02,,179.42
2024-08-05,,175.14
2024-08-06,,174.22
2024-08-07,,177.78
2024-08-08,,177.98
2024-08-09,,178.54
2024-08-12,,179.16
2024-08-13,,179.2
2024-08-14,,180.02
2024-08-15,,181.56
2024-08-16,,182.36
2024-08-19,,183.46
2024-08-20,,183.2
2024-08-21,,183.92
2024-08-22,,184.22
2024-08-23,,185.4
2024-08-26,,186.04
2024-08-27,,186.72
2024-08-28,,186.96
2024-08-29,,187.42
2024-08-30,,187.42
2024-09-02,,188.36
2024-09-03,,186.9
2024-09-04,,186.42
2024-09-05,,187.26
2024-09-06,,185.42
2024-09-09,,186.66
2024-09-10,,185.66
2024-09-11,,186.08
2024-09-12,,185.76
2024-09-13,,187.48
2024-09-16,,187.42
2024-09-17,,187.68
2024-09-18,,187.24
2024-09-19,,188.7
2024-09-20,,187.4
2024-09-23,,188.74
2024-09-24,,189.6
2024-09-25,,189.58
2024-09-26,,190.54
2024-09-27,,191.64
2024-09-30,,190.66
2024-10-01,,188.14
2024-10-02,,188.1
2024-10-03,,187.02
2024-10-04,,187.14
2024-10-07,,186.96
2024-10-08,,186.86
2024-10-09,,188.06
2024-10-10,,188.22
2024-10-11,,187.88
2024-10-14,,189.6
2024-10-15,,189.02
2024-10-16,,189.56
2024-10-17,,189.64
2024-10-18,,189.96
2024-10-21,,189.3
2024-10-22,,187.7
2024-10-23,,187.9
2024-10-24,,188.38
2024-10-25,,188.2
2024-10-28,,189.12
2024-10-29,,188.22
2024-10-30,,186.36
2024-10-31,,183.18
2024-11-01,,185.54
2024-11-04,,185.24
2024-11-05,,185.34
2024-11-06,,184.54
2024-11-07,,184.5
2024-11-08,,183.42
2024-11-11,,184.54
2024-11-12,,181.38
2024-11-13,,181.04
2024-11-14,,182.46
2024-11-15,,183.2
2024-11-18,,182.86
2024-11-19,,183.2
2024-11-20,,182.62
2024-11-21,,183.58
2024-11-22,,185.82
2024-11-25,,184.94
2024-11-26,,184.08
2024-11-27,,183.74
2024-11-28,,184.54
2024-11-29,,185.94
2024-12-02,,184.96
2024-12-03,,185.2
2024-12-04,,185.0
2024-12-05,,187.26
2024-12-06,,186.84
2024-12-09,,187.66
2024-12-10,,186.96
2024-12-11,,187.52
2024-12-12,,186.18
2024-12-13,,185.18
2024-12-16,,183.92
2024-12-17,,183.92
2024-12-18,,183.42
2024-12-19,,181.8
2024-12-20,,181.44
2024-12-23,,181.44
2024-12-24,,182.34
2024-12-27,,182.98
2024-12-30,,182.86
2024-12-31,,183.78
2025-01-02,,184.92
2025-01-03,,184.6
2025-01-06,,186.12
2025-01-07,,186.68
2025-01-08,,186.72
2025-01-09,,186.32
2025-01-10,,184.56
2025-01-13,,184.04
2025-01-14,,184.04
2025-01-15,,186.04
2025-01-16,,186.9
2025-01-17,,189.3
2025-01-20,,189.08
2025-01-21,,187.96
2025-01-22,,187.8
2025-01-23,,188.78
2025-01-24,,189.1
2025-01-27,,191.3
2025-01-28,,192.0
2025-01-29,,192.62
2025-01-30,,194.48
2025-01-31,,193.88
2025-02-03,,193.04
2025-02-04,,193.78
2025-02-05,,195.08
2025-02-06,,197.14
2025-02-07,,196.64
2025-02-10,,197.28
2025-02-11,,198.38
2025-02-12,,197.52
2025-02-13,,198.4
2025-02-14,,197.38
2025-02-17,,198.38
2025-02-18,,198.64
2025-02-19,,197.04
2025-02-20,,197.44
2025-02-21,,197.68
2025-02-24,,199.14
2025-02-25,,200.2
2025-02-26,,201.6
2025-02-27,,200.5
2025-02-28,,200.4
2025-03-03,,200.9
2025-03-04,,200.45
2025-03-05,,199.34
2025-03-06,,199.82
2025-03-07,,201.45
2025-03-10,,202.7
2025-03-11,,199.08
2025-03-12,,199.16
2025-03-13,,199.48
2025-03-14,,200.2
2025-03-17,,201.6
2025-03-18,,203.15
2025-03-19,,202.6
2025-03-20,,202.55
2025-03-21,,201.35
2025-03-24,,201.15
2025-03-25,,202.4
2025-03-26,,202.4
2025-03-27,,202.1
2025-03-28,,201.4
2025-03-31,,200.7
2025-04-01,,200.85
2025-04-02,,199.5
2025-04-03,,198.1
2025-04-04,,189.3
2025-04-07,,178.76
2025-04-08,,182.96
2025-04-09,,177.08
2025-04-10,,180.0
2025-04-11,,183.76
2025-04-14,,187.44
2025-04-15,,190.78
2025-04-16,,190.66
2025-04-17,,191.96
2025-04-22,,192.76
2025-04-23,,192.64
2025-04-24,,195.0
2025-04-25,,195.12
2025-04-28,,196.6
2025-04-29,,196.74
2025-04-30,,199.08
2025-05-02,,199.56
2025-05-05,,202.15
2025-05-06,,201.35
2025-05-07,,199.7
2025-05-08,,199.86
2025-05-09,,199.9
2025-05-12,,201.35
2025-05-13,,200.6
2025-05-14,,199.58
2025-05-15,,201.3
2025-05-16,,202.55
2025-05-19,,203.6
2025-05-20,,204.4
2025-05-21,,204.55
2025-05-22,,204.0
2025-05-23,,202.0
2025-05-26,,204.7
2025-05-27,,203.4
2025-05-28,,202.65
2025-05-29,,202.4
2025-05-30,,202.3
2025-06-02,,201.9
2025-06-03,,203.3
2025-06-04,,203.1
2025-06-05,,204.1
2025-06-06,,204.3
2025-06-09,,203.85
2025-06-10,,204.35
2025-06-11,,203.55
2025-06-12,,203.85
2025-06-13,,203.15
2025-06-16,,202.9
2025-06-17,,202.25
2025-06-18,,201.0
2025-06-19,,201.0
2025-06-20,,201.35
2025-06-23,,200.85
2025-06-24,,200.95
2025-06-25,,199.32
2025-06-26,,200.45
2025-06-27,,200.95
2025-06-30,,200.4
2025-07-01,,200.05
2025-07-02,,200.65
2025-07-03,,202.2
2025-07-04,,200.95
2025-07-07,,201.55
2025-07-08,,201.8
2025-07-09,,203.9
2025-07-10,,204.95
2025-07-11,,202.5
2025-07-14,,203.5
2025-07-15,,202.0
2025-07-16,,202.0
2025-07-17,,202.4
2025-07-18,,203.5
2025-07-21,,202.85
2025-07-22,,202.45
2025-07-23,,205.6
2025-07-24,,205.45
2025-07-25,,205.1
2025-07-28,,205.75
2025-07-29,,206.2
2025-07-30,,206.45
2025-07-31,,204.7
2025-08-01,,200.0
2025-08-04,,203.8
2025-08-05,,204.2
2025-08-06,,204.7
2025-08-07,,206.15
2025-08-08,,206.25
2025-08-11,,206.95
2025-08-12,,207.25
2025-08-13,,208.65
2025-08-14,,209.9
2025-08-15,,210.0
2025-08-18,,209.45
2025-08-19,,210.55
2025-08-20,,212.9
2025-08-21,,213.25
2025-08-22,,212.75
2025-08-25,,211.1
2025-08-26,,209.35
2025-08-27,,209.2
2025-08-28,,208.25
2025-08-29,,208.2
