,HLT FP Equity_DX_DSS,HLT FP Equity_PX_LAST
2020-05-18,,113.173
2020-05-19,,112.396
2020-05-20,,113.32
2020-05-21,,112.472
2020-05-22,,113.003
2020-05-25,,115.054
2020-05-26,,113.04
2020-05-27,,109.8
2020-05-28,,113.53
2020-05-29,,112.0
2020-06-01,,113.009
2020-06-02,,112.055
2020-06-03,,112.416
2020-06-04,,110.83
2020-06-05,,111.578
2020-06-08,,110.845
2020-06-09,,111.738
2020-06-10,,112.108
2020-06-11,,109.829
2020-06-12,,109.303
2020-06-15,,109.692
2020-06-16,,112.382
2020-06-17,,114.567
2020-06-18,,113.478
2020-06-19,,114.931
2020-06-22,,114.044
2020-06-23,,115.284
2020-06-24,,112.01
2020-06-25,,113.207
2020-06-26,,112.549
2020-06-29,,112.004
2020-06-30,,111.294
2020-07-01,,112.591
2020-07-02,,113.642
2020-07-03,,113.035
2020-07-06,,114.126
2020-07-07,,113.357
2020-07-08,,112.67
2020-07-09,,112.499
2020-07-10,,112.17
2020-07-13,,113.397
2020-07-14,,112.023
2020-07-15,,114.62
2020-07-16,,113.66
2020-07-17,,114.871
2020-07-20,,116.324
2020-07-21,,114.954
2020-07-22,,113.558
2020-07-23,,113.138
2020-07-24,,110.507
2020-07-27,,110.282
2020-07-28,,111.364
2020-07-29,,111.096
2020-07-30,,109.711
2020-07-31,,108.384
2020-08-03,,110.797
2020-08-04,,109.247
2020-08-05,,108.499
2020-08-06,,107.856
2020-08-07,,108.405
2020-08-10,,108.021
2020-08-11,,108.779
2020-08-12,,110.245
2020-08-13,,109.851
2020-08-14,,108.407
2020-08-17,,109.801
2020-08-18,,109.044
2020-08-19,,109.787
2020-08-20,,109.34
2020-08-21,,109.069
2020-08-24,,109.78
2020-08-25,,109.683
2020-08-26,,110.125
2020-08-27,,108.874
2020-08-28,,107.664
2020-08-31,,107.538
2020-09-01,,107.225
2020-09-02,,109.512
2020-09-03,,107.227
2020-09-04,,105.792
2020-09-07,,108.078
2020-09-08,,107.63
2020-09-09,,109.427
2020-09-10,,108.417
2020-09-11,,109.346
2020-09-14,,109.352
2020-09-15,,110.969
2020-09-16,,111.264
2020-09-17,,111.52
2020-09-18,,112.145
2020-09-21,,110.105
2020-09-22,,109.713
2020-09-23,,110.527
2020-09-24,,108.897
2020-09-25,,109.297
2020-09-28,,110.216
2020-09-29,,109.597
2020-09-30,,108.929
2020-10-01,,108.64
2020-10-02,,108.83
2020-10-05,,109.57
2020-10-06,,108.487
2020-10-07,,107.569
2020-10-08,,108.784
2020-10-09,,110.224
2020-10-12,,110.826
2020-10-13,,110.551
2020-10-14,,109.749
2020-10-15,,107.447
2020-10-16,,108.853
2020-10-19,,108.281
2020-10-20,,107.05
2020-10-21,,105.28
2020-10-22,,105.319
2020-10-23,,105.351
2020-10-26,,104.955
2020-10-27,,104.4
2020-10-28,,102.005
2020-10-29,,101.538
2020-10-30,,100.912
2020-11-02,,102.384
2020-11-03,,104.103
2020-11-04,,109.552
2020-11-05,,109.334
2020-11-06,,108.735
2020-11-09,,108.368
2020-11-10,,108.032
2020-11-11,,110.121
2020-11-12,,109.586
2020-11-13,,109.269
2020-11-16,,109.152
2020-11-17,,107.928
2020-11-18,,107.526
2020-11-19,,107.103
2020-11-20,,107.873
2020-11-23,,106.74
2020-11-24,,106.109
2020-11-25,,105.921
2020-11-26,,106.81
2020-11-27,,106.807
2020-11-30,,106.906
2020-12-01,,106.834
2020-12-02,,106.805
2020-12-03,,105.768
2020-12-04,,106.712
2020-12-07,,106.759
2020-12-08,,107.251
2020-12-09,,107.293
2020-12-10,,107.332
2020-12-11,,106.743
2020-12-14,,106.531
2020-12-15,,105.19
2020-12-16,,106.814
2020-12-17,,106.88
2020-12-18,,107.088
2020-12-21,,104.736
2020-12-22,,105.482
2020-12-23,,105.092
2020-12-24,,105.355
2020-12-28,,106.017
2020-12-29,,107.403
2020-12-30,,107.221
2020-12-31,,107.193
2021-01-04,,108.114
2021-01-05,,107.696
2021-01-06,,107.305
2021-01-07,,106.668
2021-01-08,,107.928
2021-01-11,,108.678
2021-01-12,,107.995
2021-01-13,,108.725
2021-01-14,,109.674
2021-01-15,,110.386
2021-01-18,,110.447
2021-01-19,,111.296
2021-01-20,,111.537
2021-01-21,,111.026
2021-01-22,,111.321
2021-01-25,,112.021
2021-01-26,,111.968
2021-01-27,,110.952
2021-01-28,,110.116
2021-01-29,,107.364
2021-02-01,,108.672
2021-02-02,,109.426
2021-02-03,,108.825
2021-02-04,,110.218
2021-02-05,,109.798
2021-02-08,,109.697
2021-02-09,,110.31
2021-02-10,,109.904
2021-02-11,,110.329
2021-02-12,,111.567
2021-02-15,,111.981
2021-02-16,,111.312
2021-02-17,,110.959
2021-02-18,,109.96
2021-02-19,,108.721
2021-02-22,,107.605
2021-02-23,,106.311
2021-02-24,,106.57
2021-02-25,,105.42
2021-02-26,,104.628
2021-03-01,,105.931
2021-03-02,,106.075
2021-03-03,,104.63
2021-03-04,,104.396
2021-03-05,,103.157
2021-03-08,,105.061
2021-03-09,,106.266
2021-03-10,,107.257
2021-03-11,,106.98
2021-03-12,,106.02
2021-03-15,,107.149
2021-03-16,,108.713
2021-03-17,,107.624
2021-03-18,,108.019
2021-03-19,,107.997
2021-03-22,,109.259
2021-03-23,,108.805
2021-03-24,,107.69
2021-03-25,,108.463
2021-03-26,,108.757
2021-03-29,,109.518
2021-03-30,,108.986
2021-03-31,,109.138
2021-04-01,,109.139
2021-04-06,,109.634
2021-04-07,,108.655
2021-04-08,,110.025
2021-04-09,,110.762
2021-04-12,,110.144
2021-04-13,,110.006
2021-04-14,,110.232
2021-04-15,,111.48
2021-04-16,,111.959
2021-04-19,,112.22
2021-04-20,,111.583
2021-04-21,,113.434
2021-04-22,,113.507
2021-04-23,,112.35
2021-04-26,,112.041
2021-04-27,,111.602
2021-04-28,,111.507
2021-04-29,,111.109
2021-04-30,,111.788
2021-05-03,,112.473
2021-05-04,,111.143
2021-05-05,,112.242
2021-05-06,,111.595
2021-05-07,,112.67
2021-05-10,,112.37
2021-05-11,,110.9
2021-05-12,,111.954
2021-05-13,,112.604
2021-05-14,,113.235
2021-05-17,,113.868
2021-05-18,,113.763
2021-05-19,,112.8
2021-05-20,,114.359
2021-05-21,,115.098
2021-05-24,,115.085
2021-05-25,,114.748
2021-05-26,,115.048
2021-05-27,,114.008
2021-05-28,,114.841
2021-05-31,,114.286
2021-06-01,,114.039
2021-06-02,,113.871
2021-06-03,,114.43
2021-06-04,,115.425
2021-06-07,,116.283
2021-06-08,,116.295
2021-06-09,,118.576
2021-06-10,,119.86
2021-06-11,,120.594
2021-06-14,,120.464
2021-06-15,,120.918
2021-06-16,,121.462
2021-06-17,,121.688
2021-06-18,,121.11
2021-06-21,,121.185
2021-06-22,,120.588
2021-06-23,,119.571
2021-06-24,,120.61
2021-06-25,,121.1
2021-06-28,,121.784
2021-06-29,,122.031
2021-06-30,,121.792
2021-07-01,,122.078
2021-07-02,,122.3
2021-07-05,,121.778
2021-07-06,,122.609
2021-07-07,,123.548
2021-07-08,,122.864
2021-07-09,,123.165
2021-07-12,,124.304
2021-07-13,,124.412
2021-07-14,,124.048
2021-07-15,,122.747
2021-07-16,,123.291
2021-07-19,,122.368
2021-07-20,,122.14
2021-07-21,,122.81
2021-07-22,,123.437
2021-07-23,,124.654
2021-07-26,,122.971
2021-07-27,,122.65
2021-07-28,,124.058
2021-07-29,,123.913
2021-07-30,,124.649
2021-08-02,,125.172
2021-08-03,,125.634
2021-08-04,,126.105
2021-08-05,,127.052
2021-08-06,,125.863
2021-08-09,,127.056
2021-08-10,,126.914
2021-08-11,,127.216
2021-08-12,,128.02
2021-08-13,,128.387
2021-08-16,,128.952
2021-08-17,,130.341
2021-08-18,,131.526
2021-08-19,,130.697
2021-08-20,,131.349
2021-08-23,,131.363
2021-08-24,,130.075
2021-08-25,,129.311
2021-08-26,,129.346
2021-08-27,,129.515
2021-08-30,,129.368
2021-08-31,,128.957
2021-09-01,,129.277
2021-09-02,,129.921
2021-09-03,,129.184
2021-09-06,,130.1
2021-09-07,,128.818
2021-09-08,,127.143
2021-09-09,,126.0
2021-09-10,,125.103
2021-09-13,,124.202
2021-09-14,,125.18
2021-09-15,,124.382
2021-09-16,,124.964
2021-09-17,,124.317
2021-09-20,,124.514
2021-09-21,,126.079
2021-09-22,,125.645
2021-09-23,,126.36
2021-09-24,,125.27
2021-09-27,,123.503
2021-09-28,,120.988
2021-09-29,,122.774
2021-09-30,,123.256
2021-10-01,,122.584
2021-10-04,,122.736
2021-10-05,,123.186
2021-10-06,,122.67
2021-10-07,,124.383
2021-10-08,,124.06
2021-10-11,,124.426
2021-10-12,,123.868
2021-10-13,,124.842
2021-10-14,,125.183
2021-10-15,,125.982
2021-10-18,,125.668
2021-10-19,,126.253
2021-10-20,,126.804
2021-10-21,,127.845
2021-10-22,,128.388
2021-10-25,,128.694
2021-10-26,,129.149
2021-10-27,,128.1
2021-10-28,,129.34
2021-10-29,,129.528
2021-11-01,,131.11
2021-11-02,,132.875
2021-11-03,,133.341
2021-11-04,,134.269
2021-11-05,,132.005
2021-11-08,,132.395
2021-11-09,,132.403
2021-11-10,,132.884
2021-11-11,,132.92
2021-11-12,,132.445
2021-11-15,,132.521
2021-11-16,,132.2
2021-11-17,,132.643
2021-11-18,,131.595
2021-11-19,,132.349
2021-11-22,,131.465
2021-11-23,,128.955
2021-11-24,,129.118
2021-11-25,,129.472
2021-11-26,,127.78
2021-11-29,,127.874
2021-11-30,,126.953
2021-12-01,,128.216
2021-12-02,,126.346
2021-12-03,,125.858
2021-12-06,,127.02
2021-12-07,,129.052
2021-12-08,,129.232
2021-12-09,,129.93
2021-12-10,,130.013
2021-12-13,,130.324
2021-12-14,,128.433
2021-12-15,,129.913
2021-12-16,,132.15
2021-12-17,,131.94
2021-12-20,,129.64
2021-12-21,,130.898
2021-12-22,,132.208
2021-12-23,,132.738
2021-12-24,,132.82
2021-12-27,,133.875
2021-12-28,,134.902
2021-12-29,,134.304
2021-12-30,,134.979
2021-12-31,,134.621
2022-01-03,,133.914
2022-01-04,,132.012
2022-01-05,,131.651
2022-01-06,,129.974
2022-01-07,,129.704
2022-01-10,,127.676
2022-01-11,,128.994
2022-01-12,,128.245
2022-01-13,,127.135
2022-01-14,,126.609
2022-01-17,,128.319
2022-01-18,,127.051
2022-01-19,,127.441
2022-01-20,,128.129
2022-01-21,,126.089
2022-01-24,,120.957
2022-01-25,,122.051
2022-01-26,,123.081
2022-01-27,,125.407
2022-01-28,,125.319
2022-01-31,,125.838
2022-02-01,,126.958
2022-02-02,,127.237
2022-02-03,,124.104
2022-02-04,,122.549
2022-02-07,,123.341
2022-02-08,,122.818
2022-02-09,,124.852
2022-02-10,,124.629
2022-02-11,,123.066
2022-02-14,,121.317
2022-02-15,,124.049
2022-02-16,,124.45
2022-02-17,,123.929
2022-02-18,,122.722
2022-02-21,,121.989
2022-02-22,,122.571
2022-02-23,,123.068
2022-02-24,,120.981
2022-02-25,,124.834
2022-02-28,,125.57
2022-03-01,,126.339
2022-03-02,,126.416
2022-03-03,,124.719
2022-03-04,,122.426
2022-03-07,,121.909
2022-03-08,,121.1
2022-03-09,,124.893
2022-03-10,,123.839
2022-03-11,,125.035
2022-03-14,,126.41
2022-03-15,,126.333
2022-03-16,,128.276
2022-03-17,,129.799
2022-03-18,,131.356
2022-03-21,,131.52
2022-03-22,,131.742
2022-03-23,,131.388
2022-03-24,,131.575
2022-03-25,,131.739
2022-03-28,,132.324
2022-03-29,,133.47
2022-03-30,,134.029
2022-03-31,,133.636
2022-04-01,,134.315
2022-04-04,,136.666
2022-04-05,,138.657
2022-04-06,,139.0
2022-04-07,,140.764
2022-04-08,,142.802
2022-04-11,,142.892
2022-04-12,,140.377
2022-04-13,,140.425
2022-04-14,,140.853
2022-04-19,,138.499
2022-04-20,,138.13
2022-04-21,,137.244
2022-04-22,,135.218
2022-04-25,,134.176
2022-04-26,,133.345
2022-04-27,,134.791
2022-04-28,,134.602
2022-04-29,,135.548
2022-05-02,,133.678
2022-05-03,,134.142
2022-05-04,,131.637
2022-05-05,,131.883
2022-05-06,,129.493
2022-05-09,,126.392
2022-05-10,,127.612
2022-05-11,,126.501
2022-05-12,,125.638
2022-05-13,,128.355
2022-05-16,,129.056
2022-05-17,,129.878
2022-05-18,,128.388
2022-05-19,,127.84
2022-05-20,,130.014
2022-05-23,,130.886
2022-05-24,,130.441
2022-05-25,,130.459
2022-05-26,,130.698
2022-05-27,,131.75
2022-05-30,,132.073
2022-05-31,,131.028
2022-06-01,,129.762
2022-06-02,,129.939
2022-06-03,,129.696
2022-06-06,,129.553
2022-06-07,,129.787
2022-06-08,,129.919
2022-06-09,,128.255
2022-06-10,,125.853
2022-06-13,,123.85
2022-06-14,,121.602
2022-06-15,,122.548
2022-06-16,,120.827
2022-06-17,,121.715
2022-06-20,,122.737
2022-06-21,,122.181
2022-06-22,,122.774
2022-06-23,,123.57
2022-06-24,,127.864
2022-06-27,,128.553
2022-06-28,,127.683
2022-06-29,,128.733
2022-06-30,,127.635
2022-07-01,,128.196
2022-07-04,,128.996
2022-07-05,,128.878
2022-07-06,,131.257
2022-07-07,,131.903
2022-07-08,,131.824
2022-07-11,,132.767
2022-07-12,,132.216
2022-07-13,,131.299
2022-07-14,,129.994
2022-07-15,,133.153
2022-07-18,,132.291
2022-07-19,,133.67
2022-07-20,,132.542
2022-07-21,,133.146
2022-07-22,,133.072
2022-07-25,,132.743
2022-07-26,,134.804
2022-07-27,,133.766
2022-07-28,,134.155
2022-07-29,,133.312
2022-08-01,,132.384
2022-08-02,,133.004
2022-08-03,,131.643
2022-08-04,,131.154
2022-08-05,,130.352
2022-08-08,,130.339
2022-08-09,,130.303
2022-08-10,,129.164
2022-08-11,,128.08
2022-08-12,,128.542
2022-08-15,,129.39
2022-08-16,,128.71
2022-08-17,,127.901
2022-08-18,,128.269
2022-08-19,,129.087
2022-08-22,,129.841
2022-08-23,,127.656
2022-08-24,,128.702
2022-08-25,,129.264
2022-08-26,,127.903
2022-08-29,,125.51
2022-08-30,,125.081
2022-08-31,,123.405
2022-09-01,,122.157
2022-09-02,,123.522
2022-09-05,,123.848
2022-09-06,,123.862
2022-09-07,,123.038
2022-09-08,,124.415
2022-09-09,,125.665
2022-09-12,,126.713
2022-09-13,,124.822
2022-09-14,,123.372
2022-09-15,,122.907
2022-09-16,,121.163
2022-09-19,,120.151
2022-09-20,,119.267
2022-09-21,,119.637
2022-09-22,,117.047
2022-09-23,,116.379
2022-09-26,,115.438
2022-09-27,,116.068
2022-09-28,,118.557
2022-09-29,,117.109
2022-09-30,,118.12
2022-10-03,,118.19
2022-10-04,,120.869
2022-10-05,,120.561
2022-10-06,,119.902
2022-10-07,,119.357
2022-10-10,,118.486
2022-10-11,,119.237
2022-10-12,,119.05
2022-10-13,,118.801
2022-10-14,,119.616
2022-10-17,,121.365
2022-10-18,,121.146
2022-10-19,,119.771
2022-10-20,,119.269
2022-10-21,,119.164
2022-10-24,,120.376
2022-10-25,,121.494
2022-10-26,,122.566
2022-10-27,,121.726
2022-10-28,,123.35
2022-10-31,,124.307
2022-11-01,,123.804
2022-11-02,,125.502
2022-11-03,,124.712
2022-11-04,,124.206
2022-11-07,,124.009
2022-11-08,,124.363
2022-11-09,,125.368
2022-11-10,,127.931
2022-11-11,,124.682
2022-11-14,,125.05
2022-11-15,,125.283
2022-11-16,,124.438
2022-11-17,,123.339
2022-11-18,,125.122
2022-11-21,,126.453
2022-11-22,,126.609
2022-11-23,,126.891
2022-11-24,,127.291
2022-11-25,,127.632
2022-11-28,,128.242
2022-11-29,,127.749
2022-11-30,,128.244
2022-12-01,,129.482
2022-12-02,,129.592
2022-12-05,,129.169
2022-12-06,,127.715
2022-12-07,,128.648
2022-12-08,,128.674
2022-12-09,,129.742
2022-12-12,,129.332
2022-12-13,,130.447
2022-12-14,,131.232
2022-12-15,,128.033
2022-12-16,,126.48
2022-12-19,,125.977
2022-12-20,,125.521
2022-12-21,,127.15
2022-12-22,,126.842
2022-12-23,,126.54
2022-12-27,,126.346
2022-12-28,,126.363
2022-12-29,,127.57
2022-12-30,,125.634
2023-01-02,,127.712
2023-01-03,,128.617
2023-01-04,,129.677
2023-01-05,,128.63
2023-01-06,,129.599
2023-01-09,,129.191
2023-01-10,,128.589
2023-01-11,,127.705
2023-01-12,,127.224
2023-01-13,,129.059
2023-01-16,,130.356
2023-01-17,,130.5
2023-01-18,,130.414
2023-01-19,,129.383
2023-01-20,,128.635
2023-01-23,,128.886
2023-01-24,,127.227
2023-01-25,,127.18
2023-01-26,,126.575
2023-01-27,,126.755
2023-01-30,,127.197
2023-01-31,,126.178
2023-02-01,,124.402
2023-02-02,,124.019
2023-02-03,,125.997
2023-02-06,,126.637
2023-02-07,,127.655
2023-02-08,,129.216
2023-02-09,,129.024
2023-02-10,,128.297
2023-02-13,,129.191
2023-02-14,,129.243
2023-02-15,,129.573
2023-02-16,,128.269
2023-02-17,,129.041
2023-02-20,,129.431
2023-02-21,,130.173
2023-02-22,,129.848
2023-02-23,,129.17
2023-02-24,,127.962
2023-02-27,,128.396
2023-02-28,,126.315
2023-03-01,,125.022
2023-03-02,,126.231
2023-03-03,,126.752
2023-03-06,,126.244
2023-03-07,,126.02
2023-03-08,,125.295
2023-03-09,,125.613
2023-03-10,,124.446
2023-03-13,,123.544
2023-03-14,,124.569
2023-03-15,,124.608
2023-03-16,,125.135
2023-03-17,,124.8
2023-03-20,,125.216
2023-03-21,,125.92
2023-03-22,,125.98
2023-03-23,,126.604
2023-03-24,,127.245
2023-03-27,,129.664
2023-03-28,,129.154
2023-03-29,,130.098
2023-03-30,,130.611
2023-03-31,,131.565
2023-04-03,,131.3
2023-04-04,,131.456
2023-04-05,,133.84
2023-04-06,,135.614
2023-04-11,,135.048
2023-04-12,,136.03
2023-04-13,,137.193
2023-04-14,,137.86
2023-04-17,,138.416
2023-04-18,,138.114
2023-04-19,,137.344
2023-04-20,,137.254
2023-04-21,,139.749
2023-04-24,,139.835
2023-04-25,,140.425
2023-04-26,,137.198
2023-04-27,,136.911
2023-04-28,,137.783
2023-05-02,,137.447
2023-05-03,,138.464
2023-05-04,,138.5
2023-05-05,,139.487
2023-05-08,,140.49
2023-05-09,,139.971
2023-05-10,,139.23
2023-05-11,,140.135
2023-05-12,,140.991
2023-05-15,,141.057
2023-05-16,,140.421
2023-05-17,,139.378
2023-05-18,,140.115
2023-05-19,,141.337
2023-05-22,,141.036
2023-05-23,,140.029
2023-05-24,,138.133
2023-05-25,,137.232
2023-05-26,,138.57
2023-05-29,,138.867
2023-05-30,,136.472
2023-05-31,,136.064
2023-06-01,,136.301
2023-06-02,,137.563
2023-06-05,,137.568
2023-06-06,,139.05
2023-06-07,,137.256
2023-06-08,,137.344
2023-06-09,,136.761
2023-06-12,,136.659
2023-06-13,,136.217
2023-06-14,,135.816
2023-06-15,,136.283
2023-06-16,,137.607
2023-06-19,,135.443
2023-06-20,,135.282
2023-06-21,,134.675
2023-06-22,,134.357
2023-06-23,,135.26
2023-06-26,,133.625
2023-06-27,,132.181
2023-06-28,,133.397
2023-06-29,,133.376
2023-06-30,,135.147
2023-07-03,,132.412
2023-07-04,,133.185
2023-07-05,,133.59
2023-07-06,,130.87
2023-07-07,,129.53
2023-07-10,,129.442
2023-07-11,,129.376
2023-07-12,,130.162
2023-07-13,,130.655
2023-07-14,,131.186
2023-07-17,,131.466
2023-07-18,,133.029
2023-07-19,,133.764
2023-07-20,,136.239
2023-07-21,,136.636
2023-07-24,,136.049
2023-07-25,,136.386
2023-07-26,,134.753
2023-07-27,,136.357
2023-07-28,,135.887
2023-07-31,,137.272
2023-08-01,,136.014
2023-08-02,,135.337
2023-08-03,,133.714
2023-08-04,,133.197
2023-08-07,,133.916
2023-08-08,,138.433
2023-08-09,,138.765
2023-08-10,,139.147
2023-08-11,,137.863
2023-08-14,,138.228
2023-08-15,,137.502
2023-08-16,,137.603
2023-08-17,,137.455
2023-08-18,,135.955
2023-08-21,,136.647
2023-08-22,,137.528
2023-08-23,,138.992
2023-08-24,,138.047
2023-08-25,,137.728
2023-08-28,,138.794
2023-08-29,,139.331
2023-08-30,,138.749
2023-08-31,,137.822
2023-09-01,,138.633
2023-09-04,,138.538
2023-09-05,,138.374
2023-09-06,,137.366
2023-09-07,,139.281
2023-09-08,,138.946
2023-09-11,,139.109
2023-09-12,,139.148
2023-09-13,,138.334
2023-09-14,,140.345
2023-09-15,,140.854
2023-09-18,,138.304
2023-09-19,,137.506
2023-09-20,,139.7
2023-09-21,,136.663
2023-09-22,,136.581
2023-09-25,,136.766
2023-09-26,,136.466
2023-09-27,,136.069
2023-09-28,,135.812
2023-09-29,,136.348
2023-10-02,,135.105
2023-10-03,,133.525
2023-10-04,,134.301
2023-10-05,,134.677
2023-10-06,,135.939
2023-10-09,,135.72
2023-10-10,,137.265
2023-10-11,,138.245
2023-10-12,,139.601
2023-10-13,,138.72
2023-10-16,,138.339
2023-10-17,,138.152
2023-10-18,,136.156
2023-10-19,,132.733
2023-10-20,,132.292
2023-10-23,,131.413
2023-10-24,,132.688
2023-10-25,,132.915
2023-10-26,,131.194
2023-10-27,,127.631
2023-10-30,,128.887
2023-10-31,,129.066
2023-11-01,,130.472
2023-11-02,,131.663
2023-11-03,,130.507
2023-11-06,,131.248
2023-11-07,,131.244
2023-11-08,,132.118
2023-11-09,,132.081
2023-11-10,,129.989
2023-11-13,,131.218
2023-11-14,,131.314
2023-11-15,,130.491
2023-11-16,,130.507
2023-11-17,,131.962
2023-11-20,,131.422
2023-11-21,,132.103
2023-11-22,,131.985
2023-11-23,,133.112
2023-11-24,,133.446
2023-11-27,,132.412
2023-11-28,,130.588
2023-11-29,,131.151
2023-11-30,,132.18
2023-12-01,,133.472
2023-12-04,,133.936
2023-12-05,,133.59
2023-12-06,,133.129
2023-12-07,,131.99
2023-12-08,,132.705
2023-12-11,,133.158
2023-12-12,,133.115
2023-12-13,,134.144
2023-12-14,,134.14
2023-12-15,,133.312
2023-12-18,,134.102
2023-12-19,,134.455
2023-12-20,,134.853
2023-12-21,,134.831
2023-12-22,,135.245
2023-12-27,,135.416
2023-12-28,,135.877
2023-12-29,,136.063
2024-01-02,,137.255
2024-01-03,,138.188
2024-01-04,,140.382
2024-01-05,,139.865
2024-01-08,,140.513
2024-01-09,,141.357
2024-01-10,,141.776
2024-01-11,,140.453
2024-01-12,,141.389
2024-01-15,,140.576
2024-01-16,,140.4
2024-01-17,,139.438
2024-01-18,,139.187
2024-01-19,,138.883
2024-01-22,,139.469
2024-01-23,,138.228
2024-01-24,,138.878
2024-01-25,,138.29
2024-01-26,,140.348
2024-01-29,,140.753
2024-01-30,,140.754
2024-01-31,,141.537
2024-02-01,,140.585
2024-02-02,,139.702
2024-02-05,,140.945
2024-02-06,,141.659
2024-02-07,,141.938
2024-02-08,,139.251
2024-02-09,,140.381
2024-02-12,,140.023
2024-02-13,,139.652
2024-02-14,,140.912
2024-02-15,,141.143
2024-02-16,,142.402
2024-02-19,,143.676
2024-02-20,,142.655
2024-02-21,,141.697
2024-02-22,,143.631
2024-02-23,,144.375
2024-02-26,,143.761
2024-02-27,,143.713
2024-02-28,,143.061
2024-02-29,,141.988
2024-03-01,,143.874
2024-03-04,,144.528
2024-03-05,,143.792
2024-03-06,,144.003
2024-03-07,,148.224
2024-03-08,,147.239
2024-03-11,,147.456
2024-03-12,,148.478
2024-03-13,,148.003
2024-03-14,,147.958
2024-03-15,,145.923
2024-03-18,,146.078
2024-03-19,,145.625
2024-03-20,,145.33
2024-03-21,,145.895
2024-03-22,,146.152
2024-03-25,,146.099
2024-03-26,,146.037
2024-03-27,,146.62
2024-03-28,,147.83
2024-04-02,,145.021
2024-04-03,,145.29
2024-04-04,,144.889
2024-04-05,,143.601
2024-04-08,,143.885
2024-04-09,,143.449
2024-04-10,,144.18
2024-04-11,,144.656
2024-04-12,,145.171
2024-04-15,,145.597
2024-04-16,,143.773
2024-04-17,,142.893
2024-04-18,,142.377
2024-04-19,,142.842
2024-04-22,,145.088
2024-04-23,,147.077
2024-04-24,,145.738
2024-04-25,,146.19
2024-04-26,,147.706
2024-04-29,,148.14
2024-04-30,,148.384
2024-05-02,,147.279
2024-05-03,,146.607
2024-05-06,,146.65
2024-05-07,,149.025
2024-05-08,,149.492
2024-05-09,,149.543
2024-05-10,,151.347
2024-05-13,,152.195
2024-05-14,,152.161
2024-05-15,,153.322
2024-05-16,,153.026
2024-05-17,,152.439
2024-05-20,,152.978
2024-05-21,,153.563
2024-05-22,,153.513
2024-05-23,,153.958
2024-05-24,,152.574
2024-05-27,,152.62
2024-05-28,,150.975
2024-05-29,,150.237
2024-05-30,,151.058
2024-05-31,,152.502
2024-06-03,,152.607
2024-06-04,,153.337
2024-06-05,,156.064
2024-06-06,,156.832
2024-06-07,,157.488
2024-06-10,,157.427
2024-06-11,,156.531
2024-06-12,,156.78
2024-06-13,,156.8
2024-06-14,,157.168
2024-06-17,,155.502
2024-06-18,,156.164
2024-06-19,,155.927
2024-06-20,,157.213
2024-06-21,,156.851
2024-06-24,,158.157
2024-06-25,,159.447
2024-06-26,,158.128
2024-06-27,,156.98
2024-06-28,,156.686
2024-07-01,,156.821
2024-07-02,,155.366
2024-07-03,,153.608
2024-07-04,,155.185
2024-07-05,,155.3
2024-07-08,,155.835
2024-07-09,,154.7
2024-07-10,,156.185
2024-07-11,,156.704
2024-07-12,,158.218
2024-07-15,,156.684
2024-07-16,,156.45
2024-07-17,,156.102
2024-07-18,,154.001
2024-07-19,,154.512
2024-07-22,,155.718
2024-07-23,,156.189
2024-07-24,,156.11
2024-07-25,,156.742
2024-07-26,,157.913
2024-07-29,,158.739
2024-07-30,,159.0
2024-07-31,,160.513
2024-08-01,,161.105
2024-08-02,,158.183
2024-08-05,,154.554
2024-08-06,,155.429
2024-08-07,,155.355
2024-08-08,,157.131
2024-08-09,,159.998
2024-08-12,,158.741
2024-08-13,,160.63
2024-08-14,,160.729
2024-08-15,,162.695
2024-08-16,,162.648
2024-08-19,,162.958
2024-08-20,,162.559
2024-08-21,,162.33
2024-08-22,,163.806
2024-08-23,,163.773
2024-08-26,,163.814
2024-08-27,,163.86
2024-08-28,,165.083
2024-08-29,,166.491
2024-08-30,,167.088
2024-09-02,,167.087
2024-09-03,,166.192
2024-09-04,,164.527
2024-09-05,,161.897
2024-09-06,,162.265
2024-09-09,,163.259
2024-09-10,,162.277
2024-09-11,,161.891
2024-09-12,,161.48
2024-09-13,,162.231
2024-09-16,,161.894
2024-09-17,,160.774
2024-09-18,,159.751
2024-09-19,,160.791
2024-09-20,,157.671
2024-09-23,,156.882
2024-09-24,,157.46
2024-09-25,,157.952
2024-09-26,,157.623
2024-09-27,,157.693
2024-09-30,,156.482
2024-10-01,,156.984
2024-10-02,,156.434
2024-10-03,,154.924
2024-10-04,,154.222
2024-10-07,,155.355
2024-10-08,,154.79
2024-10-09,,155.461
2024-10-10,,156.04
2024-10-11,,156.897
2024-10-14,,157.959
2024-10-15,,157.382
2024-10-16,,157.532
2024-10-17,,158.79
2024-10-18,,158.251
2024-10-21,,157.822
2024-10-22,,156.912
2024-10-23,,156.885
2024-10-24,,156.245
2024-10-25,,156.204
2024-10-28,,155.867
2024-10-29,,154.175
2024-10-30,,151.96
2024-10-31,,150.131
2024-11-01,,151.945
2024-11-04,,150.885
2024-11-05,,148.0
2024-11-06,,148.114
2024-11-07,,147.402
2024-11-08,,148.353
2024-11-11,,150.327
2024-11-12,,147.584
2024-11-13,,148.082
2024-11-14,,148.086
2024-11-15,,143.973
2024-11-18,,143.309
2024-11-19,,143.75
2024-11-20,,144.099
2024-11-21,,144.25
