,MLSBT FP Equity_DX_SI_QTY,MLSBT FP Equity_DX_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLSBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLSBT FP Equity_DX_SI_MV,MLSBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SUPPLY_SI_QTY,MLSBT FP Equity_DX_BROKER_SI_QTY,MLSBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLSBT FP Equity_DX_SUPPLY_SI_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLSBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_MV,MLSBT FP Equity_DX_BROKER_SI_CON_RATIO,MLSBT FP Equity_DX_DEMAND_SUPPLY_RATIO,MLSBT FP Equity_PX_LAST
2008-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,9.9
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,
2008-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,9.9
2008-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,9.9
2008-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,9.9
2008-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11362.9,0.01,0.0,0.0,0.0,9.95
2008-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11328.64,0.01,0.0,0.0,0.0,9.92
2008-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11305.8,0.01,0.0,0.0,0.0,9.9
2008-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9707.0,0.01,0.0,0.0,0.0,8.5
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,
2008-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11294.38,0.01,0.0,0.0,0.0,9.89
2008-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11294.38,0.01,0.0,0.0,0.0,
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10335.1,0.01,0.0,0.0,0.0,9.05
2008-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10266.58,0.01,0.0,0.0,0.0,8.99
2008-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10038.18,0.01,0.0,0.0,0.0,8.79
2008-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9707.0,0.01,0.0,0.0,0.0,8.5
2008-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9581.38,0.01,0.0,0.0,0.0,8.39
2008-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9581.38,0.01,0.0,0.0,0.0,
2008-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9581.38,0.01,0.0,0.0,0.0,
2008-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9421.5,0.01,0.0,0.0,0.0,8.25
2008-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9421.5,0.01,0.0,0.0,0.0,8.25
2008-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9410.08,0.01,0.0,0.0,0.0,8.24
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9421.5,0.01,0.0,0.0,0.0,8.25
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9604.22,0.01,0.0,0.0,0.0,8.41
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10049.6,0.01,0.0,0.0,0.0,8.8
2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10335.1,0.01,0.0,0.0,0.0,9.05
2008-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10289.42,0.01,0.0,0.0,0.0,9.01
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10049.6,0.01,0.0,0.0,0.0,8.8
2008-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10392.2,0.01,0.0,0.0,0.0,9.1
2008-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10392.2,0.01,0.0,0.0,0.0,9.1
2008-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10392.2,0.01,0.0,0.0,0.0,9.1
2008-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9432.92,0.01,0.0,0.0,0.0,8.26
2008-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9444.34,0.01,0.0,0.0,0.0,8.27
2008-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9444.34,0.01,0.0,0.0,0.0,
2008-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9501.44,0.01,0.0,0.0,0.0,8.32
2008-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9923.98,0.01,0.0,0.0,0.0,8.69
2008-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9592.8,0.01,0.0,0.0,0.0,8.4
2008-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9844.04,0.01,0.0,0.0,0.0,8.62
2008-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10506.4,0.01,0.0,0.0,0.0,9.2
2008-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10278.0,0.01,0.0,0.0,0.0,9.0
2008-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10243.74,0.01,0.0,0.0,0.0,8.97
2008-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10243.74,0.01,0.0,0.0,0.0,
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10243.74,0.01,0.0,0.0,0.0,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10243.74,0.01,0.0,0.0,0.0,
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9935.4,0.01,0.0,0.0,0.0,8.7
2008-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10232.32,0.01,0.0,0.0,0.0,8.96
2008-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9261.62,0.01,0.0,0.0,0.0,8.11
2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10049.6,0.01,0.0,0.0,0.0,8.8
2008-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10049.6,0.01,0.0,0.0,0.0,8.8
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10220.9,0.01,0.0,0.0,0.0,8.95
2008-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10220.9,0.01,0.0,0.0,0.0,
2008-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10220.9,0.01,0.0,0.0,0.0,8.95
2008-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9935.4,0.01,0.0,0.0,0.0,8.7
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9147.42,0.01,0.0,0.0,0.0,8.01
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9592.8,0.01,0.0,0.0,0.0,8.4
2008-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9147.42,0.01,0.0,0.0,0.0,8.01
2008-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10049.6,0.01,0.0,0.0,0.0,8.8
2008-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10243.74,0.01,0.0,0.0,0.0,8.97
2008-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10243.74,0.01,0.0,0.0,0.0,
2008-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9227.36,0.01,0.0,0.0,0.0,8.08
2008-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8565.0,0.01,0.0,0.0,0.0,7.5
2008-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9421.5,0.01,0.0,0.0,0.0,8.25
2008-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9421.5,0.01,0.0,0.0,0.0,
2008-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9067.48,0.01,0.0,0.0,0.0,7.94
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8576.42,0.01,0.0,0.0,0.0,7.51
2008-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8576.42,0.01,0.0,0.0,0.0,
2008-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8165.3,0.01,0.0,0.0,0.0,7.15
2008-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7480.1,0.01,0.0,0.0,0.0,6.55
2008-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7480.1,0.01,0.0,0.0,0.0,
2008-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7480.1,0.01,0.0,0.0,0.0,
2008-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7480.1,0.01,0.0,0.0,0.0,
2008-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8896.18,0.01,0.0,0.0,0.0,7.79
2008-06-11,,,,,,,,,,,,,,,,,,,,8.2
2008-06-12,,,,,,,,,,,,,,,,,,,,8.2
2008-06-13,,,,,,,,,,,,,,,,,,,,8.84
2008-06-16,,,,,,,,,,,,,,,,,,,,8.81
2008-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,10061.02,0.01,0.0,0.0,0.0,
2008-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9935.4,0.01,0.0,0.0,0.0,8.7
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9935.4,0.01,0.0,0.0,0.0,
2008-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9467.18,0.01,0.0,0.0,0.0,8.29
2008-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9467.18,0.01,0.0,0.0,0.0,
2008-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9467.18,0.01,0.0,0.0,0.0,
2008-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9467.18,0.01,0.0,0.0,0.0,
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9467.18,0.01,0.0,0.0,0.0,
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9113.16,0.01,0.0,0.0,0.0,7.98
2008-07-02,,,,,,,,,,,,,,,,,,,,7.35
2008-07-04,,,,,,,,,,,,,,,,,,,,7.9
2008-07-08,,,,,,,,,,,,,,,,,,,,7.2
2008-07-09,,,,,,,,,,,,,,,,,,,,7.87
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8987.54,0.01,0.0,0.0,0.0,
2008-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8987.54,0.01,0.0,0.0,0.0,
2008-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,9010.38,0.01,0.0,0.0,0.0,7.89
2008-07-16,,,,,,,,,,,,,,,,,,,,7.89
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8222.4,0.01,0.0,0.0,0.0,7.2
2008-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8565.0,0.01,0.0,0.0,0.0,7.5
2008-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8565.0,0.01,0.0,0.0,0.0,7.5
2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8565.0,0.01,0.0,0.0,0.0,
2008-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8907.6,0.01,0.0,0.0,0.0,7.8
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8907.6,0.01,0.0,0.0,0.0,7.8
2008-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8907.6,0.01,0.0,0.0,0.0,
2008-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8907.6,0.01,0.0,0.0,0.0,
2008-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8907.6,0.01,0.0,0.0,0.0,7.8
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8907.6,0.01,0.0,0.0,0.0,
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8119.62,0.01,0.0,0.0,0.0,7.11
2008-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8119.62,0.01,0.0,0.0,0.0,
2008-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8850.5,0.01,0.0,0.0,0.0,7.75
2008-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8850.5,0.01,0.0,0.0,0.0,
2008-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8108.2,0.01,0.0,0.0,0.0,7.1
2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8108.2,0.01,0.0,0.0,0.0,
2008-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,7.7
2008-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,7.7
2008-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8793.4,0.01,0.0,0.0,0.0,
2008-09-02,,,,,,,,,,,,,,,,,,,,7.45
2008-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8016.84,0.01,0.0,0.0,0.0,7.02
2008-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8016.84,0.01,0.0,0.0,0.0,
2008-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8016.84,0.01,0.0,0.0,0.0,
2008-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,8028.26,0.01,0.0,0.0,0.0,7.03
2008-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7879.8,0.01,0.0,0.0,0.0,6.9
2008-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7411.58,0.01,0.0,0.0,0.0,6.49
2008-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7080.4,0.01,0.0,0.0,0.0,6.2
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7651.4,0.01,0.0,0.0,0.0,6.7
2008-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7994.0,0.01,0.0,0.0,0.0,7.0
2008-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7765.6,0.01,0.0,0.0,0.0,6.8
2008-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7423.0,0.01,0.0,0.0,0.0,6.5
2008-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7423.0,0.01,0.0,0.0,0.0,6.5
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7423.0,0.01,0.0,0.0,0.0,
2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7423.0,0.01,0.0,0.0,0.0,
2008-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7423.0,0.01,0.0,0.0,0.0,
2008-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7423.0,0.01,0.0,0.0,0.0,
2008-09-26,,,,,,,,,,,,,,,,,,,,6.4
2008-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7308.8,0.01,0.0,0.0,0.0,
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7308.8,0.01,0.0,0.0,0.0,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,7308.8,0.01,0.0,0.0,0.0,
2008-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,4819.24,0.01,0.0,0.0,0.0,4.22
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,5287.46,0.0,0.0,0.0,0.0,4.63
2008-10-06,,,,,,,,,,,,,,,,,,,,5.08
2008-10-07,,,,,,,,,,,,,,,,,,,,5.57
2008-10-14,,,,,,,,,,,,,,,,,,,,5.9
2008-10-17,,,,,,,,,,,,,,,,,,,,5.25
2008-10-20,,,,,,,,,,,,,,,,,,,,5.15
2008-10-21,,,,,,,,,,,,,,,,,,,,5.6
2008-10-27,,,,,,,,,,,,,,,,,,,,5.4
2008-10-31,,,,,,,,,,,,,,,,,,,,5.4
2008-11-06,,,,,,,,,,,,,,,,,,,,5.3
2008-11-12,,,,,,,,,,,,,,,,,,,,5.3
2008-11-24,,,,,,,,,,,,,,,,,,,,4.5
2008-12-01,,,,,,,,,,,,,,,,,,,,3.62
2008-12-02,,,,,,,,,,,,,,,,,,,,3.6
2008-12-03,,,,,,,,,,,,,,,,,,,,3.9
2008-12-04,,,,,,,,,,,,,,,,,,,,3.85
2008-12-05,,,,,,,,,,,,,,,,,,,,3.6
2008-12-08,,,,,,,,,,,,,,,,,,,,3.4
2008-12-09,,,,,,,,,,,,,,,,,,,,3.74
2008-12-10,,,,,,,,,,,,,,,,,,,,3.84
2008-12-12,,,,,,,,,,,,,,,,,,,,3.66
2008-12-15,,,,,,,,,,,,,,,,,,,,3.7
2008-12-16,,,,,,,,,,,,,,,,,,,,3.33
2008-12-17,,,,,,,,,,,,,,,,,,,,3.58
2008-12-19,,,,,,,,,,,,,,,,,,,,3.6
2008-12-23,,,,,,,,,,,,,,,,,,,,3.5
2009-01-06,,,,,,,,,,,,,,,,,,,,3.3
2009-01-07,,,,,,,,,,,,,,,,,,,,3.55
2009-01-09,,,,,,,,,,,,,,,,,,,,3.6
2009-01-23,,,,,,,,,,,,,,,,,,,,3.0
2009-01-26,,,,,,,,,,,,,,,,,,,,2.93
2009-01-27,,,,,,,,,,,,,,,,,,,,3.19
2009-01-28,,,,,,,,,,,,,,,,,,,,3.38
2009-01-29,,,,,,,,,,,,,,,,,,,,3.25
