,ALLUX FP Equity_DX_SI_QTY,ALLUX FP Equity_DX_SHORT_INTEREST_VALUE,ALLUX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLUX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLUX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLUX FP Equity_DX_SI_MV,ALLUX FP Equity_DX_DSS,ALLUX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLUX FP Equity_DX_SUPPLY_SI_QTY,ALLUX FP Equity_DX_BROKER_SI_QTY,ALLUX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLUX FP Equity_DX_BROKER_SI_QTY_ADD,ALLUX FP Equity_DX_SUPPLY_SI_MV_DEC,ALLUX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLUX FP Equity_DX_BROKER_SI_MV_ADD,ALLUX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLUX FP Equity_DX_BROKER_SI_QTY_DEC,ALLUX FP Equity_DX_SUPPLY_SI_MV,ALLUX FP Equity_DX_BROKER_SI_MV_DEC,ALLUX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLUX FP Equity_DX_UTILIZATION_QUANTITY,ALLUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLUX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLUX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLUX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLUX FP Equity_DX_BROKER_SI_CON_RATIO,ALLUX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLUX FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLUX FP Equity_PX_LAST
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0
2010-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.41
2010-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0
2010-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.89
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.59
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.02
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0
2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2010-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2010-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2010-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2010-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.01
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2010-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0
2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2010-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.59
2010-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.05
2010-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.64
2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2010-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.95
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.95
2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0
2010-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2010-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.7
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.9
2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.9
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.7
2010-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.94
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.13
2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9
2010-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.22
2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0
2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8
2010-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9
2010-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9
2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
2010-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.99
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.99
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.02
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.21
2010-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.21
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.99
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.31
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.99
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.6
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.1
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.88
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.1
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.1
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.51
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.9
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.84
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.78
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.13
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0
2011-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
2011-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.99
2011-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.99
2011-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0
2011-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
2011-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.01
2011-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.01
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.01
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.01
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.51
2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.61
2011-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.25
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.35
2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0
2011-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2
2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.01
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.01
2011-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.55
2011-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1
2011-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
2011-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.6
2011-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
2011-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0
2011-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
2011-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.16
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2011-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
2011-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
2011-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.78
2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2011-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2011-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
2011-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0
2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
2011-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
2011-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
2011-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0
2011-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.99
2011-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.9
2011-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
2011-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
2011-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
2011-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0
2011-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.01
2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5
2011-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5
2011-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0
2011-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.5
2011-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0
2011-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9
2011-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0
2011-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.1
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.98
2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0
2011-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.3
2011-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0
2011-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
2011-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5
2011-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5
2011-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.2
2011-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.79
2011-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.89
2011-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0
2011-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.31
2011-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0
2011-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.51
2011-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.53
2011-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0
2011-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8
2011-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0
2011-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.21
2011-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
2011-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7
2011-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.8
2011-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.89
2011-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
2011-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
2011-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0
2011-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
2011-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.99
2011-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0
2011-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
2011-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
2011-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
2011-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
2011-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
2011-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
2011-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5
2011-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
2011-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.2
2011-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
2011-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.2
2011-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.02
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2011-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
2011-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0
2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.35
2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.31
2011-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.02
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.88
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.03
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.03
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1
2011-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2011-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.56
2011-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0
2011-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.99
2011-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.1
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.39
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2011-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
2011-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0
2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0
2011-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.9
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.88
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.99
2011-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.31
2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0
2012-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5
2012-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5
2012-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
2012-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2012-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.97
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.07
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.32
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.45
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.45
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0
2012-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.02
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.85
2012-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.79
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.85
2012-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.21
2012-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0
2012-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.02
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.2
2012-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2012-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.9
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0
2012-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.9
2012-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.98
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2012-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
