,PARRO FP Equity_DX_SI_QTY,PARRO FP Equity_DX_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PARRO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PARRO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PARRO FP Equity_DX_SI_MV,PARRO FP Equity_DX_DSS,PARRO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY,PARRO FP Equity_DX_BROKER_SI_QTY,PARRO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PARRO FP Equity_DX_BROKER_SI_MV_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_x,PARRO FP Equity_DX_BROKER_SI_MV_INC_x,PARRO FP Equity_DX_SUPPLY_SI_MV_NEW,PARRO FP Equity_DX_BROKER_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_NEW,PARRO FP Equity_DX_SUPPLY_SI_MV_DEC,PARRO FP Equity_DX_BROKER_SI_QTY_INC,PARRO FP Equity_DX_SUPPLY_SI_QTY_DEC,PARRO FP Equity_DX_BROKER_SI_MV_NEW_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PARRO FP Equity_DX_BROKER_SI_MV_INC_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_y,PARRO FP Equity_DX_BROKER_SI_MV_ADD,PARRO FP Equity_DX_SUPPLY_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV,PARRO FP Equity_DX_BROKER_SI_MV_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV_RMV,PARRO FP Equity_DX_BROKER_SI_MV_RMV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PARRO FP Equity_DX_UTILIZATION_QUANTITY,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PARRO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_MV,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PARRO FP Equity_DX_BROKER_SI_CON_RATIO,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PARRO FP Equity_DX_DEMAND_SUPPLY_RATIO,PARRO FP Equity_PX_LAST
2023-07-07,41082.0,156111.6,0.43,5.12,0.13,0.16,0.0,85211.2,21978.0,22424.0,83516.4,,,,,,,,,,,,,,,,,,0.08,,,,100.0,76.71,0.0,0.0,,0.0,100.0,8.05,0.8048,89.31,1.4338,3.8
2023-07-10,43882.0,171139.8,0.46,5.62,0.14,0.17,0.0,98373.6,24778.0,25224.0,96634.2,,,2800.0,0.01,,,,,2800.0,,,,0.01,2800.0,,,,0.09,,,,100.0,78.78,0.0,0.0,,0.0,100.0,8.75,0.7157,83.81,1.3952,3.9
2023-07-11,45603.0,184236.12,0.48,5.69,0.15,0.18,0.0,97545.8,23699.0,24145.0,95743.96,,,,,,,,0.0,,1079.0,,,,,,,1079.0,0.09,0.0,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.1,0.672,80.77,1.452,4.04
2023-07-12,45603.0,186060.24,0.48,5.58,0.15,0.18,0.0,98511.6,23699.0,24145.0,96691.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.23,0.6694,80.58,1.452,4.08
2023-07-13,45603.0,181499.94,0.48,5.46,0.15,0.18,0.0,96097.1,23699.0,24145.0,94322.02,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.41,0.6652,80.28,1.452,3.98
2023-07-14,45603.0,191076.57,0.48,5.41,0.15,0.19,0.0,101167.55,23699.0,24145.0,99298.81,,,,,,,,,,,,,,,,,,0.09,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.01,0.6739,80.9,1.452,4.19
2023-07-17,45603.0,189708.48,0.48,5.25,0.15,0.19,0.0,100443.2,23699.0,24145.0,98587.84,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.32,0.6669,80.4,1.452,4.16
2023-07-18,45603.0,198373.05,0.48,5.3,0.15,0.19,0.0,105030.75,23699.0,24145.0,103090.65,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.05,0.673,80.84,1.452,4.35
2023-07-19,45603.0,200197.17,0.48,5.43,0.15,0.2,0.0,105996.55,23699.0,24145.0,104038.61,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.23,0.6687,80.53,1.452,4.39
2023-07-20,45603.0,200653.2,0.48,5.39,0.15,0.2,0.0,106238.0,23699.0,24145.0,104275.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.46,0.0,0.0,,0.0,100.0,12.27,0.6679,80.47,1.452,4.4
2023-07-21,45603.0,198373.05,0.48,5.65,0.15,0.2,0.0,105030.75,23699.0,24145.0,103090.65,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.34,0.6664,80.36,1.4514,4.35
2023-07-24,45603.0,196092.9,0.48,5.93,0.15,0.2,0.0,103823.5,23699.0,24145.0,101905.7,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.34,0.6663,80.36,1.4514,4.3
2023-07-25,45603.0,191532.6,0.48,6.55,0.15,0.19,0.0,101409.0,23699.0,24145.0,99535.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.4,0.665,80.26,1.4514,4.2
2023-07-26,45603.0,198373.05,0.48,6.63,0.15,0.19,0.0,105030.75,23699.0,24145.0,103090.65,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.1,0.672,80.77,1.4514,4.35
2023-07-27,45603.0,200653.2,0.48,6.64,0.15,0.2,0.0,106238.0,23699.0,24145.0,104275.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.22,0.6689,80.54,1.4514,4.4
2023-07-28,45603.0,182412.0,0.48,6.39,0.15,0.19,0.0,96580.0,23699.0,24145.0,94796.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.77,0.657,79.69,1.4514,4.0
2023-07-31,45603.0,165538.89,0.48,6.06,0.15,0.18,0.0,87646.35,23699.0,24145.0,86027.37,,,,,,,,,,,,,,,,,,0.09,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.78,0.6566,79.66,1.4514,3.63
2023-08-01,45603.0,169643.16,0.48,5.97,0.15,0.17,0.0,89819.4,23699.0,24145.0,88160.28,,,,,,,,,,,,,,,,,,0.09,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.15,0.6705,80.66,1.4514,3.72
2023-08-02,45603.0,166450.95,0.48,5.91,0.15,0.17,0.0,88129.25,23699.0,24145.0,86501.35,,,,,,,,,,,,,,,,,,0.09,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.38,0.6655,80.3,1.4514,3.65
2023-08-03,45603.0,169643.16,0.48,5.94,0.15,0.17,0.0,89819.4,23699.0,24145.0,88160.28,,,,,,,,,,,,,,,,,,0.09,,,,100.0,75.42,0.0,0.0,,0.0,100.0,12.18,0.6701,80.63,1.4514,3.72
2023-08-04,40003.0,148811.16,0.42,4.96,0.13,0.15,0.0,79403.4,20899.0,21345.0,77744.28,,,,,,,,0.01,,2800.0,,,,,,,2800.0,0.08,0.01,,,100.0,66.51,0.0,0.0,,0.0,100.0,8.25,0.8486,91.75,1.2731,3.72
2023-08-07,40114.0,146416.1,0.42,4.98,0.13,0.15,0.0,78314.4,21010.0,21456.0,76686.5,,,111.0,,,111.0,,,,,,,,111.0,0.0,,,0.08,,,,100.0,73.41,0.0,0.0,,0.0,100.0,8.24,0.8434,91.47,1.4016,3.65
2023-08-08,40114.0,145613.82,0.42,5.04,0.13,0.15,0.0,77885.28,21010.0,21456.0,76266.3,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.41,0.0,0.0,,0.0,100.0,8.28,0.843,91.44,1.4016,3.63
2023-08-09,40114.0,148020.66,0.42,5.05,0.13,0.15,0.0,79172.64,21010.0,21456.0,77526.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.41,0.0,0.0,,0.0,100.0,8.18,0.8448,91.55,1.4016,3.69
2023-08-10,40003.0,144810.86,0.42,5.77,0.13,0.15,0.0,77268.9,20899.0,21345.0,75654.38,,,,,,,,0.0,,111.0,,,,,,,111.0,0.08,0.0,,,100.0,73.02,0.0,0.0,,0.0,100.0,8.35,0.847,91.65,1.3977,3.62
2023-08-11,40003.0,144810.86,0.42,6.01,0.13,0.15,0.0,77268.9,20899.0,21345.0,75654.38,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.02,0.0,0.0,,0.0,100.0,8.27,0.8483,91.73,1.3977,3.62
2023-08-14,40003.0,148811.16,0.42,6.51,0.13,0.15,0.0,79403.4,20899.0,21345.0,77744.28,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.02,0.0,0.0,,0.0,100.0,8.18,0.8498,91.82,1.3977,3.72
2023-08-15,40003.0,146010.95,0.42,6.99,0.13,0.15,0.0,77909.25,20899.0,21345.0,76281.35,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.02,0.0,0.0,,0.0,100.0,8.35,0.847,91.65,1.3977,3.65
2023-08-16,40003.0,144410.83,0.42,7.13,0.13,0.15,0.0,77055.45,20899.0,21345.0,75445.39,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.02,0.0,0.0,,0.0,100.0,8.33,0.8472,91.67,1.3977,3.61
2023-08-17,40185.0,144666.0,0.42,7.21,0.13,0.14,0.0,77497.2,21081.0,21527.0,75891.6,,,182.0,,,182.0,,,,,,,,182.0,0.0,,,0.08,,,,100.0,73.66,0.0,0.0,,0.0,100.0,8.25,0.8399,91.27,1.404,3.6
2023-08-18,40185.0,146273.4,0.42,7.41,0.13,0.15,0.0,78358.28,21081.0,21527.0,76734.84,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.66,0.0,0.0,,0.0,100.0,8.19,0.8413,91.35,1.404,3.64
2023-08-21,40185.0,140647.5,0.42,6.38,0.13,0.14,0.0,75344.5,21081.0,21527.0,73783.5,,,,,,,,,,,,,,,,,,0.08,,,,100.0,73.66,0.0,0.0,,0.0,100.0,8.38,0.8379,91.15,1.404,3.5
2023-08-22,40185.0,143862.3,0.42,6.54,0.13,0.14,0.0,77066.66,21081.0,21527.0,75469.98,,,,,,,,,,,,,,,,,,0.07,,,,100.0,73.66,0.0,0.0,,0.0,100.0,8.16,0.842,91.39,1.404,3.58
2023-08-23,40003.0,148811.16,0.42,6.47,0.13,0.15,0.0,79403.4,20899.0,21345.0,77744.28,,,,,,,,0.0,,182.0,,,,,,,182.0,0.07,0.0,,,100.0,73.02,0.0,0.0,,0.0,100.0,8.11,0.8509,91.89,1.3977,3.72
2023-08-24,40212.0,149588.64,0.42,6.5,0.13,0.15,0.0,80180.88,21108.0,21554.0,78521.76,,,209.0,,,209.0,,,,,,,,209.0,0.0,,,0.08,,,,100.0,73.75,0.0,0.0,,0.0,100.0,8.24,0.8388,91.21,1.405,3.72
2023-08-25,43250.0,157862.5,0.45,7.06,0.14,0.16,0.0,86110.8,23146.0,23592.0,84482.9,,,2038.0,0.0,,1000.0,,,1038.0,,,,0.0,2038.0,0.0,,,0.09,,,,100.0,78.14,0.0,0.0,,0.0,100.0,7.71,0.7244,84.58,1.4601,3.65
2023-08-28,41904.0,149178.24,0.44,7.07,0.14,0.15,0.0,83987.52,23146.0,23592.0,82399.76,,,,,,,,,,,,,,,,,,0.08,,,,100.0,78.14,0.0,0.0,,0.0,100.0,4.83,0.7694,87.4,1.4147,3.56
2023-08-29,41904.0,149597.28,0.44,6.98,0.14,0.15,0.0,84223.44,23146.0,23592.0,82631.22,,,,,,,,,,,,,,,,,,0.08,,,,100.0,78.14,0.0,0.0,,0.0,100.0,4.77,0.7723,87.58,1.4147,3.57
2023-08-30,41904.0,152530.56,0.44,6.87,0.14,0.15,0.0,85874.88,23146.0,23592.0,84251.44,,,,,,,,,,,,,,,,,,0.08,,,,100.0,78.14,0.0,0.0,,0.0,100.0,4.73,0.7739,87.67,1.4147,3.64
2023-08-31,41904.0,152530.56,0.44,6.94,0.14,0.15,0.0,85874.88,23146.0,23592.0,84251.44,,,,,,,,,,,,,,,,,,0.08,,,,100.0,78.14,0.0,0.0,,0.0,100.0,4.77,0.772,87.56,1.4147,3.64
2023-09-01,41904.0,152949.6,0.44,6.98,0.14,0.15,0.0,86110.8,23146.0,23592.0,84482.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,78.14,0.0,0.0,,0.0,100.0,4.76,0.7724,87.58,1.4147,3.65
2023-09-04,41904.0,153787.68,0.44,6.96,0.14,0.15,0.0,86582.64,23146.0,23592.0,84945.82,,,,,,,,,,,,,,,,,,0.08,,,,100.0,78.14,0.0,0.0,,0.0,100.0,4.76,0.7724,87.58,1.4147,3.67
2023-09-05,40404.0,143434.2,0.42,6.8,0.13,0.15,0.0,81089.1,22396.0,22842.0,79505.8,,,,,,,,0.0,,750.0,,,,,,,750.0,0.08,0.0,,,100.0,75.61,0.0,0.0,,0.0,100.0,4.94,0.8256,90.66,1.364,3.55
2023-09-06,40404.0,143434.2,0.42,6.85,0.13,0.14,0.0,81089.1,22396.0,22842.0,79505.8,,,,,,,,,,,,,,,,,,0.08,,,,100.0,75.61,0.0,0.0,,0.0,100.0,4.86,0.8281,90.81,1.364,3.55
2023-09-07,40404.0,147474.6,0.42,7.1,0.13,0.15,0.0,83373.3,22396.0,22842.0,81745.4,,,,,,,,,,,,,,,,,,0.08,,,,100.0,77.57,0.0,0.0,,0.0,100.0,4.79,0.8302,90.93,1.3995,3.65
2023-09-08,40404.0,143838.24,0.42,7.56,0.13,0.15,0.0,81317.52,22396.0,22842.0,79729.76,,,,,,,,,,,,,,,,,,0.08,,,,100.0,77.57,0.0,0.0,,0.0,100.0,4.92,0.8262,90.7,1.3995,3.56
2023-09-11,36200.0,131406.0,0.38,7.6,0.12,0.13,0.0,67655.94,22396.0,18638.0,81297.48,,,,,,,,,,,,,,,,,4204.0,0.08,0.01,,,100.0,77.57,0.0,0.0,,0.0,100.0,5.38,0.8111,89.83,1.2539,3.63
2023-09-12,32834.0,115247.34,0.34,7.88,0.11,0.12,0.0,63983.79,17783.0,18229.0,62418.33,,,,,,,,0.02,,4613.0,,,,,,,409.0,0.06,0.0,,,100.0,68.62,0.0,0.0,,0.0,100.0,6.07,0.8,89.17,1.267,3.51
2023-09-13,32834.0,119187.42,0.34,8.76,0.11,0.12,0.0,66171.27,17783.0,18229.0,64552.29,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.89,0.8056,89.49,1.2676,3.63
2023-09-14,32834.0,114919.0,0.34,9.14,0.11,0.12,0.0,63801.5,17783.0,18229.0,62240.5,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.08,0.7998,89.15,1.2676,3.5
2023-09-15,32834.0,118202.4,0.34,10.33,0.11,0.12,0.0,65624.4,17783.0,18229.0,64018.8,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.9,0.8051,89.47,1.2676,3.6
2023-09-18,32834.0,115575.68,0.34,10.64,0.11,0.12,0.0,64166.08,17783.0,18229.0,62596.16,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.04,0.8009,89.22,1.2676,3.52
2023-09-19,32834.0,115575.68,0.34,9.55,0.11,0.12,0.0,64166.08,17783.0,18229.0,62596.16,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.98,0.8028,89.33,1.2676,3.52
2023-09-20,32985.0,119075.85,0.34,9.34,0.11,0.12,0.0,66351.8,17783.0,18380.0,64196.63,,,,0.0,,,,,151.0,,,,0.0,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.88,0.7976,89.03,1.2735,3.61
2023-09-21,33101.0,116184.51,0.35,8.73,0.11,0.12,0.0,64920.96,17783.0,18496.0,62418.33,,,,0.0,,,,,116.0,,,,0.0,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.0,0.7877,88.45,1.2779,3.51
2023-09-22,33101.0,119163.6,0.35,8.65,0.11,0.12,0.0,66585.6,17783.0,18496.0,64018.8,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.86,0.7926,88.74,1.2779,3.6
2023-09-25,33101.0,120156.63,0.35,8.54,0.11,0.12,0.0,67140.48,18050.0,18496.0,65521.5,,,267.0,,,,,,,,,,,267.0,,,,0.07,,,,100.0,69.69,0.0,0.0,,0.0,100.0,5.91,0.7911,88.65,1.2779,3.63
2023-09-26,33101.0,119163.6,0.35,8.57,0.11,0.12,0.0,66585.6,18050.0,18496.0,64980.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,69.69,0.0,0.0,,0.0,100.0,5.95,0.7897,88.56,1.2779,3.6
2023-09-27,32834.0,117874.06,0.34,8.02,0.11,0.12,0.0,65442.11,17783.0,18229.0,63840.97,,,,,,,,0.0,,267.0,,,,,,,267.0,0.06,0.0,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.99,0.8026,89.32,1.2676,3.59
2023-09-28,32834.0,108352.2,0.34,8.01,0.11,0.11,0.0,60155.7,17783.0,18229.0,58683.9,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.21,0.7959,88.92,1.2676,3.3
2023-09-29,32834.0,111307.26,0.34,7.63,0.11,0.11,0.0,61796.31,17783.0,18229.0,60284.37,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.9,0.805,89.46,1.2676,3.39
2023-10-02,32834.0,108352.2,0.34,9.43,0.11,0.11,0.0,60155.7,17783.0,18229.0,58683.9,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.98,0.8028,89.33,1.2676,3.3
2023-10-03,32834.0,105068.8,0.34,9.69,0.11,0.11,0.0,58332.8,17783.0,18229.0,56905.6,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.06,0.8002,89.18,1.2676,3.2
2023-10-04,32834.0,90950.18,0.34,9.88,0.11,0.1,0.0,50494.33,17783.0,18229.0,49258.91,,,,,,,,,,,,,,,,,,0.06,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.37,0.791,88.63,1.2676,2.77
2023-10-05,32834.0,90293.5,0.34,7.81,0.11,0.09,0.0,50129.75,17783.0,18229.0,48903.25,,,,,,,,,,,,,,,,,,0.05,,,,100.0,68.65,0.0,0.0,,0.0,100.0,6.0,0.8021,89.29,1.2676,2.75
2023-10-06,32834.0,89308.48,0.34,6.9,0.11,0.09,0.0,49582.88,17783.0,18229.0,48369.76,,,,,,,,,,,,,,,,,,0.05,,,,100.0,68.65,0.0,0.0,,0.0,100.0,5.98,0.8027,89.32,1.2676,2.72
2023-10-09,32834.0,87010.1,0.34,6.53,0.11,0.09,0.0,48306.85,17783.0,18229.0,47124.95,,,,,,,,,,,,,,,,,,0.05,,,,100.0,67.74,0.0,0.0,,0.0,100.0,6.05,0.8006,89.2,1.2508,2.65
2023-10-10,32834.0,85368.4,0.34,5.85,0.11,0.09,0.0,47395.4,17783.0,18229.0,46235.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,67.74,0.0,0.0,,0.0,100.0,6.03,0.8012,89.23,1.2508,2.6
2023-10-11,32834.0,85368.4,0.34,6.05,0.11,0.09,0.0,47395.4,17783.0,18229.0,46235.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,67.74,0.0,0.0,,0.0,100.0,5.98,0.8027,89.33,1.2508,2.6
2023-10-12,32834.0,82413.34,0.34,5.91,0.11,0.08,0.0,45754.79,17783.0,18229.0,44635.33,,,,,,,,,,,,,,,,,,0.05,,,,100.0,67.74,0.0,0.0,,0.0,100.0,6.07,0.7998,89.16,1.2508,2.51
2023-10-13,32834.0,84711.72,0.34,5.95,0.11,0.08,0.0,47030.82,17783.0,18229.0,45880.14,,,,,,,,,,,,,,,,,,0.04,,,,100.0,67.9,0.0,0.0,,0.0,100.0,5.9,0.805,89.46,1.2537,2.58
2023-10-16,32834.0,80443.3,0.34,5.87,0.11,0.08,0.0,44661.05,17783.0,18229.0,43568.35,,,,,,,,,,,,,,,,,,0.05,,,,100.0,67.9,0.0,0.0,,0.0,100.0,6.12,0.7985,89.08,1.2537,2.45
2023-10-17,32834.0,73876.5,0.34,5.67,0.11,0.08,0.0,41015.25,17783.0,18229.0,40011.75,,,,,,,,,,,,,,,,,,0.04,,,,100.0,67.9,0.0,0.0,,0.0,100.0,6.21,0.7957,88.91,1.2537,2.25
2023-10-18,36564.0,85559.76,0.38,5.3,0.12,0.08,0.0,51384.06,16437.0,21959.0,38462.58,,,,0.01,,,,0.0,3730.0,1346.0,,,0.01,,,,,0.04,,,,100.0,62.76,0.0,0.0,,0.0,100.0,15.36,0.6725,80.49,1.3961,2.34
2023-10-19,35947.0,85194.39,0.38,4.93,0.12,0.08,0.0,50580.54,15820.0,21342.0,37493.4,,,,,,,,0.0,,617.0,,,,,,,617.0,0.04,0.0,,,100.0,61.86,0.0,0.0,,0.0,100.0,13.99,0.6887,81.74,1.4057,2.37
2023-10-20,35947.0,97056.9,0.38,4.91,0.12,0.09,0.0,57623.4,15820.0,21342.0,42714.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,61.86,0.0,0.0,,0.0,100.0,13.32,0.7013,82.62,1.4057,2.7
2023-10-23,35947.0,92383.79,0.38,4.62,0.12,0.1,0.0,54848.94,15820.0,21342.0,40657.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,61.86,0.0,0.0,,0.0,100.0,14.32,0.6825,81.3,1.4057,2.57
2023-10-24,35947.0,93102.73,0.38,4.38,0.12,0.09,0.0,55275.78,15820.0,21342.0,40973.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,61.86,0.0,0.0,,0.0,100.0,14.17,0.6863,81.56,1.4057,2.59
2023-10-25,32834.0,83070.02,0.34,3.9,0.11,0.08,0.0,46119.37,15820.0,18229.0,40024.6,,,,,,,,,,,,,,,,,3113.0,0.04,0.01,,,100.0,62.62,0.0,0.0,,0.0,100.0,6.05,0.8006,89.2,1.2996,2.53
2023-10-26,32834.0,84711.72,0.34,3.78,0.11,0.08,0.0,47030.82,15820.0,18229.0,40815.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.62,0.0,0.0,,0.0,100.0,5.93,0.8043,89.42,1.2996,2.58
2023-10-27,32834.0,81756.66,0.34,3.76,0.11,0.08,0.0,45390.21,15820.0,18229.0,39391.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.62,0.0,0.0,,0.0,100.0,6.07,0.7999,89.16,1.2996,2.49
2023-10-30,32834.0,84055.04,0.34,3.79,0.11,0.08,0.0,46666.24,15820.0,18229.0,40499.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.87,0.8037,89.38,1.3005,2.56
2023-10-31,32834.0,85368.4,0.34,3.82,0.11,0.08,0.0,47395.4,15820.0,18229.0,41132.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.96,0.8037,89.38,1.3005,2.6
2023-11-01,32834.0,87010.1,0.34,3.87,0.11,0.09,0.0,48306.85,15820.0,18229.0,41923.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.93,0.8042,89.42,1.3005,2.65
2023-11-02,32834.0,91606.86,0.34,3.87,0.11,0.09,0.0,50858.91,15820.0,18229.0,44137.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.8,0.8077,89.62,1.3005,2.79
2023-11-03,32834.0,91278.52,0.34,3.8,0.11,0.09,0.0,50676.62,15820.0,18229.0,43979.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.93,0.8033,89.36,1.3005,2.78
2023-11-06,32834.0,88651.8,0.34,3.73,0.11,0.09,0.0,49218.3,15820.0,18229.0,42714.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,6.07,0.8002,89.18,1.3005,2.7
2023-11-07,32834.0,87338.44,0.34,3.73,0.11,0.09,0.0,48489.14,15820.0,18229.0,42081.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,6.03,0.8013,89.24,1.3005,2.66
2023-11-08,32834.0,82741.68,0.34,3.87,0.11,0.09,0.0,45937.08,15820.0,18229.0,39866.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,6.12,0.7984,89.07,1.3005,2.52
2023-11-09,32834.0,83726.7,0.34,3.81,0.11,0.08,0.0,46483.95,15820.0,18229.0,40341.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.96,0.8034,89.37,1.3005,2.55
2023-11-10,32834.0,86681.76,0.34,3.88,0.11,0.09,0.0,48124.56,15820.0,18229.0,41764.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.87,0.8058,89.51,1.3005,2.64
2023-11-13,32834.0,85368.4,0.34,3.9,0.11,0.09,0.0,47395.4,15820.0,18229.0,41132.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.96,0.8032,89.35,1.3005,2.6
2023-11-14,32834.0,87010.1,0.34,3.9,0.11,0.09,0.0,48306.85,15820.0,18229.0,41923.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.83,0.8057,89.51,1.3005,2.65
2023-11-15,32834.0,87010.1,0.34,3.95,0.11,0.09,0.0,48306.85,15820.0,18229.0,41923.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,6.0,0.8024,89.31,1.3005,2.65
2023-11-16,32834.0,85368.4,0.34,4.46,0.11,0.09,0.0,47395.4,15820.0,18229.0,41132.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,6.03,0.8012,89.24,1.3005,2.6
2023-11-17,32834.0,82085.0,0.34,4.85,0.11,0.08,0.0,45572.5,15820.0,18229.0,39550.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,62.66,0.0,0.0,,0.0,100.0,6.05,0.8,89.17,1.3005,2.5
2023-11-20,31796.0,73448.76,0.33,4.89,0.1,0.08,0.0,39711.21,14782.0,17191.0,34146.42,,,,,,,,0.0,,1038.0,,,,,,,1038.0,0.04,0.0,,,100.0,58.55,0.0,0.0,,0.0,100.0,6.38,0.8505,91.99,1.2594,2.31
