,JPNK FP Equity_DX_SI_QTY,JPNK FP Equity_DX_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPNK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPNK FP Equity_DX_SI_MV,JPNK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SUPPLY_SI_QTY,JPNK FP Equity_DX_BROKER_SI_QTY,JPNK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPNK FP Equity_DX_BROKER_SI_MV_NEW_x,JPNK FP Equity_DX_BROKER_SI_MV_INC_x,JPNK FP Equity_DX_BROKER_SI_QTY_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_NEW,JPNK FP Equity_DX_BROKER_SI_QTY_INC,JPNK FP Equity_DX_BROKER_SI_MV_NEW_y,JPNK FP Equity_DX_BROKER_SI_MV_INC_y,JPNK FP Equity_DX_BROKER_SI_MV_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_DEC,JPNK FP Equity_DX_SUPPLY_SI_MV,JPNK FP Equity_DX_BROKER_SI_MV_DEC,JPNK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPNK FP Equity_DX_UTILIZATION_QUANTITY,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPNK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPNK FP Equity_DX_ACTIVE_UTILIZATION_MV,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPNK FP Equity_DX_BROKER_SI_CON_RATIO,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPNK FP Equity_DX_DEMAND_SUPPLY_RATIO,JPNK FP Equity_PX_LAST
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.6588
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.6489
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.2143
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.2835
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.2619
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5293
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7227
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.9604
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5991
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.595
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0218
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2729
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5943
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.9141
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.6401
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.2649
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0217
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.3837
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.8928
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.4127
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5379
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5379
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.6876
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1958
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.6082
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.69
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.6258
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2494
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2955
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.6208
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.55
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.4994
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.94
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.6173
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.2515
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.4
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.9557
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.2076
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7429
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.524
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.924
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.9882
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5584
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.523
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0533
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5185
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.982
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7727
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5221
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2478
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4751
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.171
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5739
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3139
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0774
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5013
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8566
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.8409
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6361
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.3189
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4044
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3313
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2815
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.962
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8682
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7365
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.2104
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8729
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.3325
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2979
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.5837
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.7312
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.82
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.7904
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5467
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2084
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5832
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.2231
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.9661
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3299
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1848
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23553352.98,23.7,0.0,,0.0,,0.0,157.0234
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23597722.68,23.56,0.0,,0.0,,0.0,157.3192
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23195440.36,23.66,0.0,,0.0,,0.0,154.6373
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23387499.08,23.18,0.0,,0.0,,0.0,155.9177
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23308614.61,23.41,0.0,,0.0,,0.0,155.3918
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23380389.13,23.34,0.0,,0.0,,0.0,155.8703
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23451023.66,23.38,0.0,,0.0,,0.0,156.3412
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23481923.45,23.49,0.0,,0.0,,0.0,156.5472
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23207140.28,23.47,0.0,,0.0,,0.0,154.7153
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23118310.88,23.22,0.0,,0.0,,0.0,154.1231
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23511698.25,23.15,0.0,,0.0,,0.0,156.7457
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23581372.79,23.53,0.0,,0.0,,0.0,157.2102
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23388084.08,23.59,0.0,,0.0,,0.0,155.9216
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23414513.9,23.39,0.0,,0.0,,0.0,156.0978
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23550458.0,23.39,0.0,,0.0,,0.0,157.0041
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23611567.59,23.58,0.0,,0.0,,0.0,157.4115
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,23604292.64,23.66,0.0,,0.0,,0.0,157.363
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,149999.0,24038344.74,23.57,0.0,,0.0,,0.0,160.2567
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.302
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.4497
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.7284
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1563
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1262
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1317
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.2111
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3341
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3307
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3851
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.8367
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0508
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5479
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.7719
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0075
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8995
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.3128
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5095
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3633
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2543
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5342
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3439
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3857
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.431
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1188
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8582
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0267
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6148
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6973
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8204
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.5589
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.3033
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5768
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1626
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8691
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.2642
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.3619
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6393
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5898
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8424
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5369
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6623
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3311
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7594
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.5362
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2158
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0813
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.4902
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.9889
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3666
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1007
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7906
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.2864
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18872578.73,19.02,0.0,,0.0,,0.0,157.2728
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19094960.87,18.84,0.0,,0.0,,0.0,159.126
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18868930.76,19.09,0.0,,0.0,,0.0,157.2424
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18842314.98,18.89,0.0,,0.0,,0.0,157.0206
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18818303.18,18.83,0.0,,0.0,,0.0,156.8205
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18672504.39,18.82,0.0,,0.0,,0.0,155.6055
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18505813.78,18.65,0.0,,0.0,,0.0,154.2164
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18264639.79,18.52,0.0,,0.0,,0.0,152.2066
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18145960.78,18.27,0.0,,0.0,,0.0,151.2176
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18284175.63,18.16,0.0,,0.0,,0.0,152.3694
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18349047.09,18.27,0.0,,0.0,,0.0,152.91
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18135832.87,18.41,0.0,,0.0,,0.0,151.1332
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18189484.42,18.12,0.0,,0.0,,0.0,151.5803
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18124168.96,18.2,0.0,,0.0,,0.0,151.036
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18473474.05,18.13,0.0,,0.0,,0.0,153.9469
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18731495.9,18.54,0.0,,0.0,,0.0,156.0971
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18899038.51,18.72,0.0,,0.0,,0.0,157.4933
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19163600.3,18.89,0.0,,0.0,,0.0,159.698
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18904726.46,19.13,0.0,,0.0,,0.0,157.5407
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18776015.53,18.95,0.0,,0.0,,0.0,156.4681
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18481009.99,18.78,0.0,,0.0,,0.0,154.0097
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18747971.77,18.42,0.0,,0.0,,0.0,156.2344
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18686016.28,18.77,0.0,,0.0,,0.0,155.7181
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18732275.9,18.69,0.0,,0.0,,0.0,156.1036
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18780011.5,18.74,0.0,,0.0,,0.0,156.5014
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18776243.53,18.76,0.0,,0.0,,0.0,156.47
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18709428.09,18.76,0.0,,0.0,,0.0,155.9132
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18961785.98,18.79,0.0,,0.0,,0.0,158.0162
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18879178.67,18.97,0.0,,0.0,,0.0,157.3278
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18940546.16,18.86,0.0,,0.0,,0.0,157.8392
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19061241.16,18.96,0.0,,0.0,,0.0,158.845
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19060785.16,19.06,0.0,,0.0,,0.0,158.8412
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19034853.37,19.05,0.0,,0.0,,0.0,158.6251
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19015173.54,19.07,0.0,,0.0,,0.0,158.4611
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18959782.0,19.03,0.0,,0.0,,0.0,157.9995
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,18956122.03,18.95,0.0,,0.0,,0.0,157.969
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19120484.66,18.95,0.0,,0.0,,0.0,159.3387
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19261651.48,19.12,0.0,,0.0,,0.0,160.5151
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19147004.44,19.29,0.0,,0.0,,0.0,159.5597
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19152476.39,19.17,0.0,,0.0,,0.0,159.6053
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19430238.08,19.13,0.0,,0.0,,0.0,161.92
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19364514.63,19.39,0.0,,0.0,,0.0,161.3723
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19342554.81,19.4,0.0,,0.0,,0.0,161.1893
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19497377.52,19.38,0.0,,0.0,,0.0,162.4795
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19377942.52,19.51,0.0,,0.0,,0.0,161.4842
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19358538.68,19.55,0.0,,0.0,,0.0,161.3225
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19286527.28,19.35,0.0,,0.0,,0.0,160.7224
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,119999.0,19365582.62,19.38,0.0,,0.0,,0.0,161.3812
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0666
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.9698
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9894
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.4899
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.4462
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2351
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.1713
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5894
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1904
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4918
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.2436
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.4153
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7032
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.2109
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.496
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.8304
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8535
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.6457
