,PDJE FP Equity_DX_SI_QTY,PDJE FP Equity_DX_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PDJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PDJE FP Equity_DX_SI_MV,PDJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SUPPLY_SI_QTY,PDJE FP Equity_DX_BROKER_SI_QTY,PDJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PDJE FP Equity_DX_BROKER_SI_QTY_ADD,PDJE FP Equity_DX_SUPPLY_SI_MV_DEC,PDJE FP Equity_DX_SUPPLY_SI_QTY_DEC,PDJE FP Equity_DX_BROKER_SI_MV_ADD,PDJE FP Equity_DX_SUPPLY_SI_QTY_ADD,PDJE FP Equity_DX_BROKER_SI_QTY_DEC,PDJE FP Equity_DX_SUPPLY_SI_MV,PDJE FP Equity_DX_BROKER_SI_MV_DEC,PDJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PDJE FP Equity_DX_UTILIZATION_QUANTITY,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PDJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PDJE FP Equity_DX_ACTIVE_UTILIZATION_MV,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PDJE FP Equity_DX_BROKER_SI_CON_RATIO,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PDJE FP Equity_DX_DEMAND_SUPPLY_RATIO,PDJE FP Equity_PX_LAST
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.52
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.63
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.69
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.59
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.99
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.28
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.35
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.17
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.09
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.48
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.43
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.606
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.742
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.412
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.412
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.132
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.846
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.478
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.078
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.382
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.322
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.398
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.494
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.816
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.726
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.798
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.866
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.882
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.158
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.392
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.118
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.952
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.514
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.468
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.478
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.638
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.918
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.924
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.792
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.468
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.77
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.826
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.508
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.668
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.336
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.986
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.778
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.188
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.858
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.006
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.034
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.624
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.26
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.504
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.152
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.38
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.406
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.608
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.572
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.496
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.598
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.542
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.192
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.564
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.618
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.312
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.754
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.944
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.974
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.208
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.258
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.252
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.404
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.446
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.396
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.568
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.472
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.702
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.68
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.474
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.406
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.518
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.608
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.654
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.806
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.838
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.87
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.84
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.848
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.712
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.676
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.588
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.202
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.294
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.334
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.43
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.33
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.366
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.264
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.672
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.596
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.758
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.842
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.784
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.848
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.04
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.042
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.864
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.816
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.01
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.984
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.306
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.068
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.112
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.17
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.102
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.504
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.59
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.502
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.736
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.774
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.834
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.732
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.508
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.632
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.628
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.686
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.696
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.704
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.718
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.734
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.708
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.814
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.738
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.768
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.988
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.994
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.075
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.916
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.025
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.105
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.395
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.275
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.335
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.978
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.376
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.284
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.346
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.59
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.144
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.326
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.364
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.178
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.122
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.618
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.492
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.642
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.754
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.31
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.065
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.934
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.722
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.604
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.024
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.858
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.016
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.154
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.236
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.538
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.644
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.754
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.968
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.584
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.946
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.036
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.644
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.118
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.202
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.01
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.484
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.888
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.858
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.246
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.148
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.704
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.096
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.186
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.272
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.456
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.444
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.816
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.84
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.188
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.124
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.038
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.166
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.914
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.052
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.334
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.308
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.406
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.708
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.772
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.506
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.72
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.888
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.025
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.962
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.255
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.265
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.385
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.385
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.275
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.22
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.265
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.305
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.295
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.185
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.205
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.115
