,GET FP Equity_DX_SI_QTY,GET FP Equity_DX_SHORT_INTEREST_VALUE,GET FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GET FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GET FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GET FP Equity_DX_SI_MV,GET FP Equity_DX_DSS,GET FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GET FP Equity_DX_SUPPLY_SI_QTY,GET FP Equity_DX_BROKER_SI_QTY,GET FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GET FP Equity_DX_BROKER_SI_MV_NEW_x,GET FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GET FP Equity_DX_SUPPLY_SI_QTY_INC_x,GET FP Equity_DX_BROKER_SI_MV_INC_x,GET FP Equity_DX_SUPPLY_SI_MV_NEW,GET FP Equity_DX_BROKER_SI_QTY_ADD,GET FP Equity_DX_BROKER_SI_QTY_NEW,GET FP Equity_DX_SUPPLY_SI_MV_DEC,GET FP Equity_DX_BROKER_SI_QTY_INC,GET FP Equity_DX_SUPPLY_SI_QTY_DEC,GET FP Equity_DX_BROKER_SI_MV_NEW_y,GET FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GET FP Equity_DX_BROKER_SI_MV_INC_y,GET FP Equity_DX_SUPPLY_SI_QTY_INC_y,GET FP Equity_DX_BROKER_SI_MV_ADD,GET FP Equity_DX_SUPPLY_SI_QTY_ADD,GET FP Equity_DX_BROKER_SI_QTY_DEC,GET FP Equity_DX_SUPPLY_SI_MV,GET FP Equity_DX_BROKER_SI_MV_DEC,GET FP Equity_DX_SUPPLY_SI_MV_RMV,GET FP Equity_DX_BROKER_SI_MV_RMV,GET FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GET FP Equity_DX_UTILIZATION_QUANTITY,GET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GET FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GET FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GET FP Equity_DX_ACTIVE_UTILIZATION_MV,GET FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GET FP Equity_DX_BROKER_SI_CON_RATIO,GET FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GET FP Equity_DX_DEMAND_SUPPLY_RATIO,GET FP Equity_PX_LAST
2016-04-04,4247777.0,39630877.27,0.79,2.5,0.77,41.46,0.0,19531145.87,3098814.0,2093417.0,28911291.09,,,116085.0,,,,,0.63,,64131.0,,,,116085.0,,82417.0,,30.21,,,,2.7,2.7,111725120.0,1042372167.64,,1088.03,2.7,31.95,0.3061,42.98,0.037,9.748
2016-04-05,4538440.0,40835427.59,0.84,2.74,0.83,43.76,0.0,22208359.94,3442379.0,2468232.0,30973422.23,,,370729.0,3.03,,64097.0,,0.27,310718.0,27463.0,,,3.03,370729.0,0.68,299.0,,33.06,,,,3.0,3.0,111293480.0,1001383039.82,,1078.67,2.97,29.11,0.3332,48.19,0.0396,9.401
2016-04-06,4596772.0,41562660.05,0.85,2.8,0.84,43.39,0.0,22841057.73,3432895.0,2526189.0,31039226.63,,,375.0,0.54,,,,0.12,58226.0,9859.0,,,0.54,375.0,,,269.0,32.33,0.03,,,3.0,3.0,111017728.0,1003789635.19,,1044.11,3.0,29.42,0.3212,46.72,0.0402,9.447
2016-04-07,4290725.0,38544967.79,0.8,2.62,0.78,40.53,0.0,21012001.05,3235355.0,2339001.0,29064238.39,,,,,,,,1.86,,197540.0,,,,,,,187188.0,30.49,1.7,,,2.82,2.82,111405656.0,1000792971.36,,1051.47,2.82,31.52,0.3292,46.46,0.0374,9.386
2016-04-08,4051442.0,37841766.4,0.75,2.5,0.74,38.7,0.0,16688387.84,3195665.0,1786704.0,29848535.02,,,,,,,,4.87,,513100.0,,,,,,473410.0,552297.0,30.6,5.33,,,2.79,2.79,111351240.0,1040056259.55,,1051.51,2.83,38.78,0.356,44.74,0.0354,9.759
2016-04-11,4099999.0,38526826.31,0.76,2.61,0.75,40.18,0.0,17613219.51,3260809.0,1874387.0,30641134.79,,,36066.0,0.96,,,,0.51,87683.0,57295.0,,,0.96,36066.0,,86373.0,,31.89,,,,2.85,2.85,111045264.0,1043468937.17,,1084.45,2.86,37.41,0.3449,44.61,0.0359,9.818
2016-04-12,4029181.0,37915353.0,0.75,2.6,0.73,39.61,0.0,16971924.39,3132220.0,1803569.0,29474780.85,,,72379.0,0.13,,,,1.97,3840.0,200968.0,,,0.13,72379.0,,,74658.0,30.78,0.79,,,2.74,2.74,111159488.0,1046031743.51,,1093.59,2.74,38.19,0.3611,45.9,0.0353,9.832
2016-04-13,3990057.0,38322420.61,0.74,2.6,0.73,39.62,0.0,17668736.62,3033382.0,1839635.0,29134055.19,,,1711.0,0.36,,,,0.98,36066.0,100661.0,,,0.36,1711.0,,112.0,,30.18,,,,2.66,2.66,111183472.0,1067859376.02,,1100.78,2.67,39.08,0.3695,46.14,0.0349,10.035
2016-04-14,4032547.0,38865598.95,0.75,2.67,0.73,40.48,0.0,18157969.68,3075872.0,1884002.0,29645186.42,,,,0.71,,,,0.02,44367.0,1877.0,,,0.71,,,44367.0,,30.91,,,,2.69,2.69,111090784.0,1070690523.29,,1113.26,2.7,38.28,0.3732,47.21,0.0353,10.07
2016-04-15,4136182.0,39242909.87,0.77,2.87,0.75,41.29,0.0,17909359.08,3094200.0,1887637.0,29356883.17,,,87772.0,0.69,,,,0.81,63414.0,81672.0,,,0.69,87772.0,,12228.0,59779.0,30.86,0.66,,,2.71,2.71,111210712.0,1055135375.51,,1111.76,2.7,37.86,0.3923,49.55,0.0362,9.913
2016-04-18,5000001.0,47653924.19,0.93,3.59,0.91,49.53,0.0,25906402.61,3133474.0,2718182.0,29864460.52,,,6000.0,7.97,,,,0.0,830545.0,80.0,,,7.97,6000.0,,33354.0,,31.17,,,,2.74,2.74,111159072.0,1059432986.16,,1103.86,2.75,30.26,0.4423,59.02,0.0437,9.958
2016-04-19,5006001.0,48175858.59,0.93,3.64,0.91,49.9,0.0,26158754.6,3855034.0,2718182.0,37099387.89,,,115617.0,,,,,0.93,,94292.0,,,,115617.0,,700235.0,,38.5,,,,3.37,3.37,110541368.0,1063808280.01,,1101.57,3.38,30.32,0.441,58.88,0.0438,10.055
2016-04-20,4913000.0,48503430.15,0.91,3.58,0.89,49.68,0.0,25917012.68,3835016.0,2625181.0,37861068.73,,,,0.28,,,,0.19,1291.0,20018.0,,,0.28,,,,94292.0,38.9,0.94,,,3.35,3.35,110580720.0,1091704504.13,,1119.64,3.36,31.33,0.4601,60.0,0.0429,10.315
2016-04-21,4936293.0,50339725.2,0.91,3.57,0.9,51.2,0.0,27008820.86,3954230.0,2648474.0,40324764.26,,,119214.0,0.82,,,,,23293.0,,,,0.82,119214.0,,,,41.22,,,,3.45,3.45,110685112.0,1128753524.43,,1149.52,3.46,31.37,0.4615,60.11,0.0431,10.655
2016-04-22,5300308.0,54812843.81,0.98,3.81,0.96,56.79,0.0,25838865.67,4322224.0,2498574.0,44698041.89,,,310213.0,,,,,1.7,,175299.0,,,,310213.0,,233080.0,149900.0,46.31,1.4,,,3.77,3.77,110275720.0,1140410296.21,,1179.61,3.78,28.29,0.4047,55.36,0.0463,10.805
2016-04-25,5373429.0,55543306.12,0.99,3.75,0.98,58.05,0.0,26027439.96,4385945.0,2517974.0,45336020.21,,,24061.0,0.41,,9400.0,,,10000.0,,,,0.41,24061.0,0.1,39660.0,,47.38,,,,3.82,3.82,110294248.0,1140074090.43,,1190.11,3.83,27.35,0.3882,54.37,0.0469,10.8
2016-04-26,4909238.0,50980052.91,0.91,3.51,0.89,53.13,0.0,27675914.82,4513697.0,2665114.0,46872551.68,,,30272.0,1.05,,49660.0,,,97480.0,,,,1.05,30272.0,0.58,97480.0,,48.8,,,,3.91,3.91,110835936.0,1150977378.08,,1196.48,3.92,30.85,0.4785,61.84,0.0426,10.85
2016-04-27,5072436.0,54228326.94,0.94,3.66,0.92,55.41,0.0,29525309.85,4564619.0,2761753.0,48799364.15,,,37072.0,1.11,,33792.0,,0.48,94359.0,44642.0,,,1.11,37072.0,0.36,58492.0,31512.0,49.92,0.37,,,3.94,3.94,111340856.0,1190321246.25,,1213.32,3.95,30.46,0.465,60.91,0.0438,11.17
2016-04-28,5271634.0,56130863.91,0.98,3.71,0.96,58.79,0.0,30899151.32,4723987.0,2901951.0,50299673.95,,,29000.0,1.64,,,,0.01,144579.0,4381.0,,,1.64,29000.0,,134749.0,4381.0,52.7,0.0,,,4.07,4.07,111456960.0,1186762103.21,,1241.02,4.07,28.41,0.4268,58.62,0.0454,11.125
2016-04-29,6828883.0,72875407.43,1.26,4.63,1.24,75.95,1.0,45476815.52,5863213.0,4261463.0,62570121.09,,,884705.0,14.98,,,,0.07,1359512.0,5984.0,,,14.98,884705.0,,260505.0,,65.21,,,,5.02,5.02,110854784.0,1183002776.52,,1227.73,5.04,21.75,0.4436,62.54,0.0585,11.15
2016-05-02,7538713.0,80486536.84,1.4,4.95,1.37,84.14,1.0,53063530.14,6135000.0,4970157.0,65499894.15,,,70596.0,4.19,,420400.0,,0.33,362894.0,30510.0,,,4.19,70596.0,4.82,231701.0,74600.0,68.29,0.81,,,5.2,5.2,111913496.0,1194836534.93,,1241.39,5.21,19.2,0.3808,57.66,0.0639,11.155
2016-05-03,9027517.0,96165642.1,1.67,5.82,1.64,101.4,1.0,66246258.25,6463970.0,6218845.0,68857452.78,,,236618.0,14.12,,38443.0,,3.3,1212511.0,297303.0,,,14.12,236618.0,0.45,389655.0,2266.0,72.06,0.02,,,5.41,5.41,113066944.0,1204445837.08,,1261.2,5.41,15.56,0.3181,51.65,0.0755,11.13
2016-05-04,8933933.0,95296998.11,1.65,5.65,1.62,100.23,1.0,65337216.98,6656971.0,6125254.0,71008966.92,,,47598.0,0.47,,,,1.64,51685.0,146369.0,,,0.47,47598.0,,291772.0,145276.0,74.14,1.65,,,5.61,5.61,112008536.0,1194779191.2,,1248.06,5.61,15.78,0.3269,52.76,0.0753,11.145
2016-05-05,9773166.0,104482824.64,1.81,6.12,1.78,110.33,1.0,77208213.86,7294555.0,7221940.0,77984525.27,,,240037.0,9.72,,286959.0,,0.77,809727.0,69453.0,,,9.72,240037.0,3.2,467000.0,,81.4,,,,6.13,6.13,111641272.0,1193532929.37,,1247.98,6.12,15.24,0.3056,49.85,0.0822,11.17
2016-05-06,11324575.0,119280215.67,2.1,7.21,2.06,127.22,1.0,92217378.7,8670928.0,8755204.0,91329711.0,,,58310.0,16.99,,,,0.05,1536841.0,4676.0,,,16.99,58310.0,,1322739.0,3577.0,96.44,0.06,,,7.31,7.31,110014664.0,1158769565.23,,1224.7,7.3,25.89,0.2769,42.75,0.0954,11.005
2016-05-09,14447211.0,154106353.77,2.68,9.13,2.63,160.1,1.0,99402725.24,11766741.0,9318838.0,125514159.88,,,351218.0,5.34,,9000.0,,1.32,600387.0,109651.0,,,5.34,351218.0,0.1,2854246.0,45753.0,129.9,0.68,,,9.94,9.94,106621600.0,1137317507.77,,1177.58,9.93,21.33,0.2083,32.93,0.122,11.145
2016-05-10,17972956.0,193091126.95,3.33,11.56,3.27,198.83,1.0,124832080.81,14374659.0,11619392.0,154433088.57,,,1161657.0,16.51,,1000000.0,,0.0,1499285.0,3248.0,,,16.51,1161657.0,10.02,1449509.0,198731.0,160.11,2.16,,,12.31,12.31,102364896.0,1099749708.86,,1142.41,12.29,18.28,0.165,27.97,0.154,11.225
2016-05-11,17943030.0,193284816.37,3.32,11.75,3.26,201.01,1.0,124844116.3,14699754.0,11589538.0,158347795.92,,,311034.0,2.1,,,,2.94,143627.0,265518.0,,,2.1,311034.0,,279579.0,173481.0,165.07,2.05,,,12.6,12.6,101989040.0,1098640133.16,,1143.61,12.61,18.3,0.1667,28.19,0.1538,11.255
2016-05-12,17751652.0,192072769.55,3.29,11.71,3.23,199.94,1.0,124496150.28,14607909.0,11506120.0,158057488.9,,,253166.0,1.76,,125988.0,,7.98,150275.0,713742.0,,,1.76,253166.0,1.45,368731.0,359681.0,164.65,3.52,,,12.54,12.54,101848720.0,1102002547.44,,1149.38,12.53,18.41,0.1576,26.4,0.1524,11.305
2016-05-13,18878472.0,204897354.52,3.5,12.73,3.43,213.75,1.0,137287378.85,15107703.0,12649143.0,163971341.41,,,660647.0,13.62,,,,1.81,1157904.0,160853.0,,,13.62,660647.0,,,14881.0,171.02,0.17,,,13.19,13.19,99420592.0,1079060650.96,,1128.1,13.16,20.09,0.1517,24.74,0.1648,11.34
2016-05-16,19837096.0,216630796.22,3.67,13.4,3.61,225.26,1.0,147010197.46,15060617.0,13461869.0,164469308.02,,,293604.0,9.61,,,,6.94,818315.0,614449.0,,,9.61,293604.0,,273759.0,5589.0,170.93,0.06,,,13.11,13.11,99805912.0,1089929402.14,,1131.81,13.12,21.28,0.1475,23.43,0.1727,11.41
2016-05-17,20160188.0,220641500.91,3.73,13.85,3.67,229.4,1.0,150856670.58,15199405.0,13783893.0,166348623.94,,,151085.0,8.67,,,,6.45,829148.0,572179.0,,,8.67,151085.0,,559882.0,507124.0,173.54,5.49,,,13.31,13.31,99033008.0,1083858519.83,,1131.03,13.3,18.5,0.135,23.15,0.1765,11.435
2016-05-18,20145456.0,224047285.65,3.73,14.08,3.66,232.48,1.0,154731860.91,15632331.0,13912884.0,173854656.3,,,1110707.0,1.95,,,,25.37,146635.0,2229873.0,,,1.95,1110707.0,,1552092.0,17644.0,179.99,0.0,,,13.69,13.69,98528280.0,1095780293.78,,1135.62,13.68,18.2,0.1345,23.41,0.1765,11.62
2016-05-19,20692520.0,230527542.41,3.83,14.74,3.76,241.23,1.0,154407337.92,16002349.0,13859849.0,178276120.44,,,50139.0,3.24,,,,1.08,254200.0,96091.0,,,3.24,50139.0,,415970.0,307235.0,186.32,2.53,,,14.08,14.08,97662280.0,1088018539.77,,1137.99,14.07,17.35,0.135,22.98,0.182,11.64
2016-05-20,21629560.0,242208847.45,4.01,15.19,3.93,252.91,1.0,163680510.19,16861924.0,14616879.0,188820631.48,,1104.0,361010.0,7.55,0.01,300000.0,,1.52,645209.0,133397.0,,1104.0,7.55,361010.0,3.49,630858.0,188179.0,196.65,2.41,,,14.82,14.82,96911744.0,1085222344.74,,1127.86,14.85,19.4,0.1337,21.78,0.1901,11.7
2016-05-23,22474356.0,251238710.2,4.16,15.8,4.09,264.19,1.0,169918866.16,18155780.0,15199955.0,202961755.6,,,268.0,8.65,,,,7.03,679576.0,617412.0,,,8.65,268.0,,1911000.0,96500.0,212.49,1.12,,,15.98,15.98,95454256.0,1067074142.65,,1115.8,16.0,18.63,0.1478,26.11,0.1978,11.68
2016-05-24,23703436.0,267984339.41,4.39,16.6,4.31,279.52,1.0,165616351.72,20149864.0,14648903.0,227808660.03,,,384399.0,3.05,,140000.0,,8.41,247611.0,717638.0,,,3.05,384399.0,1.73,2327324.0,938663.0,235.56,10.62,,,17.74,17.74,93403576.0,1055994397.32,,1091.89,17.75,16.69,0.1288,23.8,0.2087,11.59
2016-05-25,22038560.0,248194312.89,4.08,15.37,4.01,257.37,1.0,144191262.88,18501656.0,12803548.0,208362333.94,,,119638.0,0.1,,,,22.77,8975.0,1929207.0,,,0.1,119638.0,,161361.0,1854330.0,214.26,22.62,,,16.3,16.3,94978640.0,1069632421.28,,1100.66,16.29,13.65,0.1174,21.73,0.1942,11.545
2016-05-26,21961586.0,248291476.25,4.07,15.1,3.99,255.2,1.0,145277344.22,18336010.0,12849901.0,207301740.02,,,,2.31,,,,1.99,197986.0,165647.0,,,2.31,,,,151633.0,211.47,2.06,,,16.19,16.19,94927560.0,1073224129.15,,1094.44,16.19,13.7,0.1163,21.24,0.1939,11.59
2016-05-27,21796240.0,248335666.55,4.04,14.64,3.96,255.54,1.0,144705408.83,18157498.0,12700688.0,206877625.16,,,6338.0,1.08,,,,2.08,91712.0,194965.0,,,1.08,6338.0,,10115.0,240925.0,211.19,2.24,,,15.77,15.77,97010528.0,1105290368.1,,1128.32,15.77,13.73,0.1144,20.59,0.1893,11.68
2016-05-30,21285524.0,241271013.39,3.94,14.27,3.87,249.74,1.0,138139664.69,17583660.0,12187022.0,199310454.72,,,2949.0,,,,,6.68,,576787.0,,,,2949.0,,,513666.0,204.96,5.85,,,15.22,15.22,97942512.0,1110176527.7,,1142.01,15.22,13.83,0.1117,19.55,0.1842,11.62
2016-05-31,20739552.0,234576659.91,3.84,14.03,3.77,243.01,1.0,142225871.85,17624856.0,12574571.0,199347596.9,,,10680.0,11.25,,,,2.78,951504.0,234326.0,,,11.25,10680.0,,259978.0,563955.0,204.65,6.69,,,15.21,15.21,98255152.0,1111324168.2,,1141.58,15.2,17.49,0.1233,20.01,0.179,11.595
2016-06-01,20849112.0,233680388.16,3.86,14.08,3.79,243.19,1.0,144663455.75,17426136.0,12906965.0,195315091.82,,,167.0,,,568001.0,,2.56,,218886.0,,,,167.0,6.92,20000.0,235607.0,201.38,3.22,,,15.04,15.04,98438736.0,1103318071.23,,1137.35,15.04,17.43,0.1228,19.8,0.1799,11.49
2016-06-02,20695854.0,231457940.97,3.83,14.09,3.76,240.87,1.0,145566744.45,15856969.0,13015877.0,177340900.98,,,87889.0,4.86,,,,7.81,429635.0,673352.0,,,4.86,87889.0,,349474.0,320723.0,182.24,3.68,,,13.66,13.66,100239728.0,1121059369.99,,1152.52,13.65,17.75,0.122,18.54,0.1783,11.465
2016-06-03,21111420.0,234766957.43,3.91,14.65,3.84,243.05,1.0,147948436.44,15455480.0,13304264.0,171870770.19,,,363928.0,7.24,,,,9.98,739415.0,848108.0,,,7.24,363928.0,,82691.0,451028.0,176.07,5.39,,,13.31,13.31,100699616.0,1119817731.94,,1144.82,13.33,18.63,0.129,20.04,0.1818,11.4
2016-06-06,18515772.0,202922206.21,3.43,13.39,3.37,213.5,1.0,143307769.77,11807099.0,13076213.0,129399010.64,,258144.0,602584.0,3.03,2.94,,,52.86,218296.0,4633370.0,,258144.0,3.03,602584.0,,124261.0,446347.0,134.1,5.33,,,10.13,10.13,104760016.0,1148109491.16,,1190.85,10.12,20.97,0.142,22.84,0.1588,11.235
2016-06-07,16410070.0,183446624.77,3.04,11.96,2.98,188.06,1.0,130180380.05,10298734.0,11645181.0,115128576.03,,,40387.0,0.01,,,,20.19,3176.0,1775744.0,,,0.01,40387.0,,226992.0,1434208.0,116.24,17.18,,,8.83,8.83,106297680.0,1188291738.94,,1198.73,8.84,20.57,0.1513,25.18,0.1407,11.46
2016-06-08,14202289.0,156480150.59,2.63,10.34,2.58,164.87,1.0,126994191.63,8999455.0,11526115.0,99155570.88,,,29.0,3.09,,,,14.88,209830.0,1307383.0,,,3.09,29.0,,8075.0,328896.0,102.73,3.34,,,7.73,7.73,107452696.0,1183908738.29,,1226.29,7.73,23.79,0.181,30.76,0.122,11.295
2016-06-09,12985892.0,143014608.94,2.4,9.69,2.36,149.64,1.0,111091932.11,7900668.0,10087276.0,87010653.13,,,28866.0,0.36,,2000.0,,13.61,32856.0,1172033.0,,,0.36,28866.0,0.02,44380.0,1473695.0,89.41,17.98,,,6.78,6.78,108563440.0,1195617360.5,,1229.65,6.78,25.24,0.2044,33.72,0.1115,11.29
2016-06-10,10926294.0,117774110.94,2.02,8.31,1.99,126.87,1.0,90203045.25,6600577.0,8368435.0,71147370.54,,,2030.0,0.44,,,,15.92,34915.0,1406255.0,,,0.44,2030.0,,104134.0,1753756.0,74.24,18.93,,,5.67,5.67,109754368.0,1183038193.29,,1238.56,5.66,28.62,0.2191,33.46,0.0939,11.05
2016-06-13,10754849.0,113093528.03,1.99,8.44,1.96,121.89,1.0,86196144.48,6619781.0,8196990.0,69610869.3,,,119343.0,0.0,,53595.0,,1.53,59483.0,135244.0,,,0.0,119343.0,0.64,35105.0,284523.0,72.62,3.47,,,5.68,5.68,109981304.0,1156517742.48,,1211.4,5.66,29.54,0.2264,33.75,0.0922,10.78
2016-06-14,11015784.0,112989832.01,2.04,8.81,2.0,122.47,1.0,87365592.71,6760102.0,8517585.0,69338940.32,,,202945.0,4.42,,,,0.71,446702.0,62375.0,,,4.42,202945.0,,663.0,126107.0,72.55,2.41,0.01,,5.8,5.8,109813064.0,1126361923.38,912.0,1184.81,5.77,28.0,0.2363,36.67,0.0945,10.515
2016-06-15,11088038.0,114109509.78,2.05,9.28,2.02,120.2,1.0,85230867.05,6987140.0,8281896.0,71906239.87,,,308184.0,0.0,,,,1.99,41739.0,176226.0,,,0.0,308184.0,,95080.0,277428.0,73.43,3.4,,,5.99,5.99,109660304.0,1128539019.39,,1155.05,5.98,28.86,0.2471,37.47,0.0951,10.55
2016-06-16,9832894.0,101336414.31,1.82,8.44,1.79,107.25,1.0,77618408.48,6246915.0,7531484.0,64379822.12,,,98067.0,0.89,,,,8.8,80584.0,838292.0,,,0.89,98067.0,,,830996.0,65.93,8.61,,,5.37,5.37,110127640.0,1134959875.94,,1164.34,5.36,32.25,0.2905,40.57,0.0845,10.565
2016-06-17,8982117.0,95065540.19,1.66,7.61,1.63,98.25,1.0,72984395.33,6102451.0,6895815.0,64587535.52,,,81724.0,0.36,,,,2.86,32694.0,270598.0,,,0.36,81724.0,,44410.0,668363.0,64.74,7.47,,,5.25,5.25,110165392.0,1165975961.04,,1165.96,5.26,28.53,0.2735,40.59,0.0773,10.85
2016-06-20,9186020.0,101659170.38,1.7,7.59,1.67,102.87,1.0,76578404.79,6446611.0,6919698.0,71342880.38,,,21887.0,1.91,,,,0.04,165962.0,5280.0,,,1.91,21887.0,,327553.0,142079.0,70.57,1.11,,,5.57,5.57,109308704.0,1209689524.3,,1193.24,5.58,26.06,0.2553,39.73,0.0794,11.345
2016-06-21,9462608.0,104304721.33,1.75,7.74,1.72,109.87,1.0,80511776.98,6545948.0,7304093.0,72154873.37,,,125793.0,6.33,,41591.0,,3.18,433639.0,346394.0,,,6.33,125793.0,0.5,319938.0,90835.0,74.33,0.0,,,5.65,5.65,109335872.0,1205190752.92,,1243.38,5.64,25.54,0.2469,38.64,0.0817,11.3
2016-06-22,10000150.0,110181181.21,1.85,8.08,1.82,115.25,1.0,86357271.1,6945438.0,7837869.0,76524508.42,,,55654.0,4.65,,295000.0,,2.32,402452.0,199700.0,,,4.65,55654.0,3.3,543536.0,163676.0,78.43,2.54,,,5.99,5.99,109025904.0,1201242269.86,,1231.05,5.99,25.43,0.2153,34.53,0.0862,11.295
2016-06-23,9908717.0,113088374.3,1.83,7.92,1.8,114.78,1.0,88411647.03,6924016.0,7746561.0,79023925.4,,,101052.0,1.52,,,,1.39,131806.0,122474.0,,,1.52,101052.0,,,223114.0,78.63,2.62,,,5.98,5.98,108869952.0,1242534818.73,,1232.56,6.0,24.45,0.2054,33.34,0.0856,11.7
2016-06-24,9695194.0,94573873.73,1.8,7.51,1.76,112.94,1.0,72904521.03,6699567.0,7473771.0,65352380.11,,,78640.0,0.76,,,,3.12,18599.0,308101.0,,,0.76,78640.0,,5012.0,291389.0,76.29,1.29,,,5.8,5.8,108723984.0,1060571695.03,,1247.27,5.76,25.17,0.2109,34.34,0.084,10.0
2016-06-27,9348058.0,75685758.04,1.73,6.38,1.7,94.43,1.0,58060129.53,6549024.0,7171091.0,53023616.87,,,174705.0,0.0,,,,7.66,257694.0,458292.0,,,0.0,174705.0,,133044.0,560374.0,63.33,13.67,,,5.72,5.72,108044168.0,874770434.34,,1059.94,5.64,23.07,0.2038,33.98,0.0816,8.3
2016-06-28,12464913.0,108459795.28,2.31,7.56,2.27,109.47,1.0,87094650.1,7895781.0,10009490.0,68702829.36,,,830968.0,17.47,,285000.0,,4.01,3000404.0,318630.0,,,17.47,830968.0,2.53,834419.0,447005.0,65.83,5.49,,,6.87,6.87,106967040.0,930742417.55,,909.59,6.75,25.6,0.1941,31.43,0.1085,8.92
2016-06-29,12817999.0,119909478.69,2.37,7.21,2.33,117.21,1.0,100118968.68,8964142.0,10702447.0,83857518.96,,,618207.0,8.58,,,,2.77,692957.0,358879.0,,,8.58,618207.0,,809033.0,,80.88,,,,7.82,7.82,105729776.0,989078117.58,,958.17,7.78,27.17,0.1853,27.9,0.1118,9.59
2016-06-30,14879261.0,138611546.11,2.76,7.94,2.71,143.54,1.0,118935693.96,9590198.0,12767156.0,89339932.43,,,124243.0,25.32,,,,1.26,2144709.0,201995.0,,,25.32,124243.0,,703808.0,80000.0,91.92,0.54,,,8.35,8.35,105309008.0,981032889.91,,1013.59,8.31,26.07,0.2134,34.73,0.1295,9.55
2016-07-01,16903992.0,155676102.64,3.13,8.54,3.07,163.39,1.0,132063441.55,11649231.0,14340026.0,107282757.87,,,799679.0,14.58,,131824.0,,1.11,1441046.0,111617.0,,,14.58,799679.0,1.24,1370971.0,,110.97,,,,10.05,10.05,104261472.0,960188552.89,,993.21,10.05,23.15,0.1892,33.21,0.1458,9.441
2016-07-04,17489120.0,161184218.01,3.24,8.66,3.18,168.02,1.0,135306867.96,12530082.0,14681326.0,115480451.2,,,154251.0,5.32,,,,2.22,595231.0,232503.0,,,5.32,154251.0,,959103.0,253931.0,118.21,2.84,,,10.74,10.74,104109360.0,959498578.47,,982.88,10.74,23.09,0.1788,31.29,0.1499,9.448
2016-07-05,18164606.0,159436093.73,3.36,9.02,3.3,173.45,1.0,134526974.97,12296944.0,15326702.0,107933897.17,,,271492.0,10.28,,,,4.84,1097325.0,514620.0,,,10.28,271492.0,,9990.0,451949.0,115.53,4.2,,,10.53,10.53,104435680.0,916662704.69,,981.56,10.53,23.65,0.1826,30.48,0.1556,8.998
2016-07-06,18702808.0,156607010.31,3.46,9.16,3.4,170.62,1.0,132757434.47,12421433.0,15854570.0,104010236.64,,,8230.0,1.38,,,,1.0,571971.0,100765.0,,,1.38,8230.0,,217024.0,44103.0,110.98,2.78,,,10.66,10.66,104098496.0,871663454.81,,930.82,10.65,22.9,0.176,29.22,0.1605,8.584
2016-07-07,19285692.0,167884059.69,3.57,9.25,3.51,169.89,1.0,142764430.47,12524784.0,16400073.0,109029615.57,,,165875.0,0.0,,297397.0,,2.34,386463.0,212650.0,,,0.0,165875.0,2.66,150126.0,138357.0,108.28,3.5,,,10.71,10.71,104406896.0,908873457.1,,903.7,10.7,22.16,0.1685,28.95,0.1649,8.924
2016-07-08,19004896.0,167645809.63,3.52,9.03,3.46,174.67,1.0,140714820.63,15451102.0,15951908.0,136297115.46,,,4359627.0,10.53,,,,11.81,505978.0,1433309.0,,,10.53,4359627.0,,,954143.0,138.2,7.98,,,13.19,13.19,101719384.0,897286072.26,,910.85,13.17,22.4,0.1827,30.77,0.1622,9.043
2016-07-11,19569668.0,178411937.24,3.62,9.2,3.56,182.21,1.0,151122215.23,15296006.0,16576310.0,139449992.84,,,159110.0,9.03,,,,2.92,898806.0,337305.0,,,9.03,159110.0,,23099.0,274404.0,138.75,1.61,,,13.03,13.03,102050264.0,930367612.59,,927.86,13.01,21.56,0.1768,29.44,0.1668,9.346
2016-07-12,19784420.0,184403300.0,3.66,9.17,3.6,190.49,1.0,157238802.44,15320503.0,16869972.0,142796771.95,,,2277.0,6.03,,,,0.96,334258.0,117517.0,,,6.03,2277.0,,139737.0,40595.0,143.54,0.0,,,13.02,13.02,102331136.0,953790870.37,,960.03,13.01,21.4,0.1759,28.92,0.1682,9.555
2016-07-13,20221470.0,186800217.16,3.74,9.33,3.68,197.42,1.0,161918592.71,15623902.0,17527988.0,144329185.1,,,193739.0,4.84,,449572.0,,3.26,386566.0,356697.0,,,4.84,193739.0,4.27,466357.0,178124.0,148.98,0.73,,,13.29,13.29,101920320.0,941511072.61,,972.07,13.29,21.03,0.1682,27.59,0.172,9.47
