,LOCAL FP Equity_DX_SI_QTY,LOCAL FP Equity_DX_SHORT_INTEREST_VALUE,LOCAL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOCAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOCAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOCAL FP Equity_DX_SI_MV,LOCAL FP Equity_DX_DSS,LOCAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOCAL FP Equity_DX_SUPPLY_SI_QTY,LOCAL FP Equity_DX_BROKER_SI_QTY,LOCAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOCAL FP Equity_DX_BROKER_SI_MV_NEW_x,LOCAL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOCAL FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOCAL FP Equity_DX_BROKER_SI_MV_INC_x,LOCAL FP Equity_DX_SUPPLY_SI_MV_NEW,LOCAL FP Equity_DX_BROKER_SI_QTY_ADD,LOCAL FP Equity_DX_BROKER_SI_QTY_NEW,LOCAL FP Equity_DX_SUPPLY_SI_MV_DEC,LOCAL FP Equity_DX_BROKER_SI_QTY_INC,LOCAL FP Equity_DX_SUPPLY_SI_QTY_DEC,LOCAL FP Equity_DX_BROKER_SI_MV_NEW_y,LOCAL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOCAL FP Equity_DX_BROKER_SI_MV_INC_y,LOCAL FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOCAL FP Equity_DX_BROKER_SI_MV_ADD,LOCAL FP Equity_DX_SUPPLY_SI_QTY_ADD,LOCAL FP Equity_DX_BROKER_SI_QTY_DEC,LOCAL FP Equity_DX_SUPPLY_SI_MV,LOCAL FP Equity_DX_BROKER_SI_MV_DEC,LOCAL FP Equity_DX_SUPPLY_SI_MV_RMV,LOCAL FP Equity_DX_BROKER_SI_MV_RMV,LOCAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOCAL FP Equity_DX_UTILIZATION_QUANTITY,LOCAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOCAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOCAL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOCAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOCAL FP Equity_DX_ACTIVE_UTILIZATION_MV,LOCAL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOCAL FP Equity_DX_BROKER_SI_CON_RATIO,LOCAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOCAL FP Equity_DX_DEMAND_SUPPLY_RATIO,LOCAL FP Equity_PX_LAST
2014-04-04,25811564.0,47751393.4,11.44,5.74,9.19,48.87,2.0,37594760.2,13569304.0,20321492.0,25103212.4,,,,,,,,0.3,,314919.0,,,,,,244772.0,345919.0,25.44,0.36,,,82.87,64.56,2804531.0,5188382.35,,5.25,82.9,21.14,0.1635,24.79,1.2281,1.85
2014-04-07,26473940.0,49241528.4,11.73,6.04,9.42,49.57,2.0,37169998.2,14169304.0,19983870.0,26354905.44,,,600000.0,0.11,,,,,126700.0,,,,0.11,600000.0,,,464323.0,26.25,0.99,,,86.54,70.69,2204531.0,4100427.66,,4.06,86.59,23.13,0.1672,24.31,1.3207,1.86
2014-04-08,25093232.0,47175276.16,11.12,6.08,8.93,47.25,2.0,36853940.8,13283295.0,19603160.0,24972594.6,,,,1.45,,,,1.7,742800.0,956009.0,,,1.45,,,70000.0,1123509.0,24.62,1.95,,,80.79,66.17,3158720.0,5938393.6,,5.85,80.8,21.5,0.1607,23.49,1.2501,1.88
2014-04-09,24862180.0,46989520.2,11.02,6.14,8.85,47.16,2.0,36613284.12,12992243.0,19372108.0,24555339.27,,,,0.0,,,,0.38,60000.0,291052.0,,,0.0,,,,291052.0,24.34,0.4,,,79.92,64.72,3263432.0,6167886.48,,6.11,79.94,21.77,0.1613,23.81,1.2386,1.89
2014-04-10,24976380.0,46206303.0,11.07,6.28,8.89,47.6,2.0,35725919.8,12992243.0,19311308.0,24035649.55,,,,,,23500.0,,,,,,,,,0.04,,84300.0,24.43,0.0,,,79.92,48.19,3263432.0,6037349.2,,6.14,79.92,21.67,0.1592,23.7,0.9265,1.85
2014-04-11,24677484.0,45653345.4,10.94,6.56,8.78,46.27,2.0,35496712.2,12796947.0,19187412.0,23674351.95,,,47002.0,0.07,,10000.0,,0.46,64604.0,242298.0,,,0.07,47002.0,0.02,,198500.0,23.71,0.38,,,79.68,51.2,3263432.0,6037349.2,,6.03,79.71,21.91,0.1629,23.87,0.9873,1.85
2014-04-14,25662984.0,44653592.16,11.37,6.89,9.13,48.15,2.0,33360866.88,12796947.0,19172912.0,22266687.78,,,,,,,,,,,,,,,,,14500.0,23.77,0.0,,,79.68,47.44,3263432.0,5678371.68,,6.07,79.67,22.99,0.1695,25.18,0.9514,1.74
2014-04-15,24237632.0,40961598.08,10.74,6.54,8.63,42.92,2.0,31649579.78,12801447.0,18727562.0,21634445.43,,,20000.0,,,,,0.03,,15500.0,,,,20000.0,,,445351.0,22.36,1.24,,,79.69,51.58,3263432.0,5515200.08,,5.68,79.75,22.31,0.1622,24.29,0.9767,1.69
2014-04-16,24667632.0,38728182.24,10.93,6.83,8.78,42.46,2.0,30077372.34,12741447.0,19157562.0,20004071.79,,,,0.88,,,,0.14,490000.0,60000.0,,,0.88,,,,60000.0,21.51,0.3,,,79.61,51.07,3263432.0,5123588.24,,5.52,79.58,21.89,0.1571,23.86,0.9888,1.57
2014-04-17,24679632.0,37759836.96,10.94,6.96,8.78,39.56,2.0,29329429.86,13631447.0,19169562.0,20856113.91,,,200000.0,0.3,,,,,590000.0,,,,0.3,200000.0,,690000.0,578000.0,21.55,1.1,,,80.68,55.44,3263433.0,4993052.49,,5.12,80.81,21.9,0.1623,23.8,1.0037,1.53
2014-04-18,24636282.0,37693511.46,10.92,9.31,8.77,39.12,2.0,29263104.36,13631447.0,19126212.0,20856113.91,,,,,,,,,,,,,,,,,43350.0,21.02,0.0,,,80.68,55.44,3263433.0,4993052.49,,5.0,80.79,21.56,0.1618,23.75,1.0019,
2014-04-21,24636282.0,37693511.46,10.92,9.31,8.77,38.76,2.0,29263104.36,13631447.0,19126212.0,20856113.91,,,,,,,,,,,,,,,,,,20.88,,,,80.68,55.31,3263433.0,4993052.49,,5.01,80.65,21.79,0.162,23.78,0.9996,
2014-04-22,24635424.0,39663032.64,10.92,9.31,8.77,38.7,2.0,30683946.72,13710661.0,19058352.0,22074164.21,,,89759.0,,,,,0.09,,58280.0,,,,89759.0,,47735.0,67859.0,21.05,0.05,,,80.77,55.46,3263433.0,5254127.13,,4.99,80.83,22.04,0.1623,23.78,0.9965,1.61
2014-04-23,24143764.0,39112897.68,10.7,11.47,8.59,39.2,2.0,30078047.52,12559552.0,18566696.0,20346474.24,,,,,,,,1.27,,1151109.0,,,,,,,491658.0,20.11,0.72,,,78.44,52.17,3453049.0,5593939.38,,5.55,78.37,22.84,0.1668,24.63,1.0029,1.62
2014-04-24,23648608.0,38547231.04,10.48,11.96,8.42,39.09,2.0,29456603.68,12274394.0,18071536.0,20007262.22,,,,,,,,0.38,,285158.0,,,,,,,495158.0,19.87,0.32,,,76.65,51.36,3738207.0,6093277.41,,6.05,76.65,23.08,0.1699,24.87,0.9895,1.63
2014-04-25,22422064.0,36099523.04,9.94,11.9,7.98,37.21,2.0,27925443.56,11772852.0,17344996.0,18954291.72,,,,,,,,0.76,,501542.0,,,,,,,726542.0,19.16,1.17,,,73.53,49.26,4238207.0,6823513.27,,6.9,73.52,22.18,0.1631,23.05,0.9382,1.61
2014-04-28,21742064.0,34352461.12,9.64,11.97,7.74,35.62,2.0,27405093.68,11092852.0,17344996.0,17526706.16,,,40000.0,,,,,1.28,,720000.0,,,,40000.0,,,,17.85,,,,69.11,46.41,4958207.0,7833967.06,,7.98,69.12,21.51,0.1601,23.74,0.9097,1.58
2014-04-29,21707360.0,34948849.6,9.62,12.19,7.73,35.06,2.0,27869570.12,11058148.0,17310292.0,17803618.28,,,,,,,,0.06,,34704.0,,,,,,,34704.0,17.54,0.08,,,69.04,46.27,4958207.0,7982713.27,,7.85,69.07,21.47,0.1598,23.66,0.9083,1.61
2014-04-30,21267240.0,35090946.0,9.43,12.54,7.57,34.78,2.0,27835780.5,11058148.0,16870170.0,18245944.2,,,,0.32,,,,,150000.0,,,,0.32,,,,590121.0,17.73,1.08,,,69.04,46.26,4958207.0,8181041.55,,7.95,69.03,22.01,0.1687,25.0,0.8897,1.65
2014-05-01,21849792.0,36052156.8,9.68,12.54,7.78,36.62,2.0,28796994.6,11058148.0,17452724.0,18245944.2,,,,0.94,,,,,582553.0,,,,0.94,,,,,18.2,,,,69.04,46.26,4958207.0,8181041.55,,8.18,69.0,21.53,0.1627,24.44,0.9141,
2014-05-02,21914708.0,35720974.04,9.71,12.58,7.8,36.62,2.0,28407053.2,11123064.0,17427640.0,18130594.32,,,,,,,,0.04,,25084.0,,,,,,90000.0,25084.0,18.3,0.06,,,69.06,54.76,4983291.0,8122764.33,,8.22,69.01,21.55,0.1618,24.29,1.0788,1.63
2014-05-05,21845350.0,35607920.5,9.68,12.68,7.77,36.16,2.0,28293996.4,11076405.0,17358280.0,18054540.15,,,,,,,,0.19,,46659.0,,,,,,,69359.0,18.04,0.09,,,68.77,46.3,5029950.0,8198818.5,,8.19,68.77,21.5,0.162,24.38,0.9132,1.63
2014-05-06,22445544.0,36586236.72,9.95,13.22,7.99,36.91,2.0,27276199.95,11743341.0,16733865.0,19141645.83,,,615728.0,0.33,,,,1.96,199000.0,1194491.0,,,0.33,615728.0,,1245699.0,823415.0,19.07,1.41,,,60.02,48.7,7823271.0,12751931.73,,12.74,59.94,21.7,0.1619,23.84,0.9308,1.63
2014-05-07,22509548.0,37140754.2,10.01,13.53,8.01,37.34,2.0,29366482.2,11695745.0,17797868.0,19297979.25,,,3128.0,0.53,,936330.0,,0.06,305185.0,81218.0,,,0.53,3128.0,1.6,30494.0,177512.0,19.08,0.18,,,59.7,49.03,7895739.0,13027969.35,,12.88,59.7,21.51,0.1595,23.61,0.9436,1.65
2014-05-08,22989548.0,40001813.52,10.22,14.14,8.18,38.86,2.0,31803490.32,11695745.0,18277868.0,20350596.3,,,25300.0,0.98,,10000.0,,0.04,470000.0,25300.0,,,0.98,25300.0,0.02,,,19.37,,,,59.7,47.98,7895739.0,13738585.86,,13.07,59.71,23.07,0.1621,23.18,0.943,1.74
2014-05-09,22891708.0,38686986.52,10.18,14.31,8.15,40.54,2.0,30724250.7,11695745.0,18180030.0,19765809.05,,,,,,,,,,,,,,,,,97838.0,20.36,0.0,,,59.7,49.36,7895739.0,13343798.91,,13.8,59.6,23.32,0.1642,23.37,0.966,1.69
2014-05-12,22891708.0,37771318.2,10.18,15.85,8.15,39.29,2.0,29997049.5,11695745.0,18180030.0,19297979.25,,,,,,,,,,,,,,,,,,19.72,,,,59.7,49.35,7895739.0,13027969.35,,13.34,59.64,23.27,0.1637,23.37,0.966,1.65
2014-05-13,22081342.0,37317467.98,9.54,15.54,7.86,37.2,2.0,29354732.16,10892709.0,17369664.0,18408678.21,,,,0.04,,,,1.63,27000.0,830036.0,,,0.04,,,27000.0,837367.0,18.06,1.64,,,76.29,46.19,3385617.0,5721692.73,,5.59,76.38,21.04,0.1607,24.01,0.9364,1.69
2014-05-14,22064342.0,35523590.62,9.53,15.37,7.85,37.84,2.0,28710589.04,11335709.0,17832664.0,18250491.49,,,920000.0,0.99,,,,0.67,463000.0,500000.0,,,0.99,920000.0,,23000.0,,19.1,,,,82.02,48.14,2485617.0,4001843.37,,4.2,81.97,23.31,0.1629,24.17,0.937,1.61
2014-05-15,24028956.0,20424612.6,2.52,15.65,2.4,38.47,1.0,16827684.6,11974323.0,19797276.0,10178174.55,,,512572.0,2.64,,,,0.17,1964614.0,13958.0,,,2.64,512572.0,,140000.0,,19.26,,,,60.91,51.02,7684989.0,6532240.65,,12.37,60.88,23.27,0.1671,25.78,1.0238,0.85
2014-05-16,24566822.0,18179448.28,2.57,9.59,2.45,26.82,1.0,15048006.56,12755103.0,20335144.0,9438776.22,,,802744.0,0.0,,,,0.06,1508966.0,21964.0,,,0.0,802744.0,,,971100.0,11.69,3.07,,,64.94,52.75,6886375.0,5095917.5,,5.86,66.61,17.97,0.1719,31.44,1.0159,0.74
2014-05-19,25741170.0,18533642.4,2.7,8.19,2.56,22.38,1.0,15486834.24,12759451.0,21509492.0,9186804.72,,,4348.0,0.82,,,,,1591348.0,,,,0.82,4348.0,,,417000.0,9.44,0.38,,,64.95,54.6,6886375.0,4958190.0,,5.09,64.95,16.64,0.1348,23.4,1.1015,0.72
2014-05-20,26093288.0,18526234.48,2.73,6.43,2.6,20.56,1.0,15592031.68,13844451.0,21960608.0,9829560.21,,,1184000.0,1.98,,100000.0,,0.08,2484400.0,99000.0,,,1.98,1184000.0,0.07,,2133283.0,10.09,3.64,,,70.84,58.74,5698881.0,4046205.51,,4.22,70.5,15.03,0.1523,29.62,1.1071,0.71
2014-05-21,27226608.0,19330891.68,2.85,6.35,2.71,20.96,1.0,15636859.66,15711545.0,22023746.0,11155196.95,,,1873222.0,0.6,,,,0.0,968000.0,1120.0,,,0.6,1873222.0,,16082.0,904862.0,11.2,0.69,0.02,,81.53,67.71,3558881.0,2526805.51,21090.0,2.53,81.58,17.07,0.1515,28.77,1.1734,0.71
2014-05-22,29881258.0,21514505.76,3.13,6.43,2.98,22.88,1.0,17219217.6,17587348.0,23915580.0,12662890.56,,,1876386.0,1.24,,163200.0,,0.0,1728633.0,584.0,,,1.24,1876386.0,0.13,,,12.53,,,,94.61,78.26,1002380.0,721713.6,,0.71,94.62,18.17,0.1558,29.62,1.3297,0.72
2014-05-23,30127644.0,22294456.56,3.16,6.16,3.0,23.29,1.0,17879853.36,18660756.0,24161964.0,13808959.44,,,1073410.0,0.94,,,,,1170000.0,,,,0.94,1073410.0,,,923614.0,13.44,0.68,,,100.0,81.31,0.0,0.0,,0.0,100.0,18.12,0.1715,32.56,1.3127,0.74
2014-05-26,30127644.0,22595733.0,3.16,5.76,3.0,23.57,1.0,18121473.0,19515756.0,24161964.0,14636817.0,,,,,,,,,,,,,,,,855000.0,,14.4,,,,100.0,76.24,0.0,0.0,,0.0,100.0,18.35,0.1709,32.34,1.177,0.75
2014-05-27,31156056.0,25547965.92,3.2,5.62,3.1,25.0,1.0,20656108.32,19512392.0,25190376.0,16000161.44,,,,0.89,,,,0.0,1031777.0,3366.0,,,0.89,,,,3366.0,14.64,0.0,,,100.0,76.29,0.0,0.0,,0.0,100.0,17.59,0.1617,31.16,1.2181,0.82
2014-05-28,32034584.0,25307321.36,3.29,5.04,3.19,27.36,1.0,20833963.74,19198416.0,26372106.0,15166748.64,,,13800.0,2.18,,,,0.21,2105730.0,327775.0,,,2.18,13800.0,,,924000.0,15.67,0.38,,,100.0,73.55,0.0,0.0,,0.0,100.0,16.6,0.1424,27.26,1.2273,0.79
2014-05-29,32849000.0,26279200.0,3.38,4.71,3.27,27.46,1.0,19636950.4,19948416.0,24546188.0,15958732.8,,,750000.0,0.33,,,,,400000.0,,,,0.33,750000.0,,,2225918.0,15.81,1.79,,,100.0,72.9,0.0,0.0,,0.0,100.0,17.41,0.1401,26.53,1.2005,0.8
2014-05-30,31535448.0,27120485.28,3.24,4.43,3.14,26.18,1.0,19663070.96,20265416.0,22864036.0,17428257.76,,,317000.0,,,,,,,,,,,317000.0,,,1578953.0,16.19,1.66,,0.09,96.08,70.57,826000.0,710360.0,,0.65,96.13,18.42,0.1519,27.82,1.0982,0.86
2014-06-02,31578136.0,27788759.68,3.24,4.23,3.14,27.54,1.0,20643325.12,19145716.0,23458324.0,16848230.08,0.09,,9000.0,1.28,,,103200.0,0.0,1684423.0,1128700.0,0.09,,1.28,9000.0,,,1193335.0,17.32,0.42,,,100.0,70.37,0.0,0.0,,0.0,100.0,17.35,0.1357,25.88,1.1606,0.88
2014-06-03,31261786.0,26572518.1,3.21,3.91,3.11,27.79,1.0,19687676.2,19088980.0,23161972.0,16225633.0,,,230000.0,,,,,0.25,,286735.0,,,,230000.0,,,296350.0,16.74,0.11,,,93.41,66.33,1346000.0,1144100.0,,1.16,93.53,17.43,0.1369,26.13,1.0863,0.85
2014-06-04,30441548.0,24657653.88,3.13,3.63,3.03,26.47,1.0,18096804.54,18815624.0,22341734.0,15240655.44,,,30000.0,0.09,,,,0.24,141017.0,303356.0,,,0.09,30000.0,,,961256.0,16.03,0.94,,,100.0,63.8,0.0,0.0,,0.0,100.0,17.72,0.1412,26.84,1.0323,0.81
2014-06-05,30404216.0,24627414.96,3.12,3.51,3.03,25.57,1.0,18050367.24,18885112.0,22284404.0,15296940.72,,,61000.0,0.07,,,,0.11,120000.0,111513.0,,,0.07,61000.0,,120000.0,177330.0,16.15,0.28,,,100.0,66.19,0.0,0.0,,0.0,100.0,17.55,0.1441,27.64,1.0657,0.81
2014-06-06,32722980.0,25851154.2,2.89,3.62,2.82,26.66,1.0,17672258.92,20680840.0,22369948.0,16337863.6,,,3475892.0,0.04,,8113210.0,,1.76,50000.0,2181455.0,,,0.04,3475892.0,6.41,501292.0,8077667.0,16.74,7.16,,,95.82,67.12,902108.0,712665.32,,0.73,95.82,24.04,0.1793,29.22,1.062,0.79
2014-06-09,46609632.0,36355512.96,4.12,4.69,4.01,32.21,1.0,27233363.04,25212032.0,34914568.0,19665384.96,,,5002006.0,5.76,,,,0.45,13809618.0,530512.0,,,5.76,5002006.0,,59698.0,1265000.0,20.02,1.11,,,44.68,27.2,31210572.0,24344246.16,,24.72,44.75,22.74,0.1721,25.95,0.5028,0.78
2014-06-10,46092464.0,34569348.0,4.08,4.49,3.97,32.53,1.0,27005370.0,24380416.0,36007160.0,18285312.0,,,1966150.0,2.11,,,,2.28,2843509.0,2797768.0,,,2.11,1966150.0,,,1750913.0,19.1,1.56,,,43.82,28.07,31251572.0,23438679.0,,24.45,43.85,20.96,0.1662,21.98,0.5306,0.75
2014-06-11,40248204.0,29783670.96,3.56,3.75,3.46,31.05,1.0,22894194.0,35044568.0,30938100.0,25932980.32,,,10201844.0,0.46,,272545.0,,0.55,600000.0,647843.0,,,0.46,10201844.0,0.2,1110151.0,5941606.0,26.39,1.08,,,52.09,37.3,32228096.0,23848791.04,,24.27,52.1,21.06,0.1648,22.99,0.4284,0.74
2014-06-12,39083684.0,30485273.52,3.46,3.57,3.36,30.05,1.0,23174505.12,32840622.0,29710904.0,25615685.16,,,,,,721015.0,,1.76,,2203945.0,,,,,0.53,,1948211.0,24.5,1.52,,,49.85,33.26,33035358.0,25767579.24,,24.87,49.63,21.9,0.1624,23.53,0.3958,0.78
2014-06-13,35418776.0,27272457.52,3.38,3.09,3.05,28.26,1.0,20934242.56,31053696.0,27187328.0,23911345.92,,,,0.67,,,,0.91,900000.0,1786925.0,,,0.67,,,,3423575.0,24.23,2.47,,,32.01,32.01,65959176.0,50788565.52,,51.21,32.12,20.19,0.1657,26.25,0.3651,0.77
2014-06-16,27207856.0,20405892.0,2.6,2.3,2.34,21.48,1.0,18874080.0,18735500.0,25165440.0,14051625.0,,,,,,,,9.78,,12350880.0,,,,,,32682.0,2021889.0,14.41,1.7,,,18.88,18.88,80501680.0,60376260.0,,61.58,18.96,21.17,0.2002,34.01,0.2742,0.75
2014-06-17,19462412.0,14596809.0,1.99,1.62,1.68,15.28,1.0,14052780.0,8568165.0,18737040.0,6426123.75,,,540.0,1.54,,,,7.86,2000000.0,10168026.0,,,1.54,540.0,,152.0,8428400.0,6.43,6.45,,,8.64,8.64,90619072.0,67964304.0,,68.16,8.62,22.42,0.2242,34.56,0.1962,0.75
2014-06-18,18133598.0,13600198.5,1.85,1.48,1.56,14.17,1.0,13105150.5,7249343.0,17473534.0,5437007.25,,,,,,253129.0,,1.16,,1545182.0,,,,,0.2,226360.0,1516635.0,5.43,1.24,,,7.31,7.31,91927008.0,68945256.0,,68.8,7.31,24.18,0.2325,37.14,0.1828,0.75
2014-06-19,18116444.0,13587333.0,1.85,1.45,1.56,14.15,1.0,13092285.0,7232189.0,17456380.0,5424141.75,,,1751.0,,,,,0.01,,18905.0,,,,1751.0,,,17154.0,5.41,0.01,,,7.28,7.28,92080728.0,69060546.0,,68.95,7.28,24.21,0.2326,37.14,0.1824,0.75
2014-06-20,18110388.0,13582791.0,1.85,1.43,1.56,14.2,1.0,13092285.0,7226134.0,17456380.0,5419600.5,,,,,,,,0.0,,6055.0,,,,,,,,5.42,,,,7.31,7.31,91599672.0,68699754.0,,68.79,7.31,24.13,0.2335,37.33,0.1833,0.75
2014-06-23,17885780.0,13235477.2,1.83,1.37,1.54,13.98,1.0,12917721.2,7001525.0,17456380.0,5181128.5,,,,,,,,0.17,,224609.0,,,,,,,,5.25,,,,6.97,6.97,93392992.0,69110814.08,,69.9,6.98,24.5,0.2385,37.64,0.1782,0.74
2014-06-24,17834522.0,13197546.28,1.82,1.34,1.54,12.8,1.0,12863653.84,6953977.0,17383316.0,5145942.98,,,,,,,,0.07,,69353.0,,,,,,21805.0,73063.0,5.14,0.09,,,6.93,6.93,93377784.0,69099560.16,,69.11,6.93,18.47,0.2408,40.4,0.1778,0.74
2014-06-25,16612437.0,11794830.27,1.7,1.24,1.43,12.84,1.0,11674556.27,6953977.0,16443037.0,4937323.67,,,,0.18,,100000.0,,,253720.0,,,,0.18,,0.07,,1294000.0,5.14,0.0,,,6.92,6.92,93474208.0,66366687.68,,68.88,6.94,18.42,0.2386,40.23,0.1654,0.71
2014-06-26,16612437.0,11960954.64,1.7,1.23,1.43,12.47,1.0,11838986.64,6953977.0,16443037.0,5006863.44,,,,,,,,,,,,,,,,,,4.94,,,,7.12,7.12,90667344.0,65280487.68,,64.68,7.1,18.96,0.2384,40.09,0.1702,0.72
2014-06-27,16621437.0,11635005.9,1.71,1.31,1.43,12.49,1.0,11510125.9,6962977.0,16443037.0,4874083.9,,,,,,,,,,,,,,,,9000.0,,5.0,,,,7.13,7.13,90671712.0,63470198.4,,64.92,7.15,18.95,0.2375,39.94,0.1702,0.7
2014-06-30,12435344.0,8953447.68,1.28,0.99,1.07,9.19,1.0,8452702.08,5855057.0,11739864.0,4215641.04,,,,,,,,0.8,,1107920.0,,,,,,,4703173.0,4.09,3.52,,,5.82,5.82,94731864.0,68206942.08,,66.37,5.81,17.19,0.3463,53.39,0.1236,0.72
2014-07-01,14265748.0,10271338.56,1.47,1.21,1.23,10.65,1.0,9791460.72,5332000.0,13599251.0,3839040.0,,,17.0,1.69,,,,0.35,2385446.0,523074.0,,,1.69,17.0,,,526059.0,3.84,0.39,,,5.4,5.4,93367312.0,67224464.64,,67.13,5.41,16.04,0.2936,47.06,0.1445,0.72
2014-07-02,15988868.0,11511984.96,1.65,1.35,1.38,11.89,1.0,11038587.12,5346442.0,15331371.0,3849438.24,,,,1.23,,,,0.04,1783678.0,60558.0,,,1.23,,,75000.0,51558.0,3.85,0.04,,,5.61,5.61,89973160.0,64780675.2,,64.83,5.61,14.36,0.2507,42.51,0.1677,0.72
2014-07-03,16000398.0,11360282.58,1.75,1.37,1.38,11.93,1.0,10871047.14,5105952.0,15311334.0,3625225.92,,,,,,,,0.2,,272057.0,,,,,,31567.0,20037.0,3.68,0.01,,,5.14,5.14,94151984.0,66847908.64,,67.84,5.15,14.31,0.2506,42.53,0.1612,0.71
2014-07-04,16700398.0,11523274.62,1.83,1.45,1.44,12.41,1.0,10564820.46,5805952.0,15311334.0,4006106.88,,,,,,,,,,,,,,,,700000.0,,4.11,,,,6.06,6.06,89984176.0,62089081.44,,63.83,6.05,13.76,0.2334,40.93,0.1743,0.69
2014-07-07,18111294.0,12677905.8,1.98,1.58,1.56,13.1,1.0,11705561.0,5805952.0,16722230.0,4064166.4,,,,0.92,,105896.0,,,1305000.0,,,,0.92,,0.07,,,4.01,,,,6.06,6.06,90029736.0,63020815.2,,62.13,6.06,19.57,0.2181,37.12,0.189,0.7
2014-07-08,19081294.0,12975279.92,2.09,1.69,1.64,13.82,1.0,12030716.4,5805952.0,17692230.0,3948047.36,,,,0.69,,,,,970000.0,,,,0.69,,,,,4.05,,,,6.06,6.06,90075912.0,61251620.16,,62.89,6.05,19.08,0.2128,35.43,0.199,0.68
2014-07-09,18560756.0,11878883.84,2.03,1.75,1.6,13.28,1.0,11323667.2,5317127.0,17693230.0,3402961.28,,,,0.0,,,,0.37,1000.0,521539.0,,,0.0,,,32714.0,,3.58,,,,5.47,5.47,91837056.0,58775715.84,,62.13,5.45,19.49,0.2235,36.25,0.191,0.64
2014-07-10,19767990.0,12256153.8,2.16,1.89,1.7,13.64,1.0,11197785.28,6358670.0,18060944.0,3942375.4,,,9.0,0.16,,,,,367714.0,,,,0.16,9.0,,1041534.0,,4.06,,,,6.53,6.53,90982480.0,56409137.6,,58.19,6.52,19.17,0.2023,33.58,0.2031,0.62
2014-07-11,21367990.0,13248153.8,2.34,2.01,1.84,14.34,1.0,12189785.28,6358670.0,19660944.0,3942375.4,,,,0.94,,,,,1600000.0,,,,0.94,,,,,3.94,,,,6.53,6.53,91083264.0,56471623.68,,56.48,6.52,21.34,0.1961,30.96,0.2193,0.62
2014-07-14,24673348.0,15050742.28,2.7,2.36,2.12,16.38,1.0,14165623.74,6069924.0,23222334.0,3702653.64,,,,2.23,,,,0.18,3600000.0,288746.0,,,2.23,,,,38610.0,3.75,0.03,,,6.21,6.21,91728160.0,55954177.6,,56.81,6.2,23.6,0.1967,27.12,0.2523,0.61
2014-07-15,26162460.0,15697476.0,2.87,2.54,2.25,17.1,1.0,14829800.4,5613070.0,24716334.0,3367842.0,,,175968.0,0.88,,,,0.51,1494000.0,810271.0,,,0.88,175968.0,,177449.0,,3.42,,,,5.73,5.73,92347376.0,55408425.6,,56.43,5.72,25.03,0.1984,25.92,0.2671,0.6
2014-07-16,27294616.0,16103823.44,2.99,2.66,2.35,17.68,1.0,15166295.74,5755975.0,25705586.0,3396025.25,,,244931.0,0.91,,,,0.16,1600000.0,254625.0,,,0.91,244931.0,,152599.0,610748.0,3.45,0.41,,,5.84,5.84,92761648.0,54729372.32,,55.73,5.83,22.78,0.1975,26.64,0.2771,0.59
2014-07-17,28755616.0,16965813.44,3.15,2.74,2.48,18.24,1.0,16112600.28,5757610.0,27309492.0,3396989.9,,,1635.0,0.8,,142905.0,,,1461000.0,,,,0.8,1635.0,0.09,,,3.4,,,,5.83,5.83,93037544.0,54892150.96,,54.96,5.82,22.38,0.202,27.81,0.2911,0.59
2014-07-18,30000372.0,17700219.48,3.28,2.8,2.58,18.74,1.0,16532002.96,7502364.0,28020344.0,4426394.76,,,444754.0,0.49,,,,,800000.0,,,,0.49,444754.0,,1300000.0,89146.0,4.31,0.06,,,7.56,7.56,91771888.0,54145413.92,,54.24,7.37,21.78,0.1912,25.82,0.3022,0.59
2014-07-21,29958038.0,17375662.04,3.28,2.93,2.58,18.71,1.0,16227246.96,7502364.0,27978012.0,4351371.12,,,,,,,,,,,,,,,,,42333.0,4.3,0.03,,,7.47,7.47,92958912.0,53916168.96,,54.86,7.27,21.82,0.1919,25.87,0.2982,0.58
2014-07-22,27791820.0,17508846.6,3.04,2.76,2.39,17.31,1.0,16227562.68,6731801.0,25758036.0,4241034.63,,,,,,202013.0,,0.46,,770563.0,,,,,0.12,,2421989.0,3.86,1.56,,,6.64,6.64,94614376.0,59607056.88,,55.43,6.51,20.71,0.1849,24.68,0.2742,0.63
