,ALPLA FP Equity_DX_SI_QTY,ALPLA FP Equity_DX_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPLA FP Equity_DX_SI_MV,ALPLA FP Equity_DX_DSS,ALPLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SUPPLY_SI_QTY,ALPLA FP Equity_DX_BROKER_SI_QTY,ALPLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPLA FP Equity_DX_BROKER_SI_QTY_ADD,ALPLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALPLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPLA FP Equity_DX_BROKER_SI_MV_ADD,ALPLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPLA FP Equity_DX_BROKER_SI_QTY_DEC,ALPLA FP Equity_DX_SUPPLY_SI_MV,ALPLA FP Equity_DX_BROKER_SI_MV_DEC,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPLA FP Equity_DX_BROKER_SI_CON_RATIO,ALPLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPLA FP Equity_PX_LAST
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14
