,ALNSC FP Equity_DX_SI_QTY,ALNSC FP Equity_DX_SHORT_INTEREST_VALUE,ALNSC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNSC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNSC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNSC FP Equity_DX_SI_MV,ALNSC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNSC FP Equity_DX_SUPPLY_SI_QTY,ALNSC FP Equity_DX_BROKER_SI_QTY,ALNSC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNSC FP Equity_DX_SUPPLY_SI_MV,ALNSC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNSC FP Equity_DX_UTILIZATION_QUANTITY,ALNSC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNSC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNSC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNSC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNSC FP Equity_DX_BROKER_SI_CON_RATIO,ALNSC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNSC FP Equity_PX_LAST
2006-08-16,,,,,,,,,,,,,,,,,,,,73.1
2006-08-17,,,,,,,,,,,,,,,,,,,,74.0
2006-08-18,,,,,,,,,,,,,,,,,,,,73.1
2006-08-30,,,,,,,,,,,,,,,,,,,,75.0
2006-09-14,,,,,,,,,,,,,,,,,,,,75.0
2006-09-27,,,,,,,,,,,,,,,,,,,,74.0
2006-10-09,,,,,,,,,,,,,,,,,,,,75.0
2006-10-10,,,,,,,,,,,,,,,,,,,,75.2
2006-10-20,,,,,,,,,,,,,,,,,,,,75.2
2006-10-27,,,,,,,,,,,,,,,,,,,,79.0
2006-11-06,,,,,,,,,,,,,,,,,,,,76.1
2006-11-07,,,,,,,,,,,,,,,,,,,,76.2
2006-11-09,,,,,,,,,,,,,,,,,,,,75.1
2006-11-13,,,,,,,,,,,,,,,,,,,,72.0
2006-11-27,,,,,,,,,,,,,,,,,,,,73.5
2006-11-28,,,,,,,,,,,,,,,,,,,,75.0
2006-11-30,,,,,,,,,,,,,,,,,,,,72.25
2006-12-08,,,,,,,,,,,,,,,,,,,,73.0
2006-12-11,,,,,,,,,,,,,,,,,,,,76.0
2006-12-13,,,,,,,,,,,,,,,,,,,,73.15
2006-12-19,,,,,,,,,,,,,,,,,,,,74.4
2006-12-22,,,,,,,,,,,,,,,,,,,,74.4
2006-12-27,,,,,,,,,,,,,,,,,,,,75.5
2006-12-29,,,,,,,,,,,,,,,,,,,,77.0
2007-01-02,,,,,,,,,,,,,,,,,,,,80.5
2007-01-11,,,,,,,,,,,,,,,,,,,,74.5
2007-01-16,,,,,,,,,,,,,,,,,,,,80.5
2007-01-17,,,,,,,,,,,,,,,,,,,,80.5
2007-01-25,,,,,,,,,,,,,,,,,,,,80.5
2007-02-01,,,,,,,,,,,,,,,,,,,,76.1
2007-02-07,,,,,,,,,,,,,,,,,,,,76.3
2007-02-09,,,,,,,,,,,,,,,,,,,,76.4
2007-02-16,,,,,,,,,,,,,,,,,,,,77.5
2007-02-21,,,,,,,,,,,,,,,,,,,,80.25
2007-02-27,,,,,,,,,,,,,,,,,,,,80.1
2007-02-28,,,,,,,,,,,,,,,,,,,,81.0
2007-03-05,,,,,,,,,,,,,,,,,,,,80.1
2007-03-06,,,,,,,,,,,,,,,,,,,,80.1
2007-03-19,,,,,,,,,,,,,,,,,,,,78.0
2007-03-26,,,,,,,,,,,,,,,,,,,,81.0
2007-03-29,,,,,,,,,,,,,,,,,,,,81.1
2007-03-30,,,,,,,,,,,,,,,,,,,,81.0
2007-04-03,,,,,,,,,,,,,,,,,,,,88.0
2007-04-04,,,,,,,,,,,,,,,,,,,,80.1
2007-04-12,,,,,,,,,,,,,,,,,,,,81.0
2007-04-18,,,,,,,,,,,,,,,,,,,,82.0
2007-05-04,,,,,,,,,,,,,,,,,,,,82.0
2007-05-15,,,,,,,,,,,,,,,,,,,,78.0
2007-05-24,,,,,,,,,,,,,,,,,,,,77.0
2007-06-05,,,,,,,,,,,,,,,,,,,,89.49
2007-06-06,,,,,,,,,,,,,,,,,,,,80.0
2007-06-13,,,,,,,,,,,,,,,,,,,,80.5
2007-06-19,,,,,,,,,,,,,,,,,,,,78.0
2007-06-20,,,,,,,,,,,,,,,,,,,,76.5
2007-06-21,,,,,,,,,,,,,,,,,,,,75.0
2007-06-25,,,,,,,,,,,,,,,,,,,,85.0
2007-06-26,,,,,,,,,,,,,,,,,,,,88.0
2007-06-29,,,,,,,,,,,,,,,,,,,,89.0
2007-07-04,,,,,,,,,,,,,,,,,,,,89.0
2007-07-05,,,,,,,,,,,,,,,,,,,,89.0
2007-07-06,,,,,,,,,,,,,,,,,,,,90.0
2007-07-09,,,,,,,,,,,,,,,,,,,,98.0
2007-07-10,,,,,,,,,,,,,,,,,,,,98.0
2007-07-11,,,,,,,,,,,,,,,,,,,,98.0
2007-07-12,,,,,,,,,,,,,,,,,,,,100.0
2007-07-13,,,,,,,,,,,,,,,,,,,,95.0
2007-07-26,,,,,,,,,,,,,,,,,,,,95.0
2007-08-14,,,,,,,,,,,,,,,,,,,,85.5
2007-08-23,,,,,,,,,,,,,,,,,,,,90.0
2007-08-28,,,,,,,,,,,,,,,,,,,,88.0
2007-08-31,,,,,,,,,,,,,,,,,,,,84.0
2007-09-10,,,,,,,,,,,,,,,,,,,,80.95
2007-09-11,,,,,,,,,,,,,,,,,,,,80.95
2007-09-13,,,,,,,,,,,,,,,,,,,,82.0
2007-09-21,,,,,,,,,,,,,,,,,,,,82.0
2007-09-25,,,,,,,,,,,,,,,,,,,,79.0
2007-09-27,,,,,,,,,,,,,,,,,,,,82.0
2007-10-08,,,,,,,,,,,,,,,,,,,,77.2
2007-10-12,,,,,,,,,,,,,,,,,,,,74.1
2007-10-15,,,,,,,,,,,,,,,,,,,,74.2
2007-10-16,,,,,,,,,,,,,,,,,,,,70.15
2007-10-19,,,,,,,,,,,,,,,,,,,,77.1
2007-10-23,,,,,,,,,,,,,,,,,,,,81.5
2007-10-24,,,,,,,,,,,,,,,,,,,,81.75
2007-10-29,,,,,,,,,,,,,,,,,,,,81.5
2007-10-31,,,,,,,,,,,,,,,,,,,,81.49
2007-11-07,,,,,,,,,,,,,,,,,,,,77.0
2007-11-13,,,,,,,,,,,,,,,,,,,,76.99
2007-11-16,,,,,,,,,,,,,,,,,,,,70.0
2007-11-19,,,,,,,,,,,,,,,,,,,,69.9
2007-11-20,,,,,,,,,,,,,,,,,,,,69.9
2007-11-30,,,,,,,,,,,,,,,,,,,,69.91
2007-12-10,,,,,,,,,,,,,,,,,,,,70.0
2007-12-13,,,,,,,,,,,,,,,,,,,,72.0
2007-12-17,,,,,,,,,,,,,,,,,,,,65.31
2007-12-18,,,,,,,,,,,,,,,,,,,,65.33
2007-12-20,,,,,,,,,,,,,,,,,,,,64.1
2008-01-07,,,,,,,,,,,,,,,,,,,,64.2
2008-01-21,,,,,,,,,,,,,,,,,,,,69.99
2008-01-25,,,,,,,,,,,,,,,,,,,,58.1
2008-01-30,,,,,,,,,,,,,,,,,,,,58.1
2008-02-01,,,,,,,,,,,,,,,,,,,,63.89
2008-02-04,,,,,,,,,,,,,,,,,,,,63.89
2008-02-05,,,,,,,,,,,,,,,,,,,,60.7
2008-02-08,,,,,,,,,,,,,,,,,,,,63.89
2008-02-14,,,,,,,,,,,,,,,,,,,,60.7
2008-02-15,,,,,,,,,,,,,,,,,,,,63.89
2008-02-18,,,,,,,,,,,,,,,,,,,,63.89
2008-02-25,,,,,,,,,,,,,,,,,,,,63.88
2008-02-26,,,,,,,,,,,,,,,,,,,,63.88
2008-03-05,,,,,,,,,,,,,,,,,,,,63.88
2008-03-20,,,,,,,,,,,,,,,,,,,,60.0
2008-03-26,,,,,,,,,,,,,,,,,,,,64.5
2008-03-27,,,,,,,,,,,,,,,,,,,,61.5
2008-03-31,,,,,,,,,,,,,,,,,,,,64.5
2008-04-18,,,,,,,,,,,,,,,,,,,,67.0
2008-04-29,,,,,,,,,,,,,,,,,,,,69.0
2008-05-06,,,,,,,,,,,,,,,,,,,,91.5
2008-05-08,,,,,,,,,,,,,,,,,,,,69.0
2008-05-12,,,,,,,,,,,,,,,,,,,,69.0
2008-05-16,,,,,,,,,,,,,,,,,,,,69.0
2008-05-28,,,,,,,,,,,,,,,,,,,,66.0
2008-06-02,,,,,,,,,,,,,,,,,,,,66.0
2008-06-13,,,,,,,,,,,,,,,,,,,,66.0
2008-06-23,,,,,,,,,,,,,,,,,,,,59.44
2008-06-27,,,,,,,,,,,,,,,,,,,,59.9
2008-06-30,,,,,,,,,,,,,,,,,,,,59.91
2008-07-02,,,,,,,,,,,,,,,,,,,,55.0
2008-07-03,,,,,,,,,,,,,,,,,,,,56.0
2008-07-04,,,,,,,,,,,,,,,,,,,,56.0
2008-07-10,,,,,,,,,,,,,,,,,,,,59.0
2008-07-11,,,,,,,,,,,,,,,,,,,,54.5
2008-07-21,,,,,,,,,,,,,,,,,,,,52.01
2008-07-23,,,,,,,,,,,,,,,,,,,,51.82
2008-08-15,,,,,,,,,,,,,,,,,,,,83.4
2008-09-03,,,,,,,,,,,,,,,,,,,,54.5
2008-09-08,,,,,,,,,,,,,,,,,,,,54.5
2008-09-10,,,,,,,,,,,,,,,,,,,,54.5
2008-09-17,,,,,,,,,,,,,,,,,,,,58.96
2008-10-20,,,,,,,,,,,,,,,,,,,,47.0
2008-10-21,,,,,,,,,,,,,,,,,,,,47.5
2008-10-28,,,,,,,,,,,,,,,,,,,,32.12
2008-10-29,,,,,,,,,,,,,,,,,,,,32.18
2008-10-30,,,,,,,,,,,,,,,,,,,,32.19
2008-10-31,,,,,,,,,,,,,,,,,,,,32.15
2008-11-03,,,,,,,,,,,,,,,,,,,,31.0
2008-11-04,,,,,,,,,,,,,,,,,,,,32.0
2008-11-05,,,,,,,,,,,,,,,,,,,,32.0
2008-11-14,,,,,,,,,,,,,,,,,,,,34.1
2008-11-24,,,,,,,,,,,,,,,,,,,,29.1
2008-12-09,,,,,,,,,,,,,,,,,,,,29.1
2008-12-11,,,,,,,,,,,,,,,,,,,,32.01
2008-12-12,,,,,,,,,,,,,,,,,,,,38.69
2008-12-16,,,,,,,,,,,,,,,,,,,,45.0
2008-12-17,,,,,,,,,,,,,,,,,,,,49.5
2008-12-18,,,,,,,,,,,,,,,,,,,,54.45
2008-12-19,,,,,,,,,,,,,,,,,,,,58.95
2008-12-22,,,,,,,,,,,,,,,,,,,,58.88
2008-12-23,,,,,,,,,,,,,,,,,,,,58.88
2008-12-24,,,,,,,,,,,,,,,,,,,,58.88
2008-12-29,,,,,,,,,,,,,,,,,,,,58.88
2008-12-30,,,,,,,,,,,,,,,,,,,,58.88
2008-12-31,,,,,,,,,,,,,,,,,,,,58.88
2009-01-15,,,,,,,,,,,,,,,,,,,,23.0
2009-01-16,,,,,,,,,,,,,,,,,,,,23.5
2009-01-22,,,,,,,,,,,,,,,,,,,,25.0
2009-01-27,,,,,,,,,,,,,,,,,,,,26.1
2009-02-09,,,,,,,,,,,,,,,,,,,,27.52
2009-02-10,,,,,,,,,,,,,,,,,,,,29.01
2009-02-17,,,,,,,,,,,,,,,,,,,,38.0
2009-03-23,,,,,,,,,,,,,,,,,,,,22.45
2009-03-25,,,,,,,,,,,,,,,,,,,,27.5
2009-03-26,,,,,,,,,,,,,,,,,,,,30.0
2009-04-02,,,,,,,,,,,,,,,,,,,,29.2
2009-04-16,,,,,,,,,,,,,,,,,,,,30.0
2009-05-05,,,,,,,,,,,,,,,,,,,,27.0
2009-05-07,,,,,,,,,,,,,,,,,,,,30.55
2009-05-08,,,,,,,,,,,,,,,,,,,,30.55
2009-05-19,,,,,,,,,,,,,,,,,,,,27.5
2009-05-25,,,,,,,,,,,,,,,,,,,,30.0
2009-05-26,,,,,,,,,,,,,,,,,,,,30.0
2009-06-08,,,,,,,,,,,,,,,,,,,,36.3
2009-06-18,,,,,,,,,,,,,,,,,,,,24.61
2009-06-23,,,,,,,,,,,,,,,,,,,,25.01
2009-06-24,,,,,,,,,,,,,,,,,,,,27.48
2009-06-26,,,,,,,,,,,,,,,,,,,,25.01
2009-06-30,,,,,,,,,,,,,,,,,,,,26.0
2009-07-02,,,,,,,,,,,,,,,,,,,,28.19
2009-07-03,,,,,,,,,,,,,,,,,,,,30.9
2009-07-06,,,,,,,,,,,,,,,,,,,,35.0
2009-07-07,,,,,,,,,,,,,,,,,,,,38.0
2009-07-08,,,,,,,,,,,,,,,,,,,,42.0
2009-07-15,,,,,,,,,,,,,,,,,,,,41.5
2009-07-16,,,,,,,,,,,,,,,,,,,,35.0
2009-07-17,,,,,,,,,,,,,,,,,,,,32.0
2009-08-07,,,,,,,,,,,,,,,,,,,,32.01
2009-08-19,,,,,,,,,,,,,,,,,,,,32.01
2009-08-26,,,,,,,,,,,,,,,,,,,,35.21
2009-08-28,,,,,,,,,,,,,,,,,,,,35.2
2009-09-03,,,,,,,,,,,,,,,,,,,,32.0
2009-09-10,,,,,,,,,,,,,,,,,,,,32.0
2009-09-11,,,,,,,,,,,,,,,,,,,,30.0
2009-09-15,,,,,,,,,,,,,,,,,,,,33.0
2009-09-16,,,,,,,,,,,,,,,,,,,,36.0
2009-09-18,,,,,,,,,,,,,,,,,,,,40.0
2009-09-29,,,,,,,,,,,,,,,,,,,,40.0
2009-10-12,,,,,,,,,,,,,,,,,,,,39.0
2009-10-22,,,,,,,,,,,,,,,,,,,,90.8
2009-11-13,,,,,,,,,,,,,,,,,,,,47.32
2009-11-19,,,,,,,,,,,,,,,,,,,,35.51
2009-11-20,,,,,,,,,,,,,,,,,,,,35.51
2009-11-26,,,,,,,,,,,,,,,,,,,,35.51
2009-11-27,,,,,,,,,,,,,,,,,,,,35.52
2009-12-01,,,,,,,,,,,,,,,,,,,,35.52
2009-12-03,,,,,,,,,,,,,,,,,,,,32.02
2009-12-04,,,,,,,,,,,,,,,,,,,,29.0
2009-12-08,,,,,,,,,,,,,,,,,,,,27.52
2009-12-17,,,,,,,,,,,,,,,,,,,,33.2
2009-12-18,,,,,,,,,,,,,,,,,,,,36.5
2009-12-28,,,,,,,,,,,,,,,,,,,,33.2
2009-12-30,,,,,,,,,,,,,,,,,,,,39.0
2010-01-14,,,,,,,,,,,,,,,,,,,,28.45
2010-01-20,,,,,,,,,,,,,,,,,,,,26.21
2010-01-26,,,,,,,,,,,,,,,,,,,,30.1
2010-01-28,,,,,,,,,,,,,,,,,,,,31.01
2010-02-03,,,,,,,,,,,,,,,,,,,,32.0
2010-02-04,,,,,,,,,,,,,,,,,,,,32.0
2010-02-05,,,,,,,,,,,,,,,,,,,,32.0
2010-02-17,,,,,,,,,,,,,,,,,,,,31.05
2010-03-04,,,,,,,,,,,,,,,,,,,,32.3
2010-03-09,,,,,,,,,,,,,,,,,,,,41.99
2010-03-18,,,,,,,,,,,,,,,,,,,,26.23
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,237023.49,0.64,0.0,0.0,0.0,31.43
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,34.57
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933.0,260703.22,0.64,0.0,0.0,0.0,
2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,372333.11,0.92,0.0,0.0,0.0,
2010-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,387734.8,0.92,0.0,0.0,0.0,36.0
2010-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,387734.8,0.92,0.0,0.0,0.0,
2010-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,387734.8,0.92,0.0,0.0,0.0,
2010-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,387734.8,0.92,0.0,0.0,0.0,
2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,387734.8,0.92,0.0,0.0,0.0,
2010-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,42.0
2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,42.0
2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,42.0
2010-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.92,0.0,0.0,0.0,
2010-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,452357.26,0.91,0.0,0.0,0.0,
2010-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,38.0
2010-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,38.0
2010-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,409275.62,0.92,0.0,0.0,0.0,
2010-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,398505.21,0.92,0.0,0.0,0.0,37.0
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,398505.21,0.92,0.0,0.0,0.0,
2010-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,356608.31,0.92,0.0,0.0,0.0,33.11
2010-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,356608.31,0.92,0.0,0.0,0.0,
2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,355962.08,0.92,0.0,0.0,0.0,33.05
2010-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,355962.08,0.92,0.0,0.0,0.0,
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,344653.15,0.92,0.0,0.0,0.0,32.0
2010-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,344653.15,0.92,0.0,0.0,0.0,
2010-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,344653.15,0.92,0.0,0.0,0.0,
2010-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,344653.15,0.92,0.0,0.0,0.0,
2010-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,344653.15,0.92,0.0,0.0,0.0,
2010-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,344653.15,0.92,0.0,0.0,0.0,
2010-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,30.0
2010-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,328497.54,0.92,0.0,0.0,0.0,30.5
2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,328497.54,0.92,0.0,0.0,0.0,
2010-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,327851.31,0.92,0.0,0.0,0.0,30.44
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,30.0
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,
2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,
2010-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,323112.33,0.92,0.0,0.0,0.0,
2010-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,296724.82,0.92,0.0,0.0,0.0,27.55
2010-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,296724.82,0.92,0.0,0.0,0.0,
2010-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12758.0,296724.82,0.92,0.0,0.0,0.0,
