,VANTI FP Equity_DX_SI_QTY,VANTI FP Equity_DX_SHORT_INTEREST_VALUE,VANTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VANTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VANTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VANTI FP Equity_DX_SI_MV,VANTI FP Equity_DX_DSS,VANTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VANTI FP Equity_DX_SUPPLY_SI_QTY,VANTI FP Equity_DX_BROKER_SI_QTY,VANTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VANTI FP Equity_DX_BROKER_SI_MV_NEW_x,VANTI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VANTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,VANTI FP Equity_DX_BROKER_SI_MV_INC_x,VANTI FP Equity_DX_SUPPLY_SI_MV_NEW,VANTI FP Equity_DX_BROKER_SI_QTY_ADD,VANTI FP Equity_DX_BROKER_SI_QTY_NEW,VANTI FP Equity_DX_SUPPLY_SI_MV_DEC,VANTI FP Equity_DX_BROKER_SI_QTY_INC,VANTI FP Equity_DX_SUPPLY_SI_QTY_DEC,VANTI FP Equity_DX_BROKER_SI_MV_NEW_y,VANTI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VANTI FP Equity_DX_BROKER_SI_MV_INC_y,VANTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,VANTI FP Equity_DX_BROKER_SI_MV_ADD,VANTI FP Equity_DX_SUPPLY_SI_QTY_ADD,VANTI FP Equity_DX_BROKER_SI_QTY_DEC,VANTI FP Equity_DX_SUPPLY_SI_MV,VANTI FP Equity_DX_BROKER_SI_MV_DEC,VANTI FP Equity_DX_SUPPLY_SI_MV_RMV,VANTI FP Equity_DX_BROKER_SI_MV_RMV,VANTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VANTI FP Equity_DX_UTILIZATION_QUANTITY,VANTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VANTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VANTI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VANTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VANTI FP Equity_DX_ACTIVE_UTILIZATION_MV,VANTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VANTI FP Equity_DX_BROKER_SI_CON_RATIO,VANTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VANTI FP Equity_DX_DEMAND_SUPPLY_RATIO,VANTI FP Equity_PX_LAST
2012-07-27,15455712.0,25578128.5,7.63,12.2,5.7,27.34,1.0,24214576.68,11805761.0,14631779.0,19537713.43,,,50000.0,,,,,0.44,,269800.0,,,,50000.0,,,138500.0,20.03,0.0,,,95.15,78.13,601905.0,996110.92,,1.02,95.14,24.08,0.1672,29.58,1.0228,1.709
2012-07-30,15139779.0,24630118.59,7.47,12.28,5.58,27.03,1.0,23860619.51,11181628.0,14666779.0,18190808.71,,,,0.07,,50000.0,,1.05,50000.0,624133.0,,,0.07,,0.09,,65000.0,19.16,0.11,,,94.89,73.99,601905.0,979207.92,,1.04,94.86,24.42,0.1733,30.27,1.0018,1.68
2012-07-31,14081563.0,24190350.64,6.95,11.56,5.19,24.81,1.0,23366630.07,10089667.0,13602063.0,17332776.38,,,20693.0,,,100000.0,,2.42,,1254454.0,,,,20693.0,0.18,141800.0,1164716.0,16.86,2.2,,,84.72,66.57,1820227.0,3126920.6,,3.05,84.7,26.6,0.1941,32.33,0.9291,1.774
2012-08-01,13997263.0,23178051.25,6.91,11.43,5.16,25.52,1.0,22690389.04,9423667.0,13702763.0,15604639.04,,,,0.91,,50000.0,,0.59,481700.0,666000.0,,,0.91,,0.09,,431000.0,16.63,0.72,,,81.62,61.68,2122227.0,3514193.18,,3.78,81.47,25.62,0.1913,32.83,0.9161,1.71
2012-08-02,13304263.0,20832362.64,6.57,11.07,4.91,23.75,1.0,20462041.2,8799964.0,13067763.0,13779345.86,,,,,,,,1.39,,608000.0,,,,,,,635000.0,15.08,1.51,,,74.43,57.53,3023963.0,4735045.74,,5.2,74.34,27.47,0.2016,33.15,0.8698,1.617
2012-08-03,13201163.0,20901027.47,6.52,11.09,4.87,22.59,1.0,20428579.2,8281661.0,12902763.0,13112119.29,,,47544.0,,,,,1.04,,580203.0,,,,47544.0,,14356.0,165000.0,13.21,0.32,,,71.12,54.06,3363622.0,5325527.44,,5.37,71.1,28.77,0.2057,32.81,0.8617,1.635
2012-08-06,11409290.0,18782146.6,5.63,9.8,4.21,19.55,1.0,17907018.6,7997391.0,10877690.0,13165426.61,,,,0.5,,61900.0,,0.44,300000.0,287473.0,,,0.5,,0.1,3203.0,2386973.0,13.01,4.22,,,68.66,52.32,3651095.0,6010488.08,,5.95,68.61,13.79,0.1922,38.58,0.7464,1.7
2012-08-07,11345790.0,18897348.55,5.6,9.75,4.18,20.22,1.0,18259263.92,7914895.0,10962690.0,13182910.1,,,143000.0,0.16,,,,0.3,85000.0,225496.0,,,0.16,143000.0,,,,13.43,,,,65.78,52.05,4117857.0,6858630.29,,7.01,65.71,14.16,0.1974,39.06,0.7461,1.72
2012-08-08,10421461.0,17761472.22,5.14,8.88,3.84,18.32,1.0,17505995.12,7161695.0,10271561.0,12205797.9,,,,,,,,1.28,,753200.0,,,,,,,691129.0,12.3,1.66,,,64.78,47.13,3894570.0,6637581.51,,6.71,64.69,15.67,0.2355,43.65,0.6859,1.76
2012-08-09,10445880.0,18096436.31,5.16,8.86,3.85,18.77,1.0,17836749.64,7237787.0,10295980.0,12538737.9,,,284884.0,0.16,,,,0.3,87300.0,208792.0,,,0.16,284884.0,,,62881.0,12.74,0.0,,,68.33,48.12,3353842.0,5810193.89,,5.91,68.29,15.8,0.2299,42.99,0.6945,1.789
2012-08-10,10053389.0,17844839.15,4.96,8.68,3.71,18.4,1.0,17578765.55,7100487.0,9903489.0,12603416.46,,,22471.0,0.58,,,,0.24,300000.0,159771.0,,,0.58,22471.0,,,692491.0,12.72,1.17,,,67.92,46.65,3353842.0,5953094.13,,6.0,67.93,12.11,0.2375,44.6,0.6605,1.833
2012-08-13,9535259.0,16278803.91,4.71,8.36,3.52,17.78,1.0,16022891.33,6499058.0,9385359.0,11095334.78,,,,,,,,0.92,,601429.0,,,,,,,518130.0,11.89,0.8,,,63.09,43.16,3802284.0,6491342.88,,6.96,63.06,12.82,0.2538,46.5,0.6332,1.763
2012-08-14,9363827.0,16385104.65,3.54,8.21,2.81,15.72,1.0,15700089.98,6724695.0,8972352.0,11767072.51,,,525461.0,0.0,,,,0.66,762189.0,338649.0,,,0.0,525461.0,,38825.0,1175196.0,11.88,2.14,,,58.7,41.42,4730887.0,8278247.62,,8.35,58.72,15.03,0.3016,51.03,0.5767,1.807
2012-08-15,9352114.0,16491396.12,3.54,8.73,2.81,17.2,1.0,16011120.04,6857726.0,9079754.0,12092824.78,,,60638.0,0.89,,69722.0,,0.36,344680.0,306301.0,,,0.89,60638.0,0.13,378694.0,307000.0,12.41,0.0,,,51.75,41.07,6393630.0,11274443.94,,11.57,51.75,18.9,0.3052,50.43,0.5601,1.821
2012-08-16,6992422.0,12391286.71,2.65,6.73,2.1,12.86,1.0,11962783.53,5145271.0,6750617.0,9117946.28,,,1415.0,,,,,3.15,,1735330.0,,,,1415.0,,21460.0,2329137.0,9.31,4.28,,,45.48,30.55,6167019.0,10928588.2,,11.18,45.45,11.64,0.3697,58.54,0.4152,1.83
2012-08-17,6905317.0,12277048.82,2.83,6.71,2.07,12.8,1.0,11805110.86,5086077.0,6639872.0,9042599.44,,,26579.0,0.07,,,,0.11,34085.0,104769.0,,,0.07,26579.0,,18996.0,144830.0,9.31,0.2,,,44.34,30.85,6385634.0,11353097.96,,11.7,44.31,10.84,0.3687,58.63,0.4189,1.836
2012-08-20,6616815.0,11482188.79,2.72,6.5,1.99,12.28,1.0,11134622.92,4939395.0,6416524.0,8571354.33,,,80116.0,,,22725.0,,0.43,,226798.0,,,,80116.0,0.04,,246073.0,9.03,0.43,,,47.02,30.12,5565594.0,9658000.27,,10.18,46.99,11.25,0.3788,59.46,0.4035,1.792
2012-08-21,6286824.0,11159158.67,2.58,6.21,1.89,11.46,1.0,10795573.27,4669346.0,6081988.0,8288123.37,,,,,,27500.0,,0.73,,297549.0,,,,,0.05,27500.0,362036.0,8.29,0.83,,,28.48,28.48,11726484.0,20814595.04,,20.99,28.31,12.0,0.4122,62.1,0.3834,1.833
2012-08-22,6256824.0,11160438.28,2.57,6.17,1.88,11.63,1.0,10799205.92,4639346.0,6054308.0,8275306.24,,,41434.0,0.01,,,,0.13,4545.0,71434.0,,,0.01,41434.0,,,32225.0,8.46,0.06,,,28.36,28.36,11720969.0,20906957.13,,21.47,28.27,11.8,0.415,62.37,0.3824,1.842
2012-08-23,6251844.0,11321068.67,2.57,6.14,1.88,11.67,1.0,11006761.74,4504366.0,6078274.0,8156671.35,,,3279.0,0.18,,,,0.25,78051.0,138259.0,,,0.18,3279.0,,,54085.0,8.24,0.1,,,27.62,27.62,11801698.0,21370948.08,,21.71,27.51,11.71,0.4321,63.75,0.3834,1.87
2012-08-24,5644491.0,10849831.2,2.32,5.4,1.7,10.72,1.0,10557445.61,3929289.0,5492381.0,7552872.77,,,,,,,,0.92,,575077.0,,,,,,,585893.0,7.38,0.94,,,24.09,24.09,12378526.0,23793982.06,,23.35,24.01,12.9,0.3958,60.39,0.3461,1.985
2012-08-27,5464378.0,10699403.62,2.24,4.77,1.64,10.94,1.0,10401568.02,3549503.0,5312268.0,6950025.28,,,,,,,,0.45,,379786.0,,,,,,,180113.0,7.05,0.0,,,21.64,21.64,12850638.0,25161905.48,,25.57,21.61,13.23,0.3975,60.5,0.3332,2.022
2012-08-28,4890023.0,9375917.51,2.01,4.1,1.47,9.92,1.0,9084268.41,3453948.0,4737913.0,6622449.74,,,,0.07,,,,0.13,31200.0,95555.0,,,0.07,,,,605555.0,6.94,1.08,,,20.99,20.99,12998319.0,24922411.75,,26.19,20.96,14.61,0.4639,65.99,0.2972,1.98
2012-08-29,4604395.0,8970945.86,1.89,3.91,1.38,9.22,1.0,8674583.24,3269920.0,4452285.0,6370929.36,,,,,,,,0.44,,184028.0,,,,,,,285628.0,6.48,0.69,,,32.53,19.74,6780711.0,13211158.31,,13.47,32.49,15.73,0.4978,68.37,0.278,2.012
2012-08-30,4471877.0,8552530.57,1.84,3.77,1.34,9.06,1.0,8261612.22,3203380.0,4319764.0,6126511.39,,,,,,,,0.07,,66540.0,,,,,,,132521.0,6.44,0.19,,,19.27,19.27,13421677.0,25669154.77,,26.98,19.26,16.2,0.5118,69.32,0.269,1.975
2012-08-31,4044385.0,7785859.4,1.66,3.39,1.21,8.1,1.0,7493026.14,3148588.0,3892272.0,6061357.53,,,,,,,,0.22,,54792.0,,,,,,,427492.0,6.18,0.93,,,18.84,18.84,13565324.0,26114651.63,,26.79,18.74,13.1,0.5807,74.74,0.242,1.988
2012-09-03,4111159.0,8101517.47,1.69,3.47,1.24,8.29,1.0,7801761.09,3109843.0,3959046.0,6128307.71,,,,0.24,,,,0.02,105519.0,38745.0,,,0.24,,,,38745.0,6.18,0.05,,,30.31,18.45,7150453.0,14090800.15,,14.25,30.24,15.73,0.5527,72.33,0.2439,2.035
2012-09-04,4094845.0,7890930.7,1.68,3.48,1.23,8.46,1.0,7597802.84,3093529.0,3942732.0,5961354.57,,,,,,,,0.0,,16314.0,,,,,,,16314.0,6.26,0.0,,,30.01,18.3,7214707.0,13903030.02,,14.71,29.85,15.44,0.555,72.55,0.2422,1.99
2012-09-05,4033022.0,7728835.62,1.66,3.44,1.21,8.18,1.0,7483536.02,3031706.0,3905021.0,5809925.49,,,,,,,,0.22,,61823.0,,,,,,,37711.0,6.02,0.22,,,17.74,17.74,14061626.0,26947533.62,,27.93,17.72,15.94,0.5645,73.16,0.2359,1.979
2012-09-06,3713714.0,7170860.84,1.52,3.36,1.12,7.51,1.0,6922578.18,2712398.0,3585131.0,5237406.16,,,582.0,,,,,0.65,,319890.0,,,,582.0,,,319890.0,5.36,0.66,,,15.9,15.9,14342686.0,27694487.34,,28.37,15.88,17.38,0.5359,70.8,0.2177,1.994
2012-09-07,3602612.0,6966798.37,1.48,3.26,1.08,7.29,1.0,6718142.17,2603993.0,3474029.0,5035650.3,,,,,,,,0.21,,108405.0,,,,,,,111102.0,5.13,0.23,,,28.78,15.26,6443604.0,12460761.76,,12.72,28.74,17.93,0.5676,73.05,0.2111,1.997
2012-09-10,3540712.0,6864238.45,1.45,3.21,1.06,7.22,1.0,6734962.75,2542093.0,3474029.0,4928255.25,,,,,,,,0.12,,61900.0,,,,,,,,5.09,,,,29.47,16.14,6085133.0,11797006.9,,12.18,29.47,17.87,0.5678,73.08,0.2249,2.002
2012-09-11,3216638.0,6260887.95,1.32,2.93,0.97,6.56,0.0,6131095.66,2279919.0,3149955.0,4437651.17,,,,,,,,0.54,,262174.0,,,,,,,324074.0,4.54,0.65,,,26.38,14.52,6363171.0,12385323.01,,12.69,26.36,19.66,0.5634,72.32,0.2049,2.01
2012-09-12,3003193.0,5825079.78,1.23,2.81,0.9,6.15,0.0,5695739.51,2279919.0,2936510.0,4422196.66,,,,,,,,,,,,,,,,,213445.0,4.56,0.45,,,26.38,14.48,6363171.0,12342190.04,,12.74,26.38,13.67,0.6247,77.71,0.1907,2.003
2012-09-13,2995193.0,5748653.7,1.23,2.97,0.9,6.11,0.0,5620669.47,2279919.0,2928510.0,4375833.14,,,,,,,,,,,,,,,,,8000.0,4.53,0.02,,,29.33,14.43,5494538.0,10545629.69,,10.92,29.34,13.76,0.6272,77.85,0.1896,1.982
2012-09-14,2995193.0,5858870.07,1.23,3.1,0.9,6.04,0.0,5728432.06,2279919.0,2928510.0,4459729.04,,,,,,,,,,,,,,,,,,4.46,,,,87.86,14.46,315157.0,616475.77,,0.65,87.29,13.83,0.6273,77.85,0.19,2.02
2012-09-17,2995193.0,5858870.07,1.23,3.03,0.9,6.17,0.0,5728432.06,2279919.0,2928510.0,4459729.04,,,,,,,,,,,,,,,,,,4.61,,,,100.0,14.25,0.0,0.0,,0.0,100.0,13.73,0.6272,77.86,0.1871,2.02
2012-09-18,2995193.0,5821164.47,1.23,3.09,0.9,6.18,0.0,5691565.91,2279919.0,2928510.0,4431027.81,,,,,,,,,,,,,,,,,,4.63,,,,100.0,14.21,0.0,0.0,,0.0,100.0,13.71,0.6274,77.87,0.1867,2.007
2012-09-19,3038228.0,5816539.97,1.25,3.2,0.91,6.21,0.0,5688878.6,2247874.0,2971545.0,4303445.62,,,,0.04,,,,0.07,43035.0,32045.0,,,0.04,,,,,4.5,,,,100.0,13.98,0.0,0.0,,0.0,100.0,13.59,0.6308,78.12,0.189,1.977
2012-09-20,2963148.0,5583851.57,1.22,3.14,0.89,6.01,0.0,5458191.97,2247874.0,2896465.0,4235966.19,,,,,,,,,,,,,,,,,75080.0,4.47,0.19,,,100.0,13.91,0.0,0.0,,0.0,100.0,14.04,0.6389,78.55,0.1833,1.946
2012-09-21,2970148.0,5752356.21,1.22,3.13,0.89,5.89,0.0,5616431.13,2251374.0,2899965.0,4360289.52,,,,,,3500.0,,,,,,,,,0.01,3500.0,,4.39,,,,100.0,13.91,0.0,0.0,,0.0,100.0,13.97,0.6359,78.38,0.1835,2.0
2012-09-24,2881778.0,5581207.93,1.18,2.96,0.87,5.89,0.0,5538962.18,2203004.0,2859965.0,4266610.2,,,,,,,,0.09,,48370.0,,,,,,,40000.0,4.42,0.08,,,100.0,14.17,0.0,0.0,,0.0,100.0,14.28,0.676,80.87,0.1853,2.0
2012-09-25,2871778.0,5506222.29,1.18,2.93,0.86,5.87,0.0,5464404.74,2203004.0,2849968.0,4223944.09,,,,,,3.0,,,,,,,,,0.0,,10000.0,4.41,0.02,,,14.17,14.17,13346986.0,25590930.7,,26.68,14.19,14.33,0.6811,81.18,0.1847,1.98
2012-09-26,2887978.0,5327537.88,1.19,2.92,0.87,5.84,0.0,5272362.02,2211104.0,2858068.0,4078888.52,,,8100.0,0.02,,,,,8100.0,,,,0.02,8100.0,,,,4.39,,,,14.19,14.19,13371226.0,24666293.5,,26.46,14.24,14.29,0.6726,80.66,0.1853,1.905
2012-09-27,2887978.0,5377876.82,1.19,2.88,0.87,5.62,0.0,5322179.62,2211104.0,2858068.0,4117429.2,,,,,,,,,,,,,,,,,,4.19,,,,14.15,14.15,13410966.0,24973363.08,,25.49,14.13,14.43,0.6714,80.56,0.1849,1.923
2012-09-28,3034840.0,5642540.87,1.25,3.05,0.91,5.96,0.0,5117689.97,2463485.0,2752549.0,4580246.34,,,252381.0,,,,,,,,,,,252381.0,,,105519.0,4.74,0.2,,,15.9,15.9,13028092.0,24222542.75,,25.01,15.92,10.19,0.6095,76.88,0.1959,1.92
2012-10-01,3532993.0,6620052.47,1.45,3.54,1.06,6.7,1.0,5482072.01,2858512.0,2925675.0,5356223.3,,77726.0,254698.0,0.14,0.15,,,0.01,173126.0,7397.0,,77726.0,0.14,254698.0,,70000.0,,5.48,,,,18.35,18.35,12715315.0,23825706.0,,24.38,18.37,14.51,0.496,67.88,0.2269,1.935
2012-10-02,3170614.0,5944104.17,1.3,3.21,0.95,6.25,0.0,5283030.31,2653530.0,2817994.0,4974701.66,,,,,,,,0.37,,204982.0,,,,,,,107681.0,5.13,0.0,,,17.04,17.04,12920297.0,24222308.74,,24.96,17.04,11.98,0.5589,73.24,0.2036,1.936
2012-10-03,3204614.0,5948884.32,1.32,3.28,0.96,6.32,0.0,5262740.34,2745530.0,2834994.0,5096663.87,,,92000.0,0.03,,,,,17000.0,,,,0.03,92000.0,,,,5.32,,,,17.62,17.62,12834050.0,23824485.21,,24.85,17.64,11.84,0.5473,72.46,0.2057,1.917
2012-10-04,3009686.0,5584115.32,1.24,3.16,0.9,5.86,0.0,5313244.48,2521902.0,2863694.0,4679089.97,,,,,,28700.0,,0.55,,252381.0,,,,,0.06,28753.0,,4.8,,,,33.29,16.23,5054665.0,9378331.25,,9.6,33.31,12.77,0.6108,76.93,0.1937,1.916
2012-10-05,3204686.0,6004877.3,1.32,3.48,0.96,6.26,0.0,5731320.38,2521902.0,3058694.0,4725490.14,,,,0.38,,,,,195000.0,,,,0.38,,,,,4.82,,,,33.29,14.51,5054665.0,9471331.4,,9.66,33.3,11.96,0.5439,72.36,0.1844,1.935
2012-10-08,3279686.0,6123179.36,1.35,4.03,0.99,6.45,0.0,5850612.05,2546902.0,3133694.0,4755070.38,,,25000.0,0.14,,,,,75000.0,,,,0.14,25000.0,,,,4.95,,,,33.5,14.63,5054665.0,9437068.19,,9.85,33.47,13.09,0.5256,70.84,0.1884,1.928
2012-10-09,3379686.0,6329516.09,1.39,4.46,1.02,6.65,1.0,6056100.54,2646902.0,3233694.0,4957149.51,,,100000.0,0.2,,,,,100000.0,,,,0.2,100000.0,,,,5.13,,,,34.82,15.21,4954665.0,9279155.47,,9.61,34.8,12.66,0.4966,68.7,0.1942,1.934
2012-10-10,3459686.0,6422387.16,1.42,4.84,1.04,6.8,1.0,6151374.95,2726902.0,3313694.0,5062083.78,,,80000.0,0.15,,,,,80000.0,,,,0.15,80000.0,,,,5.28,,,,35.87,17.34,4874665.0,9049083.04,,9.45,35.85,12.3,0.4801,67.31,0.22,1.917
2012-10-11,3459686.0,6341981.69,1.42,5.01,1.04,6.72,1.0,6074362.43,2726902.0,3313694.0,4998708.71,,,,,,,,,,,,,,,,,,5.21,,,,35.87,17.55,4874665.0,8935792.49,,9.32,35.87,12.36,0.4803,67.32,0.2227,1.893
2012-10-12,2994686.0,5509885.56,1.23,4.37,0.9,5.73,0.0,5241276.69,2264260.0,2848694.0,4165983.84,,,35000.0,0.07,,,,0.95,35000.0,497642.0,,,0.07,35000.0,,,500000.0,4.29,1.05,,,31.87,14.57,4839665.0,8904439.5,,9.16,31.88,14.43,0.408,60.67,0.1927,1.9
2012-10-15,3049686.0,5537249.39,1.25,4.47,0.92,5.84,0.0,5272174.85,2309260.0,2903694.0,4192873.8,,,45000.0,0.1,,,,,55000.0,,,,0.1,45000.0,,,,4.39,,,,32.51,14.84,4794665.0,8705570.29,,9.13,32.49,14.15,0.3986,59.72,0.1959,1.875
2012-10-16,3051492.0,5484384.48,1.25,4.59,0.92,5.76,0.0,5221996.03,2311066.0,2905500.0,4153631.9,,,95000.0,0.17,,,,0.17,95000.0,93194.0,,,0.17,95000.0,,,93194.0,4.3,0.23,,,32.96,14.88,4699665.0,8446612.28,,8.74,32.99,16.59,0.3709,56.49,0.1965,1.856
2012-10-17,3133046.0,5746248.87,1.29,4.6,0.94,5.89,0.0,5460048.43,2396120.0,2977000.0,4394669.55,,,85054.0,0.16,,,,,75000.0,,,,0.16,85054.0,,,3500.0,4.42,0.01,,,34.13,15.44,4624665.0,8481993.57,,8.52,34.15,18.98,0.3583,54.71,0.2019,1.894
2012-10-18,3213046.0,5961425.67,1.32,4.76,0.97,6.14,0.0,5671900.83,2476120.0,3057000.0,4594146.91,,,80000.0,0.17,,,,,80000.0,,,,0.17,80000.0,,,,4.71,,,,35.27,15.92,4544665.0,8432086.75,,8.64,35.26,20.98,0.3521,53.57,0.2066,1.916
2012-10-19,3314493.0,6146438.92,1.36,5.01,1.0,6.3,0.0,5869588.04,2563120.0,3165200.0,4753083.06,,,65000.0,0.17,,22000.0,,,86200.0,,,,0.17,65000.0,0.04,22000.0,,4.93,,,,36.39,16.53,4479665.0,8307149.02,,8.63,36.37,22.52,0.3516,53.24,0.2137,1.915
2012-10-22,3289493.0,5988588.91,1.35,5.04,0.99,6.31,0.0,5716797.96,2588120.0,3140200.0,4711725.09,,,25000.0,0.02,,,,,25000.0,,,,0.02,25000.0,,,50000.0,4.95,0.0,,,36.75,16.1,4454665.0,8109808.23,,8.51,36.75,22.8,0.351,53.07,0.2047,1.88
2012-10-23,3005858.0,5390724.39,1.23,4.63,0.9,5.68,0.0,5122981.39,2304485.0,2856565.0,4132877.7,,,,,,,,0.58,,283635.0,,,,,,,283635.0,4.36,0.55,,,32.84,14.34,4713300.0,8452861.46,,8.92,32.82,19.39,0.3927,57.93,0.187,1.852
2012-10-24,2997758.0,5341362.82,1.23,4.71,0.9,5.59,0.0,5075354.66,2304485.0,2848465.0,4106098.79,,,,,,,,,,,,,,,,,8100.0,4.27,0.02,,,32.84,14.32,4713300.0,8398091.3,,8.72,32.84,19.5,0.3935,57.94,0.1863,1.84
2012-10-25,2997758.0,5292013.27,1.23,4.8,0.9,5.57,0.0,5028462.8,2304485.0,2848465.0,4068162.01,,,,,,,,,,,,,,,,,,4.25,,,,32.84,14.42,4713300.0,8320500.24,,8.7,32.84,19.55,0.3928,57.85,0.1876,1.823
2012-10-26,3007758.0,5592188.54,1.23,4.74,0.9,5.6,0.0,5314614.81,2314485.0,2858465.0,4303217.37,,,10000.0,0.07,,,,,10000.0,,,,0.07,10000.0,,,,4.24,,,,32.98,13.13,4703300.0,8744633.16,,8.58,33.09,20.65,0.3865,56.94,0.1706,1.92
2012-10-29,2961158.0,5525619.57,1.22,4.53,0.89,5.71,0.0,5268679.84,2267885.0,2823465.0,4231949.03,,,,,,,,0.0,,46600.0,,,,,,,35000.0,4.36,0.06,,,32.37,12.88,4738300.0,8841825.8,,9.12,32.36,19.19,0.4015,58.8,0.1682,1.927
2012-10-30,3131158.0,5903487.12,1.29,4.66,0.94,6.08,0.0,5474194.6,2437885.0,2903465.0,4596389.8,,,170000.0,0.17,,,,,80000.0,,,,0.17,170000.0,,,,4.68,,,,34.35,13.86,4658300.0,8782761.54,,8.94,34.37,21.41,0.3897,57.05,0.178,1.947
2012-10-31,3006203.0,5679541.26,1.23,4.46,0.9,5.89,0.0,5249366.79,2446056.0,2778510.0,4621270.08,,,75000.0,0.15,,,,0.13,75000.0,66829.0,,,0.15,75000.0,,,199955.0,4.77,0.35,,,34.8,13.87,4583300.0,8659109.66,,8.93,34.79,24.83,0.3994,57.23,0.1705,1.951
2012-11-01,2924289.0,5621063.45,1.2,4.34,0.88,5.75,0.0,5183392.34,2364142.0,2696596.0,4544349.82,,,23257.0,0.07,,,,0.2,25000.0,105171.0,,,0.07,23257.0,,,106914.0,4.62,0.21,,,34.14,13.43,4560043.0,8765307.06,,8.9,34.14,26.78,0.3827,54.79,0.1661,1.985
2012-11-02,2983235.0,5771924.41,1.22,4.48,0.9,5.94,0.0,5331386.95,2389142.0,2755542.0,4622480.98,,,25000.0,0.11,,,,,58946.0,,,,0.11,25000.0,,,,4.78,,,,34.5,13.57,4535043.0,8774342.42,,9.07,34.49,26.97,0.3764,54.01,0.1695,1.998
2012-11-05,2890966.0,5537413.52,1.19,4.4,0.87,5.76,0.0,5101285.84,2296873.0,2663273.0,4399476.03,,,,,,,,0.18,,92269.0,,,,,,,92269.0,4.6,0.18,,,33.17,13.06,4627312.0,8863245.03,,9.28,33.16,25.15,0.3801,55.13,0.1644,1.978
2012-11-06,2743101.0,5256846.29,1.13,4.36,0.82,5.43,0.0,4820498.12,2149008.0,2515408.0,4118333.49,,,,,,,,0.35,,147865.0,,,,,,,147865.0,4.24,0.32,,,31.04,13.07,4775177.0,9151092.68,,9.42,31.04,21.26,0.3949,57.9,0.1668,1.979
2012-11-07,2533101.0,4797986.73,1.04,4.16,0.76,5.01,0.0,4366709.81,1939008.0,2305408.0,3672705.77,,,,,,,,0.4,,210000.0,,,,,,,210000.0,3.85,0.42,,,28.0,11.78,4985177.0,9442502.72,,9.89,28.0,14.28,0.435,63.05,0.1539,1.956
2012-11-08,2413101.0,4430487.53,0.99,4.09,0.72,4.71,0.0,4012439.96,1829008.0,2185408.0,3358084.53,,,,,,,,0.26,,110000.0,,,,,,,120000.0,3.58,0.25,,,26.41,11.09,5095177.0,9354816.95,,9.97,26.41,11.94,0.4718,66.42,0.1464,1.896
2012-11-09,2213101.0,4028995.38,0.91,3.66,0.66,4.21,0.0,3614475.64,1629008.0,1985408.0,2965642.19,,,,,,,,0.47,,200000.0,,,,,,,200000.0,3.09,0.38,,,100.0,9.96,0.0,0.0,,0.0,100.0,13.29,0.5447,72.24,0.1353,1.88
2012-11-12,2213101.0,4007564.55,0.91,3.64,0.66,4.18,0.0,3595249.71,1629008.0,1985408.0,2949867.5,,,,,,,,,,,,,,,,,,3.06,,,,100.0,9.84,0.0,0.0,,0.0,100.0,13.35,0.5441,72.19,0.1336,1.87
2012-11-13,2168101.0,3953370.48,0.89,3.49,0.65,4.08,0.0,3538189.28,1584008.0,1940408.0,2888320.46,,,,,,,,0.08,,45000.0,,,,,,,45000.0,2.96,0.08,,,100.0,9.69,0.0,0.0,,0.0,100.0,13.71,0.5661,73.68,0.1327,1.883
2012-11-14,2168101.0,3930275.91,0.89,3.48,0.65,4.1,0.0,3517520.09,1584008.0,1940408.0,2871447.63,,,,,,,,,,,,,,,,,,2.98,,,,100.0,9.73,0.0,0.0,,0.0,100.0,13.54,0.5681,73.85,0.1332,1.872
2012-11-15,2188101.0,4017384.35,0.9,3.49,0.66,4.11,0.0,3599336.78,1604008.0,1960408.0,2944981.35,,,20000.0,0.04,,,,,20000.0,,,,0.04,20000.0,,,,2.99,,,,23.32,9.78,5275177.0,9685299.5,,9.83,23.33,13.43,0.5568,73.08,0.1334,1.896
2012-11-16,2203101.0,3972388.99,0.9,3.46,0.66,4.19,0.0,3561838.06,1619008.0,1975408.0,2919216.85,,,15000.0,0.03,,,,,15000.0,,,,0.03,15000.0,,,,3.08,,,,23.53,9.88,5260177.0,9484571.62,,10.01,23.53,13.31,0.5504,72.65,0.1344,1.862
