,INS FP Equity_DX_DSS,INS FP Equity_PX_LAST
2024-05-21,,63.1
2024-05-22,,62.867
2024-05-23,,62.512
2024-05-24,,62.797
2024-05-27,,62.922
2024-05-28,,62.523
2024-05-29,,62.276
2024-05-30,,62.418
2024-05-31,,62.806
2024-06-03,,63.086
2024-06-04,,62.337
2024-06-05,,62.646
2024-06-06,,63.146
2024-06-07,,62.869
2024-06-10,,62.29
2024-06-11,,61.656
2024-06-12,,62.261
2024-06-13,,61.347
2024-06-14,,60.712
2024-06-17,,61.204
2024-06-18,,61.908
2024-06-19,,62.122
2024-06-20,,62.63
2024-06-21,,62.474
2024-06-24,,62.992
2024-06-25,,62.706
2024-06-26,,62.342
2024-06-27,,62.174
2024-06-28,,62.152
2024-07-01,,62.605
2024-07-02,,61.616
2024-07-03,,61.751
2024-07-04,,62.191
2024-07-05,,61.851
2024-07-08,,62.582
2024-07-09,,62.239
2024-07-10,,62.772
2024-07-11,,63.076
2024-07-12,,63.188
2024-07-15,,62.902
2024-07-16,,62.275
2024-07-17,,62.399
2024-07-18,,62.521
2024-07-19,,61.663
2024-07-22,,62.167
2024-07-23,,62.308
2024-07-24,,62.069
2024-07-25,,62.048
2024-07-26,,62.567
2024-07-29,,62.375
2024-07-30,,63.051
2024-07-31,,63.055
2024-08-01,,61.747
2024-08-02,,60.677
2024-08-05,,59.126
2024-08-06,,58.937
2024-08-07,,60.143
2024-08-08,,60.39
2024-08-09,,60.673
2024-08-12,,61.01
2024-08-13,,61.246
2024-08-14,,61.837
2024-08-15,,62.742
2024-08-16,,63.259
2024-08-19,,63.645
2024-08-20,,63.639
2024-08-21,,63.84
2024-08-22,,64.181
2024-08-23,,64.813
2024-08-26,,64.772
2024-08-27,,64.95
2024-08-28,,65.706
2024-08-29,,65.602
2024-08-30,,65.623
2024-09-02,,65.975
2024-09-03,,66.01
2024-09-04,,65.703
2024-09-05,,66.134
2024-09-06,,65.186
2024-09-09,,65.909
2024-09-10,,65.731
2024-09-11,,65.713
2024-09-12,,65.98
2024-09-13,,66.548
2024-09-16,,66.765
2024-09-17,,66.732
2024-09-18,,66.46
2024-09-19,,67.147
2024-09-20,,66.818
2024-09-23,,67.212
2024-09-24,,67.704
2024-09-25,,67.377
2024-09-26,,67.735
2024-09-27,,67.977
2024-09-30,,67.381
2024-10-01,,67.095
2024-10-02,,66.836
2024-10-03,,66.132
2024-10-04,,66.738
2024-10-07,,66.206
2024-10-08,,66.166
2024-10-09,,66.726
2024-10-10,,67.492
2024-10-11,,67.89
2024-10-14,,68.334
2024-10-15,,68.686
2024-10-16,,68.586
2024-10-17,,68.908
2024-10-18,,69.045
2024-10-21,,68.304
2024-10-22,,67.399
2024-10-23,,66.94
2024-10-24,,67.188
2024-10-25,,66.679
2024-10-28,,67.355
2024-10-29,,66.979
2024-10-30,,66.411
2024-10-31,,65.715
2024-11-01,,66.185
2024-11-04,,65.84
2024-11-05,,66.296
2024-11-06,,66.371
2024-11-07,,66.568
2024-11-08,,66.037
2024-11-11,,66.86
2024-11-12,,65.49
2024-11-13,,65.768
2024-11-14,,66.324
2024-11-15,,66.88
2024-11-18,,67.175
2024-11-19,,66.855
2024-11-20,,66.856
2024-11-21,,68.013
2024-11-22,,68.212
2024-11-25,,68.444
2024-11-26,,68.128
2024-11-27,,67.679
2024-11-28,,68.083
2024-11-29,,68.527
2024-12-02,,69.104
2024-12-03,,69.017
2024-12-04,,69.492
2024-12-05,,70.417
2024-12-06,,70.08
2024-12-09,,69.776
2024-12-10,,69.138
2024-12-11,,69.368
2024-12-12,,68.831
2024-12-13,,69.707
2024-12-16,,69.337
2024-12-17,,68.859
2024-12-18,,68.509
2024-12-19,,68.097
2024-12-20,,67.695
2024-12-23,,67.849
2024-12-24,,68.11
2024-12-27,,68.129
2024-12-30,,67.893
2024-12-31,,68.241
2025-01-02,,68.83
2025-01-03,,68.806
2025-01-06,,69.103
2025-01-07,,69.531
2025-01-08,,69.268
2025-01-09,,68.92
2025-01-10,,67.76
2025-01-13,,67.461
2025-01-14,,67.757
2025-01-15,,69.053
2025-01-16,,69.567
2025-01-17,,70.162
2025-01-20,,69.806
2025-01-21,,69.776
2025-01-22,,70.628
2025-01-23,,70.953
2025-01-24,,70.624
2025-01-27,,71.647
2025-01-28,,71.892
2025-01-29,,72.079
2025-01-30,,72.183
2025-01-31,,72.04
2025-02-03,,71.653
2025-02-04,,72.025
2025-02-05,,72.125
2025-02-06,,72.965
2025-02-07,,72.977
2025-02-10,,73.469
2025-02-11,,73.454
2025-02-12,,73.622
2025-02-13,,74.137
2025-02-14,,73.157
2025-02-17,,74.063
2025-02-18,,74.394
2025-02-19,,72.989
2025-02-20,,72.944
2025-02-21,,73.04
2025-02-24,,73.532
2025-02-25,,74.16
2025-02-26,,75.925
2025-02-27,,75.91
2025-02-28,,75.59
2025-03-03,,76.96
2025-03-04,,76.041
2025-03-05,,76.548
2025-03-06,,76.529
2025-03-07,,76.539
2025-03-10,,76.52
2025-03-11,,75.507
2025-03-12,,76.861
2025-03-13,,77.085
2025-03-14,,77.357
2025-03-17,,78.276
2025-03-18,,78.957
2025-03-19,,78.781
2025-03-20,,78.651
2025-03-21,,78.481
2025-03-24,,78.843
2025-03-25,,79.768
2025-03-26,,79.903
2025-03-27,,80.238
2025-03-28,,79.701
2025-03-31,,78.954
2025-04-01,,79.936
2025-04-02,,79.787
2025-04-03,,78.973
2025-04-04,,74.666
2025-04-07,,70.118
2025-04-08,,73.026
2025-04-09,,70.705
2025-04-10,,73.967
2025-04-11,,73.695
2025-04-14,,75.873
2025-04-15,,77.272
2025-04-16,,77.857
2025-04-17,,78.202
2025-04-22,,79.067
2025-04-23,,79.51
2025-04-24,,79.515
2025-04-25,,79.663
2025-04-28,,79.813
2025-04-29,,80.271
2025-04-30,,80.968
2025-05-02,,81.907
2025-05-05,,83.208
2025-05-06,,83.372
2025-05-07,,83.234
2025-05-08,,82.999
2025-05-09,,83.338
2025-05-12,,82.234
2025-05-13,,81.5
2025-05-14,,81.803
2025-05-15,,82.616
2025-05-16,,82.908
2025-05-19,,83.115
2025-05-20,,83.38
2025-05-21,,83.444
2025-05-22,,83.551
2025-05-23,,82.573
2025-05-26,,83.424
2025-05-27,,83.452
2025-05-28,,82.615
2025-05-29,,82.725
2025-05-30,,82.941
2025-06-02,,83.489
2025-06-03,,83.125
2025-06-04,,83.479
2025-06-05,,83.619
2025-06-06,,84.052
2025-06-09,,83.534
2025-06-10,,82.695
2025-06-11,,82.446
2025-06-12,,81.479
2025-06-13,,80.929
2025-06-16,,81.441
2025-06-17,,80.725
2025-06-18,,80.562
2025-06-19,,80.236
2025-06-20,,81.24
2025-06-23,,80.437
2025-06-24,,81.026
2025-06-25,,80.975
2025-06-26,,80.91
2025-06-27,,81.36
2025-06-30,,81.254
2025-07-01,,80.943
2025-07-02,,80.291
2025-07-03,,81.312
2025-07-04,,80.945
2025-07-07,,81.784
2025-07-08,,81.775
2025-07-09,,82.709
2025-07-10,,81.861
2025-07-11,,82.028
2025-07-14,,82.121
2025-07-15,,81.51
2025-07-16,,81.73
2025-07-17,,82.341
2025-07-18,,82.7
2025-07-21,,82.896
2025-07-22,,82.291
2025-07-23,,83.177
2025-07-24,,83.07
2025-07-25,,82.877
2025-07-28,,82.562
2025-07-29,,83.312
2025-07-30,,83.199
2025-07-31,,83.535
2025-08-01,,80.84
2025-08-04,,83.005
2025-08-05,,83.63
2025-08-06,,84.822
2025-08-07,,86.137
2025-08-08,,84.833
2025-08-11,,84.941
2025-08-12,,84.755
2025-08-13,,85.451
2025-08-14,,86.275
2025-08-15,,86.518
2025-08-18,,85.988
2025-08-19,,86.275
2025-08-20,,86.943
2025-08-21,,86.947
2025-08-22,,86.46
2025-08-25,,85.687
2025-08-26,,84.52
2025-08-27,,84.608
2025-08-28,,84.201
2025-08-29,,84.036
